Job Title/Position,Date Posted,Location,Position Overview,Key Responsibilities,Required Qualifications,Security Clearance,Program Hints,Client Hints,Contract Vehicle Hints,Prime Contractor,Recruiter Contact,Technologies,Certifications Required,Matched Program,Match Confidence,Match Type,BD Priority Score,Priority Tier,Match Signals,Source,Source URL,Scraped At,Processed At
,,,,,,,,,,,,,,JRSS - Joint Regional Security Stacks,20%,inferred,54,🟡 Warm,"Location match (partial): Montgomery, Alabama -> DISA Global Service Mgmt – Ops II via 'montgomery al', Location match (exact): Montgomery, Alabama -> JRSS - Joint Regional Security Stacks via 'montgomery, alabama', Location match (exact): Montgomery, Alabama -> NJRSS - Navy Joint Regional Security Stacks via 'montgomery, alabama', Location match (partial): Montgomery, Alabama -> Counter-UAS Program via 'huntsville, alabama'",unknown,https://insightglobal.com/jobs/find_a_job/alabama/montgomery/secret-network-administrator-ii-wan-afternoons-/job-456010/,,2026-01-13T00:31:29.951299
,,,,,,,,,,,,,,EVMS - Earned Value Management Systems,15%,inferred,53,🟡 Warm,"Location match (partial): Ashburn, Virginia -> EVMS - Earned Value Management Systems via 'herndon, virginia'",unknown,https://insightglobal.com/jobs/find_a_job/virginia/ashburn/top-secret-ai-operations-engineer-sme/job-471487/,,2026-01-13T00:31:29.951337
,,,,,,,,,,,,,,MHS GENESIS (DHMSM),20%,inferred,54,🟡 Warm,"Location match (partial): San Antonio, Texas -> Air Force Cyber Operations / Platform One + Cyber/DevSecOps Portfolio via 'san antonio tx', Location match (partial): San Antonio, Texas -> Air Force Platform One / DevSecOps Initiative via 'san antonio tx', Location match (partial): San Antonio, Texas -> Alamo ACE Conference / TechNet via 'san antonio tx', Location match (partial): San Antonio, Texas -> Defense Health Agency Desktop to Datacenter via 'san antonio tx', Location match (partial): San Antonio, Texas -> Defense Health Agency Modernization / MHS GENESIS via 'san antonio tx', Location match (exact): San Antonio, Texas -> MHS GENESIS (DHMSM) via 'san antonio', Location match (exact): San Antonio, Texas -> NTT Applications & BPS Support via 'texas', Location match (partial): San Antonio, Texas -> AFSIM - Advanced Framework for Simulation Integration & Modeling via 'san antonio tx, manassas va, tampa fl, rivanna va'",unknown,https://insightglobal.com/jobs/find_a_job/texas/san-antonio/secret-cleared-cad-visio-designer-field-technician/job-472534/,,2026-01-13T00:31:29.951379
,,,,,,,,,,,,,,Space Force/MDA Programs,20%,inferred,54,🟡 Warm,"Location match: Colorado Springs -> Space Force/MDA Programs, Location match (partial): Colorado Springs, Colorado -> AF TENCAP – 53rd EW Group / HOPE 2.0 & Test Integration Support via 'colorado springs co (af tencap core)', Location match (partial): Colorado Springs, Colorado -> Air Force Cyber Operations / Platform One + Cyber/DevSecOps Portfolio via 'colorado springs co', Location match (partial): Colorado Springs, Colorado -> Air Force Platform One / DevSecOps Initiative via 'colorado springs co', Location match (partial): Colorado Springs, Colorado -> Basic Ordering Agreement – Surge Staffing via 'colorado springs co', Location match (partial): Colorado Springs, Colorado -> Basic Ordering Agreement (NG Staff Augmentation) via 'colorado springs co', Location match (partial): Colorado Springs, Colorado -> Basic Ordering Agreement Support (Northrop Surge) via 'colorado springs co', Location match (partial): Colorado Springs, Colorado -> Blanket Order Agreement – Staff Augmentation via 'colorado springs co', Location match (partial): Colorado Springs, Colorado -> Blanket Ordering Agreement via 'colorado springs co', Location match (partial): Colorado Springs, Colorado -> BOA (General Staff Augmentation) via 'colorado springs co', Location match (partial): Colorado Springs, Colorado -> BOA (Northrop Surge) via 'colorado springs co', Location match (partial): Colorado Springs, Colorado -> Business Operations & Analytics via 'colorado springs co', Location match (partial): Colorado Springs, Colorado -> Command and Control, Battle Management & Communications (MDA) via 'colorado springs co', Location match (partial): Colorado Springs, Colorado -> Command and Control, Battle Management, Communications via 'colorado springs co', Location match (partial): Colorado Springs, Colorado -> HOPE 2.0 (TENCAP Prototype Engineering) via 'colorado springs co', Location match (partial): Colorado Springs, Colorado -> Integrated Situational Awareness / Cyber Program via 'colorado springs co', Location match (partial): Colorado Springs, Colorado -> Integrated Situational Awareness Environment via 'colorado springs co', Location match (partial): Colorado Springs, Colorado -> Integrated Situational Awareness Tool Environment via 'colorado springs co', Location match (partial): Colorado Springs, Colorado -> Integrated Situational Awareness Tool Environment (Intel Cyber) via 'colorado springs co', Location match (partial): Colorado Springs, Colorado -> Intelligence Systems Infrastructure Tools & Enhancements via 'colorado springs co', Location match (partial): Colorado Springs, Colorado -> Joint Tactical Ground Station via 'colorado springs co', Location match (partial): Colorado Springs, Colorado -> Joint Tactical Ground Stations via 'colorado springs co', Location match (partial): Colorado Springs, Colorado -> Multi-Mission Command & Control via 'colorado springs co', Location match (partial): Colorado Springs, Colorado -> Next-Gen OPIR (Ground + Payload) via 'colorado springs co', Location match (partial): Colorado Springs, Colorado -> STRATCOM Mission Readiness via 'colorado springs co', Location match (partial): Colorado Springs, Colorado -> SMORS – STRATCOM Mission Readiness Sustainment via 'colorado springs co', Location match (exact): Colorado Springs, Colorado -> Basic Ordering Agreement (NG BOA) via 'colorado springs, co', Location match (exact): Colorado Springs, Colorado -> C2BMC (Command & Control, Battle Mgmt, Comms) via 'colorado springs', Location match (exact): Colorado Springs, Colorado -> Command & Control, Battle Mgmt & Comms (MDA) – Secondary Row via 'colorado springs', Location match (exact): Colorado Springs, Colorado -> Defense Satellite Communications Modernization via 'colorado springs', Location match (exact): Colorado Springs, Colorado -> EDIS – Engineering, Development, Integration & Sustainment via 'colorado springs', Location match (exact): Colorado Springs, Colorado -> Engineering Development & Integration Support via 'colorado springs', Location match (exact): Colorado Springs, Colorado -> Ground Based Strategic Deterrent / Sentinel via 'colorado springs', Location match (exact): Colorado Springs, Colorado -> Joint Tactical Ground Station Early Warning via 'colorado springs', Location match (exact): Colorado Springs, Colorado -> Joint Tactical Ground Station System via 'colorado springs', Location match (exact): Colorado Springs, Colorado -> Next-Generation Overhead Persistent Infrared via 'colorado springs', Location match (exact): Colorado Springs, Colorado -> NGOPIR / NGG / NGOPIR (already normalized — link row) via 'colorado springs', Location match (exact): Colorado Springs, Colorado -> STRATCOM Mission Readiness Support via 'colorado springs', Location match (partial): Colorado Springs, Colorado -> GPS Next-Gen Operational Control System via 'colorado springs co (schriever sfb)', Location match (partial): Colorado Springs, Colorado -> Protected Satcom & Tactical Waveform Communications via 'colorado springs (indicative)', Location match (partial): Colorado Springs, Colorado -> SPICE (Space Payload Integration & Cyber Eng) via 'la / colorado'",unknown,https://insightglobal.com/jobs/find_a_job/colorado/colorado-springs/top-secret-fsr-analyst-co-springs-co-vandenburg-ca-/job-454381/,,2026-01-13T00:31:29.951416
,,,,,,,,,,,,,,Unmatched,0%,inferred,50,🟡 Warm,,unknown,https://insightglobal.com/jobs/find_a_job/florida/fort-walton-beach/top-secret-fsr-analyst-stuttgart-germany-ft-bragg-nc-virginia-beach-va-/job-454380/,,2026-01-13T00:31:29.951459
,,,,,,,,,,,,,,AUSA Modernization Portfolios (aggregate),15%,inferred,53,🟡 Warm,"Location match (partial): Detroit, Michigan -> AUSA Modernization Portfolios (aggregate) via 'detroit arsenal mi'",unknown,https://insightglobal.com/jobs/find_a_job/michigan/detroit/help-desk-support-spec-i/job-239418/,,2026-01-13T00:31:29.951503
,,,,,,,,,,,,,,Defense Health Agency Desktop to Datacenter,20%,inferred,54,🟡 Warm,"Location match (exact): Fort Shafter, Hawaii -> Defense Health Agency Desktop to Datacenter via 'hawaii', Location match (exact): Fort Shafter, Hawaii -> GBS (Global Broadcast Service) via 'hawaii', Location match (exact): Fort Shafter, Hawaii -> Global Broadcast Service via 'hawaii', Location match (exact): Fort Shafter, Hawaii -> NGEN-R SMIT – Navy Next Generation Enterprise Network (Service Management, Integration & Transport) via 'hawaii'",unknown,https://insightglobal.com/jobs/find_a_job/hawaii/fort-shafter/network-engineer/job-475757/,,2026-01-13T00:31:29.951540
,,,,,,,,,,,,,,Unmatched,0%,inferred,50,🟡 Warm,,unknown,https://insightglobal.com/jobs/find_a_job/california/yorba-linda/mid-level-rf-engineer/job-473564/,,2026-01-13T00:31:29.951580
,,,,,,,,,,,,,,AF DCGS - PACAF,20%,inferred,79,🟡 Warm,"Location match: San Diego -> AF DCGS - PACAF, Location match (partial): San Diego, California -> Navy Enterprise Service Desk via 'san diego ca', Location match (partial): San Diego, California -> NGEN-R SMIT – Navy Next Generation Enterprise Network (Service Management, Integration & Transport) via 'san diego ca', Location match (partial): San Diego, California -> Navy Marine Corps Intranet (legacy) via 'multiple navy & usmc bases (norfolk, san diego, etc.)', Location match (exact): San Diego, California -> NGEN-R — Enterprise Network Program via 'san diego', Location match (partial): San Diego, California -> NIWC Pacific (placeholder) via 'san diego ca (niwc pac)'",unknown,https://insightglobal.com/jobs/find_a_job/california/san-diego/systems-administrator/job-450628/,,2026-01-13T00:31:29.951625
,,,,,,,,,,,,,,Unmatched,0%,inferred,50,🟡 Warm,,unknown,https://insightglobal.com/jobs/find_a_job/california/yorba-linda/sr-rf-engineer-lead/job-473559/,,2026-01-13T00:31:29.951666
,,,,,,,,,,,,,,Defense Health Agency Desktop to Datacenter,20%,inferred,54,🟡 Warm,"Location match (exact): Fort Shafter, Hawaii -> Defense Health Agency Desktop to Datacenter via 'hawaii', Location match (exact): Fort Shafter, Hawaii -> GBS (Global Broadcast Service) via 'hawaii', Location match (exact): Fort Shafter, Hawaii -> Global Broadcast Service via 'hawaii', Location match (exact): Fort Shafter, Hawaii -> NGEN-R SMIT – Navy Next Generation Enterprise Network (Service Management, Integration & Transport) via 'hawaii'",unknown,https://insightglobal.com/jobs/find_a_job/hawaii/fort-shafter/senior-network-engineer/job-477450/,,2026-01-13T00:31:29.951703
,,,,,,,,,,,,,,EVMS - Earned Value Management Systems,15%,inferred,53,🟡 Warm,"Location match (partial): Braddock, Virginia -> EVMS - Earned Value Management Systems via 'herndon, virginia'",unknown,https://insightglobal.com/jobs/find_a_job/virginia/braddock/ess-helpdesk-technician/job-451448/,,2026-01-13T00:31:29.951739
,,,,,,,,,,,,,,SOCOM Programs,20%,inferred,54,🟡 Warm,"Location match: Tampa -> SOCOM Programs, Location match (partial): Tampa, Florida -> Battlefield Information Collection & Exploitation System via 'tampa fl', Location match (partial): Tampa, Florida -> Global Broadcast Service via 'tampa fl', Location match (partial): Tampa, Florida -> SOCOM Enterprise IT Support via 'tampa fl', Location match (partial): Tampa, Florida -> GBS (Global Broadcast Service) via 'tampa fl (macdill afb)', Location match (partial): Tampa, Florida -> SOCOM Digital Applications Data Science Support via 'tampa fl (macdill afb)', Location match (partial): Tampa, Florida -> SOCOM Software Solutions IDIQ via 'tampa fl + sof sites', Location match (partial): Tampa, Florida -> AFSIM - Advanced Framework for Simulation Integration & Modeling via 'san antonio tx, manassas va, tampa fl, rivanna va'",unknown,https://insightglobal.com/jobs/find_a_job/florida/tampa/sr-project-engineer/job-478024/,,2026-01-13T00:31:29.951775
,,,,,,,,,,,,,,"Command & Control, Battle Mgmt & Comms (MDA) – Secondary Row",20%,inferred,54,🟡 Warm,"Location match (partial): Huntsville, Alabama -> Aegis Ballistic Missile Defense / Aegis Program via 'huntsville al', Location match (partial): Huntsville, Alabama -> Army Integrated Battle Command System via 'huntsville al', Location match (partial): Huntsville, Alabama -> Army Integrated Battle Command System Support via 'huntsville al', Location match (partial): Huntsville, Alabama -> Army Missile & Space R&D Support (Huntsville) via 'huntsville al', Location match (partial): Huntsville, Alabama -> C2BMC (Command & Control, Battle Mgmt, Comms) via 'huntsville al', Location match (partial): Huntsville, Alabama -> Command and Control, Battle Management & Communications (MDA) via 'huntsville al', Location match (partial): Huntsville, Alabama -> GMD Weapon System (Ground C2) via 'huntsville al', Location match (partial): Huntsville, Alabama -> GMD Weapon System Modernization via 'huntsville al', Location match (partial): Huntsville, Alabama -> Integrated Air & Missile Defense via 'huntsville al', Location match (partial): Huntsville, Alabama -> Integrated Battle Command System via 'huntsville al', Location match (partial): Huntsville, Alabama -> Integrated Situational Awareness / Cyber Program via 'huntsville al', Location match (partial): Huntsville, Alabama -> Integrated Situational Awareness Environment via 'huntsville al', Location match (partial): Huntsville, Alabama -> Integrated Situational Awareness Tool Environment via 'huntsville al', Location match (partial): Huntsville, Alabama -> Integrated Situational Awareness Tool Environment (Intel Cyber) via 'huntsville al', Location match (partial): Huntsville, Alabama -> Intelligence Systems Infrastructure Tools & Enhancements via 'huntsville al', Location match (partial): Huntsville, Alabama -> Multi-Mission Command & Control via 'huntsville al', Location match (partial): Huntsville, Alabama -> Next Generation Interceptor via 'huntsville al', Location match (partial): Huntsville, Alabama -> NGI – Next Generation Interceptor via 'huntsville al', Location match (partial): Huntsville, Alabama -> PAC-3 (Consolidated) via 'huntsville al', Location match (partial): Huntsville, Alabama -> PAC-3 Missile Family (Consolidated) via 'huntsville al', Location match (partial): Huntsville, Alabama -> PAC-3 Missile Segment Enhancement (Deep Detail Variant) via 'huntsville al', Location match (partial): Huntsville, Alabama -> PAC-3 MSE (Deep Detail Variant; Consolidated) via 'huntsville al', Location match (partial): Huntsville, Alabama -> Sentinel / GBSD via 'huntsville al', Location match (partial): Huntsville, Alabama -> Army AvMC Enterprise IT Support Services via 'redstone arsenal / huntsville al', Location match (exact): Huntsville, Alabama -> Command & Control, Battle Mgmt & Comms (MDA) – Secondary Row via 'huntsville', Location match (exact): Huntsville, Alabama -> EDIS – Engineering, Development, Integration & Sustainment via 'huntsville', Location match (exact): Huntsville, Alabama -> Sentinel GBSD via 'huntsville', Location match (exact): Huntsville, Alabama -> Sentinel GBSD (AFNWC Hill AFB Variant) via 'huntsville', Location match (exact): Huntsville, Alabama -> Sentinel GBSD (LGM-35A) via 'huntsville', Location match (partial): Huntsville, Alabama -> Command & Control, Battle Mgmt & Comms via 'huntsville / schriever', Location match (partial): Huntsville, Alabama -> Command and Control, Battle Management, Communications via 'huntsville al (indicative)', Location match (partial): Huntsville, Alabama -> MDA Tactical Embedded Systems via 'redstone arsenal, huntsville al', Location match (partial): Huntsville, Alabama -> Poland WISŁA – Patriot + IBCS Foreign Military Sales via 'huntsville al labs', Location match (partial): Huntsville, Alabama -> JRSS - Joint Regional Security Stacks via 'montgomery, alabama', Location match (partial): Huntsville, Alabama -> NJRSS - Navy Joint Regional Security Stacks via 'montgomery, alabama', Location match (exact): Huntsville, Alabama -> Counter-UAS Program via 'huntsville, alabama'",unknown,https://insightglobal.com/jobs/find_a_job/alabama/huntsville/software-systems-engineer/job-473013/,,2026-01-13T00:31:29.951811
,,,,,,,,,,,,,,Unmatched,0%,inferred,50,🟡 Warm,,unknown,https://insightglobal.com/jobs/find_a_job/pennsylvania/chambersburg/program-contract-manager/job-474163/,,2026-01-13T00:31:29.951849
,,,,,,,,,,,,,,Navy Aegis Combat System Modernization,15%,inferred,53,🟡 Warm,"Location match (partial): Dahlgren, Virginia -> Navy Aegis Combat System Modernization via 'dahlgren va', Location match (partial): Dahlgren, Virginia -> EVMS - Earned Value Management Systems via 'herndon, virginia'",unknown,https://insightglobal.com/jobs/find_a_job/virginia/dahlgren/ts-senior-linux-architect/job-463580/,,2026-01-13T00:31:29.951886
,,,,,,,,,,,,,,PAC-3 (Consolidated),15%,inferred,53,🟡 Warm,"Location match (partial): Camden, New Jersey -> PAC-3 (Consolidated) via 'camden ar', Location match (partial): Camden, New Jersey -> PAC-3 Missile Family (Consolidated) via 'camden ar', Location match (partial): Camden, New Jersey -> PAC-3 Missile Segment Enhancement (Deep Detail Variant) via 'camden ar', Location match (partial): Camden, New Jersey -> PAC-3 MSE (Deep Detail Variant; Consolidated) via 'camden ar'",unknown,https://insightglobal.com/jobs/find_a_job/new-jersey/camden/embedded-software-engineer/job-456389/,,2026-01-13T00:31:29.951930
,,,,,,,,,,,,,,Unmatched,0%,inferred,50,🟡 Warm,,unknown,https://insightglobal.com/jobs/find_a_job/california/beale-afb/ts-sci-high-band-system-software-support-engineer/job-447581/,,2026-01-13T00:31:29.951970
,,,,,,,,,,,,,,AF TENCAP – 53rd EW Group / HOPE 2.0 & Test Integration Support,15%,inferred,53,🟡 Warm,"Location match (partial): Louisville, Colorado -> AF TENCAP – 53rd EW Group / HOPE 2.0 & Test Integration Support via 'colorado springs co (af tencap core)', Location match (partial): Louisville, Colorado -> Air Force Cyber Operations / Platform One + Cyber/DevSecOps Portfolio via 'colorado springs co', Location match (partial): Louisville, Colorado -> Air Force Platform One / DevSecOps Initiative via 'colorado springs co', Location match (partial): Louisville, Colorado -> Basic Ordering Agreement – Surge Staffing via 'colorado springs co', Location match (partial): Louisville, Colorado -> Basic Ordering Agreement (NG Staff Augmentation) via 'colorado springs co', Location match (partial): Louisville, Colorado -> Basic Ordering Agreement Support (Northrop Surge) via 'colorado springs co', Location match (partial): Louisville, Colorado -> Blanket Order Agreement – Staff Augmentation via 'colorado springs co', Location match (partial): Louisville, Colorado -> Blanket Ordering Agreement via 'colorado springs co', Location match (partial): Louisville, Colorado -> BOA (General Staff Augmentation) via 'colorado springs co', Location match (partial): Louisville, Colorado -> BOA (Northrop Surge) via 'colorado springs co', Location match (partial): Louisville, Colorado -> Business Operations & Analytics via 'colorado springs co', Location match (partial): Louisville, Colorado -> Command and Control, Battle Management & Communications (MDA) via 'colorado springs co', Location match (partial): Louisville, Colorado -> Command and Control, Battle Management, Communications via 'colorado springs co', Location match (partial): Louisville, Colorado -> HOPE 2.0 (TENCAP Prototype Engineering) via 'colorado springs co', Location match (partial): Louisville, Colorado -> Integrated Situational Awareness / Cyber Program via 'colorado springs co', Location match (partial): Louisville, Colorado -> Integrated Situational Awareness Environment via 'colorado springs co', Location match (partial): Louisville, Colorado -> Integrated Situational Awareness Tool Environment via 'colorado springs co', Location match (partial): Louisville, Colorado -> Integrated Situational Awareness Tool Environment (Intel Cyber) via 'colorado springs co', Location match (partial): Louisville, Colorado -> Intelligence Systems Infrastructure Tools & Enhancements via 'colorado springs co', Location match (partial): Louisville, Colorado -> Joint Tactical Ground Station via 'colorado springs co', Location match (partial): Louisville, Colorado -> Joint Tactical Ground Stations via 'colorado springs co', Location match (partial): Louisville, Colorado -> Multi-Mission Command & Control via 'colorado springs co', Location match (partial): Louisville, Colorado -> Next-Gen OPIR (Ground + Payload) via 'colorado springs co', Location match (partial): Louisville, Colorado -> STRATCOM Mission Readiness via 'colorado springs co', Location match (partial): Louisville, Colorado -> SMORS – STRATCOM Mission Readiness Sustainment via 'colorado springs co', Location match (partial): Louisville, Colorado -> Basic Ordering Agreement (NG BOA) via 'colorado springs, co', Location match (partial): Louisville, Colorado -> C2BMC (Command & Control, Battle Mgmt, Comms) via 'colorado springs', Location match (partial): Louisville, Colorado -> Command & Control, Battle Mgmt & Comms (MDA) – Secondary Row via 'colorado springs', Location match (partial): Louisville, Colorado -> Defense Satellite Communications Modernization via 'colorado springs', Location match (partial): Louisville, Colorado -> EDIS – Engineering, Development, Integration & Sustainment via 'colorado springs', Location match (partial): Louisville, Colorado -> Engineering Development & Integration Support via 'colorado springs', Location match (partial): Louisville, Colorado -> Ground Based Strategic Deterrent / Sentinel via 'colorado springs', Location match (partial): Louisville, Colorado -> Joint Tactical Ground Station Early Warning via 'colorado springs', Location match (partial): Louisville, Colorado -> Joint Tactical Ground Station System via 'colorado springs', Location match (partial): Louisville, Colorado -> Next-Generation Overhead Persistent Infrared via 'colorado springs', Location match (partial): Louisville, Colorado -> NGOPIR / NGG / NGOPIR (already normalized — link row) via 'colorado springs', Location match (partial): Louisville, Colorado -> STRATCOM Mission Readiness Support via 'colorado springs', Location match (partial): Louisville, Colorado -> GPS Next-Gen Operational Control System via 'colorado springs co (schriever sfb)', Location match (partial): Louisville, Colorado -> Protected Satcom & Tactical Waveform Communications via 'colorado springs (indicative)', Location match (partial): Louisville, Colorado -> SPICE (Space Payload Integration & Cyber Eng) via 'la / colorado'",unknown,https://insightglobal.com/jobs/find_a_job/colorado/louisville/tssci-systems-administrator-level-2-/job-465529/,,2026-01-13T00:31:29.952015
,,,,,,,,,,,,,,Unmatched,0%,inferred,50,🟡 Warm,,unknown,https://insightglobal.com/jobs/find_a_job/maryland/chevy-chase/service-engineer/job-471120/,,2026-01-13T00:31:29.952055
,,,,,,,,,,,,,,Unmatched,0%,inferred,50,🟡 Warm,,unknown,https://insightglobal.com/jobs/find_a_job/florida/palm-beach-gardens/office-manager/job-475675/,,2026-01-13T00:31:29.952095
,,,,,,,,,,,,,,AF DCGS - PACAF,20%,inferred,79,🟡 Warm,"Location match: San Diego -> AF DCGS - PACAF, Location match (partial): San Diego, California -> Navy Enterprise Service Desk via 'san diego ca', Location match (partial): San Diego, California -> NGEN-R SMIT – Navy Next Generation Enterprise Network (Service Management, Integration & Transport) via 'san diego ca', Location match (partial): San Diego, California -> Navy Marine Corps Intranet (legacy) via 'multiple navy & usmc bases (norfolk, san diego, etc.)', Location match (exact): San Diego, California -> NGEN-R — Enterprise Network Program via 'san diego', Location match (partial): San Diego, California -> NIWC Pacific (placeholder) via 'san diego ca (niwc pac)'",unknown,https://insightglobal.com/jobs/find_a_job/california/san-diego/it-support-engineer/job-478088/,,2026-01-13T00:31:29.952137
,,,,,,,,,,,,,,"Command & Control, Battle Mgmt & Comms (MDA) – Secondary Row",20%,inferred,54,🟡 Warm,"Location match (partial): Huntsville, Alabama -> Aegis Ballistic Missile Defense / Aegis Program via 'huntsville al', Location match (partial): Huntsville, Alabama -> Army Integrated Battle Command System via 'huntsville al', Location match (partial): Huntsville, Alabama -> Army Integrated Battle Command System Support via 'huntsville al', Location match (partial): Huntsville, Alabama -> Army Missile & Space R&D Support (Huntsville) via 'huntsville al', Location match (partial): Huntsville, Alabama -> C2BMC (Command & Control, Battle Mgmt, Comms) via 'huntsville al', Location match (partial): Huntsville, Alabama -> Command and Control, Battle Management & Communications (MDA) via 'huntsville al', Location match (partial): Huntsville, Alabama -> GMD Weapon System (Ground C2) via 'huntsville al', Location match (partial): Huntsville, Alabama -> GMD Weapon System Modernization via 'huntsville al', Location match (partial): Huntsville, Alabama -> Integrated Air & Missile Defense via 'huntsville al', Location match (partial): Huntsville, Alabama -> Integrated Battle Command System via 'huntsville al', Location match (partial): Huntsville, Alabama -> Integrated Situational Awareness / Cyber Program via 'huntsville al', Location match (partial): Huntsville, Alabama -> Integrated Situational Awareness Environment via 'huntsville al', Location match (partial): Huntsville, Alabama -> Integrated Situational Awareness Tool Environment via 'huntsville al', Location match (partial): Huntsville, Alabama -> Integrated Situational Awareness Tool Environment (Intel Cyber) via 'huntsville al', Location match (partial): Huntsville, Alabama -> Intelligence Systems Infrastructure Tools & Enhancements via 'huntsville al', Location match (partial): Huntsville, Alabama -> Multi-Mission Command & Control via 'huntsville al', Location match (partial): Huntsville, Alabama -> Next Generation Interceptor via 'huntsville al', Location match (partial): Huntsville, Alabama -> NGI – Next Generation Interceptor via 'huntsville al', Location match (partial): Huntsville, Alabama -> PAC-3 (Consolidated) via 'huntsville al', Location match (partial): Huntsville, Alabama -> PAC-3 Missile Family (Consolidated) via 'huntsville al', Location match (partial): Huntsville, Alabama -> PAC-3 Missile Segment Enhancement (Deep Detail Variant) via 'huntsville al', Location match (partial): Huntsville, Alabama -> PAC-3 MSE (Deep Detail Variant; Consolidated) via 'huntsville al', Location match (partial): Huntsville, Alabama -> Sentinel / GBSD via 'huntsville al', Location match (partial): Huntsville, Alabama -> Army AvMC Enterprise IT Support Services via 'redstone arsenal / huntsville al', Location match (exact): Huntsville, Alabama -> Command & Control, Battle Mgmt & Comms (MDA) – Secondary Row via 'huntsville', Location match (exact): Huntsville, Alabama -> EDIS – Engineering, Development, Integration & Sustainment via 'huntsville', Location match (exact): Huntsville, Alabama -> Sentinel GBSD via 'huntsville', Location match (exact): Huntsville, Alabama -> Sentinel GBSD (AFNWC Hill AFB Variant) via 'huntsville', Location match (exact): Huntsville, Alabama -> Sentinel GBSD (LGM-35A) via 'huntsville', Location match (partial): Huntsville, Alabama -> Command & Control, Battle Mgmt & Comms via 'huntsville / schriever', Location match (partial): Huntsville, Alabama -> Command and Control, Battle Management, Communications via 'huntsville al (indicative)', Location match (partial): Huntsville, Alabama -> MDA Tactical Embedded Systems via 'redstone arsenal, huntsville al', Location match (partial): Huntsville, Alabama -> Poland WISŁA – Patriot + IBCS Foreign Military Sales via 'huntsville al labs', Location match (partial): Huntsville, Alabama -> JRSS - Joint Regional Security Stacks via 'montgomery, alabama', Location match (partial): Huntsville, Alabama -> NJRSS - Navy Joint Regional Security Stacks via 'montgomery, alabama', Location match (exact): Huntsville, Alabama -> Counter-UAS Program via 'huntsville, alabama'",unknown,https://insightglobal.com/jobs/find_a_job/alabama/huntsville/value-stream-specialist/job-472927/,,2026-01-13T00:31:29.952174
