award_amount,award_id,awarding_agency,awarding_sub_agency,bd_reasons,bd_score,competitor_subaward_count,competitor_subaward_value,contract_id,description,end_date,extraction_date,is_dod,is_it_services,naics_code,naics_description,pop_city,pop_state,psc_code,psc_description,recipient_name,recipient_uei,source,start_date,subaward_count,subaward_value
701720362.13,CONT_AWD_W912DR22C0012_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $500M+,45,0,0,W912DR22C0012,ECB4 DESIGN & CONSTRUCTION,2026-05-11,2026-01-21,True,False,,,,,,,"BALFOUR BEATTY CONSTRUCTION, LLC",PLF5D1ZJDQ63,usaspending,2022-05-01,0,0
701376811.86,CONT_AWD_W31P4Q23C0026_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $500M+,45,0,0,W31P4Q23C0026,TUBE-LAUNCHED OPTICALLY TRACKED WIRELESS-GUIDED (TOW) MISSILE PRODUCTION FOR THE UKRAINE AND US CUSTOMERS.,2028-10-31,2026-01-21,True,False,,,,,,,RAYTHEON COMPANY,VTEWM5QSE598,usaspending,2023-08-15,0,0
700062444.0,CONT_AWD_W15QKN24F0527_9700_W15QKN24D0052_9700,Department of Defense,Department of the Army,DoD; $500M+,45,0,0,W15QKN24F0527,"MANUFACTURE, ASSEMBLY, INSPECTION, PACKAGE, AND DELIVERY OF THE 155MM ARTILLERY M795 PROJECTILE BODY ASSEMBLY IN SUPPORT OF UKRAINE.",2028-02-28,2026-01-21,True,False,,,,,,,"GENERAL DYNAMICS OTS (WILKES BARRE), LLC",V1TVADBWD4E9,usaspending,2024-09-27,0,0
699961768.24,CONT_AWD_W31P4Q25F0082_9700_W31P4Q25D0010_9700,Department of Defense,Department of the Army,DoD; $500M+,45,0,0,W31P4Q25F0082,PRECISION STRIKE MISSILE (PRSM) FOR FISCAL YEARS (FY) 2025-2029 INDEFINITE DELIVERY/ INDEFINITE QUANTITY (IDIQ) DELIVERY ORDER EOC5.,2028-09-30,2026-01-21,True,False,,,,,,,LOCKHEED MARTIN CORPORATION,XFJMYSYFJEK4,usaspending,2025-03-28,0,0
698840871.0,CONT_AWD_FA821320F1001_9700_FA821315D0002_9700,Department of Defense,Department of the Air Force,DoD; $500M+,45,0,0,FA821320F1001,JOINT DIRECT ATTACK MUNITION (JDAM),2022-05-31,2026-01-21,True,False,,,,,,,THE BOEING COMPANY,JJM4FRDZJDX1,usaspending,2020-03-25,0,0
695995373.62,CONT_AWD_W31P4Q24F0144_9700_W31P4Q24D0019_9700,Department of Defense,Department of the Army,DoD; $500M+,45,0,0,W31P4Q24F0144,PURCHASE HIGH MOBILITY ARTILLERY ROCKET SYSTEM (HIMARS) FOR UNITED STATES (US) ARMY AND FOREIGN MILITARY SALES (FMS).,2028-06-30,2026-01-21,True,False,,,,,,,LOCKHEED MARTIN CORPORATION,XFJMYSYFJEK4,usaspending,2024-05-08,0,0
693325212.9,CONT_AWD_N0002409C6247_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $500M+,45,0,0,N0002409C6247,"PROCUREMENT OF ENGINEERING SERVICES AND SUPPORT OF THE AN/BVY-1 INTEGRATED SUBMARINE IMAGING SYSTEM (ISIS) AND FOR THE PRODUCTION OF TEN (10) AN/BVY-1(V)1 INTEGRATED CONTROL AND DISPLAY (IC&D) CABINETS. SERVICES WILL INCLUDE DESIGN, DEVELOPMENT, TESTING, REVERSE ENGINEERING, TECHNOLOGY INSERTION/ REFRESHMENT, ENGINEERING SERVICES, FIELD ENGINEERING SERVICES, AND SYSTEM SUPPORT.",2024-03-09,2026-01-21,True,False,,,,,,,LOCKHEED MARTIN CORPORATION,CWM4UN76ZQW8,usaspending,2009-07-17,0,0
692084069.0,CONT_AWD_FA863019C5004_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $500M+,45,0,0,FA863019C5004,"IRAQ SERVICES PETROLEUM, SECURITY, VEHICLE MAINTENANCE",2021-04-30,2026-01-21,True,False,,,,,,,SALLYPORT GLOBAL HOLDINGS INC,CJV9TZ1GS425,usaspending,2019-01-31,0,0
689771623.01,CONT_AWD_FA861118F0022_9700_FA861113D2850_9700,Department of Defense,Department of the Air Force,DoD; $500M+,45,0,0,FA861118F0022,IGF::OT::IGF RACR CONTRACT NUMBER SPIIN NUMBER CORRECTION AND CLIN NUMBER UPDATE FOR CDRLS NSP,2024-02-29,2026-01-21,True,False,,,,,,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,usaspending,2018-03-13,0,0
687695336.22,CONT_AWD_HQ014719C5001_9700_-NONE-_-NONE-,Department of Defense,Missile Defense Agency,DoD; $500M+,45,0,0,HQ014719C5001,THE UNITED STATES GOVERNMENT'S (USG) TERMINAL HIGH ALTITUDE AREA DEFENSE (THAAD) PROJECT OFFICE HAS THE REQUIREMENT TO PROVIDE MAINTENANCE AND SUSTAINMENT FOR THE TWO THAAD BATTERIES WEAPON SYSTEMS IN SUPPORT OF A FOREIGN MILITARY SALES (FMS) CASE ESTABLISHED WITH THE GOVERNMENT OF THE UNITED ARAB EMIRATES (UAE).  THE PURPOSE OF ACTION IS TO AWARD THE MAINTENANCE AND SUSTAINMENT CONTRACT.,2028-10-30,2026-01-21,True,False,,,,,,,LOCKHEED MARTIN CORP,CQWLW9XRQTH5,usaspending,2018-10-31,0,0
687470403.52,CONT_AWD_W912PL25F0042_9700_W912EK23D0011_9700,Department of Defense,Department of the Army,DoD; $500M+,45,0,0,W912PL25F0042,CALIFORNIA WILDFIRES 2025 PPDR PACIFIC PALISADES,2026-01-07,2026-01-21,True,False,,,,,,,ECC CONSTRUCTORS LLC,LJPLMV3GCYE7,usaspending,2025-02-10,0,0
686227113.0,CONT_AWD_FA868123CB001_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $500M+,45,0,0,FA868123CB001,SMALL DIAMETER BOMB INCREMENT II,2028-08-08,2026-01-21,True,False,,,,,,,RAYTHEON COMPANY,VTEWM5QSE598,usaspending,2023-03-23,0,0
685944943.93,CONT_AWD_W911QY17C0013_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $500M+,45,0,0,W911QY17C0013,"""IGF::OT::IGF::EXEMPT""",2025-02-28,2026-01-21,True,False,,,,,,,TEXTRON SYSTEMS CORPORATION,SNJ8YY61GB95,usaspending,2016-10-31,0,0
684946523.88,CONT_AWD_FA701407C0009_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $500M+,45,0,0,FA701407C0009,SERVICES 01 JAN 09 TO 31 DEC 09,2016-07-31,2026-01-21,True,False,,,,,,,HII MISSION TECHNOLOGIES CORP,G5H7HWC4L2R5,usaspending,2007-01-01,0,0
684666325.34,CONT_AWD_W31P4Q19C0058_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $500M+,45,0,0,W31P4Q19C0058,CRUISE MISSILE DEFENSE SYSTEMS SENTINEL A4 RADAR DEVELOPMENT COMPETITIVE REQUIREMENT,2027-09-13,2026-01-21,True,False,,,,,,,LOCKHEED MARTIN CORPORATION,H11HD5VHGHN3,usaspending,2019-09-25,0,0
683120479.78,CONT_AWD_FA861505C6002_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $500M+,45,0,0,FA861505C6002,TAS::57 3010::TAS 200511!000157!5700!FA8615!ASC/YPK !FA861505C6002 !A!N! !N! ! !20050719!20060712!008016958!008016958!834951691!N!LOCKHEED MARTIN CORPORATION !LOCKHEED BLVD !FORT WORTH !TX!76101!27000!439!48!FORT WORTH !TARRANT !TEXAS !+000067730000!Y!N!000083539000!1510!AIRCRAFT FIXED WING !A1C!OTHER AIRCRAFT EQUIPMENT !000 !* !336413!E! !1! ! ! ! ! !20200930!B! ! !N!Z!B!N!J!1!001!N!4A!A!Y!A! ! !N!C!N! ! ! !Z!Z!A!A!000!A!C!N! ! ! !Y! ! !0001! !,2025-12-31,2026-01-21,True,False,,,,,,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,usaspending,2005-07-19,0,0
679473790.85,CONT_AWD_FA701204C0003_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $500M+,45,0,0,FA701204C0003,200407!000098!5700!LA01  !11 CONS/LGCW                    !FA701204C0003  !A!N! !N!             !      !20031121!20130630!836196972!805258373!834951691!N!LOCKHEED MARTIN INTEGRATED SYS!6801 ROCKLEDGE DRIVE      !BETHESDA            !NJ!20817!50000!001!11!WASHINGTON          !DISTRICT OF COLUMBIA  !D.C.      !+000010350876!N!N!000530185344!D399!OTHER ADP&TELECOMMUNICATION SERVICES            !S1 !SERVICES                            !000 !*                             !541690!A!B!3! ! ! ! ! !99990,2014-08-08,2026-01-21,True,False,,,,,,,"LOCKHEED MARTIN INTEGRATED SYSTEMS, LLC",L6NFCAPLNJ33,usaspending,2003-11-21,0,0
676372795.08,CONT_AWD_B001_9700_SP060013D0482_9700,Department of Defense,Defense Logistics Agency,DoD; $500M+,45,0,0,B001,"THIS IS FOR THE DELIVERY OF JP5, JP8, AND F76 FOR THE AEM FY13 PURCHASE PROGRAM.",2016-06-30,2026-01-21,True,False,,,,,,,COMPANIA ESPANOLA DE PETROLEOS SA,CCCBX5M9QBE9,usaspending,2013-06-28,0,0
676106048.0,CONT_AWD_N0001923C0020_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $500M+,45,0,0,N0001923C0020,METS A/C FULL RATE PRODUCTION LOT I,2027-05-20,2026-01-21,True,False,,,,,,,TEXTRON AVIATION INC,LH8RF2CKLWK5,usaspending,2023-01-25,0,0
675858853.69,CONT_AWD_D003_9700_N0010404AZF12_9700,Department of Defense,Department of the Army,DoD; $500M+,45,0,0,D003,COMMERCIAL OFF-THE SHELF ENTERPRISE RESOURCE PLANNING (ERP) APPLICATION - AN ARMY-WIDE ENTERPRISE FINANCIAL SYSTEM,2018-07-31,2026-01-21,True,False,,,,,,,ACCENTURE LLP,NKF4GENK83K4,usaspending,2011-03-22,0,0
675220466.23,CONT_AWD_W52P1J05C0030_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $500M+,45,0,0,W52P1J05C0030,"200508!000997!2100!W52P1J!U.S. ARMY INDUSTRIAL OPERATIONS !W52P1J05C0030  !A!N! !N!             !      !20050429!20100930!884356429!884356429!006196174!N!AMTEC CORPORATION             !4230 CAPITAL CIRCLE DR    !JANESVILLE          !WI!53546!37825!105!55!JANESVILLE          !ROCK                  !WISCONSIN !+000046910882!N!N!000046910882!1310!AMMUNITION, OVER 30 MM UP TO 75 MM                !A6 !AMMUNITION                          !000 !*                             !332993!E! !3! ! ! ! ! !202",2013-07-31,2026-01-21,True,False,,,,,,,AMTEC CORPORATION,Y6PYN1Q8UKY7,usaspending,2005-04-29,0,0
674868391.63,CONT_AWD_W56HZV14C0002_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $500M+,45,0,0,W56HZV14C0002,THIS AWARD IS FOR THE PALADIN INTEGRATED MANAGEMENT (PIM) LOW RATE INITIAL PRODUCTION (LRIP) EFFORT. THE BASE AWARD IS FOR 19 SELF PROPELLED HOWITZERS (SPH) AND 18 CARRIER AMMUNITION TRACKED (CAT) VEHICLES. THE BASE AWARD ALSO INCLUDES SPH/CAT THRESHOLD 2 ARMOR KITS AND BASIC ISSUE ITEMS (BII)SPARES.,2018-12-31,2026-01-21,True,False,,,,,,,BAE SYSTEMS LAND & ARMAMENTS L.P.,DMHSJF9K3XP9,usaspending,2013-10-30,0,0
674822987.0,CONT_AWD_N0001997C0147_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $500M+,45,0,0,N0001997C0147,200009!1700!000895!AA412 !NAVAL AIR SYSTEMS COMMAND       !N0001997C0147  !A!*!PZ0013             !19990924!20060228!944747195!008255408!008255408!N!26512!NORTHROP GRUMMAN CORPORATION  !S OYSTER BAY RD           !BETHPAGE            !NY!11714!06387!059!36!BETHPAGE            !NASSAU                !NEW YORK  !0001!+000049018069!N!Y!001323373455!1510!AIRCRAFT FIXED WING                               !A1A!AIRFRAMES AND SPARES          !2AEB!E-2 HAWKEYE                   !3721!3!*!*!J!B!A!*!D !N!J!,2006-12-31,2026-01-21,True,False,,,,,,,NORTHROP GRUMMAN CORPORATION,G7E7ZSRKME17,usaspending,1999-10-01,0,0
674723776.32,CONT_AWD_FAQK_9700_N0002400D6000_9700,Department of Defense,Department of the Navy,DoD; $500M+,45,0,0,FAQK,OTHER ADP & TELECOMMUNICATIONS SERVICES,2009-09-30,2026-01-21,True,False,,,,,,,PERATON ENTERPRISE SOLUTIONS LLC,MBSRAWAQ9559,usaspending,2009-09-30,0,0
674487291.15,CONT_AWD_W31P4Q08C0001_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $500M+,45,0,0,W31P4Q08C0001,"HIMARS FULL RATE PRODUCTION (FRP) -3, FOR FMS-UAE AND SINGAPORE, WITH ASSOCIATED EQUIPMENT, LOGISTICS SUPPORT, AND A PROVISION FOR ADDITIVE OPTIONS FOR HIMARS FRP 4 AND 5.",2013-09-16,2026-01-21,True,False,,,,,,,LOCKHEED MARTIN CORPORATION,XFJMYSYFJEK4,usaspending,2007-12-28,0,0
671827770.65,CONT_AWD_SPRTA125F0256_9700_SPRPA124D001E_9700,Department of Defense,Defense Logistics Agency,DoD; $500M+,45,0,0,SPRTA125F0256,"MANUFACTURE OF HORIZONTAL STABLIZIERS, LEFT, RIGHT AND CENTER FOR THE KC -135 AIRCRAFT.",2032-04-30,2026-01-21,True,False,,,,,,,THE BOEING COMPANY,MF2LE5RK6L84,usaspending,2025-09-25,0,0
671723223.0,CONT_AWD_N0003004C0100_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $500M+,45,0,0,N0003004C0100,,2009-10-31,2026-01-21,True,False,,,,,,,LOCKHEED MARTIN CORPORATION,LHM1PFWNT8J4,usaspending,2004-05-21,0,0
670500823.81,CONT_AWD_N0001923C0037_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $500M+,45,0,0,N0001923C0037,NGJ-MB LRIP III,2026-11-29,2026-01-21,True,False,,,,,,,RAYTHEON COMPANY,NBSLHP77ZJQ1,usaspending,2023-04-01,0,0
670328123.43,CONT_AWD_H9400209C0001_9700_-NONE-_-NONE-,Department of Defense,Defense Health Agency,DoD; $500M+,45,0,0,H9400209C0001,AWARD OF CONTRACT,2013-09-30,2026-01-21,True,False,,,,,,,"BRIGHTON MARINE, INC.",MEPHSGELBYB5,usaspending,2008-10-01,0,0
670104844.78,CONT_AWD_M6700499C0002_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $500M+,45,0,0,M6700499C0002,200106!000121!1700!F7004 !MARINE CORPS LOGISTICS BASE     !M6700499C0002  !A!N!*!N!P00015             !20010228!20080930!041014242!041014242!139691877!N!HONEYWELL TECHNOLOGY SOLUTIONS!7000 COLUMBIA GATEWAY DRIV!COLUMBIA            !MD!21046!35000!031!12!JACKSONVILLE        !DUVAL                 !FLORIDA   !+000004292865!N!N!000000000000!J049!MAINT & REPAIR OF EQ/MAINTENANCE & REPAIR SHOP EQ !A4A!COMBAT VEHICLES               !2000!NOT DISCERNABLE OR CLASSIFIED !811310!*!*!3! ! !C!*!*!*!B!*!*!A!,2009-07-13,2026-01-21,True,False,,,,,,,"KBR WYLE SERVICES, LLC",JU9GLKSCUXE3,usaspending,1999-03-10,0,0
669143216.52,CONT_AWD_M9549419C0020_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $500M+,45,0,0,M9549419C0020,MCRC ADVERTISING SERVICES SUPPORT,2024-12-19,2026-01-21,True,False,,,,,,,WUNDERMAN THOMPSON LLC,SF2NA13BJQU4,usaspending,2019-09-18,0,0
668091298.47,CONT_AWD_0018_9700_DAAA0999D0016_9700,Department of Defense,Department of the Army,DoD; $500M+,45,0,0,0018,SMALL CALIBER AMMUNITION,2012-08-31,2026-01-21,True,False,,,,,,,ALLIANT TECHSYSTEMS OPERATIONS LLC,KSQMLDMZDZ64,usaspending,2008-01-02,0,0
667957950.77,CONT_AWD_N3220517C3000_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $500M+,45,0,0,N3220517C3000,IGF::OT::IGF OBERG/N103/ CONTRACT AWARD FOR BOB HOPE CLASS LMSR SHIPS.,2023-09-30,2026-01-21,True,False,,,,,,,"U.S. MARINE MANAGEMENT, LLC",ULJ3VFQNYKQ4,usaspending,2017-09-15,0,0
667888693.39,CONT_AWD_FA867511C0030_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $500M+,45,0,0,FA867511C0030,LOT 25,2029-07-31,2026-01-21,True,False,,,,,,,RAYTHEON COMPANY,VTEWM5QSE598,usaspending,2011-08-31,0,0
667672923.01,CONT_AWD_H9400209C0005_9700_-NONE-_-NONE-,Department of Defense,Defense Health Agency,DoD; $500M+,45,0,0,H9400209C0005,AWARD OF CONTRACT,2013-09-30,2026-01-21,True,False,,,,,,,PACMED CLINICS,NB7GJWCMRQY3,usaspending,2008-10-01,0,0
667639178.0,CONT_AWD_N0002416C4202_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $500M+,45,0,0,N0002416C4202,NON-RECURRING ENGINEERING (NRE),2027-11-30,2026-01-21,True,False,,,,,,,TIMKEN GEARS & SERVICES INC.,FZPYZ11SFNA6,usaspending,2016-02-12,0,0
666471486.81,CONT_AWD_0142_9700_DAAB0700DE252_9700,Department of Defense,Department of the Army,DoD; $500M+,45,0,0,0142,FUNDING CORE   BASE PERIOD  IGF::OT::IGF,2022-06-08,2026-01-21,True,False,,,,,,,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",SMNWM6HN79X5,usaspending,2012-02-25,0,0
665858925.0,CONT_AWD_1703_9700_FA863012D5018_9700,Department of Defense,Department of the Air Force,DoD; $500M+,45,0,0,1703,IGF::CL::IGF PROS IV,2022-03-14,2026-01-21,True,False,,,,,,,"S & K AEROSPACE, LLC",WVJKC2L1ZN11,usaspending,2012-03-15,0,0
665513098.33,CONT_AWD_F0470102C0003_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $500M+,45,0,0,F0470102C0003,200212!002036!5700!CZ09 !SMC/PKW LOS ANGELES AFB !F0470102C0003 !A!N! !N!P00001 !20020822!20081231!872978978!196596688!834951691!N!LOCKHEED MARTIN CORPORATION !1111 LOCKHEED MARTIN WAY !SUNNYVALE !CA!94089!77000!085!06!SUNNYVALE !SANTA CLARA !CALIFORNIA!+000004424964!N!N!000000000000!1810!SPACE VEHICLES !A1A!AIRFRAMES AND SPARES !3CEA!DEF METEOR SAT PROG !336414!E! !3! ! !H! ! !99990909!B! ! !N!Z!D!U!R!1!001!N!1G!Z!Y!Z! ! !N!C!N! ! ! !Z!Z!A!A!000!A!D!Y! ! ! !Y! ! !0001!,2027-03-01,2026-01-21,True,False,,,,,,,LOCKHEED MARTIN CORP,CQWLW9XRQTH5,usaspending,2002-08-22,0,0
665046533.68,CONT_AWD_W31P4Q21C0042_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $500M+,45,0,0,W31P4Q21C0042,PRECISION STRIKE MISSILE (PRSM) ENGINEERING AND MANUFACTURING DEVELOPMENT (EMD),2027-03-31,2026-01-21,True,False,,,,,,,LOCKHEED MARTIN CORPORATION,XFJMYSYFJEK4,usaspending,2021-04-29,0,0
664930854.56,CONT_AWD_F3365700C0038_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $500M+,45,0,0,F3365700C0038,,2012-09-30,2026-01-21,True,False,,,,,,,GULFSTREAM AEROSPACE CORPORATION,HKJ8EDKDJNA6,usaspending,2000-10-26,0,0
664729967.51,CONT_AWD_N6134020C0007_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $500M+,45,0,0,N6134020C0007,TH-73A FULL RATE PRODUCTION,2052-12-31,2026-01-21,True,False,,,,,,,AGUSTAWESTLAND PHILADELPHIA CORPORATION,QP2WQCQ8C769,usaspending,2020-01-13,0,0
663306573.88,CONT_AWD_FA852621F0002_9700_FA852612D0001_9700,Department of Defense,Department of the Air Force,DoD; $500M+,45,0,0,FA852621F0002,C-17 SUSTAINMENT SERVICES,2022-09-26,2026-01-21,True,False,,,,,,,THE BOEING COMPANY,M8JLMEHJADQ5,usaspending,2020-10-01,0,0
662670219.24,CONT_AWD_FA862117F0026_9700_FA862115D6276_9700,Department of Defense,Department of the Air Force,DoD; $500M+,45,0,0,FA862117F0026,C-130J MATS III,2025-09-24,2026-01-21,True,False,,,,,,,LOCKHEED MARTIN CORPORATION,KDT2YLB34NT6,usaspending,2017-04-21,0,0
662138496.98,CONT_AWD_FA810609C0005_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $500M+,45,0,0,FA810609C0005,FOLLOW-ON VC-25A,2019-11-30,2026-01-21,True,False,,,,,,,THE BOEING COMPANY,XM8ZJ6ML9CW7,usaspending,2009-09-01,0,0
661748515.0,CONT_AWD_N0003003C0100_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $500M+,45,0,0,N0003003C0100,,2008-09-30,2026-01-21,True,False,,,,,,,LOCKHEED MARTIN CORPORATION,FFCACKWGH4W9,usaspending,2003-07-11,0,0
661135499.81,CONT_AWD_W91WAW07C0023_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $500M+,45,0,0,W91WAW07C0023,ADMINSTRATIVE CONTRACT,2014-03-31,2026-01-21,True,False,,,,,,,INSTITUTE FOR DEFENSE ANALYSES,JM98J68UPRK1,usaspending,2007-04-13,0,0
660102935.0,CONT_AWD_FA862023F4781_9700_FA862020G4050_9700,Department of Defense,Department of the Air Force,DoD; $500M+,45,0,0,FA862023F4781,BIG SAFARI,2029-03-31,2026-01-21,True,False,,,,,,,L3HARRIS TECHNOLOGIES INTEGRATED SYSTEMS L.P.,CM2HHAV628D5,usaspending,2023-02-17,0,0
659217071.44,CONT_AWD_FA882321F2006_9700_FA882320D0001_9700,Department of Defense,Department of the Air Force,DoD; $500M+,45,0,0,FA882321F2006,"COMBINED ORBITAL OPERATIONS, LOGISTICS, AND RESILIENCY CORE SUSTAINMENT.",2024-12-31,2026-01-21,True,False,,,,,,,LOCKHEED MARTIN CORP,FYHNA5WC8XD7,usaspending,2021-06-01,0,0
657666936.74,CONT_AWD_0003_9700_FA821315D0002_9700,Department of Defense,Defense Contract Management Agency,DoD; $500M+,45,0,0,0003,JOINT DIRECT ATTACK MUNITION (JDAM) 1325-01-642-XXXX LOT 20 DELIVERY ORDER AWARD,2021-09-30,2026-01-21,True,False,,,,,,,THE BOEING COMPANY,JJM4FRDZJDX1,usaspending,2016-03-31,0,0
657198343.01,CONT_AWD_W912ER20C0010_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $500M+,45,0,0,W912ER20C0010,FALCON 5/F-15 BED DOWN PROGRAM STATE OF QATAR,2026-11-05,2026-01-21,True,False,,,,,,,BAH - ICM JV,M8S7BSXSJZS4,usaspending,2020-05-22,0,0
657031804.39,CONT_AWD_0007_9700_W52P1J07D0007_9700,Department of Defense,Department of the Army,DoD; $500M+,45,0,0,0007,IGF::OT::IGF  LOGCAP BASE LIFE SUPPORT SERVICES FOR THE NORTHCOM AREA OF RESPONSIBILITY.,2025-09-30,2026-01-21,True,False,,,,,,,"AMENTUM SERVICES, INC.",QEMLRQA7PLG4,usaspending,2015-08-14,0,0
655269890.71,CONT_AWD_0001_9700_FA863713D6003_9700,Department of Defense,Department of the Air Force,DoD; $500M+,45,0,0,0001,SNC MODEL DO 0001,2020-06-30,2026-01-21,True,False,,,,,,,"SIERRA NEVADA COMPANY, LLC",G1YKV4VHL8Q5,usaspending,2013-02-27,0,0
654538152.48,CONT_AWD_FA868105C0033_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $500M+,45,0,0,FA868105C0033,,2007-03-31,2026-01-21,True,False,,,,,,,THE BOEING COMPANY,JJM4FRDZJDX1,usaspending,2005-03-30,0,0
651104357.25,CONT_AWD_0132_9700_N0001914G0020_9700,Department of Defense,Department of the Navy,DoD; $500M+,45,0,0,0132,ISRAEL UNIQUE SPARES,2023-01-30,2026-01-21,True,False,,,,,,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,usaspending,2017-03-31,0,0
649798276.73,CONT_AWD_FA872110C0008_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $500M+,45,0,0,FA872110C0008,CONTINUATION CONTRACT AND FUNDING OBLIGATION,2019-06-30,2026-01-21,True,False,,,,,,,CARNEGIE MELLON UNIVERSITY,G4P3TF8PFH73,usaspending,2010-07-01,0,0
648867601.24,CONT_AWD_0002_9700_W52P1J09D0027_9700,Department of Defense,Department of the Army,DoD; $500M+,45,0,0,0002,SMALL CAL REQUIREMENTS,2013-09-14,2026-01-21,True,False,,,,,,,ALLIANT TECHSYSTEMS OPERATIONS LLC,KSQMLDMZDZ64,usaspending,2009-10-27,0,0
647043149.4,CONT_AWD_N0001919C0074_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $500M+,45,0,0,N0001919C0074,ST/STE,2027-06-01,2026-01-21,True,False,,,,,,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,usaspending,2019-09-10,0,0
646693333.0,CONT_AWD_FA867505C0070_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $500M+,45,0,0,FA867505C0070,,2011-02-28,2026-01-21,True,False,,,,,,,RAYTHEON COMPANY,VTEWM5QSE598,usaspending,2004-12-22,0,0
646493418.29,CONT_AWD_FA862521F3012_9700_FA862520D3000_9700,Department of Defense,Defense Contract Management Agency,DoD; $500M+,45,0,0,FA862521F3012,C-130J FY21 CONGRESSIONAL ADDS,2025-12-31,2026-01-21,True,False,,,,,,,LOCKHEED MARTIN CORP,SJDEB3MKJEW5,usaspending,2021-02-26,0,0
646447088.46,CONT_AWD_N0003309C3200_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $500M+,45,0,0,N0003309C3200,FY09 SISLER PER DIEM (NAVY),2013-09-30,2026-01-21,True,False,,,,,,,"OCEAN SHIPS, INC.",J3KFWB7L63U6,usaspending,2008-10-03,0,0
646416666.67,CONT_AWD_HC101319C0006_9700_-NONE-_-NONE-,Department of Defense,Defense Information Systems Agency,DoD; $500M+,45,0,0,HC101319C0006,AIRTIME SERVICES,2026-09-14,2026-01-21,True,False,,,,,,,IRIDIUM GOVERNMENT SERVICES LLC,S77SW52LCR57,usaspending,2019-09-15,0,0
646246975.32,CONT_AWD_W9127822C0008_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $500M+,45,0,0,W9127822C0008,"ZONE 1 TYNDALL AFB, FL",2026-07-18,2026-01-21,True,False,,,,,,,HENSEL PHELPS CONSTRUCTION CO,ZWYCAA5Z8M45,usaspending,2022-05-20,0,0
645778830.0,CONT_AWD_FA862025FB072_9700_FA862024GB001_9700,Department of Defense,Department of the Air Force,DoD; $500M+,45,0,0,FA862025FB072,BIG SAFARI,2026-09-30,2026-01-21,True,False,,,,,,,"AEVEX AEROSPACE, LLC",LL8SH4DDJSK6,usaspending,2024-12-02,0,0
645511373.09,CONT_AWD_N0002417C5420_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $500M+,45,0,0,N0002417C5420,FY17 SM-2 BLK IIIA/B MEDIUM RANGE (MR) ALL UP ROUNDS,2022-03-31,2026-01-21,True,False,,,,,,,RAYTHEON COMPANY,VTEWM5QSE598,usaspending,2017-06-16,0,0
