award_amount,award_id,awarding_agency,awarding_sub_agency,competitor_match,description,end_date,extraction_date,piid,pop_city,pop_state,recipient_name,recipient_uei,start_date
2408392.21,CONT_AWD_S5105A06F0060_9700_GS23F9837H_4730,Department of Defense,Defense Contract Management Agency,KFORCE,200612!600377!9700!S5105A! !GS23F9837H !C!N! !N!S5105A06F0060! !20060926!20070925!101310399!101310399!101310399!N!BRADSON CORPORATION !1550 CRYSTAL DRIVE !ARLINGTON !VA!22202!01000!510!51!ALEXANDRIA !ALEXANDRIA (CITY) !VIRGINIA !+000000714989!N!N!000000000000!R703!ACCOUNTING SERVICES !S1 !SERVICES !,2009-09-24,2026-01-21,S5105A06F0060,,,"MANTECH MGS, INC.",LPANPM31AFZ1,2006-09-26
2396428.57,CONT_AWD_HQ003406F1105_9700_GS23F9837H_4730,Department of Defense,Washington Headquarters Services,KFORCE,TAS::97 0100::TAS  200608!700625!9700!HQ0034!WHS A&PO                        !GS23F9837H     !C!N! !N!HQ003406F1105!      !20060511!20070510!101310399!101310399!101310399!N!BRADSON CORPORATION           !1550 CRYSTAL DRIVE        !ARLINGTON           !VA!22202!61672!013!51!PENTAGON            !ARLIN,2009-07-17,2026-01-21,HQ003406F1105,,,"MANTECH MGS, INC.",LPANPM31AFZ1,2006-05-11
2375121.5,CONT_AWD_W911SG23F0136_9700_W9124J20D0012_9700,Department of Defense,Department of the Army,KFORCE,FULL FOOD SERVICE BLDG 906,2023-10-15,2026-01-21,W911SG23F0136,,,TEXAS WORKFORCE COMMISSION,QGAGLVKBM6C6,2023-08-02
2368696.11,CONT_AWD_HS002119F0023_9700_GS02F0235X_4732,Department of Defense,Defense Counterintelligence and Security Agency,KFORCE,"EMPLOYMENT VERIFICATION. THIS IS NOT A NEW TASK ORDER.  IN ACCORDANCE WITH EXECUTIVE ORDER 13869, DATED APRIL 24, 2019, THIS TASK ORDER HAS BEEN TRANSFERRED FROM THE NBIB TO THE DCSA.  THE ORIGINAL TASK ORDER NUMBER IS 24362019F0021.",2020-12-23,2026-01-21,HS002119F0023,,,EQUIFAX WORKFORCE SOLUTIONS LLC,HYKURWCMHQJ5,2019-10-01
2366219.28,CONT_AWD_FA301620F0088_9700_FA301618D0009_9700,Department of Defense,Department of the Air Force,KFORCE,JBSA-FORT SAM HOUSTON FULL FOOD SERVICES,2020-03-31,2026-01-21,FA301620F0088,,,TEXAS WORKFORCE COMMISSION,QGAGLVKBM6C6,2020-01-31
2236069.13,CONT_AWD_FA810120C0002_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,KFORCE,BASE COMMUNICATIONS ELECTRONICS MAINTENANCE,2023-09-30,2026-01-21,FA810120C0002,,,WORKFORCE RESOURCES INC,M49CQ6J8PBN3,2019-10-01
2220869.79,CONT_AWD_0008_9700_W911SG14D0445_9700,Department of Defense,Department of the Army,KFORCE,IGF::CT::IGF BLDG 9436 FFS 0-1999,2016-11-28,2026-01-21,0008,,,TEXAS WORKFORCE COMMISSION,QGAGLVKBM6C6,2016-07-12
2220622.44,CONT_AWD_HC104714F0088_9700_GS06F0913Z_4732,Department of Defense,Defense Information Systems Agency,KFORCE,WIRELESS LAN SERVICES-SITE A,2015-12-18,2026-01-21,HC104714F0088,,,SAVA WORKFORCE SOLUTIONS LLC,PQVNSJMA2FU3,2014-06-19
2201936.0,CONT_AWD_W911SG23F0011_9700_W9124J20D0012_9700,Department of Defense,Department of the Army,KFORCE,FULL FOOD SERVICE BLDG 906,2022-12-31,2026-01-21,W911SG23F0011,,,TEXAS WORKFORCE COMMISSION,QGAGLVKBM6C6,2022-12-01
2179861.97,CONT_AWD_0003_9700_HDTRA110D0008_9700,Department of Defense,Defense Threat Reduction Agency,KFORCE,LABOR COSTS - ALL SITES,2015-11-17,2026-01-21,0003,,,SAVA WORKFORCE SOLUTIONS LLC,PQVNSJMA2FU3,2011-04-01
2164212.28,CONT_AWD_0062_9700_W9124E06D0003_9700,Department of Defense,Department of the Army,KFORCE,FFS DFA&162D SUPPORT JUL-OCT 11,2011-12-31,2026-01-21,0062,,,"WORKFORCE COMMISSION, LOUISIANA",KXSDX86UKGV8,2011-07-01
2160200.8,CONT_AWD_FA301623F0131_9700_FA301618D0009_9700,Department of Defense,Department of the Air Force,KFORCE,JBSA FT SAM HOUSTON FULL FOOD SERVICES,2023-02-28,2026-01-21,FA301623F0131,,,TEXAS WORKFORCE COMMISSION,QGAGLVKBM6C6,2023-02-01
2145236.31,CONT_AWD_HS002122F0002_9700_HS002121A0001_9700,Department of Defense,Defense Counterintelligence and Security Agency,KFORCE,EMPLOYMENT VERIFICATION SERVICES,2023-06-20,2026-01-21,HS002122F0002,,,EQUIFAX WORKFORCE SOLUTIONS LLC,HYKURWCMHQJ5,2021-12-21
2137172.67,CONT_AWD_S5105A09F0021_9700_GS23F9837H_4730,Department of Defense,Defense Contract Management Agency,KFORCE,CFO ACCOUNTING SUPPORT SERVICES,2012-03-26,2026-01-21,S5105A09F0021,,,"MANTECH MGS, INC.",LPANPM31AFZ1,2009-09-26
2047000.0,CONT_AWD_0001_9700_W912DR10D0017_9700,Department of Defense,Department of the Army,KFORCE,ARMY FORCE GENERATION ANALYSIS,2011-04-22,2026-01-21,0001,,,SAVA WORKFORCE SOLUTIONS LLC,PQVNSJMA2FU3,2010-05-03
2007411.0,CONT_AWD_HC106416F0075_9700_GS06F0913Z_4732,Department of Defense,Defense Information Systems Agency,KFORCE,IGF::OT::IGF  REMOTE WIRELESS EQUIPMENT AND INSTALLATION,2017-12-14,2026-01-21,HC106416F0075,,,SAVA WORKFORCE SOLUTIONS LLC,PQVNSJMA2FU3,2016-06-22
1909454.26,CONT_AWD_W911SG20F0069_9700_W911SG14D0445_9700,Department of Defense,Department of the Army,KFORCE,FOOD SERVICES,2020-07-31,2026-01-21,W911SG20F0069,,,TEXAS WORKFORCE COMMISSION,QGAGLVKBM6C6,2020-03-24
1773749.55,CONT_AWD_0040_9700_W9124E06D0003_9700,Department of Defense,Department of the Army,KFORCE,SEP/OCT 2009 FURNISH FULL FOOD SERVICE,2009-10-31,2026-01-21,0040,,,"WORKFORCE COMMISSION, LOUISIANA",KXSDX86UKGV8,2009-09-01
1750000.02,CONT_AWD_0048_9700_W9124E12D0002_9700,Department of Defense,Department of the Army,KFORCE,IGF::CT::IGF TASK ORDER FOR GARRISON SERVICES WITH FY17 FUNDS.,2017-05-09,2026-01-21,0048,,,LOUISIANA WORKFORCE COMMISSION,L24VTNX3ABU1,2016-10-19
1708792.96,CONT_AWD_0007_9700_W911SG14D0445_9700,Department of Defense,Department of the Army,KFORCE,IGF::CT::IGF 3 MONTH SERVICES BLDG 9436 FFS 0-1999,2016-07-28,2026-01-21,0007,,,TEXAS WORKFORCE COMMISSION,QGAGLVKBM6C6,2016-04-28
1703874.4,CONT_AWD_FA286017C0003_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,KFORCE,IGF::OT::IGF REFRACTIVE CLINIC STAFFING,2018-11-16,2026-01-21,FA286017C0003,,,WORKFORCE RESOURCES INC,M49CQ6J8PBN3,2016-10-17
1677760.48,CONT_AWD_HDTRA110C0044_9700_-NONE-_-NONE-,Department of Defense,Defense Threat Reduction Agency,KFORCE,AV/VTC CONFERENCE ROOM SUPPORT,2015-02-28,2026-01-21,HDTRA110C0044,,,SAVA WORKFORCE SOLUTIONS LLC,PQVNSJMA2FU3,2010-02-24
1673729.11,CONT_AWD_0001_9700_W911SG17D0001_9700,Department of Defense,Department of the Army,KFORCE,IGF::CT::IGF DFA 7 MONTHS,2017-10-31,2026-01-21,0001,,,TEXAS WORKFORCE COMMISSION,QGAGLVKBM6C6,2017-03-30
1641975.27,CONT_AWD_0009_9700_W911SG14D0445_9700,Department of Defense,Department of the Army,KFORCE,IGF::CT::IGF BLDG 9436 FFS 0-1999,2017-02-28,2026-01-21,0009,,,TEXAS WORKFORCE COMMISSION,QGAGLVKBM6C6,2016-11-14
1626954.42,CONT_AWD_FA301623F0377_9700_FA301618D0009_9700,Department of Defense,Department of the Air Force,KFORCE,JBSA FSH FULL FOOD SERVICES,2023-08-31,2026-01-21,FA301623F0377,,,TEXAS WORKFORCE COMMISSION,QGAGLVKBM6C6,2023-08-01
1608382.79,CONT_AWD_FA301623F0159_9700_FA301618D0009_9700,Department of Defense,Department of the Air Force,KFORCE,FT SAM HOUSTON FULL FOOD SERVICES,2023-03-31,2026-01-21,FA301623F0159,,,TEXAS WORKFORCE COMMISSION,QGAGLVKBM6C6,2023-03-01
1600405.49,CONT_AWD_FA301623F0177_9700_FA301618D0009_9700,Department of Defense,Department of the Air Force,KFORCE,JBSA FT SAM HOUSTON FULL FOOD SERVICES,2023-04-30,2026-01-21,FA301623F0177,,,TEXAS WORKFORCE COMMISSION,QGAGLVKBM6C6,2023-04-01
1587831.09,CONT_AWD_0011_9700_W911SG14D0445_9700,Department of Defense,Department of the Army,KFORCE,BLDG 9436 AND 906 FFS 2000-3999 IGF::OT::IGF,2018-02-28,2026-01-21,0011,,,TEXAS WORKFORCE COMMISSION,QGAGLVKBM6C6,2017-12-01
1564559.02,CONT_AWD_FA301623F0228_9700_FA301618D0009_9700,Department of Defense,Department of the Air Force,KFORCE,JBSA FT SAM HOUSTON FULL FOOD SERVICES,2023-05-31,2026-01-21,FA301623F0228,,,TEXAS WORKFORCE COMMISSION,QGAGLVKBM6C6,2023-05-01
1558889.39,CONT_AWD_FA301623F0267_9700_FA301618D0009_9700,Department of Defense,Department of the Air Force,KFORCE,JBSA FT SAM HOUSTON FULL FOOD SERVICES,2023-06-30,2026-01-21,FA301623F0267,,,TEXAS WORKFORCE COMMISSION,QGAGLVKBM6C6,2023-06-01
62965.82,CONT_AWD_W912HY04P0074_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,ROBERT HALF,200412!000672!96CE!W912HY!USA ENGINEER DISTRICT GALVESTON !W912HY04P0074  !A!N! !N!             !      !20040721!20040708!849654496!849654496!849654496!N!ROBERT HALF OF TEXAS          !18333 EGRET BAY BLVD #340 !HOUSTON             !TX!77058!28068!167!48!GALVESTON           !GALVESTON             !T,2005-12-08,2026-01-21,W912HY04P0074,,,ROBERT HALF OF TEXAS,LWVWGTCYQN37,2004-07-21
23541.0,CONT_AWD_N0017313P3846_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,ROBERT HALF,IGF::OT::IGF AUDIT,2014-08-31,2026-01-21,N0017313P3846,,,PROTIVITI INC,EYUDGJ9VNFU9,2013-10-01
16000.0,CONT_AWD_W912LM19P0024_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,ROBERT HALF,IGF::OT::IGF PROTIVITI SHAREPOINT ON DEMAND SERVICES,2020-05-30,2026-01-21,W912LM19P0024,,,"PROTIVITI GOVERNMENT SERVICES, INC.",SHGUFE3K17H1,2019-05-30
6983.75,CONT_AWD_N0017315P0937_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,ROBERT HALF,COMPUTER SERVICES,2015-02-27,2026-01-21,N0017315P0937,,,"PROTIVITI GOVERNMENT SERVICES, INC.",SHGUFE3K17H1,2015-01-29
4515.0,CONT_AWD_N0017316P0648_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,ROBERT HALF,LICENSE,2016-08-30,2026-01-21,N0017316P0648,,,PROTIVITI INC,EYUDGJ9VNFU9,2015-09-01
4515.0,CONT_AWD_N0017315P1359_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,ROBERT HALF,IGF::OT::IGF MAINTENANCE,2015-08-31,2026-01-21,N0017315P1359,,,PROTIVITI INC,EYUDGJ9VNFU9,2014-09-01
3920.0,CONT_AWD_N0017313P1663_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,ROBERT HALF,SOFTWARE LICENSE,2013-08-05,2026-01-21,N0017313P1663,,,PROTIVITI INC,EYUDGJ9VNFU9,2013-07-26
821485.2,CONT_AWD_W91YU009F0176_9700_V797P4406A_3600,Department of Defense,Department of the Army,ACTALENT,THREE (3) MEDICAL LABORATORY TECHNOLOGISTS,2013-09-30,2026-01-21,W91YU009F0176,,,ACTALENT SCIENTIFIC LLC,EQ8BJGEK2R53,2009-09-25
639796.11,CONT_AWD_W911QX08F0231_9700_V797P4406A_3600,Department of Defense,Department of the Army,ACTALENT,BIOLOGICAL/CHEMICAL TECHNICIAN,2015-01-31,2026-01-21,W911QX08F0231,,,ACTALENT SCIENTIFIC LLC,EQ8BJGEK2R53,2008-09-18
277568.0,CONT_AWD_W911QX10F0004_9700_V797P4406A_3600,Department of Defense,Department of the Army,ACTALENT,SE-EO BASE YEAR - BIO-TECHNOLOGIST - OPTION I,2011-11-30,2026-01-21,W911QX10F0004,,,ACTALENT SCIENTIFIC LLC,EQ8BJGEK2R53,2009-11-16
115146.08,CONT_AWD_W91YU014F0009_9700_V797D30101_3600,Department of Defense,Department of the Army,ACTALENT,IGF::OT::IGF.  MEDICAL LABORATORY TECHNOLOGIST,2014-06-30,2026-01-21,W91YU014F0009,,,ACTALENT SCIENTIFIC LLC,EQ8BJGEK2R53,2013-12-31
3300380.76,CONT_AWD_M0068104F1210_9700_GS10F0490N_4730,Department of Defense,Department of the Navy,AEROTEK,"200412!000951!1700!F0681 !U.S. MARINE CORPS               !GS10F0490N     !C!N! !N!M0068104F1210!      !20040925!20050929!015841286!015841286!015841286!N!AEROTEK, INC                  !7301 PARKWAY DR           !HANOVER             !MD!21076!10550!073!06!CAMP PENDLETON      !SAN DIEGO             !C",2010-03-31,2026-01-21,M0068104F1210,,,"AEROTEK AFFILIATED SERVICES, INC.",QPFMBXNMQM85,2004-09-25
1471616.0,CONT_AWD_N0042105C0004_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,AEROTEK,"200502!029180!1700!N00421!NAVAL AIR WARFARE CENTER AIR DIV!N0042105C0004  !A!N! !N!             !P00001!20041103!20050930!015841286!015841286!015841286!N!AEROTEK, INC                  !7301 PARKWAY DR           !HANOVER             !MD!21076!35125!031!12!JACKSONVILLE NAVAL A!DUVAL                 !F",2010-12-21,2026-01-21,N0042105C0004,,,AEROTEK INCORPORATED,P63KQKF1PK81,2004-11-03
1173400.89,CONT_AWD_N0014001F3404_9700_GS23F0059L_4730,Department of Defense,Defense Contract Management Agency,AEROTEK,"200110!00K215!1700!RA13A !FLEET & INDUSTRIAL SUPPLY CENTER!GS23F0059L     !C!N!*!N!N0014001F3404      !20010711!20010930!028817984!028817984!028817984!N!ONSITE AVIATION, LLC          !921 ELKRIDGE LANDING RD   !LINTHICUM HEIG      !MD!21090!47150!003!24!LINTHICUM HEIGHTS   !ANNE ARUNDEL          !MA",2010-08-25,2026-01-21,N0014001F3404,,,AEROTEK INCORPORATED,P63KQKF1PK81,2001-07-11
184811.28,CONT_AWD_M0068107F0350_9700_GS10F0490N_4730,Department of Defense,Department of the Navy,AEROTEK,CONTRACT TO PROVIDE FACILITIES SUPPORT,2009-09-30,2026-01-21,M0068107F0350,,,"AEROTEK AFFILIATED SERVICES, INC.",QPFMBXNMQM85,2007-05-14
111589.27,CONT_AWD_W911QX08F0242_9700_GS10F0490N_4730,Department of Defense,Department of the Army,AEROTEK,ENGINEERING LABOR,2009-12-10,2026-01-21,W911QX08F0242,,,"AEROTEK AFFILIATED SERVICES, INC.",QPFMBXNMQM85,2008-09-24
105000.0,CONT_AWD_SPE7M516M0518_9700_-NONE-_-NONE-,Department of Defense,Defense Logistics Agency,AEROTEK,8502592658!ANTENNA,2015-11-12,2026-01-21,SPE7M516M0518,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2015-10-13
50000.0,CONT_AWD_SPE4A521P7870_9700_-NONE-_-NONE-,Department of Defense,Defense Logistics Agency,AEROTEK,"8508423670!CABLE ASSEMBLY,SPEC",2021-08-20,2026-01-21,SPE4A521P7870,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2021-08-06
42500.0,CONT_AWD_M0014613PU047_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,AEROTEK,FUEL PANEL ASSEMBLY,2013-08-19,2026-01-21,M0014613PU047,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2013-08-14
36300.0,CONT_AWD_SPE7M514V1542_9700_-NONE-_-NONE-,Department of Defense,Defense Logistics Agency,AEROTEK,8500534049!ANTENNA,2014-01-16,2026-01-21,SPE7M514V1542,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2013-12-17
33000.0,CONT_AWD_SPE7M418P0404_9700_-NONE-_-NONE-,Department of Defense,Defense Logistics Agency,AEROTEK,"8504894145!PIPE ASSEMBLY,FUEL",2017-12-08,2026-01-21,SPE7M418P0404,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2017-11-08
21000.0,CONT_AWD_SPE7M420P1053_9700_-NONE-_-NONE-,Department of Defense,Defense Logistics Agency,AEROTEK,"8507205734!TUBE,FILLING",2020-03-12,2026-01-21,SPE7M420P1053,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2020-02-27
20800.0,CONT_AWD_SPE4A519P3435_9700_-NONE-_-NONE-,Department of Defense,Defense Logistics Agency,AEROTEK,"8506312070!VENTILATOR,AIR CIRC",2019-03-25,2026-01-21,SPE4A519P3435,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2019-02-22
20000.0,CONT_AWD_SPE4A719PA199_9700_-NONE-_-NONE-,Department of Defense,Defense Logistics Agency,AEROTEK,8506496661!SEGMENT SET,2019-08-28,2026-01-21,SPE4A719PA199,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2019-08-14
18900.0,CONT_AWD_SPE4A519P0465_9700_-NONE-_-NONE-,Department of Defense,Defense Logistics Agency,AEROTEK,"8505984604!LIGHT,NAVIGATIONAL,",2018-11-06,2026-01-21,SPE4A519P0465,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2018-10-23
18315.0,CONT_AWD_SPE4A020P0328_9700_-NONE-_-NONE-,Department of Defense,Defense Logistics Agency,AEROTEK,"8507059098!BLADE,COMPRESSOR,AI",2020-01-14,2026-01-21,SPE4A020P0328,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2019-12-20
16500.0,CONT_AWD_SPE7MC23V5486_9700_-NONE-_-NONE-,Department of Defense,Defense Logistics Agency,AEROTEK,"8509894415!SEAT,VALVE",2023-05-30,2026-01-21,SPE7MC23V5486,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2023-05-15
16500.0,CONT_AWD_SPE7M516V2624_9700_-NONE-_-NONE-,Department of Defense,Defense Logistics Agency,AEROTEK,8502973577!ANTENNA,2016-03-09,2026-01-21,SPE7M516V2624,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2016-02-24
16500.0,CONT_AWD_SPE4A520V0113_9700_-NONE-_-NONE-,Department of Defense,Defense Logistics Agency,AEROTEK,"8506924606!ACTUATOR,ELECTRO-ME",2019-11-04,2026-01-21,SPE4A520V0113,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2019-10-21
16454.0,CONT_AWD_SPE4A623V317Z_9700_-NONE-_-NONE-,Department of Defense,Defense Logistics Agency,AEROTEK,"8509967656!BOLT,MACHINE",2023-07-05,2026-01-21,SPE4A623V317Z,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2023-06-21
16200.0,CONT_AWD_SPE4A521P5676_9700_-NONE-_-NONE-,Department of Defense,Defense Logistics Agency,AEROTEK,"8508238416!CABLE ASSEMBLY,SPEC",2021-06-15,2026-01-21,SPE4A521P5676,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2021-05-26
16200.0,CONT_AWD_SPE4A514M7960_9700_-NONE-_-NONE-,Department of Defense,Defense Logistics Agency,AEROTEK,"8501197562!CABLE ASSEMBLY,SPEC",2015-04-03,2026-01-21,SPE4A514M7960,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2014-08-06
16000.0,CONT_AWD_SPE4A719PD088_9700_-NONE-_-NONE-,Department of Defense,Defense Logistics Agency,AEROTEK,8506676936!SEGMENT SET,2019-08-27,2026-01-21,SPE4A719PD088,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2019-08-13
15750.0,CONT_AWD_SPE8EB16M1333_9700_-NONE-_-NONE-,Department of Defense,Defense Logistics Agency,AEROTEK,"8503432037!FAN,VANEAXIAL",2016-08-16,2026-01-21,SPE8EB16M1333,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2016-08-02
15000.0,CONT_AWD_SPE7MC23V6009_9700_-NONE-_-NONE-,Department of Defense,Defense Logistics Agency,AEROTEK,"8509935378!VALVE,BALL",2023-06-19,2026-01-21,SPE7MC23V6009,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2023-06-05
15000.0,CONT_AWD_SPE7MC21P2355_9700_-NONE-_-NONE-,Department of Defense,Defense Logistics Agency,AEROTEK,"8508015126!VALVE,BALL",2021-03-15,2026-01-21,SPE7MC21P2355,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2021-03-01
15000.0,CONT_AWD_SPE7MC15M8294_9700_-NONE-_-NONE-,Department of Defense,Defense Logistics Agency,AEROTEK,"8502379647!VALVE,BALL",2015-08-21,2026-01-21,SPE7MC15M8294,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2015-08-07
15000.0,CONT_AWD_SPE7M423V1256_9700_-NONE-_-NONE-,Department of Defense,Defense Logistics Agency,AEROTEK,"8509599104!VALVE,BALL",2023-01-03,2026-01-21,SPE7M423V1256,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2022-12-20
15000.0,CONT_AWD_SPE7M121V1599_9700_-NONE-_-NONE-,Department of Defense,Defense Logistics Agency,AEROTEK,"8507778754!VALVE,BALL",2020-11-30,2026-01-21,SPE7M121V1599,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2020-11-16
14960.0,CONT_AWD_SPE4A619PA034_9700_-NONE-_-NONE-,Department of Defense,Defense Logistics Agency,AEROTEK,"8506311146!CONE AND ROLLERS,TAPERED",2019-03-14,2026-01-21,SPE4A619PA034,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2019-02-22
14250.0,CONT_AWD_SPE7M017V3880_9700_-NONE-_-NONE-,Department of Defense,Defense Logistics Agency,AEROTEK,"8503990509!VALVE,BALL",2017-01-23,2026-01-21,SPE7M017V3880,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2017-01-09
13200.0,CONT_AWD_SPE4A521P0204_9700_-NONE-_-NONE-,Department of Defense,Defense Logistics Agency,AEROTEK,"8507713897!ACTUATOR,ELECTRO-ME",2020-11-17,2026-01-21,SPE4A521P0204,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2020-11-03
12500.0,CONT_AWD_SPE7M421P0759_9700_-NONE-_-NONE-,Department of Defense,Defense Logistics Agency,AEROTEK,"8508015093!TUBE,FILLING",2021-05-27,2026-01-21,SPE7M421P0759,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2021-05-02
12500.0,CONT_AWD_M0014610PJ207_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,AEROTEK,BOLT,2010-09-12,2026-01-21,M0014610PJ207,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2010-03-17
11050.0,CONT_AWD_SPE4A514M5469_9700_-NONE-_-NONE-,Department of Defense,Defense Logistics Agency,AEROTEK,"8500874740!PIN UNIT,BLANKING",2014-05-22,2026-01-21,SPE4A514M5469,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2014-04-22
11000.0,CONT_AWD_SPM4A711MW253_9700_-NONE-_-NONE-,Department of Defense,Defense Logistics Agency,AEROTEK,"4519121729!WHEEL HALF,LANDING",2011-10-11,2026-01-21,SPM4A711MW253,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2011-09-20
11000.0,CONT_AWD_SPE7L124V4482_9700_-NONE-_-NONE-,Department of Defense,Defense Logistics Agency,AEROTEK,"8510533021!SPRING,HELICAL,COMP",2024-04-09,2026-01-21,SPE7L124V4482,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2024-03-26
10600.0,CONT_AWD_SPM4A510M7394_9700_-NONE-_-NONE-,Department of Defense,Defense Logistics Agency,AEROTEK,"4513855632!DAMPENER,GYROSCOPE",2010-05-01,2026-01-21,SPM4A510M7394,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2010-04-01
10000.0,CONT_AWD_SPE4A721P7406_9700_-NONE-_-NONE-,Department of Defense,Defense Logistics Agency,AEROTEK,8508086478!SEGMENT SET,2021-04-08,2026-01-21,SPE4A721P7406,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2021-03-25
10000.0,CONT_AWD_SPE4A719P4444_9700_-NONE-_-NONE-,Department of Defense,Defense Logistics Agency,AEROTEK,8506189398!SEGMENT SET,2019-02-25,2026-01-21,SPE4A719P4444,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2019-01-14
9900.0,CONT_AWD_SPM7MC11M3288_9700_-NONE-_-NONE-,Department of Defense,Defense Logistics Agency,AEROTEK,"4517379911!HOSE ASSEMBLY,NONME",2011-04-03,2026-01-21,SPM7MC11M3288,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2011-03-29
9900.0,CONT_AWD_SPE7M822V1343_9700_-NONE-_-NONE-,Department of Defense,Defense Logistics Agency,AEROTEK,"8509007961!SWITCH,PUSH",2022-04-25,2026-01-21,SPE7M822V1343,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2022-04-11
9890.0,CONT_AWD_SPE4A623PYZH2_9700_-NONE-_-NONE-,Department of Defense,Defense Logistics Agency,AEROTEK,"8510114240!WASHER,SPRING TENSI",2023-09-13,2026-01-21,SPE4A623PYZH2,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2023-08-30
9500.0,CONT_AWD_SPEFA518P0916_9700_-NONE-_-NONE-,Department of Defense,Defense Logistics Agency,AEROTEK,8505410594!FLYBALL AND HEAD GO,2018-05-02,2026-01-21,SPEFA518P0916,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2018-04-18
9000.0,CONT_AWD_SPE7M320V3342_9700_-NONE-_-NONE-,Department of Defense,Defense Logistics Agency,AEROTEK,"8507319185!FERRULE,BRAZING,TUB",2020-04-29,2026-01-21,SPE7M320V3342,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2020-04-15
9000.0,CONT_AWD_SPE4A719P0943_9700_-NONE-_-NONE-,Department of Defense,Defense Logistics Agency,AEROTEK,"8505978348!CYLINDER,VALVE ASSE",2018-11-02,2026-01-21,SPE4A719P0943,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2018-10-19
8625.0,CONT_AWD_SPE4A415VK095_9700_-NONE-_-NONE-,Department of Defense,Defense Logistics Agency,AEROTEK,"8502477736!HOLDER,ELECTRICAL C",2015-09-18,2026-01-21,SPE4A415VK095,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2015-09-04
8550.0,CONT_AWD_SPE7M916M2577_9700_-NONE-_-NONE-,Department of Defense,Defense Logistics Agency,AEROTEK,"8503210185!INDICATOR,DIGITAL D",2016-05-19,2026-01-21,SPE7M916M2577,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2016-05-05
8400.0,CONT_AWD_SPE7L216M0759_9700_-NONE-_-NONE-,Department of Defense,Defense Logistics Agency,AEROTEK,"8503095412!PULLEY,GROOVE",2016-04-18,2026-01-21,SPE7L216M0759,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2016-04-04
8250.0,CONT_AWD_SPE4A118P1134_9700_-NONE-_-NONE-,Department of Defense,Defense Logistics Agency,AEROTEK,"8505389647!ACTUATOR,ELECTRO-ME",2018-04-26,2026-01-21,SPE4A118P1134,,,AEROTEK AVIATION LLC,LFSRK8B9KTM7,2018-04-12
