agencies,extraction_date,is_it_vendor,is_prime,is_sub,prime_count,recipient_name,recipient_uei,subaward_count,total_contracts,total_prime_value,total_subaward_value,total_value
Department of Defense,2026-01-21,False,True,False,1,IRIDIUM GOVERNMENT SERVICES LLC,S77SW52LCR57,0,1,646416666.67,0,646416666.67
Department of Defense,2026-01-21,False,True,False,1,HENSEL PHELPS CONSTRUCTION CO,ZWYCAA5Z8M45,0,1,646246975.32,0,646246975.32
Department of Defense,2026-01-21,False,True,False,1,"AEVEX AEROSPACE, LLC",LL8SH4DDJSK6,0,1,645778830.0,0,645778830.0
Department of Defense,2026-01-21,False,True,False,1,TEXTRON SYSTEMS CORPORATION,R9MCJ6BRC8M7,0,1,640786442.0,0,640786442.0
Department of Defense,2026-01-21,False,True,False,1,MANHATTAN TORCON A JOINT VENTURE,H2XDLQNPZH11,0,1,638584020.91,0,638584020.91
Department of Defense,2026-01-21,False,True,False,1,MSM GROUP NORTH AMERICA INC.,XG69KMM7M6U5,0,1,635200000.0,0,635200000.0
Department of Defense,2026-01-21,False,True,False,1,"L3HARRIS TECHNOLOGIES, INC.",QWQYJDNHA561,0,1,633157266.96,0,633157266.96
Department of Defense,2026-01-21,False,True,False,1,"OLD NORTH UTILITY SERVICES, INC.",KM3SNHLDGKH9,0,1,627256556.37,0,627256556.37
Department of Defense,2026-01-21,False,True,False,1,THE BOEING COMPANY,WE38N9QJWHZ5,0,1,624516596.68,0,624516596.68
Department of Defense,2026-01-21,False,True,False,1,THE BOEING COMPANY,H1C4ZVECADM6,0,1,620322030.53,0,620322030.53
Department of Defense,2026-01-21,False,True,False,1,ALBERICI-MORTENSON A JOINT VENTURE,G1BYZKBA88D7,0,1,619014958.39,0,619014958.39
Department of Defense,2026-01-21,False,True,False,1,LINQUEST CORPORATION,HQBRRJBLDQ37,0,1,618802607.47,0,618802607.47
Department of Defense,2026-01-21,False,True,False,1,RAYTHEON COMPANY,F1ZBMFDJMGL3,0,1,618473063.94,0,618473063.94
Department of Defense,2026-01-21,False,True,False,1,KIEWIT PHELPS,RUBFRGDHXLB5,0,1,616467976.41,0,616467976.41
Department of Defense,2026-01-21,False,True,False,1,"BOEING AEROSPACE OPERATIONS, INC.",QL4CHNKHQQF4,0,1,614842406.65,0,614842406.65
Department of Defense,2026-01-21,False,True,False,1,"FEDERAL RESOURCES SUPPLY COMPANY, LLC",UR5TFK3LAVL5,0,1,612791846.75,0,612791846.75
Department of Defense,2026-01-21,False,True,False,1,PARSONS GOVERNMENT SERVICES INTERNATIONAL INC.,E8E4EKJKKJW7,0,1,608314311.64,0,608314311.64
Department of Defense,2026-01-21,False,True,False,1,WORLD WIDE TECHNOLOGY LLC,C8VFSNKTMQB6,0,1,606480438.36,0,606480438.36
Department of Defense,2026-01-21,False,True,False,1,LOCKHEED MARTIN CORP,KFN4YJH98D51,0,1,605036329.69,0,605036329.69
Department of Defense,2026-01-21,False,True,False,1,"SLSCO, LTD.",F1PMZXNJ7NM5,0,1,601796833.49,0,601796833.49
Department of Defense,2026-01-21,False,True,False,1,"CACI NSS, LLC",L2TTR2QRV8H9,0,1,600725818.08,0,600725818.08
Department of Defense,2026-01-21,False,True,False,1,WSP USA SOLUTIONS INC,GLHZFFJJZ8G2,0,1,596980875.96,0,596980875.96
Department of Defense,2026-01-21,False,True,False,1,SIEMENS HEALTHCARE DIAGNOSTICS INC.,GC14SNHB3JN1,0,1,595940000.0,0,595940000.0
Department of Defense,2026-01-21,False,True,False,1,CSRA LLC,TFV7NGH29CS8,0,1,594883136.32,0,594883136.32
Department of Defense,2026-01-21,False,True,False,1,"AMERICAN RHEINMETALL VEHICLES, LLC",Q5K4AJYMU3U1,0,1,584648096.15,0,584648096.15
Department of Defense,2026-01-21,False,True,False,1,HENSEL PHELPS KIEWIT JOINT VENTURE,P4VNRFYNZHK4,0,1,584148756.21,0,584148756.21
Department of Defense,2026-01-21,False,True,False,1,LOCKHEED MARTIN CORPORATION,KC5NMK7R6TN5,0,1,582658689.79,0,582658689.79
Department of Defense,2026-01-21,False,True,False,1,"AMENTUM SERVICES, INC.",HE89E2BE5G54,0,1,579722571.3,0,579722571.3
Department of Defense,2026-01-21,False,True,False,1,NORTHROP GRUMMAN SYSTEMS CORPORATION,EH8UKZ6TML75,0,1,579217436.05,0,579217436.05
Department of Defense,2026-01-21,False,True,False,1,"CACI NSS, LLC",GS59ABNVD6N7,0,1,578355175.0,0,578355175.0
Department of Defense,2026-01-21,False,True,False,1,"CACI PREMIER TECHNOLOGY, LLC",X9T5HHV5F5G2,0,1,576849794.17,0,576849794.17
Department of Defense,2026-01-21,False,True,False,1,DYNCORP INTERNATIONAL LLC,VSK2C24DMEJ7,0,1,576132812.2,0,576132812.2
Department of Defense,2026-01-21,False,True,False,1,TPC-NAN A JOINT VENTURE,PKLXKHZPXKJ8,0,1,576073009.78,0,576073009.78
Department of Defense,2026-01-21,False,True,False,1,CORE TECH-HDCC-KAJIMA LLC,H3PJV2J2DAA2,0,1,574657321.4,0,574657321.4
Department of Defense,2026-01-21,False,True,False,1,"EC III, L.L.C.",D3HHCNMX8NT3,0,1,570936990.13,0,570936990.13
Department of Defense,2026-01-21,False,True,False,1,ROCHE DIAGNOSTICS CORPORATION,JDMDFEZBYH36,0,1,569500000.0,0,569500000.0
Department of Defense,2026-01-21,False,True,False,1,"AEROVIRONMENT, INC.",YJG1MDHLBC88,0,1,566626306.75,0,566626306.75
Department of Defense,2026-01-21,False,True,False,1,BAE SYSTEMS GCS INTERNATIONAL LIMITED,YULKFV81TEL3,0,1,564245995.46,0,564245995.46
Department of Defense,2026-01-21,False,True,False,1,BALFOUR BEATTY/MCCARTHY A JOINT VENTURE,V7JHGJU9KNJ4,0,1,563799953.1,0,563799953.1
Department of Defense,2026-01-21,False,True,False,1,NORTHROP GRUMMAN SYSTEMS CORPORATION,U6UKKQU345T7,0,1,560215072.26,0,560215072.26
Department of Defense,2026-01-21,False,True,False,1,SUPREME FUELS GMBH & CO KG DUBAI BRANCH,HQL2ZXTCP1N8,0,1,557088623.86,0,557088623.86
Department of Defense,2026-01-21,False,True,False,1,SECURIGENCE LLC,Q56SJRTSJSE4,0,1,551467372.32,0,551467372.32
Department of Defense,2026-01-21,False,True,False,1,KIEWIT-TURNER A JOINT VENTURE,W8F9CKD8QJQ6,0,1,548859111.59,0,548859111.59
Department of Defense,2026-01-21,False,True,False,1,ALLIANT TECHSYSTEMS OPERATIONS LLC,CAKJRZXLKEM5,0,1,546541274.07,0,546541274.07
Department of Defense,2026-01-21,False,True,False,1,NEWPORT NEWS SHIPBUILDING INC,JK19LLUJCCF3,0,1,546312215.0,0,546312215.0
Department of Defense,2026-01-21,False,True,False,1,"CAE USA, INC.",N2JLD2JFJS28,0,1,545323008.15,0,545323008.15
Department of Defense,2026-01-21,False,True,False,1,FORGEN-ODIN JV,CZGPXKKHGFQ5,0,1,545197551.49,0,545197551.49
Department of Defense,2026-01-21,False,True,False,1,AEROJET ELECTRO SYSTEMS,UYFFKCFH3MP3,0,1,544168798.0,0,544168798.0
Department of Defense,2026-01-21,False,True,False,1,"L3HARRIS TECHNOLOGIES, INC.",ENMFLGV87MS4,0,1,542172679.04,0,542172679.04
Department of Defense,2026-01-21,False,True,False,1,FLIGHTSAFETY DEFENSE CORPORATION,G6ZEWHPSV5D9,0,1,540497403.23,0,540497403.23
Department of Defense,2026-01-21,False,True,False,1,RAYTHEON COMPANY,KLW3ZYL15493,0,1,538583009.54,0,538583009.54
Department of Defense,2026-01-21,False,True,False,1,"NORTHSTAR MARITIME DISMANTLEMENT SERVICES, LLC",YZCLUHP44LN1,0,1,533749731.0,0,533749731.0
Department of Defense,2026-01-21,False,True,False,1,"BEYOND NEW HORIZONS, LLC",KNZUXDQ8C9S4,0,1,531874582.91,0,531874582.91
Department of Defense,2026-01-21,False,True,False,1,NORDIC CAMP SUPPLY APS,WBQXJW896ML5,0,1,530182062.01,0,530182062.01
Department of Defense,2026-01-21,False,True,False,1,BAE SYSTEMS SPACE & MISSION SYSTEMS INC.,C8ZLJ61YJ528,0,1,528456116.28,0,528456116.28
Department of Defense,2026-01-21,False,True,False,1,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",L2RLDSEQJ5M1,0,1,525768370.58,0,525768370.58
Department of Defense,2026-01-21,False,True,False,1,"AAR AIRLIFT GROUP, INC.",LN4DGF4ABNN6,0,1,522231653.93,0,522231653.93
Department of Defense,2026-01-21,False,True,False,1,QUIDEL CORP,VNAKZRHYAUC7,0,1,521374747.8,0,521374747.8
Department of Defense,2026-01-21,False,True,False,1,"AIRBUS HELICOPTERS, INC.",LAD2HL1R71Z3,0,1,517303849.0,0,517303849.0
Department of Defense,2026-01-21,False,True,False,1,"L3HARRIS TECHNOLOGIES, INC.",QM4EZDV15JL8,0,1,517105629.62,0,517105629.62
Department of Defense,2026-01-21,False,True,False,1,PETROMAX REFINING COMPANY LLC,YD3QNKMHEFJ8,0,1,514943265.29,0,514943265.29
Department of Defense,2026-01-21,False,True,False,1,WISCONSIN PHYSICIANS SERVICE INSURANCE CORP.,HLY2E796N2L3,0,1,511975642.11,0,511975642.11
Department of Defense,2026-01-21,False,True,False,1,TOMPKINS TURNER GRUNLEY KINSLEY A JOINT VENTURE,TX37F8NKWDU9,0,1,511708035.92,0,511708035.92
Department of Defense,2026-01-21,False,True,False,1,RAYTHEON COMPANY,RJ6ANLQ5D1L7,0,1,509640891.99,0,509640891.99
Department of Defense,2026-01-21,False,True,False,1,"LEIDOS, INC.",NRCCMBKQ6FD7,0,1,508205279.17,0,508205279.17
Department of Defense,2026-01-21,False,True,False,1,"LEIDOS, INC.",MDSWM6MB1BH7,0,1,507729665.53,0,507729665.53
Department of Defense,2026-01-21,False,True,False,1,RAYTHEON COMPANY,GYRELAMWFSR9,0,1,506407843.91,0,506407843.91
Department of Defense,2026-01-21,False,True,False,1,TIYA SUPPORT SERVICES LLC,VKULMFNX3CD8,0,1,505777261.71,0,505777261.71
Department of Defense,2026-01-21,False,True,False,1,"FLUOR ENTERPRISES, INC.",EN3KS29K9M59,0,1,505715895.26,0,505715895.26
Department of Defense,2026-01-21,False,True,False,1,"POWERSECURE, INC.",T398ADL1NSP3,0,1,505534662.0,0,505534662.0
Department of Defense,2026-01-21,False,True,False,1,HUGHES ARABIA LIMITED,LY8LHTNZLDZ4,0,1,504409327.39,0,504409327.39
Department of Defense,2026-01-21,False,True,False,1,DCS CORPORATION,FJS8P9C6B368,0,1,503459613.23,0,503459613.23
Department of Defense,2026-01-21,False,True,False,1,THE BAHRAIN PETROLEUM COMPANY BSC (CLOSED),C4VMCDETDNN5,0,1,502963851.47,0,502963851.47
Department of Defense,2026-01-21,False,True,False,1,GENERAL ELECTRIC COMPANY (INC),SXKSCAHFJYW9,0,1,500665879.8,0,500665879.8
Department of Defense,2026-01-21,False,True,False,1,GEORGIA VOCATIONAL REHABILITATION AGENCY,DLM1KL6LJ5M9,0,1,496090358.88,0,496090358.88
Department of Defense,2026-01-21,False,True,False,1,"DSE, INC.",TNPZNL1R9W17,0,1,495583991.67,0,495583991.67
Department of Defense,2026-01-21,False,True,False,1,PERATON INC.,ENNHFPHSDEX4,0,1,495333880.88,0,495333880.88
Department of Defense,2026-01-21,False,True,False,1,NORTHROP GRUMMAN SYSTEMS CORPORATION,NTWLQLLJ63D5,0,1,493446477.77,0,493446477.77
Department of Defense,2026-01-21,False,True,False,1,"LOCKHEED MARTIN SIPPICAN, INC.",YS2TNLEU8EK3,0,1,489099894.19,0,489099894.19
Department of Defense,2026-01-21,False,True,False,1,CPI SATCOM & ANTENNA TECHNOLOGIES INC.,KL3FGJUARFC3,0,1,486176574.59,0,486176574.59
Department of Defense,2026-01-21,False,True,False,1,IRIDIUM SATELLITE LLC,HLRBBNMS1EB8,0,1,484593998.74,0,484593998.74
Department of Defense,2026-01-21,False,True,False,1,HORNBECK OFFSHORE OPERATORS LLC,L2G7M63VTCE1,0,1,484292624.61,0,484292624.61
Department of Defense,2026-01-21,False,True,False,1,"MANAGEMENT SERVICES GROUP, INC.",N8NGW9BXG5R8,0,1,483340737.32,0,483340737.32
Department of Defense,2026-01-21,False,True,False,1,NORTHROP GRUMMAN SYSTEMS CORPORATION,PDKLLA6Q11N4,0,1,481017542.74,0,481017542.74
Department of Defense,2026-01-21,False,True,False,1,VINNELL BROWN & ROOT LLC,W8LRK2AU2CX1,0,1,480559202.32,0,480559202.32
Department of Defense,2026-01-21,False,True,False,1,"SHAW INFRASTRUCTURE, INC.",J7KFSZGAECN3,0,1,477852166.13,0,477852166.13
Department of Defense,2026-01-21,False,True,False,1,VIASAT INC,L9Z1ASN3B8E7,0,1,476988091.97,0,476988091.97
Department of Defense,2026-01-21,False,True,False,1,OLIN WINCHESTER LLC,MXB2U9UM7TL5,0,1,474113464.06,0,474113464.06
Department of Defense,2026-01-21,False,True,False,1,THE RAND CORPORATION,YY46Q97AEZA8,0,1,466787645.81,0,466787645.81
Department of Defense,2026-01-21,False,True,False,1,BP PRODUCTS NORTH AMERICA INC.,YZUXKBCKGL87,0,1,462802718.83,0,462802718.83
Department of Defense,2026-01-21,False,True,False,1,"WORLDWIDE LANGUAGE RESOURCES, LLC",N8BNA9JN2146,0,1,461722814.2,0,461722814.2
Department of Defense,2026-01-21,False,True,False,1,VALIANT GLOBAL DEFENSE SERVICES INC.,PD3UQQ22NQW1,0,1,461660967.46,0,461660967.46
Department of Defense,2026-01-21,False,True,False,1,"BOEING SIKORSKY AIRCRAFT SUPPORT, LLC",H91LD1GY6JN5,0,1,458507871.78,0,458507871.78
Department of Defense,2026-01-21,False,True,False,1,"L3HARRIS TECHNOLOGIES, INC.",D1LMSM3NGEP7,0,1,457749757.17,0,457749757.17
Department of Defense,2026-01-21,False,True,False,1,SHELL AVIATION LIMITED,G315DNXZZ4J3,0,1,457246880.16,0,457246880.16
Department of Defense,2026-01-21,False,True,False,1,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",CJNLX7TBJ651,0,1,455702635.46,0,455702635.46
Department of Defense,2026-01-21,False,True,False,1,READINESS MANAGEMENT SUPPORT LC,LDCNMEBNGMG4,0,1,453989090.88,0,453989090.88
Department of Defense,2026-01-21,False,True,False,1,BAE SYSTEMS INFORMATION AND ELECTRONIC SYSTEMS INTEGRATION INC.,FMXWYVVK3DL5,0,1,453253549.6,0,453253549.6
Department of Defense,2026-01-21,False,True,False,1,ITT INDUSTRIES SYSTEMS DIV,XMYGAP1QLA71,0,1,452526564.0,0,452526564.0
Department of Defense,2026-01-21,False,True,False,1,HONEYWELL INTERNATIONAL INC.,LXR8CJQ8J9J7,0,1,451319263.75,0,451319263.75
Department of Defense,2026-01-21,False,True,False,1,WASHINGTON DEMILITARIZATION COMPANY LLC,W5MRNC792XB6,0,1,450138642.78,0,450138642.78
Department of Defense,2026-01-21,False,True,False,1,"LOCKHEED MARTIN INTEGRATED SYSTEMS, LLC",MNZVFP9BH766,0,1,448292991.65,0,448292991.65
Department of Defense,2026-01-21,False,True,False,1,"CLARK/MCCARTHY, A JOINT VENTURE",DFPLM1NM7CH4,0,1,447423904.46,0,447423904.46
Department of Defense,2026-01-21,False,True,False,1,"ADVANTAGED SOLUTIONS, LLC",WD8KKTRJWAZ3,0,1,445744154.93,0,445744154.93
Department of Defense,2026-01-21,False,True,False,1,VIGOR MARINE LLC,L7ZETMM4M9R3,0,1,443725248.51,0,443725248.51
Department of Defense,2026-01-21,False,True,False,1,KIEWIT INFRASTRUCTURE CO.,MUFQEKLAR7K5,0,1,443701488.0,0,443701488.0
Department of Defense,2026-01-21,False,True,False,1,"SIERRA NEVADA COMPANY, LLC",DD2QET4D27T3,0,1,442591904.61,0,442591904.61
Department of Defense,2026-01-21,False,True,False,1,INTREPID LLC,HNK6ED5J3BN9,0,1,441453959.65,0,441453959.65
Department of Defense,2026-01-21,False,True,False,1,RAYTHEON COMPANY,FBTTZQ8ZLK26,0,1,437905725.0,0,437905725.0
Department of Defense,2026-01-21,False,True,False,1,ABU DHABI NATIONAL OIL COMPANY FOR DISTRIBUTION PJSC,JZRYH8ADAWV8,0,1,436601280.0,0,436601280.0
Department of Defense,2026-01-21,False,True,False,1,CONOCOPHILLIPS COMPANY,R9QNMDMALY81,0,1,434199769.21,0,434199769.21
Department of Defense,2026-01-21,False,True,False,1,NORTHROP GRUMMAN INFORMATION TECHNOLOGY INC,SMD1EM7H9RJ8,0,1,431672563.17,0,431672563.17
Department of Defense,2026-01-21,False,True,False,1,COLSA CORP,EH2ULQUQ2KG9,0,1,431672244.21,0,431672244.21
Department of Defense,2026-01-21,False,True,False,1,VSE CORPORATION,SD7ABX8S2G79,0,1,428910979.07,0,428910979.07
Department of Defense,2026-01-21,False,True,False,1,RAYTHEON TI SYSTEMS INC,JPJCZUSL7KQ1,0,1,427855111.9,0,427855111.9
Department of Defense,2026-01-21,False,True,False,1,"ODYSSEY SYSTEMS CONSULTING GROUP, LTD.",GUXLUYETMM48,0,1,425749659.31,0,425749659.31
Department of Defense,2026-01-21,False,True,False,1,SUPREME FOODSERVICE GMBH,K9C9BJ6XLTT8,0,1,424239169.0,0,424239169.0
Department of Defense,2026-01-21,False,True,False,1,TREVIICOS SOLETANCHE JV,HMX5X95S37B3,0,1,424238798.04,0,424238798.04
Department of Defense,2026-01-21,False,True,False,1,"BOLLINGER SHIPYARDS LOCKPORT, L.L.C.",KK7TLU2HQGH9,0,1,423966036.65,0,423966036.65
Department of Defense,2026-01-21,False,True,False,1,TEXAS INSTRUMENTS INCORPORATED,F7D2V1W4EKB3,0,1,423509085.6,0,423509085.6
Department of Defense,2026-01-21,False,True,False,1,NORTHROP GRUMMAN SYSTEMS CORPORATION,U6V4EWXNS1D8,0,1,423180138.67,0,423180138.67
Department of Defense,2026-01-21,False,True,False,1,AMENTUM PARSONS LOGISTICS SERVICES LLC,PW8NMYB8WLP5,0,1,423037615.76,0,423037615.76
Department of Defense,2026-01-21,False,True,False,1,"IAP WORLDWIDE SERVICES, INC.",YLRELUUSKMQ9,0,1,422908494.29,0,422908494.29
Department of Defense,2026-01-21,False,True,False,1,LOCKHEED MARTIN CORPORATION,MGJZVTTC2F21,0,1,422775914.1,0,422775914.1
Department of Defense,2026-01-21,False,True,False,1,L3HARRIS INTERSTATE ELECTRONICS CORPORATION,JYAPS9B2MKE9,0,1,421512821.0,0,421512821.0
Department of Defense,2026-01-21,False,True,False,1,NORTHROP GRUMMAN SYSTEMS CORPORATION,FVSEZFPCQ316,0,1,421407492.84,0,421407492.84
Department of Defense,2026-01-21,False,True,False,1,SOUTHWEST RANGE SERVICES LLC,PA24JZYLC4E5,0,1,418478780.73,0,418478780.73
Department of Defense,2026-01-21,False,True,False,1,VERTICAL DE AVIACION S A S EN REORGANIZACION,ZG8HYGLLUHD9,0,1,416890687.29,0,416890687.29
Department of Defense,2026-01-21,False,True,False,1,"DSE, INC.",JXLGW6FZUM14,0,1,415026817.95,0,415026817.95
Department of Defense,2026-01-21,False,True,False,1,THE BOEING COMPANY,JXHRK8FKNJN4,0,1,414307954.46,0,414307954.46
Department of Defense,2026-01-21,False,True,False,1,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",K3AHJM8QL164,0,1,411885363.28,0,411885363.28
Department of Defense,2026-01-21,False,True,False,1,JACOBS TECHNOLOGY INC,VN29VGL4X314,0,1,411838854.25,0,411838854.25
Department of Defense,2026-01-21,False,True,False,1,"LEIDOS, INC.",KTMAJCY6JXM3,0,1,411048644.22,0,411048644.22
Department of Defense,2026-01-21,False,True,False,1,ARCHER WESTERN FEDERAL JV,C277DHXWNTU9,0,1,410283090.28,0,410283090.28
Department of Defense,2026-01-21,False,True,False,1,LEIDOS INC,PQSTC7GEV5L6,0,1,409077815.81,0,409077815.81
Department of Defense,2026-01-21,False,True,False,1,"AEROVIRONMENT, INC.",PN69XPUMA243,0,1,406452759.15,0,406452759.15
Department of Defense,2026-01-21,False,True,False,1,QATAR FUEL (WOQOD),Y44PJ8J2K6Z9,0,1,405688867.15,0,405688867.15
Department of Defense,2026-01-21,False,True,False,1,"IAP WORLD SERVICES, INC.",NRM4CHKGTCE7,0,1,404990423.61,0,404990423.61
Department of Defense,2026-01-21,False,True,False,1,KIEWIT US CONTRACTORS CO,L84WJXJKLLK8,0,1,403944000.0,0,403944000.0
Department of Defense,2026-01-21,False,True,False,1,VINNELL-BROWN & ROOT (VBR) JOINT VENTURE,ZD93DZL8MPW5,0,1,402686324.53,0,402686324.53
Department of Defense,2026-01-21,False,True,False,1,ITT CORPORATION,KAZDWX2KMMT6,0,1,402238754.0,0,402238754.0
Department of Defense,2026-01-21,False,True,False,1,CAE USA MISSION SOLUTIONS INC.,EB7FJB3QNJN8,0,1,400890855.58,0,400890855.58
Department of Defense,2026-01-21,False,True,False,1,AICI-ARCHIRODON JV LLC,L97CE2NYYTG9,0,1,398656111.18,0,398656111.18
Department of Defense,2026-01-21,False,True,False,1,THE JOHNS HOPKINS UNIVERSITY APPLIED PHYSICS LABORATORY LLC,C1HBCJ9RMBV3,0,1,398377466.62,0,398377466.62
Department of Defense,2026-01-21,False,True,False,1,DGCI CORPORATION,KYUDF7WJKQB8,0,1,397716480.0,0,397716480.0
Department of Defense,2026-01-21,False,True,False,1,NORTHROP GRUMMAN SPACE & MISSION SYSTEMS CORP.,K6WMBGM4RMN7,0,1,396707346.44,0,396707346.44
Department of Defense,2026-01-21,False,True,False,1,"BATTLESPACE FLIGHT SERVICES, LLC",XF6DP2MLBJ18,0,1,394544179.72,0,394544179.72
Department of Defense,2026-01-21,False,True,False,1,SOS INTERNATIONAL LLC,L3VCKMD7J585,0,1,394113437.51,0,394113437.51
Department of Defense,2026-01-21,False,True,False,1,DYNCORP,J6LXU7Y18WJ4,0,1,391707195.43,0,391707195.43
Department of Defense,2026-01-21,False,True,False,1,LOCKHEED MARTIN CORPORATION,EVXAUMSM7XK3,0,1,388643719.0,0,388643719.0
Department of Defense,2026-01-21,False,True,False,1,ORASURE TECHNOLOGIES INC,Y79RWFLHWDM6,0,1,388440000.0,0,388440000.0
Department of Defense,2026-01-21,False,True,False,1,BATTELLE MEMORIAL INSTITUTE,F125YU6SWK59,0,1,387605643.99,0,387605643.99
Department of Defense,2026-01-21,False,True,False,1,NORTHROP GRUMMAN SYSTEMS CORPORATION,GUVUU89P78Q3,0,1,384458875.87,0,384458875.87
Department of Defense,2026-01-21,False,True,False,1,BP PRODUCTS NORTH AMERICA INC.,RDHYLFA8JAB4,0,1,384182822.03,0,384182822.03
Department of Defense,2026-01-21,False,True,False,1,"ADAMS COMMUNICATION & ENGINEERING TECHNOLOGY, INC.",ZKLQH4M1NU77,0,1,384073173.17,0,384073173.17
Department of Defense,2026-01-21,False,True,False,1,"LEONARDO US AIRCRAFT, LLC",H4AEHXNM7E78,0,1,383458678.14,0,383458678.14
Department of Defense,2026-01-21,False,True,False,1,LOCKHEED MARTIN CORPORATION,X7HPSNDV9L46,0,1,379950537.0,0,379950537.0
Department of Defense,2026-01-21,False,True,False,1,DRS NETWORK & IMAGING SYSTEMS LLC,MC27B7LGBL34,0,1,379533473.0,0,379533473.0
Department of Defense,2026-01-21,False,True,False,1,TUTOR PERINI CORPORATION,MT9AATHS7ZB5,0,1,379434792.0,0,379434792.0
Department of Defense,2026-01-21,False,True,False,1,HENSEL PHELPS CONSTRUCTION CO,LA5LXK1PHJB5,0,1,378701918.0,0,378701918.0
Department of Defense,2026-01-21,False,True,False,1,COMPUTER SCIENCES CORPORATION,QX7UMWRG52K1,0,1,377034205.53,0,377034205.53
Department of Defense,2026-01-21,False,True,False,1,"AMERICAN AUTO LOGISTICS, LP",UELHLMMGQYE8,0,1,376182230.0,0,376182230.0
Department of Defense,2026-01-21,False,True,False,1,"FLUOR INTERCONTINENTAL, INC.",WVL6MGVMS1A7,0,1,375780601.29,0,375780601.29
Department of Defense,2026-01-21,False,True,False,1,NORTHROP GRUMMAN SYSTEMS CORPORATION,GWFBQY413N79,0,1,375173002.63,0,375173002.63
Department of Defense,2026-01-21,False,True,False,1,BAE SYSTEMS JACKSONVILLE SHIP REPAIR LLC,U23DM4ULNLS3,0,1,373700471.64,0,373700471.64
Department of Defense,2026-01-21,False,True,False,1,BIONETICS CORP,WMMYHAGUF3J1,0,1,371961477.99,0,371961477.99
Department of Defense,2026-01-21,False,True,False,1,"WORLD KINECT GOVERNMENT SOLUTIONS, INC.",YDU4DPKPF367,0,1,371288650.34,0,371288650.34
Department of Defense,2026-01-21,False,True,False,1,BRAYMAN CONSTRUCTION CORP,EHELS5QAHUV3,0,1,370632683.84,0,370632683.84
Department of Defense,2026-01-21,False,True,False,1,FLIGHTSAFETY INTERNATIONAL INC,PYJTDDEXEDH3,0,1,368071974.99,0,368071974.99
Department of Defense,2026-01-21,False,True,False,1,VS2 LLC,KKGNXA8LZ2Z2,0,1,366105950.43,0,366105950.43
Department of Defense,2026-01-21,False,True,False,1,BEECHCRAFT CORPORATION,EE8RFJ65GHK5,0,1,364452382.99,0,364452382.99
Department of Defense,2026-01-21,False,True,False,1,ENGILITY LLC,DRRRP6BFMEF3,0,1,363509526.29,0,363509526.29
Department of Defense,2026-01-21,False,True,False,1,EJB FACILITIES SERVICES,HD6TM4K44K78,0,1,362773046.89,0,362773046.89
Department of Defense,2026-01-21,False,True,False,1,THE LANE CONSTRUCTION CORPORATION,R1BYK4E3LAX7,0,1,362609772.49,0,362609772.49
Department of Defense,2026-01-21,False,True,False,1,"FLUOR ALASKA, INC.",MWEZNB8SE6L7,0,1,362393076.0,0,362393076.0
Department of the Navy,2026-01-21,True,True,False,1,FIDELITY TECHNOLOGIES CORPORATION,Q8F5SMKW4CL7,0,1,157773831.0,0,157773831.0
