hts10,description_long,description_short,minyear,maxyear,mincid,maxcid,quantity_1,quantity_2,sitc,end_use_import,end_use_export,ag_code,sic,naics,hitech,flow
6208.99.3020,"WOMEN'S OR GIRLS' SINGLETS, BRIEFS, PANTIES, AND NEGLIGEES, OF OTHER TEXTILE MATERIALS, GREATER THAN OR EQUAL TO 70 PERCENT SILK OR SILK WASTE",NA,1995,2019,2000-06-01,2019-03-01,Mixed,KG,84289,40020,NA,1,2341,Mixed,00,Import
6208.99.5010,"WOMEN'S OR GIRLS' BATHROBES, DRESSING GOWNS, AND SIMILAR ARTICLES, OF OTHER TEXTILE MATERIALS, CONTAINING LESS THAN 70 PERCENT SILK OR SILK WASTE",NA,1995,2019,2000-06-01,2019-03-01,Mixed,KG,84289,40020,NA,1,2384,Mixed,00,Import
6208.99.5020,"WOMEN'S OR GIRLS' SINGLETS, BRIEFS, PANTIES, AND NEGLIGEES, OF OTHER TEXTILE MATERIALS, CONTAINING LESS THAN 70 PERCENT SILK OR SILK WASTE",NA,1995,2019,2000-06-01,2019-03-01,Mixed,KG,84289,40020,NA,1,2341,Mixed,00,Import
6208.99.6010,"WOMEN'S OR GIRLS' BATHROBES, DRESSING GOWNS, AND SIMILAR ARTICLES, OF OTHER TEXTILE MATERIALS, GREATER THAN OR EQUAL TO 70 PERCENT SILK OR SILK WASTE","W/G NEGLIGEES, ETC CONT >=70% SLK/SLK WST, N KT",1989,1994,1993-07-01,1999-06-01,Mixed,KG,84289,40020,NA,1,2384,NA,NA,Import
6208.99.6020,"WOMEN'S OR GIRLS' BATHROBES, DRESSING GOWNS, AND SIMILAR ARTICLES, OF OTHER TEXTILE MATERIALS, CONTAINING LESS THAN 70 PERCENT SILK OR SILK WASTE",W/G BATHROBES ETC SILK CONT < 70% BY WGT SLK N KNT,1989,1994,1993-07-01,1999-06-01,Mixed,KG,84289,40020,NA,1,2384,NA,NA,Import
6208.99.6030,"WOMEN'S OR GIRLS' SINGLETS, BRIEFS, PANTIES, AND NEGLIGEES, OF OTHER TEXTILE MATERIALS, GREATER THAN OR EQUAL TO 70 PERCENT SILK OR SILK WASTE","W/G BRFS PNTS SNGLTS & OT UNDSHRTS >=70% SILK,N KN",1989,1994,1993-07-01,1999-06-01,Mixed,KG,84289,40020,NA,1,2341,NA,NA,Import
6208.99.6040,"WOMEN'S OR GIRLS' SINGLETS, BRIEFS, PANTIES, AND NEGLIGEES, OF OTHER TEXTILE MATERIALS, CONTAINING LESS THAN 70 PERCENT SILK OR SILK WASTE",W/G NESOI BRF PNT SNGLT OT UNDWR <70% SLK NT KNITD,1989,1994,1993-07-01,1999-06-01,Mixed,KG,84289,40020,NA,1,2341,NA,NA,Import
6208.99.8010,"WOMEN'S OR GIRLS' BATHROBES, DRESSING GOWNS, AND SIMILAR ARTICLES, OF OTHER TEXTILE MATERIALS, NOT KNITTED","W/G NEGLIGEES ETC OF OTHER TEXTILE MATERIALS, N KT",1989,2019,1993-07-01,2019-03-01,Mixed,KG,84289,40020,NA,1,2384,Mixed,00,Import
6208.99.8020,"WOMEN'S OR GIRLS' SINGLETS, BRIEFS, PANTIES, AND NEGLIGEES, ETC., OF OTHER TEXTILE MATERIALS, NOT KNITTED",W/G OTH SG & OT UDSHT SL PTC BR BR DG OTHER,1989,2019,1993-07-01,2019-03-01,Mixed,KG,84289,40020,NA,1,2341,Mixed,00,Import
6208.99.9000,"W/G SINGLET/OT UNSHIRTS, SLIPS PETTICOATS PANTIES NIGHTDRESSES PAJAMAS,BATHROBES AND SIMILAR ARTICLES OF OTHER TEXTILE MATERIALS,NOT KNITTED/CROCHETED","W/G UNSHIRTS PANTIES BATHROBES ETC MANMADE FIB,NKT",1989,2019,1994-07-01,2019-03-01,Mixed,KG,84289,NA,40000,1,2341,Mixed,00,Export
6209.10.0000,NA,"BABIES' GRMNT & CLTHNG ACCESSORIES WOOL, NOT KNIT",1989,2006,1993-07-01,2007-02-01,Mixed,KG,84511,40010,40000,1,2369,315291,00,Both
6209.20.0000,"BABIES' GARMENTS AND CLOTHING ACCESSORIES OF COTTON, NOT KNITTED OR CROCHETED","BABIES' GARMENTS & CLTHNG ACCESS COTTON, NOT KNIT",1989,2019,1994-07-01,2019-03-01,Mixed,KG,84511,NA,40000,1,2369,Mixed,00,Export
6209.20.1000,"BABIES' GARMENTS AND CLOTHING ACCESSORIES: DRESSES, OF COTTON, NOT KNITTED","BABIES' DRESSES OF COTTON, NOT KNIT",1989,2019,1993-07-01,2019-03-01,Mixed,KG,84511,40000,NA,1,2335,Mixed,00,Import
6209.20.2000,"BABIES' GARMENTS AND CLOTHING ACCESSORIES: BLOUSES AND SHIRTS, OF COTTON, NOT IMPORTED AS PARTS OF SETS, NOT KNITTED","BABIES' BLOUSES & SHIRTS EX SET PTS OF COTTON,N KT",1989,2019,1993-07-01,2019-03-01,Mixed,KG,84511,40000,NA,1,2331,Mixed,00,Import
6209.20.3000,"BABIES' GARMENTS AND CLOTHING ACCESSORIES: TROUSERS, BREECHES, AND SHORTS, OF COTTON, NOT IMPORTED AS PARTS OF SETS","BABIES' TROUSERS, SHORTS EX SET PARTS OF COT, N KT",1989,2019,1993-07-01,2019-03-01,Mixed,KG,84511,40000,NA,1,2369,Mixed,00,Import
6209.20.5030,"BABIES' GARMENTS AND CLOTHING ACCESSORIES: SUNSUITS, WASHSUITS, AND SIMILAR APPAREL, OF COTTON, NOT KNITTED","BABIES' SUNSUITS & SIMILAR APPAREL OF COTTON, N KT",1989,2019,1993-07-01,2019-03-01,Mixed,KG,84511,40000,NA,1,2369,Mixed,00,Import
6209.20.5035,"BABIES' GARMENTS AND CLOTHING ACCESSORIES: SETS, OF COTTON, NOT KNITTED","BABIES' GRMNTS & CLTHNG ACCESS SETS OF COTTON,",1989,2019,1993-07-01,2019-03-01,Mixed,KG,84511,40000,NA,1,2369,Mixed,00,Import
6209.20.5040,"BABIES' GARMENTS AND CLOTHING ACCESSORIES: DIAPERS, OF COTTON, NOT KNITTED","BABIES' DIAPERS OF COTTON, NOT KNIT",1989,2011,1993-07-01,2014-06-01,Mixed,KG,84511,40000,NA,1,2399,314999,00,Import
6209.20.5045,"BABIES' GARMENTS AND CLOTHING ACCESSORIES: OTHER APPAREL, OF COTTON, NOT KNITTED, IMPORTED AS PARTS OF SETS","BABIES' GRMNT & CLTHNG ACCESS SET PT OF COT, N KT",1989,2019,1993-07-01,2019-03-01,Mixed,KG,84511,40000,NA,1,2369,Mixed,00,Import
6209.20.5050,"BABIES' GARMENTS AND CLOTHING ACCESSORIES: OTHER APPAREL, OF COTTON, NOT KNITTED, NOT IMPORTED AS PARTS OF SETS","BABIES' OT GRMNTS & CLOTHING ACCESS OF COTTON,N KT",1989,2019,1993-07-01,2019-03-01,Mixed,KG,84511,40000,NA,1,2369,Mixed,00,Import
6209.30.0000,"BABIES' GARMENTS AND CLOTHING ACCESSORIES OF SYNTHETIC FIBERS, NOT KNITTED OR CROCHETED","BABIES' GARMENTS/CLTHNG ACCESS SYN FIBERS,NOT KNIT",1989,2019,1994-07-01,2019-03-01,Mixed,KG,84511,NA,40000,1,2369,Mixed,00,Export
6209.30.1000,"BABIES' GARMENTS AND CLOTHING ACCESSORIES: BLOUSES AND SHIRTS, OF SYNTHETIC FIBERS, NOT KNITTED, NOT IMPORTED AS PARTS OF SETS","BABIES' BLOUSES, SHIRTS EX SET PTS OF SYN FIB,N KT",1989,2019,1993-07-01,2019-03-01,Mixed,KG,84511,40020,NA,1,2331,Mixed,00,Import
6209.30.2000,"BABIES' GARMENTS AND CLOTHING ACCESSORIES: TROUSERS, BREECHES, AND SHORTS, OF SYNTHETIC FIBERS, NOT KNITTED, NOT IMPORTED AS PARTS OF SETS","BABIES' TROUSERS, SHORTS EX SET PT OF SYN FIB,N KT",1989,2019,1993-07-01,2019-03-01,Mixed,KG,84511,40020,NA,1,2369,Mixed,00,Import
6209.30.3010,"BABIES' GARMENTS AND CLOTHING ACCESSORIES: SUNSUITS, WASHSUITS, AND SIMILAR APPAREL, OF SYNTHETIC FIBERS, NOT KNITTED","BABIES' SUNSUITS & SIMILAR APPAREL OF SYN FIB,N KT",1989,2019,1993-07-01,2019-03-01,Mixed,KG,84511,40020,NA,1,2369,Mixed,00,Import
6209.30.3020,"BABIES' GARMENTS AND CLOTHING ACCESSORIES: SETS, OF SYNTHETIC FIBERS, NOT KNITTED","BABIES' GRMNT & CLTHNG ACCESS SETS OF SYN FIB,N KT",1989,2019,1993-07-01,2019-03-01,Mixed,KG,84511,40020,NA,1,2369,Mixed,00,Import
6209.30.3030,"BABIES' GARMENTS AND CLOTHING ACCESSORIES: OTHER APPAREL, OF SYNTHETIC FIBERS, NOT KNITTED, IMPORTED AS PARTS OF SETS","BABIES' GRMNT & CLTHNG ACCESS SET PT SYN FIB, N KT",1989,2019,1993-07-01,2019-03-01,Mixed,KG,84511,40020,NA,1,2369,Mixed,00,Import
6209.30.3040,"BABIES' GARMENTS AND CLOTHING ACCESSORIES: OTHER APPAREL, OF SYNTHETIC FIBERS, NOT KNITTED, NOT IMPORTED AS PARTS OF SETS","BABIES' OT GRMNT & CLOTHING ACCESS OF SYN FIB,N KT",1989,2019,1993-07-01,2019-03-01,Mixed,KG,84511,40020,NA,1,2369,Mixed,00,Import
6209.90.0000,"BABIES' GARMENTS AND CLOTHING ACCESSORIES OF OTHER TEXTILE MATERIALS, NOT KNITTED OR CROCHETED","BABIES' GARMENTS/CLTHNG ACCESS OT TEX MTRL,NOT KNI",1989,2006,1994-07-01,2007-02-01,Mixed,KG,84511,NA,40000,1,2369,315291,00,Export
6209.90.0500,"BABIES' GARMENTS AND CLOTHING ACCESSORIES: OF WOOL OR FINE ANIMAL HAIR, NOT KNITTED OR CROCHETED","BABIES' GRMNT & CLTHNG ACCESSORIES WOOL, NOT KNIT",2007,2019,2008-02-01,2019-03-01,Mixed,KG,84511,40010,40000,1,NA,Mixed,00,Both
6209.90.1000,"BABIES' GARMENTS AND CLOTHING ACCESSORIES: BLOUSES AND SHIRTS, OF ARTIFICIAL FIBERS, NOT KNITTED, NOT IMPORTED AS PARTS OF SETS","BABIES' BLOUSES, SHIRTS EX SET PTS OF ART FIB,N KT",1989,2019,1993-07-01,2019-03-01,Mixed,KG,84511,40020,NA,1,2331,Mixed,00,Import
6209.90.2000,"BABIES' GARMENTS AND CLOTHING ACCESSORIES: TROUSERS, BREECHES AND SHORTS, OF ARTIFICIAL FIBERS, NOT KNITTED, NOT IMPORTED AS PARTS OF SETS","BABIES' TROUSERS, SHORTS EX SET PT OF ART FIB,N KT",1989,2019,1993-07-01,2019-03-01,Mixed,KG,84511,40020,NA,1,2369,Mixed,00,Import
6209.90.3010,"BABIES' GARMENTS AND CLOTHING ACCESSORIES: SUNSUITS, WASHSUITS, AND SIMILAR APPAREL, OF ARTIFICIAL FIBERS, NOT KNITTED","BABIES' SUNSUITS & SIMILAR APPAREL OF ART FIB,N KT",1989,2019,1993-07-01,2019-03-01,Mixed,KG,84511,40020,NA,1,2369,Mixed,00,Import
6209.90.3015,"BABIES' GARMENTS AND CLOTHING ACCESSORIES: BLANKET SLEEPERS, OF ARTIFICIAL FIBERS, NOT KNITTED","BABIES' BLANKET SLEEPERS OF ART FIB, NT KT/CROCHET",1989,2019,1993-07-01,2019-03-01,Mixed,KG,84511,40020,NA,1,2369,Mixed,00,Import
6209.90.3020,"BABIES' GARMENTS AND CLOTHING ACCESSORIES: SETS, OF ARTIFICIAL FIBERS, NOT KNITTED","BABIES' GRMNT & CLTHNG ACCESS SETS OF ART FIB,N KT",1989,2019,1993-07-01,2019-03-01,Mixed,KG,84511,40020,NA,1,2369,Mixed,00,Import
6209.90.3030,"BABIES' GARMENTS AND CLOTHING ACCESSORIES: OTHER APPAREL, OF ARTIFICIAL FIBERS, NOT KNITTED IMPORTED AS PARTS OF SETS","BABIES' GRMNT & CLTHNG ACCESS SET PT ART FIB, N KT",1989,2019,1993-07-01,2019-03-01,Mixed,KG,84511,40020,NA,1,2369,Mixed,00,Import
6209.90.3040,"BABIES' GARMENTS AND CLOTHING ACCESSORIES: OTHER APPAREL, OF ARTIFICIAL FIBERS, NOT KNITTED NOT IMPORTED AS PARTS OF SETS","BABIES' GARMENTS & CLOTHING ACCESS OF ART FIB,N KT",1989,2019,1993-07-01,2019-03-01,Mixed,KG,84511,40020,NA,1,2369,Mixed,00,Import
6209.90.4010,"BABIES' GARMENTS AND CLOTHING ACCESSORIES: APPAREL, OF OTHER TEXTILE MATERIALS, GREATER THAN OR EQUAL TO 70 PERCENT SILK OR SILK WASTE","BABIES' GRMNT ETC OF TEX MAT CONT 70% SILK, NT KT",1989,1994,1993-07-01,1999-06-01,Mixed,KG,84511,40020,NA,1,2369,NA,NA,Import
6209.90.4020,"BABIES' GARMENTS AND CLOTHING ACCESSORIES: APPAREL, OF OTHER TEXTILE MATERIALS, CONTAINING LESS THAN 70 PERCENT OF SILK OR SILK WASTE",BABIES' GRMNT & CLTHNG ACCESS <70% SLK/SLK WS N KT,1989,1994,1993-07-01,1999-06-01,Mixed,KG,84511,40020,NA,1,2369,NA,NA,Import
6209.90.5000,"BABIES' GARMENTS AND CLOTHING ACCESSORIES: APPAREL, OF OTHER TEXTILE MATERIALS, GREATER THAN OR EQUAL TO 70 PERCENT SILK OR SILK WASTE","BABIES' GRMNT ETC OF TEX MAT CONT 70% SILK, NT KT",1995,2019,2000-06-01,2019-03-01,Mixed,KG,84511,40020,NA,1,2369,Mixed,00,Import
6209.90.8000,"BABIES' GARMENTS AND CLOTHING ACCESSORIES OF OTHER TEXTILE MATERIALS, NOT KNITTED OR CROCHETED","BABIES' GARMENTS/CLTHNG ACCESS OT TEX MTRL,NOT KNI",2007,2019,2008-02-01,2019-03-01,Mixed,KG,84511,NA,40000,1,NA,Mixed,00,Export
6209.90.9000,"BABIES' GARMENTS AND CLOTHING ACCESSORIES: APPAREL, OF OTHER TEXTILE MATERIALS, CONTAINING LESS THAN 70 PERCENT OF SILK OR SILK WASTE",NA,1995,2019,2000-06-01,2019-03-01,Mixed,KG,84511,40020,NA,1,2369,Mixed,00,Import
6210.10.0000,"GARMENTS, MADE-UP OF FABRICS OF FELTS AND NONWOVENS INCLUDING NONWOVEN APPAREL, NOT KNITTED OR CROCHETED","GARMENTS OF FABRIC OF FELTS/NONWOVEN, NOT KNIT",1989,2019,1994-07-01,2019-03-01,Mixed,KG,84521,NA,40000,1,2389,Mixed,00,Export
6210.10.2000,"GARMENTS, MADE UP OF FABRICS OF HEADING 5602 OR 5603: OF FABRICS FORMED ON A BASE OF PAPER OR COVERED OR LINED WITH PAPER","GARMENTS FELT/NONWOVEN ON PAPER BASE, N KT OR CROC",1989,2019,1993-07-01,2019-03-01,Mixed,KG,84521,40020,NA,1,Mixed,Mixed,00,Import
6210.10.4010,"GARMENTS, MADE UP OF FABRICS OF HEADING 5602 OR 5603: NONWOVEN DISPOSIBLE APPAREL DESIGNED FOR USE IN HOSPITALS, CLINICS, LABORATORIES AND OTHER AREAS","NONWOVEN DISPOSABLE APPAREL FOR CLINIC FELT, NT KT",1989,1994,1993-07-01,1999-06-01,Mixed,KG,84521,40020,NA,1,2369,NA,NA,Import
6210.10.4015,"GARMENTS, MADE UP OF FABRICS OF HEADING 5602 OR 5603: COVERALLS AND OVERALLS, NOT KNITTED, OF IMPREGNATED FABRIC",COVERALLS & OVERALLS GARMENTS OF FELTS OR NONWOVEN,1989,1994,1993-07-01,1999-06-01,Mixed,KG,84521,40020,NA,1,2369,NA,NA,Import
6210.10.4020,"GARMENTS MADE UP OF FELTS OR NONWOVENS NESOI, NOT KNITTED OR CROCHETED","GARMENTS OF FELTS OR NONWOVENS NESOI, NOT KNIT",1989,1989,1993-07-01,1993-07-01,Mixed,KG,84521,40020,NA,1,2389,NA,NA,Import
6210.10.4025,"GARMENTS, MADE UP OF FABRICS OF HEADING 5602 OR 5603: NOT KNIT FELT AND NON-WOVEN FABRIC, EXCEPT COVERALLS AND OVERALLS, OF IMPREGNATED FABRIC","GARMENTS OF FELTS OR NONWOVENS NESOI, NOT KNIT",1989,1993,1993-07-01,1998-06-01,Mixed,KG,84521,40020,NA,1,2369,NA,NA,Import
6210.10.4030,"GARMENTS , MADE UP OF FABRICS OF HEADING 5602 OR 5603, DISPOSABLE BRIEFS AND PANTIES DESIGNED FOR ONE TIME USE.",DISPOSABLE BRIEFS DESIGNED FOR ONE TIME USE,1994,1994,1999-06-01,1999-06-01,Mixed,KG,84521,40020,NA,1,2341,NA,NA,Import
6210.10.4040,"GARMENTS, MADE UP OF FABRICS OF HEADING 5602 OR 5603: NOT KNIT FELT AND NON-WOVEN FABRIC, EXCEPT COVERALLS AND OVERALLS, OF IMPREGNATED FABRIC","GARMENTS OF FELTS OR NONWOVENS NESOI, NOT KNIT",1994,1994,1999-06-01,1999-06-01,Mixed,KG,84521,40020,NA,1,2369,NA,NA,Import
6210.10.5000,"GARMENTS, MADE UP OF FABRICS OF HEADING 5602 OR 5603: NONWOVEN DISPOSIBLE APPAREL DESIGNED FOR USE IN HOSPITALS, CLINICS, LABORATORIES AND OTHER AREAS","NONWOVEN DISPOSABLE APPAREL FOR CLINIC FELT, NT KT",1995,2019,2000-06-01,2019-03-01,Mixed,KG,84521,40020,NA,1,2389,Mixed,00,Import
6210.10.7000,"GARMENTS , MADE UP OF FABRICS OF HEADING 5602 OR 5603, DISPOSABLE BRIEFS AND PANTIES DESIGNED FOR ONE TIME USE.",DISPOSABLE BRIEFS DESIGNED FOR ONE TIME USE,1995,2019,2000-06-01,2019-03-01,Mixed,KG,84521,40020,NA,1,2389,Mixed,00,Import
6210.10.9010,"GARMENTS, MADE UP OF FABRICS OF HEADING 5602 OR 5603: COVERALLS AND OVERALLS, NOT KNITTED, OF IMPREGNATED FABRIC",COVERALLS & OVERALLS GARMENTS OF FELTS OR NONWOVEN,1995,2019,2000-06-01,2019-03-01,Mixed,KG,84521,40020,NA,1,2389,Mixed,00,Import
6210.10.9040,"GARMENTS, MADE UP OF FABRICS OF HEADING 5602 OR 5603: NOT KNIT FELT AND NON-WOVEN FABRIC, EXCEPT COVERALLS AND OVERALLS, OF IMPREGNATED FABRIC","GARMENTS OF FELTS OR NONWOVENS NESOI, NOT KNIT",1995,2019,2000-06-01,2019-03-01,Mixed,KG,84521,40020,NA,1,2389,Mixed,00,Import
6210.20.0000,"MEN'S OR BOYS OVERCOATS CARCOATS CLOAKS & SIMILAR ARTICLES OF FELTS, NONWOVENS, IMPREGNATED OR RUBBERIZED TEXTILE FABRIC, NOT KNITTED OR CROCHETED","M/B OVERCOATS ETC FELTS NONWOVEN IMPREG TEX F,N KT",1989,2019,1994-07-01,2019-03-01,Mixed,KG,84522,NA,40000,1,2385,Mixed,00,Export
6210.20.1010,"MEN'S OR BOYS' NOT KNIT MAN-MADE FIBER COATS, IMPREGNATED FABRIC, UNDERLYING FABRIC COMPLETELY OBSCURED BY COATING","M/B OVERCOATS ETC MMF SURFACE IMPREG RBR/PLAS,N KT",1989,1994,1993-07-01,1999-06-01,Mixed,KG,84522,40020,NA,1,2385,NA,NA,Import
6210.20.1020,"MEN'S OR BOYS' NOT KNIT MAN-MADE FIBER OVERCOATS, CARCOATS, CAPES, ETC, IMPREGNATED FABRIC","M/B OVERCOATS ETC MMF FELT/NONWOVEN N IMPREG, N KT",1989,1994,1993-07-01,1999-06-01,Mixed,KG,84522,40020,NA,1,2311,NA,NA,Import
6210.20.2010,"MEN'S OR BOYS' NOT KNIT OTHER THAN MAN-MADE FIBER COATS, ETC, IMPREGNATED FABRIC, UNDERLYING FABRIC COMPLETELY OBSCURED BY COATING","M/B OVERCOATS ETC TEX FLT/N/WVN IMPREG RBR/PL,N KT",1989,1994,1993-07-01,1999-06-01,Mixed,KG,84522,40020,NA,1,2385,NA,NA,Import
6210.20.2020,"MEN'S OR BOYS' NOT KNIT OTHER THAN MAN-MADE FIBER OVERCOATS, CARCOATS, CAPES, ETC, IMPREGNATED FABRIC","M/B OVERCOATS ETC TEX FELT/NONWOVENS, N KT OR CROC",1989,1994,1993-07-01,1999-06-01,Mixed,KG,84522,40020,NA,1,2311,NA,NA,Import
6210.20.2030,"MEN'S OR BOYS' NOT KNIT OTHER THAN MAN-MADE FIBER OVERCOATS, CARCOATS, CAPES, ETC, IMPREGNATED FABRIC, OF LINEN","M/B OVERCOATS ETC TEX FELT/NONWOVENS, NT KT, OF LN",1994,1994,1999-06-01,1999-06-01,Mixed,KG,84522,40020,NA,1,2311,NA,NA,Import
6210.20.2040,"MEN'S OR BOYS' NOT KNIT OTHER THAN MAN-MADE FIBER OVERCOATS, CARCOATS, CAPES, ETC, IMPREGNATED FABRIC, OTHER","M/B OVERCOATS ETC TEX FELT/NONWOVENS, N KT, OTHER",1994,1994,1999-06-01,1999-06-01,Mixed,KG,84522,40020,NA,1,2311,NA,NA,Import
6210.20.3000,"MEN'S OR BOYS' NOT KNIT MAN-MADE FIBER COATS, IMPREGNATED FABRIC, UNDERLYING FABRIC COMPLETELY OBSCURED BY COATING","M/B OVERCOATS ETC MMF SURFACE IMPREG RBR/PLAS,N KT",1995,2019,2000-06-01,2019-03-01,Mixed,KG,84522,40020,NA,1,2385,Mixed,00,Import
6210.20.5000,"MEN'S OR BOYS' NOT KNIT MAN-MADE FIBER OVERCOATS, CARCOATS, CAPES, ETC, IMPREGNATED FABRIC","M/B OVERCOATS ETC MMF FELT/NONWOVEN N IMPREG, N KT",1995,2019,2000-06-01,2019-03-01,Mixed,KG,84522,40020,NA,1,2329,Mixed,00,Import
6210.20.7000,"MEN'S OR BOYS' NOT KNIT OTHER THAN MAN-MADE FIBER COATS, ETC, IMPREGNATED FABRIC, UNDERLYING FABRIC COMPLETELY OBSCURED BY COATING","M/B OVERCOATS ETC TEX FLT/N/WVN IMPREG RBR/PL,N KT",1995,2019,2000-06-01,2019-03-01,Mixed,KG,84522,40020,NA,1,2385,Mixed,00,Import
6210.20.9010,"MEN'S OR BOYS' NOT KNIT OTHER THAN MAN-MADE FIBER OVERCOATS, CARCOATS, CAPES, ETC, IMPREGNATED FABRIC, OF LINEN","M/B OVERCOATS ETC TEX FELT/NONWOVENS, NT KT, OF LN",1995,2019,2000-06-01,2019-03-01,Mixed,KG,84522,40020,NA,1,2329,Mixed,00,Import
6210.20.9020,"MEN'S OR BOYS' NOT KNIT OTHER THAN MAN-MADE FIBER OVERCOATS, CARCOATS, CAPES, ETC, IMPREGNATED FABRIC, OTHER","M/B OVERCOATS ETC TEX FELT/NONWOVENS, N KT, OTHER",1995,2019,2000-06-01,2019-03-01,Mixed,KG,84522,40020,NA,1,2329,Mixed,00,Import
6210.30.0000,"WOMEN'S OR GIRLS' OVERCOATS CARCOATS CLOAKS & SIMILAR ARTICLES OF FELT, NONWOVENS, IMPREGNTD OR RUBBERIZD TEXTILE FABRIC, NOT KNITTED OR CROCHETED","W/G OVERCOAT ETC FELTS NONWOVEN IMPREG TEX F, N KT",1989,2019,1994-07-01,2019-03-01,Mixed,KG,84523,NA,40000,1,2385,Mixed,00,Export
6210.30.1010,"WOMEN'S OR GIRLS' NOT KNIT MAN-MADE FIBERS OVERCOATS, CARCOATS, CAPES, ETC, IMPREGNATED FABRIC, UNDERLYING FABRIC COMPLETELY OBSCURED BY COATING","W/G OVERCOATS ETC MMF SURFACE IMPREG RBR/PLAS,N KT",1989,1994,1993-07-01,1999-06-01,Mixed,KG,84523,40030,NA,1,2385,NA,NA,Import
6210.30.1020,"WOMEN'S OR GIRLS' NOT KNIT MAN-MADE FIBER OVERCOATS, CARCOATS, CAPES, ETC, IMPREGNATED FABRIC","W/G OVERCOATS OF FLT OR NWOVNS OF MMF, NT KNT/CRCH",1989,1994,1993-07-01,1999-06-01,Mixed,KG,84523,40030,NA,1,2369,NA,NA,Import
6210.30.2010,"WOMEN'S OR GIRLS' NOT KNIT OTHER THAN MAN-MADE FIBERS COATS, ETC, IMPREGNATED FABRIC, UNDERLYING FABRIC COMPLETELY OBSCURED BY COATING","W/G OVERCOATS ETC TEX FLT/N/WVN IMPRE RBR/PL, N KT",1989,1994,1993-07-01,1999-06-01,Mixed,KG,84523,40030,NA,1,2385,NA,NA,Import
6210.30.2020,"WOMEN'S OR GIRLS' NOT KNIT OTHER THAN MAN-MADE FIBERS OVERCOATS, CARCOATS, CAPES, ETC, IMPREGNATED FABRIC","W/G OVERCT ETC TEX FLT/N/WVN N IMPREG RBR/PLAS,NKT",1989,1994,1993-07-01,1999-06-01,Mixed,KG,84523,40030,NA,1,2369,NA,NA,Import
6210.30.2030,"WOMEN'S OR GIRLS' NOT KNIT OTHER THAN MAN-MADE FIBERS OVERCOATS, CARCOATS, CAPES, ETC, IMPREGNATED FABRIC, OF LINEN","W/G OVERCT TEX FLT/N/WVN N IMP,RBR/PLAS, OF LNN,NK",1994,1994,1999-06-01,1999-06-01,Mixed,KG,84523,40020,NA,1,2369,NA,NA,Import
6210.30.2040,"WOMEN'S OR GIRLS' NOT KNIT OTHER THAN MAN-MADE FIBERS OVERCOATS, CARCOATS, CAPES, ETC, IMPREGNATED FABRIC, OTHER","W/G OVERCT TEX FLT/N/WVN N IMP RBR/PLAS, NK, OTHER",1994,1994,1999-06-01,1999-06-01,Mixed,KG,84523,40020,NA,1,2369,NA,NA,Import
6210.30.3000,"WOMEN'S OR GIRLS' NOT KNIT MAN-MADE FIBERS OVERCOATS, CARCOATS, CAPES, ETC, IMPREGNATED FABRIC, UNDERLYING FABRIC COMPLETELY OBSCURED BY COATING","W/G OVERCOATS ETC MMF SURFACE IMPREG RBR/PLAS,N KT",1995,2019,2000-06-01,2019-03-01,Mixed,KG,84523,40030,NA,1,2385,Mixed,00,Import
6210.30.5000,"WOMEN'S OR GIRLS' NOT KNIT MAN-MADE FIBER OVERCOATS, CARCOATS, CAPES, ETC, IMPREGNATED FABRIC","W/G OVERCOATS OF FLT OR NWOVNS OF MMF, NT KNT/CRCH",1995,2019,2000-06-01,2019-03-01,Mixed,KG,84523,40030,NA,1,2369,Mixed,00,Import
6210.30.7000,"WOMEN'S OR GIRLS' NOT KNIT OTHER THAN MAN-MADE FIBERS COATS, ETC, IMPREGNATED FABRIC, UNDERLYING FABRIC COMPLETELY OBSCURED BY COATING","W/G OVERCOATS ETC TEX FLT/N/WVN IMPRE RBR/PL, N KT",1995,2019,2000-06-01,2019-03-01,Mixed,KG,84523,40030,NA,1,2385,Mixed,00,Import
6210.30.9010,"WOMEN'S OR GIRLS' NOT KNIT OTHER THAN MAN-MADE FIBERS OVERCOATS, CARCOATS, CAPES, ETC, IMPREGNATED FABRIC, OF LINEN","W/G OVERCT TEX FLT/N/WVN N IMP,RBR/PLAS, OF LNN,NK",1995,2019,2000-06-01,2019-03-01,Mixed,KG,84523,40020,NA,1,2369,Mixed,00,Import
6210.30.9020,"WOMEN'S OR GIRLS' NOT KNIT OTHER THAN MAN-MADE FIBERS OVERCOATS, CARCOATS, CAPES, ETC, IMPREGNATED FABRIC, OTHER","W/G OVERCT TEX FLT/N/WVN N IMP RBR/PLAS, NK, OTHER",1995,2019,2000-06-01,2019-03-01,Mixed,KG,84523,40020,NA,1,2369,Mixed,00,Import
6210.40.1000,"OTHER MEN'S OR BOYS' GARMENTS OF FELTS, NONWOVENS, MANMADE FIBER TEXTILE FABRICS, NOT KNITTED OR CROCHETED","OT M/B GARMENT FELTS NWVN IMPREG TEX FAB, N KT MMF",1989,2019,1994-07-01,2019-03-01,Mixed,KG,84522,NA,40000,1,2385,Mixed,00,Export
