award_amount,award_id,awarding_agency,awarding_sub_agency,bd_reasons,bd_score,competitor_subaward_count,competitor_subaward_value,contract_id,description,end_date,extraction_date,is_dod,is_it_services,naics_code,naics_description,pop_city,pop_state,psc_code,psc_description,recipient_name,recipient_uei,source,start_date,subaward_count,subaward_value
8447894780.67,CONT_AWD_N0001918C1037_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $1B+,50,0,0,N0001918C1037,E-2D ADVANCED HAWKEYE AIRCRAFT (FRP-7),2030-02-01,2026-01-21,True,False,,,,,,,NORTHROP GRUMMAN SYSTEMS CORPORATION,PK8PM2GNVMP8,usaspending,2018-02-15,0,0
8338684281.49,CONT_AWD_F3365796C2059_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $1B+,50,0,0,F3365796C2059,,2004-11-30,2026-01-21,True,False,,,,,,,THE BOEING COMPANY,UEGFHX6R6KJ1,usaspending,2000-01-31,0,0
8204906278.12,CONT_AWD_W911QY20C0100_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $1B+,50,0,0,W911QY20C0100,100M SARS-COV-2 MRNA-1273 VACCINE DOSES,2023-08-10,2026-01-21,True,False,,,,,,,"MODERNATX, INC.",WJYNZ8AK2D47,usaspending,2020-08-11,0,0
7953264130.5,CONT_AWD_N0001921C0020_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $1B+,50,0,0,N0001921C0020,FY21-23 GLOBAL F-35 AIR SYSTEM SUSTAINMENT,2027-12-30,2026-01-21,True,False,,,,,,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,usaspending,2020-12-31,0,0
7745579797.03,CONT_AWD_W31P4Q24C0022_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $1B+,50,0,0,W31P4Q24C0022,"EXECUTE PHASED ARRAY TRACKING RADAR TO INTERCEPT ON TARGET (PATRIOT) ADVANCED CAPABILITY-3 (PAC-3) MISSILE PRODUCTION BY PROVIDING INCIDENTAL SERVICES, HARDWARE, FACILITIES, EQUIPMENT, AND TECHNICAL, PLANNING, MANAGEMENT, AND MANUFACTURING EFFORTS.",2029-12-31,2026-01-21,True,False,,,,,,,LOCKHEED MARTIN CORPORATION,XFJMYSYFJEK4,usaspending,2024-06-28,0,0
7633729888.76,CONT_AWD_N0001904C3146_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $1B+,50,0,0,N0001904C3146,,2026-08-31,2026-01-21,True,False,,,,,,,THE BOEING COMPANY,WZWRLY4G3PL8,usaspending,2004-06-29,0,0
7631436146.72,CONT_AWD_FA880219C0001_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $1B+,50,0,0,FA880219C0001,FY19 ENGINEERING SERVICES,2026-01-20,2026-01-21,True,False,,,,,,,THE AEROSPACE CORPORATION,YA8LJBJCND19,usaspending,2018-10-01,0,0
7581647887.33,CONT_AWD_FA861106C2899_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $1B+,50,0,0,FA861106C2899,200610!000027!5700!FA8611!ASC/YFK                         !FA861106C2899  !A!N! !N!             !      !20051223!20060512!008016958!008016958!834951691!N!LOCKHEED MARTIN CORPORATION   !LOCKHEED BLVD             !FORT WORTH          !TX!76108!49756!067!13!MARIETTA            !COBB                  !GEORGIA   !+000193874000!N!N!000193874000!1510!AIRCRAFT FIXED WING                               !A1A!AIRFRAMES AND SPARES                !265 !F-22                          !336411!E! !3! ! ! ! ! !999,2016-02-27,2026-01-21,True,False,,,,,,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,usaspending,2005-12-23,0,0
7396745719.31,CONT_AWD_W58RGZ16C0023_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $1B+,50,0,0,W58RGZ16C0023,"W58RGZ-16-C-0023 IS FOR THE AWARD OF ADVANCE PROCUREMENT IN THE AMOUNT OF $184,930,000.00 TO SUPPORT LOT 7 FULL RATE PRODUCTION LONG LEAD ITEMS.",2027-08-31,2026-01-21,True,False,,,,,,,THE BOEING COMPANY,LAJJQWA1PF31,usaspending,2016-03-21,0,0
7377629917.55,CONT_AWD_0004_9700_W52P1J07D0007_9700,Department of Defense,Department of the Army,DoD; $1B+,50,0,0,0004,LOGCAP IV SERVICES IN AFGHANISTAN,2022-06-30,2026-01-21,True,False,,,,,,,"AMENTUM SERVICES, INC.",QEMLRQA7PLG4,usaspending,2009-07-07,0,0
7261932653.67,CONT_AWD_FA862506C6456_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $1B+,50,0,0,FA862506C6456,,2018-09-20,2026-01-21,True,False,,,,,,,LOCKHEED MARTIN CORP,SJDEB3MKJEW5,usaspending,2006-02-28,0,0
7246510577.74,CONT_AWD_N0001909C0019_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $1B+,50,0,0,N0001909C0019,F/A-18 AIRCRAFT,2022-10-31,2026-01-21,True,False,,,,,,,THE BOEING COMPANY,JJM4FRDZJDX1,usaspending,2008-12-04,0,0
7185242552.16,CONT_AWD_N0001911C0083_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $1B+,50,0,0,N0001911C0083,F-35 LIGHTNING II JOINT STRIKE FIGHTER (JSF) LOW RATE INITIAL PRODUCTION (LRIP) LOT 6 ADVANCE ACQUISITION CONTRACT,2023-05-31,2026-01-21,True,False,,,,,,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,usaspending,2011-08-08,0,0
7027481120.54,CONT_AWD_FA881018C0005_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $1B+,50,0,0,FA881018C0005,NEXT GENERATION OVERHEAD PERSISTENT INFRARED GEOSYNCHRONOUS EARTH ORBIT SPACE VEHICLE 1-3 PHASE 1,2029-07-31,2026-01-21,True,False,,,,,,,LOCKHEED MARTIN CORP,CQWLW9XRQTH5,usaspending,2018-08-14,0,0
6998362070.51,CONT_AWD_N0001914C0002_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $1B+,50,0,0,N0001914C0002,LRIP 9 AIRCRAFT AAC,2025-07-31,2026-01-21,True,False,,,,,,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,usaspending,2014-03-19,0,0
6842350752.72,CONT_AWD_FA863418C2701_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $1B+,50,0,0,FA863418C2701,"F-15, FMS, F-15QA AIR VEHICLE DEVELOPMENT",2026-11-30,2026-01-21,True,False,,,,,,,THE BOEING COMPANY,JJM4FRDZJDX1,usaspending,2017-12-22,0,0
6466627868.26,CONT_AWD_HQ014712C0004_9700_-NONE-_-NONE-,Department of Defense,Missile Defense Agency,DoD; $1B+,50,0,0,HQ014712C0004,"THE MISSILE DEFENSE AGENCY (MDA), GROUND-BASED MIDCOURSE DEFENSE (GMD) DEVELOPMENT AND SUSTAINMENT CONTRACT (DSC) THE GMD DSC WORK INCLUDES, BUT IS NOT LIMITED TO: 1) FUTURE DEVELOPMENT; 2) FIELDING; 3) TEST; 4) SYSTEMS ENGINEERING, INTEGRATION AND CONFIGURATION MANAGEMENT; 5) EQUIPMENT MANUFACTURING AND REFURBISHMENT; 6) TRAINING; AND 7) OPERATIONS AND SUSTAINMENT SUPPORT FOR THE GMD WEAPON SYSTEM AND ASSOCIATED SUPPORT FACILITIES.",2025-12-31,2026-01-21,True,False,,,,,,,THE BOEING COMPANY,SML4NN2CT556,usaspending,2011-12-30,0,0
6100118931.82,CONT_AWD_DASG6000C0072_9700_-NONE-_-NONE-,Department of Defense,Missile Defense Agency,DoD; $1B+,50,0,0,DASG6000C0072,"200009!2100!001246!SG60  !USA SPACE AND STRATEGIC DEF CDR !DASG6000C0072  !A!*!0                  !20000628!20080503!188160782!834951691!834951691!N!23917!LOCKHEED MARTIN CORPORATION   !1111 LOCKHEED MARTIN WAY, !SUNNYVALE           !CA!94089!77000!085!06!SUNNYVALE           !SANTA CLARA           !CALIFORNIA!0001!+000077527000!N!N!000000000000!AC23!RDTE/MISSILE AND SPACE SYSTEMS-ADV TECH DEV       !A2 !MISSILE AND SPACE SYSTEMS     !1CNX!THAAD-THEATER HIGH ALT AIR DEF!8731!1!*!*!*!B!A!*!C !N!R!",2014-11-03,2026-01-21,True,False,,,,,,,LOCKHEED MARTIN CORP,CQWLW9XRQTH5,usaspending,2000-06-28,0,0
6035358369.47,CONT_AWD_N0001913C0008_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $1B+,50,0,0,N0001913C0008,F-35 LRIP 8 AAC,2100-12-31,2026-01-21,True,False,,,,,,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,usaspending,2013-02-28,0,0
5934097111.63,CONT_AWD_FA862514C6450_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $1B+,50,0,0,FA862514C6450,FY13 ADVANCE PROCUREMENT FUNDS FOR FY14 C-130J AIRCRAFT,2020-07-31,2026-01-21,True,False,,,,,,,LOCKHEED MARTIN CORP,SJDEB3MKJEW5,usaspending,2013-12-09,0,0
5817859453.93,CONT_AWD_HQ014707C0196_9700_-NONE-_-NONE-,Department of Defense,Missile Defense Agency,DoD; $1B+,50,0,0,HQ014707C0196,THAAD COMPONENTS FOR FIRE UNITS,2023-03-31,2026-01-21,True,False,,,,,,,LOCKHEED MARTIN CORP,CQWLW9XRQTH5,usaspending,2006-12-22,0,0
5812245402.2,CONT_AWD_N0001909C0010_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $1B+,50,0,0,N0001909C0010,AWARD AAC LRIP IV CONTRACT,2021-08-11,2026-01-21,True,False,,,,,,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,usaspending,2009-03-11,0,0
5699021641.13,CONT_AWD_N0001909C0022_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $1B+,50,0,0,N0001909C0022,P-8A LRIP I LONG LEAD MATERIAL,2018-07-31,2026-01-21,True,False,,,,,,,THE BOEING COMPANY,WZWRLY4G3PL8,usaspending,2009-04-13,0,0
5668542889.12,CONT_AWD_N0002405C5346_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $1B+,50,0,0,N0002405C5346,,2019-09-29,2026-01-21,True,False,,,,,,,RAYTHEON COMPANY,LWF3QUSCDNG1,usaspending,2005-05-25,0,0
5608431752.51,CONT_AWD_W31P4Q15C0022_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $1B+,50,0,0,W31P4Q15C0022,TEN FIRE UNITS FOR QATAR,2025-05-31,2026-01-21,True,False,,,,,,,RAYTHEON COMPANY,XSV6AZJ6SDJ7,usaspending,2014-12-19,0,0
5597451611.0,CONT_AWD_N0001912C0004_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $1B+,50,0,0,N0001912C0004,LONG LEAD-TIME ITEMS,2026-02-28,2026-01-21,True,False,,,,,,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,usaspending,2012-06-15,0,0
5565000000.0,CONT_AWD_W15QKN21C0014_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $1B+,50,0,0,W15QKN21C0014,"PRODUCTION OF THERAPEUTIC IN SUPPORT OF NATIONAL EMERGENCY RESPONSE TO CORONAVIRUS 2019 (COVID-19): IN SUPPORT OF OPERATION WARP SPEED (OWS), THE GOVERNMENT IS PURCHASING UP TO 1,250,000 DOSES OF THE EMERGENCY USE AUTHORIZATION (EUA) THERAPEUTIC.",2022-07-31,2026-01-21,True,False,,,,,,,REGENERON PHARMACEUTICALS INC,N3F9MH7E6HD6,usaspending,2021-01-12,0,0
5544117634.23,CONT_AWD_N0001912C0112_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $1B+,50,0,0,N0001912C0112,P-8A FRP LOT I LONG LEAD MATERIAL,2031-10-13,2026-01-21,True,False,,,,,,,THE BOEING COMPANY,WZWRLY4G3PL8,usaspending,2012-08-31,0,0
5496533530.53,CONT_AWD_N0001918C1046_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $1B+,50,0,0,N0001918C1046,F/A-18E AIRCRAFT,2028-08-31,2026-01-21,True,False,,,,,,,THE BOEING COMPANY,JJM4FRDZJDX1,usaspending,2018-05-08,0,0
5369740355.12,CONT_AWD_N0001913C9999_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $1B+,50,0,0,N0001913C9999,E-2D ADVANCED HAWKEYE AIRCRAFT (FRP-2),2026-12-31,2026-01-21,True,False,,,,,,,NORTHROP GRUMMAN SYSTEMS CORPORATION,PK8PM2GNVMP8,usaspending,2013-05-13,0,0
5346348092.01,CONT_AWD_FA868224CB001_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $1B+,50,0,0,FA868224CB001,LONG RANGE ANTI-SHIP MISSILE/JOINT AIR-TO-SURFACE STANDOFF MISSILE LARGE LOT PROCUREMENT,2029-07-31,2026-01-21,True,False,,,,,,,LOCKHEED MARTIN CORPORATION,H7PNSVNN5827,usaspending,2024-09-27,0,0
5286196424.87,CONT_AWD_FA861520F0001_9700_FA861520D6052_9700,Department of Defense,Defense Contract Management Agency,DoD; $1B+,50,0,0,FA861520F0001,TAIWAN/MOROCCO F-16 PRODUCTION BLOCK 70/72,2028-12-31,2026-01-21,True,False,,,,,,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,usaspending,2020-08-14,0,0
5178428982.51,CONT_AWD_N0003904C2009_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $1B+,50,0,0,N0003904C2009,,2022-08-18,2026-01-21,True,False,,,,,,,LOCKHEED MARTIN CORP,ZFN2JJXBLZT3,usaspending,2004-09-24,0,0
4996841729.22,CONT_AWD_FA862507C6471_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $1B+,50,0,0,FA862507C6471,ADVANCE PROCUREMENT OF LONG LEAD FOR LRIP FOR C-5M RERP,2019-01-31,2026-01-21,True,False,,,,,,,LOCKHEED MARTIN CORP,SJDEB3MKJEW5,usaspending,2007-04-30,0,0
4993929468.3,CONT_AWD_N0001910C0002_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $1B+,50,0,0,N0001910C0002,LOW RATE INTITIAL PRODUCTION (LRIP) LOT 5 ADVANCED ACQUISITION CONTRACT.,2022-05-04,2026-01-21,True,False,,,,,,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,usaspending,2010-07-06,0,0
4981515210.15,CONT_AWD_N0002411C2300_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $1B+,50,0,0,N0002411C2300,BASIC AWARD,2026-12-31,2026-01-21,True,False,,,,,,,LOCKHEED MARTIN CORPORATION,MJENSFHZJP11,usaspending,2010-12-29,0,0
4980576178.6,CONT_AWD_W52P1J09C0013_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $1B+,50,0,0,W52P1J09C0013,"THE PURPOSE OF MODIFICATION P00003 - CLIN 0002 CONSTRUCTION IS TO DO THE FOLLOWING:  1. FY 09 RDTE FUNDS ARE HEREBY OBLIGATED IN THE AMOUNT OF $1,518,599.00 TO SUPPORT CONTINUED EFFORTS FOR PHASE IV LONG LEAD EQUIPMENT UNDER ESTABLISHED CLIN 0002AA.       MIPR: W91CPT90770019 01      PRON: DE9R0019DE AMD 02   2. FY 08 MCD FUNDS ARE HEREBY OBLIGATED IN THE AMOUNT OF $43,020,072.00 TO SUPPORT CONTINUED EFFORTS FOR PHASE IV DESIGN EFFORTS UNDER NEWLY ESTABLISHED CLIN 0002AC.       MIPR: W31RY091057",2028-04-03,2026-01-21,True,False,,,,,,,"BECHTEL PARSONS BLUE GRASS, A JOINT VENTURE",DS75LBB3UZJ6,usaspending,2009-03-19,0,0
4885212163.54,CONT_AWD_N0001993C0006_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $1B+,50,0,0,N0001993C0006,,2017-06-30,2026-01-21,True,False,,,,,,,BELL HELICOPTER TEXTRON INC,HW7JDAG1UYU5,usaspending,1992-10-15,0,0
4864238445.89,CONT_AWD_W58RGZ13C0002_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $1B+,50,0,0,W58RGZ13C0002,CH-47F CARGO HELICOPTER MULTIYEAR II.  34 NEW BUILD HELICOPTERS AND 121 RENEW HELICOPTERS.,2022-09-30,2026-01-21,True,False,,,,,,,THE BOEING COMPANY,E466BXU4KJH8,usaspending,2013-06-10,0,0
4697952588.0,CONT_AWD_N0001924C0039_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $1B+,50,0,0,N0001924C0039,CY24 AVSC SUPPLY SUPPORT,2033-09-30,2026-01-21,True,False,,,,,,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,usaspending,2024-06-28,0,0
4638812374.0,CONT_AWD_F3365781C2108_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $1B+,50,0,0,F3365781C2108,,2015-12-31,2026-01-21,True,False,,,,,,,MCDONNELL DOUGLAS CORP,T8TKPAM4JKF1,usaspending,1982-07-15,0,0
4583057418.88,CONT_AWD_W31P4Q19C0011_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $1B+,50,0,0,W31P4Q19C0011,"W31P4Q-19-C-0011 PAC-3 PRODUCTION CONTRACT FOR THE FY19/20 US/FMS REQUIREMENTS, WHICH INCLUDES: MSE&CRI MISSILES, LMKS AND OTHER GROUND SUPPORT FOR PATRIOT/PAC-3 WEAPON.",2027-03-31,2026-01-21,True,False,,,,,,,LOCKHEED MARTIN CORPORATION,XFJMYSYFJEK4,usaspending,2018-12-21,0,0
4538050444.83,CONT_AWD_FA880708C0010_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $1B+,50,0,0,FA880708C0010,GLOBAL POSITIONING SYSTEM (GPS) IIIA,2027-07-23,2026-01-21,True,False,,,,,,,LOCKHEED MARTIN CORP,FYHNA5WC8XD7,usaspending,2008-05-15,0,0
4512659363.96,CONT_AWD_W52P1J09C0012_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $1B+,50,0,0,W52P1J09C0012,RESTRUCTURED CONTRACT TO FACILITATE A CONTRACTUAL VEHICLE FOR THE LIFE OF THE DAAA09-02-D-0025 CONTRACT FROM SYSTEMIZATION THROUGH CLOSURE.  THIS IS SEEN AS AN ADMINISTRATIVE CHANGE TO DAAA09-02-D-0025,2028-04-03,2026-01-21,True,False,,,,,,,"BECHTEL NATIONAL, INC.",WA9LNGN2DPF4,usaspending,2009-03-18,0,0
4438727467.75,CONT_AWD_HQ014719C0004_9700_-NONE-_-NONE-,Department of Defense,Missile Defense Agency,DoD; $1B+,50,0,0,HQ014719C0004,GBI/AUR PROGRAM MANAGEMENT/SYSTEMS ENG,2025-12-31,2026-01-21,True,False,,,,,,,THE BOEING COMPANY,SML4NN2CT556,usaspending,2019-03-18,0,0
4410630126.34,CONT_AWD_FA862511C6597_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $1B+,50,0,0,FA862511C6597,C-130J FIVE YEAR OPTION CONTRACT (FYOC) IV,2020-08-31,2026-01-21,True,False,,,,,,,LOCKHEED MARTIN CORP,SJDEB3MKJEW5,usaspending,2011-02-01,0,0
4401448778.9,CONT_AWD_FA880710C0001_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $1B+,50,0,0,FA880710C0001,GPS ADVANCED CONTROL SEGMENT (OCX) PHASE B BLOCKS 1 AND 2,2026-03-31,2026-01-21,True,False,,,,,,,RAYTHEON COMPANY,JLWLJXQ3M995,usaspending,2010-02-25,0,0
4395003228.74,CONT_AWD_F0470102C0502_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $1B+,50,0,0,F0470102C0502,,2018-09-30,2026-01-21,True,False,,,,,,,NORTHROP GRUMMAN SYSTEMS CORPORATION,VSBAFMDKTWL4,usaspending,2002-08-23,0,0
4379037328.25,CONT_AWD_W58RGZ08C0098_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $1B+,50,0,0,W58RGZ08C0098,CH-47F MULTI-YEAR CONTRACT FOR NEW BUILD AND REMANUFACTURE AIRCRAFTS,2015-12-31,2026-01-21,True,False,,,,,,,THE BOEING COMPANY,E466BXU4KJH8,usaspending,2008-08-26,0,0
4288177894.35,CONT_AWD_FA880214C0001_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $1B+,50,0,0,FA880214C0001,IGF::CL::IGF AEROSPACE FFRDC CONTRACT FROM 1 OCT 2013 TO 30 SEPT 2018,2019-01-19,2026-01-21,True,False,,,,,,,THE AEROSPACE CORPORATION,YA8LJBJCND19,usaspending,2013-10-01,0,0
4284667504.8,CONT_AWD_N0002498C4064_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $1B+,50,0,0,N0002498C4064,"199905!1700!1304!BZ004!NAVAL SEA SYSTEMS COMMAND       !N0002498C4064  !A!*!P00001             !19990128!20040131!089176176!094878980!094878980!N!15307!BECHTEL NATIONAL, INC         !45 FREMONT ST             !SAN FRANCISCO       !CA!94105!83512!003!42!WEST MIFFLIN        !ALLEGHENY             !PENN      !0001!+000107440000!N!N!000000000000!M181!OPERATION/GOVT-OWNED CONTRACTOR-OPERATED R&D FAC  !A3 !SHIPS                         !2000!NOT DISCERNABLE OR CLASSIFIED !7371!3!*!*!C!B!A!*!A !N!U!2!0",2009-01-31,2026-01-21,True,False,,,,,,,BECHTEL BETTIS INCORPORATED,QWRGMWGAT2B6,usaspending,1999-01-28,0,0
4241697570.25,CONT_AWD_W31P4Q14C0034_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $1B+,50,0,0,W31P4Q14C0034,"LETTER CONTRACT FOR FY14 PAC-3 CRI MISSILES, LAUNCHER MODIFICATION KITS, SEEKER GIMBAL REDESIGN, AND INITIAL SPARES FOR US AND KUWAIT",2023-03-31,2026-01-21,True,False,,,,,,,LOCKHEED MARTIN CORPORATION,XFJMYSYFJEK4,usaspending,2013-12-31,0,0
4179844458.04,CONT_AWD_HT940213C0009_9700_-NONE-_-NONE-,Department of Defense,Defense Health Agency,DoD; $1B+,50,0,0,HT940213C0009,COMPREHENSIVE HEALTHCARE SERVICES,2023-09-30,2026-01-21,True,False,,,,,,,THE JOHNS HOPKINS MEDICAL SERVICES CORPORATION,RZLCPNEEJDC5,usaspending,2013-10-01,0,0
4161497360.62,CONT_AWD_W9124G17C0104_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $1B+,50,0,0,W9124G17C0104,IGF::OT::IGF,2026-01-15,2026-01-21,True,False,,,,,,,"M1 SUPPORT SERVICES, L.P.",PNAFHATW8BD7,usaspending,2017-10-01,0,0
4160515647.33,CONT_AWD_HT940223C0002_9700_-NONE-_-NONE-,Department of Defense,Defense Health Agency,DoD; $1B+,50,0,0,HT940223C0002,"TRICARE MANAGED CARE SUPPORT SERVICES CONTRACT, 5TH GENERATION WEST REGION",2025-12-31,2026-01-21,True,False,,,,,,,TRIWEST HEALTHCARE ALLIANCE CORP,J7M9HPTGJ1S9,usaspending,2024-01-01,0,0
4149507771.45,CONT_AWD_HQ085621C0001_9700_-NONE-_-NONE-,Department of Defense,Missile Defense Agency,DoD; $1B+,50,0,0,HQ085621C0001,"DESIGN, DEVELOPMENT, AND DEVELOPMENTAL TESTING OF THE NEXT GENERATION INTERCEPTOR (NGI) ALL-UP-ROUND (AUR)",2031-03-31,2026-01-21,True,False,,,,,,,LOCKHEED MARTIN CORPORATION,NGBVY5X32XZ5,usaspending,2021-03-25,0,0
4138094932.26,CONT_AWD_N0001919C0010_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $1B+,50,0,0,N0001919C0010,DUAL CAPABLE AIRCRAFT UCA AWARD,2027-04-01,2026-01-21,True,False,,,,,,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,usaspending,2018-11-15,0,0
4043328097.94,CONT_AWD_FA880209C0001_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $1B+,50,0,0,FA880209C0001,AEROSPACE FFRDC CONTRACT,2018-09-30,2026-01-21,True,False,,,,,,,THE AEROSPACE CORPORATION,YA8LJBJCND19,usaspending,2008-10-31,0,0
4038717531.97,CONT_AWD_W58P0522C0016_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $1B+,50,0,0,W58P0522C0016,COVID-19 ADULT MDV VACCINE,2024-02-29,2026-01-21,True,False,,,,,,,PFIZER INC,MHBQULRMEEJ5,usaspending,2022-06-29,0,0
4033718945.0,CONT_AWD_N0002497F4011_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $1B+,50,0,0,N0002497F4011,"199705!1700!1266!BZ004!NAVAL SEA SYSTEMS COMMAND       !N0002497F4011  !A!*!*                  !19961105!20060930!087689394!161906078!161906193!Y!0C2Y9!ENERGY, UNITED STATES DEPT OF !1000 INDEPENDENCE AVE SW  !WASHINGTON          !DC!20585!50000!001!11!WASHINGTON          !DISTRICT OF COLUMBIA  !D.C.      !0001!+000182497810!N!N!000000000000!4470!NUCLEAR REACTORS                                  !A3 !SHIPS                         !2SDN!SUBMARINE NUCLEAR-SSN         !3443!8!*!*!*!B!*!*!B !*!*!0!0",2019-09-30,2026-01-21,True,False,,,,,,,"ENERGY, DEPARTMENT OF",SUWNFSEM8P15,usaspending,1996-11-05,0,0
4025755430.74,CONT_AWD_FA880718C0009_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $1B+,50,0,0,FA880718C0009,GLOBAL POSITIONING SYSTEMS III FOLLOW-ON,2037-01-31,2026-01-21,True,False,,,,,,,LOCKHEED MARTIN CORP,FYHNA5WC8XD7,usaspending,2018-09-26,0,0
3910474398.85,CONT_AWD_FA861105C2850_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $1B+,50,0,0,FA861105C2850,,2013-01-31,2026-01-21,True,False,,,,,,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,usaspending,2005-02-18,0,0
3903032459.95,CONT_AWD_N0003019C0025_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $1B+,50,0,0,N0003019C0025,IR CPS WS DEVELOPMENT AND INTEGRATION,2025-12-31,2026-01-21,True,False,,,,,,,LOCKHEED MARTIN CORP,FYHNA5WC8XD7,usaspending,2018-12-20,0,0
3881957672.61,CONT_AWD_F3365703C2014_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $1B+,50,0,0,F3365703C2014,200307!000084!5700!GU04  !ASC/GR                          !F3365703C2014  !A!N! !N!                   !20030314!20090930!003268869!003268869!834951691!N!LOCKHEED MARTIN CORPORATION   !86 SOUTH COBB DRIVE       !MARIETTA            !GA!30063!49756!067!13!MARIETTA            !COBB                  !GEORGIA   !+000271600000!N!Y!004050000000!1510!AIRCRAFT FIXED WING                               !A1A!AIRFRAMES AND SPARES          !3ACD!C-130 HERCULES                !336411!E! !3! ! ! ! ! !99990909!B,2012-12-31,2026-01-21,True,False,,,,,,,LOCKHEED MARTIN CORP,SJDEB3MKJEW5,usaspending,2003-03-14,0,0
3829164350.67,CONT_AWD_N0001908C0028_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $1B+,50,0,0,N0001908C0028,JSF LRIP LOT III - AAC,2021-08-11,2026-01-21,True,False,,,,,,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,usaspending,2008-05-14,0,0
