Record_Type,Date,Client,Job_ID,Job_Title,Candidate,Status,Recruiter,Salesperson,Department,Contact_Name,Notes
Submission,05/09/2025,Northrop Grumman,#8842,System Administrator,Josh Tipton,Client Submission,,Colton Scurry,Atlanta,,
Submission,05/09/2025,Northrop Grumman,#8842,System Administrator,JAVIAN MARTIN,Interview Scheduled,Josh Tipton,Colton Scurry,Atlanta,,
Submission,05/09/2025,Northrop Grumman,#8842,System Administrator,MARVIN MARTIN,Interview Scheduled,Josh Tipton,Colton Scurry,Atlanta,,
Submission,05/13/2025,SAIC,#8878,FSE,Cory Wofford,Client Submission,Vince Casey,Colton Scurry,Atlanta,,
Submission,05/13/2025,SAIC,#8878,FSE,ALEX NAVA,Client Submission,Vince Casey,Colton Scurry,Atlanta,,
Submission,05/13/2025,SAIC,#8878,FSE,WALTER MAYS,Placed,Vince Casey,Colton Scurry,Atlanta,,
Submission,05/13/2025,SAIC,#8878,FSE,Cale Reaves,Client Submission,Vince Casey,Colton Scurry,Atlanta,,
Submission,05/14/2025,SAIC,#8878,FSE,JAMES TURNER,Client Submission,Andrew McCarty,Colton Scurry,Atlanta,,
Submission,05/14/2025,,#8535,Sr Network Engineer,Yves Nomel,Interview Scheduled,Cisco Systems,Colton Scurry,Atlanta,,
Submission,05/14/2025,SAIC,#8878,FSE,Steven Rodriguez,Client Submission,Andrew McCarty,Colton Scurry,Atlanta,,
Submission,05/14/2025,Northrop Grumman,#8842,System Administrator,Michael Pristave,Client Submission,Vince Casey,Colton Scurry,Atlanta,,
Submission,05/15/2025,SAIC,#8878,FSE,Susan Fisher,Client Submission,Andrew McCarty,Colton Scurry,Atlanta,,
Submission,05/15/2025,SAIC,#8407,Electrical Engineer,Trent McDonnell,Client Submission,Vince Casey,Colton Scurry,Atlanta,,
Submission,05/15/2025,SAIC,#8878,FSE,Zackary Denney,Interview Scheduled,,Colton Scurry,Atlanta,,
Submission,05/15/2025,SAIC,#8878,FSE,Andrew Keating,Client Submission,,Colton Scurry,Atlanta,,
Submission,05/19/2025,SAIC,#8878,FSE,WILLIAM ROGERS,Interview Scheduled,Andrew McCarty,Colton Scurry,Atlanta,,
Submission,05/19/2025,SAIC,#8407,Electrical Engineer,ABE MOORE,Client Submission,Ben Moser,Colton Scurry,Atlanta,,
Submission,05/19/2025,Northrop Grumman,#8544,Devops Engineer,Craig Kveen,Interview Scheduled,Vince Casey,Colton Scurry,Atlanta,,
Submission,05/20/2025,SAIC,#8407,Electrical Engineer,Kaidan Campbell,Interview Scheduled,,Colton Scurry,Atlanta,,
Submission,05/20/2025,SAIC,#8407,Electrical Engineer,Daniel Keif,Client Submission,Ben Moser,Colton Scurry,Atlanta,,
Submission,05/20/2025,SAIC,#8407,Electrical Engineer,Oluwatobi Olabisi,Client Submission,Ben Moser,Colton Scurry,Atlanta,,
Submission,05/22/2025,SAIC,#8878,FSE,Kyle Varner,Client Submission,Vince Casey,Colton Scurry,Atlanta,,
Submission,05/28/2025,SAIC,#8575,INFOSEC,Brandi Randall,Client Submission,Jackson Buice,Colton Scurry,Atlanta,,
Submission,05/28/2025,SAIC,#8407,Electrical Engineer,Wayne Matabar,Interview Scheduled,Josh Tipton,Colton Scurry,Atlanta,,
Submission,05/29/2025,SAIC,#8407,Electrical Engineer,Timothy Daniels,Interview Scheduled,Josh Tipton,Colton Scurry,Atlanta,,
Submission,05/29/2025,SAIC,#8575,INFOSEC,ROYCE MORTON,Placed,Ben Moser,Colton Scurry,Atlanta,,
Submission,06/05/2025,,#8251,Windows Systems Administrator,Omar Williams,Placed,Lockheed Martin,Colton Scurry,Atlanta,,
Submission,06/06/2025,,#8251,Windows Systems Administrator,CHORDARYUS BILLINGSLEY,Interview Scheduled,Lockheed Martin,Colton Scurry,Atlanta,,
Submission,06/09/2025,,#8251,Windows Systems Administrator,Tony Brace,Client Submission,Lockheed Martin,Colton Scurry,Atlanta,,
Submission,06/11/2025,SAIC,#8878,FSE,Austin Brassfield,Interview Scheduled,Vince Casey,Colton Scurry,Atlanta,,
Submission,06/12/2025,Northrop Grumman,#8376,Devops Engineer,Jason Thompson,Client Submission,Jackson Buice,Colton Scurry,Atlanta,,
Submission,07/10/2025,SAIC,#8878,FSE,Enrique Quinones,Placed,Vince Casey,Colton Scurry,Atlanta,,
Submission,07/11/2025,SAIC,#8878,FSE,DEVON WEST,Client Submission,Ryan Whitmire,Colton Scurry,Atlanta,,
Submission,07/11/2025,SAIC,#8878,FSE,JACOB CHEGE,Client Submission,Vince Casey,Colton Scurry,Atlanta,,
Submission,07/22/2025,Northrop Grumman,#9067,Systems Engineer,Patrick White,Client Submission,Vince Casey,Colton Scurry,Atlanta,,
Submission,07/22/2025,Northrop Grumman,#9067,Systems Engineer,Kevin Dunaway,Interview Scheduled,Vince Casey,Colton Scurry,Atlanta,,
Submission,07/23/2025,SAIC,#8878,FSE,Beau Jenkins,Interview Scheduled,Vince Casey,Colton Scurry,Atlanta,,
Submission,07/23/2025,Northrop Grumman,#9067,Systems Engineer,Vince Casey,Client Submission,,Colton Scurry,Atlanta,,
Submission,07/31/2025,SAIC,#8878,FSE,Christina McLaurin,Client Submission,Vince Casey,Colton Scurry,Atlanta,,
Submission,08/21/2025,SAIC,#8878,FSE,David Garcia,Interview Scheduled,Vince Casey,Colton Scurry,Atlanta,,
Submission,08/28/2025,Northrop Grumman,#8529,Systems Engineer,Jacob Grant,Placed,Colton Scurry,Colton Scurry,Atlanta,,
Submission,09/05/2025,Northrop Grumman,#9157,Software Engineer,DREW COMMESSER,Client Submission,Leo Garrity,Colton Scurry,Atlanta,,
Submission,09/05/2025,Northrop Grumman,#9157,Software Engineer,Ashwin Mukund,Client Submission,Leo Garrity,Colton Scurry,Atlanta,,
Submission,09/08/2025,Northrop Grumman,#9157,Software Engineer,Ben Layng,Client Submission,Leo Garrity,Colton Scurry,Atlanta,,
Submission,09/09/2025,Northrop Grumman,#8513,All Source Intel Analyst,Christopher Keen,Client Submission,Vince Casey,Colton Scurry,Atlanta,,
Submission,09/09/2025,Northrop Grumman,#8513,All Source Intel Analyst,Seth Coyle,Interview Scheduled,Vince Casey,Colton Scurry,Atlanta,,
Submission,09/09/2025,Northrop Grumman,#8513,All Source Intel Analyst,ROBERT BROTZ,Placed,Vince Casey,Colton Scurry,Atlanta,,
Submission,09/09/2025,Northrop Grumman,#8513,All Source Intel Analyst,LYUBLYANA COVELL,Client Submission,Vince Casey,Colton Scurry,Atlanta,,
Submission,09/09/2025,Northrop Grumman,#8513,All Source Intel Analyst,BRITTNEY REEVES,Client Submission,Vince Casey,Colton Scurry,Atlanta,,
Submission,09/09/2025,Northrop Grumman,#8513,All Source Intel Analyst,Gerald Butler,Interview Scheduled,Vince Casey,Colton Scurry,Atlanta,,
Submission,09/09/2025,Northrop Grumman,#9173,ISSO,ROBERT ROBINETTE,Client Submission,Ben Moser,Colton Scurry,Atlanta,,
Submission,09/09/2025,Northrop Grumman,#9173,ISSO,Daniel Wright,Interview Scheduled,Ben Moser,Colton Scurry,Atlanta,,
Submission,09/09/2025,Northrop Grumman,#8513,All Source Intel Analyst,Zachary Baird,Placed,Vince Casey,Colton Scurry,Atlanta,,
Submission,09/09/2025,Northrop Grumman,#9172,Software Engineer,keenan Andrea,Client Submission,Brad Glaser,Colton Scurry,Atlanta,,
Submission,09/12/2025,Northrop Grumman,#9178,Help Desk,Joseph Arbes,Client Submission,Vince Casey,Colton Scurry,Atlanta,,
Submission,09/15/2025,Northrop Grumman,#9178,Help Desk,Gabriel Brodeur,Client Submission,Zach Adauto,Colton Scurry,Atlanta,,
Submission,09/16/2025,Northrop Grumman,#9178,Help Desk,Gerald Chukwuma,Client Submission,Vince Casey,Colton Scurry,Atlanta,,
Submission,09/17/2025,SAIC,#9192,SSR,david  Eagle,Client Submission,Leo Garrity,Colton Scurry,Atlanta,,
Submission,09/17/2025,Northrop Grumman,#8513,All Source Intel Analyst,Joseph  Hudak,Client Submission,Vince Casey,Colton Scurry,Atlanta,,
Submission,09/18/2025,Northrop Grumman,#8513,All Source Intel Analyst,Neil Grigg,Interview Scheduled,Vince Casey,Colton Scurry,Atlanta,,
Submission,09/18/2025,Northrop Grumman,#8513,All Source Intel Analyst,Vince Casey,Client Submission,,Colton Scurry,Atlanta,,
Submission,09/18/2025,Northrop Grumman,#9197,Devops Engineer,Artem Kruckoff,Client Submission,Derek Todd,Colton Scurry,Atlanta,,
Submission,09/18/2025,Northrop Grumman,#9178,Help Desk,Shanette Whitehead,Client Submission,Leo Garrity,Colton Scurry,Atlanta,,
Submission,09/18/2025,SAIC,#9192,SSR,Jason Mabon,Placed,Vince Casey,Colton Scurry,Atlanta,,
Submission,09/19/2025,Northrop Grumman,#9196,Model Based System Engineer,Zach Adauto,Client Submission,,Colton Scurry,Atlanta,,
Submission,09/19/2025,Northrop Grumman,#9178,Help Desk,Stephen Grayson,Client Submission,Leo Garrity,Colton Scurry,Atlanta,,
Submission,09/19/2025,Northrop Grumman,#9173,ISSO,Dalton Ballard,Interview Scheduled,Ben Moser,Colton Scurry,Atlanta,,
Submission,09/22/2025,Northrop Grumman,#9196,Model Based System Engineer,Kyle Setzer,Client Submission,Vince Casey,Colton Scurry,Atlanta,,
Submission,09/23/2025,,#8251,Windows Systems Administrator,Jacob Berryman,Placed,Lockheed Martin,Colton Scurry,Atlanta,,
Submission,09/24/2025,Northrop Grumman,#9173,ISSO,Caleb Bischoff-Niese,Placed,Ben Moser,Colton Scurry,Atlanta,,
Submission,09/25/2025,SAIC,#8878,FSE,Julian Castillo,Client Submission,Vince Casey,Colton Scurry,Atlanta,,
Submission,09/25/2025,Northrop Grumman,#9194,Systems Engineer,Ryan Willick,Client Submission,Derek Todd,Colton Scurry,Atlanta,,
Submission,09/25/2025,SAIC,#8878,FSE,Richard Lebenson,Placed,Vince Casey,Colton Scurry,Atlanta,,
Submission,09/26/2025,Northrop Grumman,#9178,Help Desk,Kossi Nodjo,Client Submission,Tanner Windom,Colton Scurry,Atlanta,,
Submission,09/26/2025,SAIC,#8878,FSE,CHRISTOPHER SCHMIDT,Client Submission,Derek Todd,Colton Scurry,Atlanta,,
Submission,09/30/2025,Northrop Grumman,#8513,All Source Intel Analyst,CHRISTOPHER AMADOR,Client Submission,Ryan Whitmire,Colton Scurry,Atlanta,,
Submission,09/30/2025,Northrop Grumman,#9213,Full Stack Developer,David Graffeo,Client Submission,Jackson Buice,Colton Scurry,Atlanta,,
Submission,09/30/2025,Northrop Grumman,#9213,Full Stack Developer,Eric Lowry,Client Submission,Jackson Buice,Colton Scurry,Atlanta,,
Submission,09/30/2025,Northrop Grumman,#8513,All Source Intel Analyst,Richard McGinthy,Interview Scheduled,Vince Casey,Colton Scurry,Atlanta,,
Submission,09/30/2025,SAIC,#8878,FSE,Quran Warren,Client Submission,Derek Todd,Colton Scurry,Atlanta,,
Submission,10/01/2025,Northrop Grumman,#8513,All Source Intel Analyst,Zach Edgin,Client Submission,Tanner Windom,Colton Scurry,Atlanta,,
Submission,10/01/2025,Northrop Grumman,#9213,Full Stack Developer,Jeffrey Hanrahan,Client Submission,Brad Glaser,Colton Scurry,Atlanta,,
Submission,10/01/2025,Northrop Grumman,#8513,All Source Intel Analyst,Sean Jones,Client Submission,Tanner Windom,Colton Scurry,Atlanta,,
Submission,10/01/2025,Northrop Grumman,#9213,Full Stack Developer,Mason Flannery,Client Submission,Jackson Denson,Colton Scurry,Atlanta,,
Submission,10/01/2025,Northrop Grumman,#9213,Full Stack Developer,PRAGAT WAGLE,Client Submission,Zach Adauto,Colton Scurry,Atlanta,,
Submission,10/02/2025,Northrop Grumman,#9213,Full Stack Developer,JAKE OAKLEY,Client Submission,Zach Adauto,Colton Scurry,Atlanta,,
Submission,10/02/2025,Northrop Grumman,#8513,All Source Intel Analyst,Garrett Gallaher,Client Submission,Brad Glaser,Colton Scurry,Atlanta,,
Submission,10/02/2025,Northrop Grumman,#9213,Full Stack Developer,Alexander Elliott,Interview Scheduled,Zach Adauto,Colton Scurry,Atlanta,,
Submission,10/02/2025,Northrop Grumman,#9213,Full Stack Developer,Hunter Hicks,Client Submission,Jackson Denson,Colton Scurry,Atlanta,,
Submission,10/02/2025,Northrop Grumman,#8513,All Source Intel Analyst,Pablo Barragan,Client Submission,Brad Glaser,Colton Scurry,Atlanta,,
Submission,10/02/2025,Northrop Grumman,#8513,All Source Intel Analyst,Anthony Streichert,Client Submission,Vince Casey,Colton Scurry,Atlanta,,
Submission,10/02/2025,Northrop Grumman,#8513,All Source Intel Analyst,Michaela Wilson,Client Submission,Vince Casey,Colton Scurry,Atlanta,,
Submission,10/03/2025,Northrop Grumman,#8513,All Source Intel Analyst,JONATHAN RIVERA,Client Submission,Ben Moser,Colton Scurry,Atlanta,,
Submission,10/03/2025,SAIC,#8878,FSE,Hugo Olivares,Client Submission,Derek Todd,Colton Scurry,Atlanta,,
Submission,10/03/2025,SAIC,#8878,FSE,Sean Morris,Client Submission,Derek Todd,Colton Scurry,Atlanta,,
Submission,10/03/2025,Northrop Grumman,#9213,Full Stack Developer,Jonathan Sandoval,Client Submission,Zach Adauto,Colton Scurry,Atlanta,,
Submission,10/03/2025,Northrop Grumman,#8513,All Source Intel Analyst,James Jones,Client Submission,Brad Glaser,Colton Scurry,Atlanta,,
Submission,10/03/2025,Northrop Grumman,#9213,Full Stack Developer,Jordan Deeds,Client Submission,Zach Adauto,Colton Scurry,Atlanta,,
Submission,10/05/2025,Northrop Grumman,#9213,Full Stack Developer,Edward Kolis,Client Submission,Colt Clark,Colton Scurry,Atlanta,,
Submission,10/05/2025,Northrop Grumman,#9213,Full Stack Developer,DAVID CALONDIS,Client Submission,Colt Clark,Colton Scurry,Atlanta,,
Submission,10/06/2025,Northrop Grumman,#9213,Full Stack Developer,Bradley Oster,Interview Scheduled,Zach Adauto,Colton Scurry,Atlanta,,
Submission,10/06/2025,Northrop Grumman,#9213,Full Stack Developer,Franklin Adae,Placed,Zach Adauto,Colton Scurry,Atlanta,,
Submission,10/07/2025,Northrop Grumman,#9213,Full Stack Developer,Avery Howard,Placed,Vince Casey,Colton Scurry,Atlanta,,
Submission,10/07/2025,Northrop Grumman,#9213,Full Stack Developer,Alice Leininger,Client Submission,Zach Adauto,Colton Scurry,Atlanta,,
Submission,10/07/2025,Northrop Grumman,#9213,Full Stack Developer,Richard Dulin,Client Submission,Zach Adauto,Colton Scurry,Atlanta,,
Submission,10/07/2025,Northrop Grumman,#8513,All Source Intel Analyst,Vince Casey,Interview Scheduled,,Colton Scurry,Atlanta,,
Submission,10/08/2025,Northrop Grumman,#8513,All Source Intel Analyst,PATRICK FLANNIGAN,Client Submission,Vince Casey,Colton Scurry,Atlanta,,
Submission,10/10/2025,Northrop Grumman,#9213,Full Stack Developer,Maison Arroyo,Client Submission,Colt Clark,Colton Scurry,Atlanta,,
Submission,10/10/2025,Northrop Grumman,#9213,Full Stack Developer,EMILY PERAZA,Client Submission,Colt Clark,Colton Scurry,Atlanta,,
Submission,10/12/2025,Northrop Grumman,#9213,Full Stack Developer,Dylan Bailey,Client Submission,Colt Clark,Colton Scurry,Atlanta,,
Submission,10/15/2025,Northrop Grumman,#9213,Full Stack Developer,Mark Lauber,Client Submission,Vince Casey,Colton Scurry,Atlanta,,
Submission,10/15/2025,Northrop Grumman,#9213,Full Stack Developer,Jay Stewart,Client Submission,Vince Casey,Colton Scurry,Atlanta,,
Submission,10/16/2025,Northrop Grumman,#9194,Systems Engineer,Kevin Dunaway,Client Submission,Charlie Padilla,Colton Scurry,Atlanta,,
Submission,10/17/2025,SAIC,#8878,FSE,MICHAEL PALMA,Client Submission,Derek Todd,Colton Scurry,Atlanta,,
Submission,10/29/2025,Northrop Grumman,#9194,Systems Engineer,Michael Richards,Client Submission,Vince Casey,Colton Scurry,Atlanta,,
Submission,10/30/2025,Northrop Grumman,#9284,Software Engineer,Benjamin Barrett,Client Submission,Garrett Seckler,Colton Scurry,Atlanta,,
Submission,10/30/2025,SAIC,#8407,Electrical Engineer,ROGER TOMKINS,Client Submission,Tanner Windom,Colton Scurry,Atlanta,,
Submission,10/31/2025,Northrop Grumman,#9194,Systems Engineer,Elizabeth Snyder,Placed,Leo Garrity,Colton Scurry,Atlanta,,
Submission,11/05/2025,Northrop Grumman,#9284,Software Engineer,Natasha Clark,Client Submission,,Colton Scurry,Atlanta,,
Submission,11/06/2025,Northrop Grumman,#8513,All Source Intel Analyst,Michael Hartel,Client Submission,Vince Casey,Colton Scurry,Atlanta,,
Submission,11/07/2025,GDIT,#8557,community engagement specialist,Deronta Creed,Interview Scheduled,Vince Casey,Colton Scurry,Atlanta,,
Submission,11/10/2025,GDIT,#8557,community engagement specialist,Jessica Hewett,Client Submission,Vince Casey,Colton Scurry,Atlanta,,
Submission,11/11/2025,Northrop Grumman,#9194,Systems Engineer,BRETT NALEZINSKI,Placed,Vince Casey,Colton Scurry,Atlanta,,
Submission,12/04/2025,Northrop Grumman,#8520,Systems Engineer,Benjamin Smid,Client Submission,Vince Casey,Colton Scurry,Atlanta,,
Submission,12/04/2025,Northrop Grumman,#8520,Systems Engineer,MEICO HSIAO,Client Submission,Vince Casey,Colton Scurry,Atlanta,,
Submission,12/05/2025,Northrop Grumman,#8520,Systems Engineer,William Carr,Interview Scheduled,Vince Casey,Colton Scurry,Atlanta,,
Submission,12/05/2025,Northrop Grumman,#8520,Systems Engineer,RICK FULTZ,Client Submission,Jackson Buice,Colton Scurry,Atlanta,,
Submission,12/18/2025,Northrop Grumman,#8520,Systems Engineer,Alex Santana,Interview Scheduled,Vince Casey,Colton Scurry,Atlanta,,
Submission,01/05/2026,Northrop Grumman,#9196,Model Based System Engineer,Zachary Wise,Interview Scheduled,Jackson Buice,Colton Scurry,Atlanta,,
Submission,01/06/2026,Northrop Grumman,#9196,Model Based System Engineer,Prithvijeet Shaha,Client Submission,Vince Casey,Colton Scurry,Atlanta,,
Submission,01/06/2026,Northrop Grumman,#8842,System Administrator,KEN BLATTMAN,Client Submission,Vince Casey,Colton Scurry,Atlanta,,
Submission,01/06/2026,Northrop Grumman,#8842,System Administrator,CODY PASCUAL,Client Submission,Vince Casey,Colton Scurry,Atlanta,,
Submission,01/08/2026,Northrop Grumman,#9364,Sys Admin,JOSEPH PORTER,Interview Scheduled,Vince Casey,Colton Scurry,Atlanta,,
Submission,01/13/2026,Northrop Grumman,#9196,Model Based System Engineer,Ethan Gaston,Interview Scheduled,Natasha Clark,Colton Scurry,Atlanta,,
Submission,01/13/2026,Northrop Grumman,#9364,Sys Admin,Austin Pethtel,Client Submission,Vince Casey,Colton Scurry,Atlanta,,
Submission,01/13/2026,Northrop Grumman,#9364,Sys Admin,Tyler Powers,Client Submission,Vince Casey,Colton Scurry,Atlanta,,
Submission,01/14/2026,Northrop Grumman,#9364,Sys Admin,Blake Amond,Client Submission,Vince Casey,Colton Scurry,Atlanta,,
Submission,01/21/2026,Northrop Grumman,#9364,Sys Admin,Jauhn Schneck,Client Submission,Ryan Whitmire,Colton Scurry,Atlanta,,
Submission,01/02/2025,Northrop Grumman,#8513,All Source Intel Analyst,JAXON ROMINE,Client Submission,Vince Casey,Colton Scurry,Atlanta,,
Submission,01/07/2025,GDIT,#8557,community engagement specialist,Valerie Winrow,Placed,Garrison Pirkle,Colton Scurry,Atlanta,,
Submission,01/12/2025,Northrop Grumman,#8513,All Source Intel Analyst,Matthew Palmer,Client Submission,Vince Casey,Colton Scurry,Atlanta,,
Submission,01/12/2025,Northrop Grumman,#8513,All Source Intel Analyst,EVAN KNIGHT,Client Submission,Vince Casey,Colton Scurry,Atlanta,,
Submission,01/13/2025,Northrop Grumman,#8513,All Source Intel Analyst,Justin Pennella,Client Submission,Vince Casey,Colton Scurry,Atlanta,,
Submission,01/14/2025,Northrop Grumman,#8513,All Source Intel Analyst,Joshua Taggart,Interview Scheduled,Vince Casey,Colton Scurry,Atlanta,,
Submission,01/14/2025,Northrop Grumman,#8520,Systems Engineer,SEAN MILLER,Client Submission,Jackson Buice,Colton Scurry,Atlanta,,
Submission,01/14/2025,Northrop Grumman,#8513,All Source Intel Analyst,Jay Ritchie,Client Submission,Vince Casey,Colton Scurry,Atlanta,,
Submission,01/15/2025,SAIC,#8575,INFOSEC,Earl Brightbill,Client Submission,Jackson Buice,Colton Scurry,Atlanta,,
Submission,01/16/2025,Northrop Grumman,#8513,All Source Intel Analyst,Joseph Rotherham,Interview Scheduled,Vince Casey,Colton Scurry,Atlanta,,
Submission,01/16/2025,SAIC,#8596,Policy Analyst,Laura Sellers,Client Submission,Jackson Buice,Colton Scurry,Atlanta,,
Submission,01/17/2025,Northrop Grumman,#8513,All Source Intel Analyst,Dante Grimes,Client Submission,Vince Casey,Colton Scurry,Atlanta,,
Submission,01/17/2025,Northrop Grumman,#8544,Devops Engineer,Joseph Luster,Interview Scheduled,Vince Casey,Colton Scurry,Atlanta,,
Submission,01/17/2025,Northrop Grumman,#8513,All Source Intel Analyst,Jovan Ferrell,Client Submission,Vince Casey,Colton Scurry,Atlanta,,
Submission,01/21/2025,SAIC,#8596,Policy Analyst,Alyson Washington,Client Submission,Jackson Buice,Colton Scurry,Atlanta,,
Submission,01/22/2025,Northrop Grumman,#8513,All Source Intel Analyst,Daniel Chain,Placed,Vince Casey,Colton Scurry,Atlanta,,
Submission,01/22/2025,SAIC,#8575,INFOSEC,Shaliek Tarpley,Placed,,Colton Scurry,Atlanta,,
Submission,01/23/2025,Northrop Grumman,#8513,All Source Intel Analyst,STEVEN BOYD,Client Submission,Ben Moser,Colton Scurry,Atlanta,,
Submission,01/24/2025,Northrop Grumman,#8520,Systems Engineer,Zachary Wise,Client Submission,,Colton Scurry,Atlanta,,
Submission,01/26/2025,Northrop Grumman,#8513,All Source Intel Analyst,Matthew Meserve,Client Submission,Ben Moser,Colton Scurry,Atlanta,,
Submission,01/26/2025,Northrop Grumman,#8513,All Source Intel Analyst,Patrick Pullman,Client Submission,Ben Moser,Colton Scurry,Atlanta,,
Submission,01/26/2025,Northrop Grumman,#8376,Devops Engineer,Joseph Luster,Client Submission,Vince Casey,Colton Scurry,Atlanta,,
Submission,01/26/2025,,#8334,AV Field Engineer,Jeffrey Chan,Client Submission,Vision Technologies,Colton Scurry,Atlanta,,
Submission,02/06/2025,Northrop Grumman,#8513,All Source Intel Analyst,Lindsay Konkel,Client Submission,Vince Casey,Colton Scurry,Atlanta,,
Submission,02/10/2025,Northrop Grumman,#8513,All Source Intel Analyst,Brittany Barnes,Placed,Vince Casey,Colton Scurry,Atlanta,,
Submission,02/10/2025,GDIT,#6627,BICES – Senior Network Engineer – TS/SCI - Norfolk,Justin Handforth,Client Submission,James Heltzer,Colton Scurry,Atlanta,,
Submission,02/11/2025,Northrop Grumman,#8513,All Source Intel Analyst,Jacqueline Lawson,Client Submission,Vince Casey,Colton Scurry,Atlanta,,
Submission,02/18/2025,Northrop Grumman,#8513,All Source Intel Analyst,Tim Carver,Client Submission,Vince Casey,Colton Scurry,Atlanta,,
Submission,03/03/2025,Northrop Grumman,#8680,ESL Systems Engineer,Andrew Miller,Placed,Jackson Buice,Colton Scurry,Atlanta,,
Submission,03/18/2025,Northrop Grumman,#8376,Devops Engineer,Drew Haker,Interview Scheduled,Vince Casey,Colton Scurry,Atlanta,,
Submission,03/28/2025,,#8535,Sr Network Engineer,USMAN GOHAR,Client Submission,Cisco Systems,Colton Scurry,Atlanta,,
Submission,03/30/2025,Northrop Grumman,#8544,Devops Engineer,Brian Cromis,Client Submission,Vince Casey,Colton Scurry,Atlanta,,
Submission,04/02/2025,,#8535,Sr Network Engineer,Theodore Trubetskoy,Interview Scheduled,Cisco Systems,Colton Scurry,Atlanta,,
Submission,04/09/2025,,#8535,Sr Network Engineer,Jackson Cadiche,Client Submission,Cisco Systems,Colton Scurry,Atlanta,,
Submission,04/14/2025,SAIC,#8575,INFOSEC,Megan Moses,Client Submission,Vince Casey,Colton Scurry,Atlanta,,
Submission,04/14/2025,Northrop Grumman,#8809,Systems Engineer,Payton DeGroate,Client Submission,Derek Todd,Colton Scurry,Atlanta,,
Submission,04/15/2025,SAIC,#8575,INFOSEC,KEITH MOORE,Interview Scheduled,Vince Casey,Colton Scurry,Atlanta,,
Submission,04/16/2025,SAIC,#8575,INFOSEC,Tamika Lathon,Client Submission,,Colton Scurry,Atlanta,,
Submission,04/16/2025,,#8535,Sr Network Engineer,Mohamed Elsamongy,Client Submission,Cisco Systems,Colton Scurry,Atlanta,,
Submission,04/17/2025,,#8822,Systems Engineer,Christopher Hazel,Client Submission,Modern Technology Solutions,Colton Scurry,Atlanta,,
Submission,04/25/2025,Northrop Grumman,#8842,System Administrator,Juan Mendoza,Interview Scheduled,Vince Casey,Colton Scurry,Atlanta,,
Submission,04/25/2025,Northrop Grumman,#8842,System Administrator,ANDREW FARMER,Interview Scheduled,Vince Casey,Colton Scurry,Atlanta,,
Submission,04/29/2025,,#8535,Sr Network Engineer,Carson Nguyen,Interview Scheduled,Cisco Systems,Colton Scurry,Atlanta,,
Submission,05/02/2025,,#8535,Sr Network Engineer,Joseph Salmond,Interview Scheduled,Cisco Systems,Colton Scurry,Atlanta,,
Submission,05/02/2025,,#8535,Sr Network Engineer,Chisom Ahunanya,Interview Scheduled,Cisco Systems,Colton Scurry,Atlanta,,
Submission,05/02/2025,,#8535,Sr Network Engineer,Abdul Asghar,Client Submission,Cisco Systems,Colton Scurry,Atlanta,,
Submission,05/05/2025,SAIC,#8575,INFOSEC,Diana Merchant,Interview Scheduled,Vince Casey,Colton Scurry,Atlanta,,
Submission,05/05/2025,SAIC,#8575,INFOSEC,JACKIE BRASSELL,Client Submission,Vince Casey,Colton Scurry,Atlanta,,
Submission,05/05/2025,SAIC,#8575,INFOSEC,Kennedy Bowen,Client Submission,,Colton Scurry,Atlanta,,
Submission,05/05/2025,SAIC,#8575,INFOSEC,James Bethune,Client Submission,,Colton Scurry,Atlanta,,
Submission,05/07/2025,SAIC,#8575,INFOSEC,DAVID GORGONE,Client Submission,,Colton Scurry,Atlanta,,
Submission,05/07/2025,,#8535,Sr Network Engineer,Michael Ofori,Interview Scheduled,Cisco Systems,Colton Scurry,Atlanta,,
Submission,05/08/2025,Northrop Grumman,#8842,System Administrator,CARLAN HAYES,Client Submission,Vince Casey,Colton Scurry,Atlanta,,
Submission,05/08/2025,SAIC,#8575,INFOSEC,VINCENT GROSS,Client Submission,Vince Casey,Colton Scurry,Atlanta,,
Submission,05/09/2025,Northrop Grumman,#8842,System Administrator,MARVIN MARTIN,Interview Scheduled,Josh Tipton,Colton Scurry,Atlanta,,
Submission,05/09/2025,Northrop Grumman,#8842,System Administrator,Josh Tipton,Client Submission,,Colton Scurry,Atlanta,,
Submission,05/09/2025,Northrop Grumman,#8842,System Administrator,JAVIAN MARTIN,Interview Scheduled,Josh Tipton,Colton Scurry,Atlanta,,
Submission,05/13/2025,SAIC,#8878,FSE,WALTER MAYS,Placed,Vince Casey,Colton Scurry,Atlanta,,
Submission,05/13/2025,SAIC,#8878,FSE,Cory Wofford,Client Submission,Vince Casey,Colton Scurry,Atlanta,,
Submission,05/13/2025,SAIC,#8878,FSE,ALEX NAVA,Client Submission,Vince Casey,Colton Scurry,Atlanta,,
Submission,05/13/2025,SAIC,#8878,FSE,Cale Reaves,Client Submission,Vince Casey,Colton Scurry,Atlanta,,
Submission,05/14/2025,SAIC,#8878,FSE,Steven Rodriguez,Client Submission,Andrew McCarty,Colton Scurry,Atlanta,,
Submission,05/14/2025,Northrop Grumman,#8842,System Administrator,Michael Pristave,Client Submission,Vince Casey,Colton Scurry,Atlanta,,
Submission,05/14/2025,SAIC,#8878,FSE,JAMES TURNER,Client Submission,Andrew McCarty,Colton Scurry,Atlanta,,
