search_keyword,award_id,recipient,amount,description,awarding_agency,start_date,end_date,state
software development,W31P4Q15C0065,NORTHROP GRUMMAN SYSTEMS CORPORATION,245777496.43,"IGF::OT::IGF THIS IS A NEW 5 YEAR FOLLOW ON CONTRACT TO W31P4Q-07-C-0335 FOR CONTINUED SOFTWARE DEVELOPMENT, MAINTENANCE, AND TRAINING.",Department of Defense,2015-04-01,2021-03-31,
software development,NNG15HQ01C,"SCIENCE SYSTEMS AND APPLICATIONS, INC.",226845379.9,"IGF::OT::IGF  THE CONTRACTOR SHALL SUPPORT THE HYDROSPHERIC AND BIOSPHERIC SCIENCES (HBS), CODE 610 IN THE FOLLOWING AREAS: SCIENCE RESEARCH   HYPOTHESIS VERIFICATION   MODELING AND SIMULATION  SCIENTIFIC MISSION PLANNING AND EXECUTION COMPUTING  SCIENCE PROCESSING OPERATIONS SCIENCE INSTRUMENTATION    MECHANICAL ENGINEERING (TECHNICAL AND ASSEMBLY)    ELECTRONIC DESIGN, ENGINEERING, AND ANALYSIS    OPTICAL AND LASER DESIGN, ENGINEERING, AND ANALYSIS    BENCH CHECKOUT EQUIPMENT  LABORATORY AND FIELD EXPERIMENTS ADMINISTRATION EDUCATION AND OUTREACH TECHNICAL WRITING WEB PAGE DESIGN AND SUPPORT MEDIA DEVELOPMENT PROJECTS MEETINGS, VISITS, AND CONSULTATIONS ORGANIZATION  PROPERTY SAFETY CALIBRATION&VALIDATION ALGORITHM AND SOFTWARE DEVELOPMENT CHARACTERIZATION AND MODELING DATA ANALYSIS  LABORATORY AND FIELD ACTIVITIES INSTRUMENT OPERATIONS LOGISTICS REPORTING THIS SUPPORT IS CATEGORIZED IN FIVE MAJOR AREAS: SCIENCE, COMPUTING, SCIENCE INSTRUMENTATION, ADMINISTRATION, AND CALIBRATION VALIDATION.  THE CONTRACTOR SHALL PROVIDE ALL NECESSARY RESOURCES, INCLUDING PERSONNEL, FACILITIES, EQUIPMENT, AND MATERIALS, UNLESS OTHERWISE PROVIDED BY THE GOVERNMENT, IN ORDER TO MEET THE PERFORMANCE-BASED WORK REQUIREMENTS. IN THE FOLLOWING PARAGRAPHS, SPECIFIC WORK ELEMENTS ARE FOLLOWED BY PARENTHETICAL UNDERLINED ACTIVITIES THAT ARE EXAMPLES OF WHERE THE ACTIVITIES APPLY.   IN PERFORMING WORK UNDER TASKS ISSUED ON THIS CONTRACT, WHERE ELECTRONIC AND INFORMATION TECHNOLOGY (EIT) STANDARDS APPLY, SUCH IN SOFTWARE DEVELOPMENT AND WEB SITES, THE CONTRACTOR SHALL PROVIDE THE FOLLOWING SERVICES:      SOFTWARE APPLICATIONS AND OPERATING SYSTEMS      WEB BASED INTRANET AND INTERNET INFORMATION AND APPLICATIONS      TELECOMMUNICATIONS PRODUCTS      VIDEO AND MULTIMEDIA PRODUCTS      SELF CONTAINED, CLOSED PRODUCTS      DESKTOP AND PORTABLE COMPUTERS",National Aeronautics and Space Administration,2014-12-01,2020-05-31,
software development,HQ085223C0002,NORTHROP GRUMMAN SYSTEMS CORPORATION,215402182.48,BOA SOFTWARE DEVELOPMENT LABOR,Department of Defense,2023-06-15,2028-06-14,
software development,GSFC0200207DNAS502099,THE REGENTS OF THE UNIVERSITY OF CALIFORNIA,196537576.69,"TIME HISTORY OF EVENTS&MACROSCALE INTERACTIONS DURING SUBSTORMS (THEMIS) MISSION PHASE A EFFORT THE CONTRACTOR SHALL PROVIDE A CONCEPT STUDY FOR THE THEMIS MISSION IN ORDER TO PROVIDE NASA WITH MORE DEFINITIVE INFORMATION REGARDING THE COST, RISK, AND FEASIBILITY OF THE INVESTIGATION. THE CONTRACTOR SHALL PREPARE AND DELIVER A CONCEPT STUDY REPORT DETAILING THE RESULTS OF THE STUDY IN ACCORDANCE WITH ATTACHMENT B OF THE CONTRACT ENTITLED ""MEDIUM-CLASS EXPLORER PROGRAM GUIDELINES AND CRITERIA FOR THE PHASE A CONCEPT STUDY"".  THE CONTRACTOR SHALL ALSO SUPPORT A NASA SITE VISIT AT ITS FACILITY TO DISCUSS THE CONCEPT STUDY REPORT AND ATTEND A PHASE A CONCEPT STUDY REVIEW MEETING, BRIDGE PHASE OPTION:  THE CONTRACTOR SHALL COMMENCE INITIAL DEFINITION PHASE ACTIVITIES, INCLUDING LONG LEAD PARTS PROCUREMENTS. AND THE FOLLOWING ACTIVITIES: - PROVIDE PROGRAM MANAGEMENT FOR THEMIS; - BEGIN SCIENTIFIC STUDIES AND SIMULATIONS TO PROVIDE SCIENTIFIC INPUT FOR INSTRUMENT AND ORBIT DESIGN ENSURING THEY MEET SCIENCE GOALS; - BEGIN THE DESIGN AND DEVELOPMENT AND INSTRUMENTS, OTHER HARDWARE, AND ELECTRONICS; AND - BEGIN FLIGHT SOFTWARE DEVELOPMENT",National Aeronautics and Space Administration,2002-07-15,2028-09-30,
software development,HHSF22301001T,"LEIDOS, INC.",194025780.31,IGF::CT::IGF ORA MARCS FULL SOFTWARE DEVELOPMENT LIFECYCLE SUPPORT.,Department of Health and Human Services,2013-09-20,2019-09-24,
software development,M801,"SABRE SYSTEMS, LLC",167958721.47,"IGF::OT::IGF ENGINEERING AND TECHNICAL SUPPORT SERVICES INCLUDING SOFTWARE ENGINEERING, SOFTWARE DEVELOPMENT, AND SYSTEMS INTEGRATION TESTING FOR NAVAIR 4.9.4 (FORMERLY 4.1.4). THE PERIOD OF PERFORMANCE IS FOR A BASE PERIOD AND FOUR (4) OPTION PERIODS OF PERFORMANCE.",Department of Defense,2016-03-24,2021-11-30,
software development,36C10B20N0034EHRM,"ORACLE HEALTH GOVERNMENT SERVICES, INC.",155882857.18,"TO 34 - EHRM  SOFTWARE DEVELOPMENT. THE CONTRACTOR SHALL PROVIDE SOFTWARE DEVELOPMENT TO ADDRESS REQUIREMENTS IN FUNCTIONAL AREAS SUCH AS CLINICAL, DENTAL AND REVENUE CYCLE TO MATCH EHRM CAPABILITIES TO VA-SPECIFIC REQUIREMENTS.",Department of Veterans Affairs,2020-09-01,2027-04-03,
software development,HC104719F0002,PERATON INC.,151919894.52,"THE GLOBAL COMMAND AND CONTROL SYSTEM JOINT IS THE DOD JOINT COMMAND AND CONTROL SYSTEM OF RECORD FOR ACHIEVING FULL SPECTRUM DOMINANCE.  THE GCCSJ SYSTEM IS A SUITE OF MISSION APPLICATIONS THAT PROVIDES CRITICAL JOINT WARFIGHTING C2 CAPABILITIES AND IS THE PRINCIPAL FOUNDATION FOR DOMINANT BATTLESPACE AWARENESS, PROVIDING AN INTEGRATED, NEAR REALTIME PICTURE OF THE BATTLESPACE NECESSARY TO CONDUCT JOINT AND MULTINATIONAL OPERATIONS.  GCCSJ PROVIDES A ROBUST AND SEAMLESS C2 CAPABILITY TO THE COMMANDER IN CHIEF, SECRETARY OF DEFENSE, NATIONAL MILITARY COMMAND CENTER, COMBATANT COMMANDERS, JOINT FORCE COMMANDERS, AND SERVICE COMPONENT COMMANDERS.  GCCSJ OFFERS VITAL CONNECTIVITY TO THE SYSTEMS THE JOINT WARFIGHTER USES TO PLAN, EXECUTE, AND MANAGE MILITARY OPERATIONS.  GCCSJ IS A MAJOR INFORMATION TECHNOLOGY INVESTMENT DESIGNATED AS AN ACQUISITION CATEGORY IAC MAJOR AUTOMATED INFORMATION SYSTEM PROGRAM.  THE GCCSJ PROGRAM MANAGEMENT OFFICE IS TASKED TO SUSTAIN AND MAINTAIN THE CURRENT CAPABILITY ENSURING CONTINUED SUPPORT OF JOINT C2 NEEDS ACROSS THE DOD TO INCLUDE THOSE OF THE GCCS FAMILY OF SYSTEMS.  THE INTENT OF THIS FOLLOW ON REQUIREMENT IS TO SUSTAIN AND MAINTAIN THE EXISTING SYSTEM BASELINES THAT THE PMO IS REQUIRED TO KEEP IN AN OPERATIONAL STATE UNTIL THE SYSTEM IS MODERNIZED.  THIS REQUIREMENT IS TO OBTAIN MISSION CRITICAL ENGINEERING, SOFTWARE DEVELOPMENT, AND CYBERSECURITY INFORMATION ASSURANCE SUPPORT FOR THE SUSTAINMENT OF THE EXISTING GCCSJ SYSTEM.  THIS SUPPORT WILL ENABLE GCCSJ TO ACHIEVE STRONGER AND MORE EFFECTIVE SOFTWARE SUSTAINMENT AND MAINTENANCE SERVICES UNDER A SINGLE CONTRACTOR WHO WILL BE RESPONSIBLE FOR EFFECTIVELY EXECUTING THE ASSOCIATED PROCESSES USING AN AGILE DEVELOPMENT METHODOLOGY.",Department of Defense,2018-12-07,2024-02-06,
software development,HSCG2304J2DW281,INTEGRATED COAST GUARD SYSTEMS LLC,144229872.0,"UPGRADE OF C-130J TO A MISSIONIZED HC-130J AIRCRAFT CONFIGURATION USING A FLIGHT DECK MOUNTED SOLUTION TO INCLUDE PROGRAM MANAGEMENT, MANAGEMENT OF SUBCONTRACTORS, PROCUREMENT OF EQUIPMENT, SYSTEM DESIGN, SYSTEM INTEGRATION, SOFTWARE DEVELOPMENT, EQUIPMENT DELIVERIES, INSTALLATION, TEST, INTEGRATED LOGISTICS SUPPORT (ILS) EFFORTS, DEVELOPMENT OF TECHNICAL DOCUMENTATION, AND DELIVERY OF THE TECHNICAL DOCUMENTATION.",Department of Homeland Security,2004-09-28,2009-12-14,
software development,NNG07HW00C,THE REGENTS OF THE UNIVERSITY OF COLORADO,105095209.0,"TAS::80 0120::TAS THIS CONTRACT IS FOR THE TASKS NECESSARY TO DESIGN, ANALYZE, DEVELOP, FABRICATE, INTEGRATE, TEST, EVALUATE AND SUPPORT LAUNCH OF THE EUVS XRS IRRADIANCE SENSORS (EXIS), SUPPLY AND MAINTAIN THE INSTRUMENT GROUND SUPPORT EQUIPMENT (GSE), AND SUPPORT THE SATELLITE OPERATIONS CONTROL CENTER (SOCC).  THE EXIS IS CLASSIFIED AS A NON-PRIMARY INSTRUMENT SUITE ON THE GOES-R SATELLITE AND HAS A RISK CLASSIFICATION OF B.  THE CONTRACTOR SHALL PROVIDE THE PERSONNEL, MATERIALS, FACILITIES AND OTHER RESOURCES TO DESIGN, DEVELOP, DELIVER AND SUPPORT UNDER THE BASIC CONTRACT: A) PARTS AND MATERIALS FOR 4 FLIGHT MODELS B) ONE EXIS FLIGHT MODEL (FM) C) THREE SETS OF THE ELECTRICAL SYSTEM TEST EQUIPMENT (ESTE) D) TWO EXIS EMULATORS (EXISES) E) TWO FLIGHT SOFTWARE DEVELOPMENT ENVIRONMENTS (FSDES) F) ONE GROUND PROCESSING DEVELOPMENT SYSTEM (GPDS) G) SPARES FOR THE FOUR FMS H) ALL ADDITIONAL EXIS MECHANICAL AND ELECTRICAL GROUND SUPPORT EQUIPMENT (MGSE AND EGSE) CALLED OUT ELSEWHERE IN THIS DOCUMENT I) ALL ITEMS AND DOCUMENTS SPECIFIED IN ALL CONTRACT DOCUMENTS THE CONTRACTOR SHALL PROVIDE THE PERSONNEL, MATERIALS, FACILITIES AND OTHER RESOURCES TO DESIGN, DEVELOP, DELIVER AND SUPPORT: A) OPTION 1 FOR AN ADDITIONAL FLIGHT MODEL (FM-2) B) OPTION 2 FOR AN ADDITIONAL FLIGHT MODEL (FM-3) C) OPTION 3FOR AN ADDITIONAL FLIGHT MODEL (FM-3)",National Aeronautics and Space Administration,2007-08-23,2039-06-25,
software development,NNG15HZ37C,"KBR WYLE SERVICES, LLC",102314031.14,"IGF::OT::IGF GGSG3 SUPPORT SERVICES CONTRACT. UNDER THIS CONTRACT, THE CONTRACTOR SHALL PROVIDE SUPPORT TO A WIDE ARRAY GEODYNAMIC, GEOMAGENTIC, GEOPHYSICAL, AND ATMOSPHERIC INVESTIGATIONS OF SOLAR SYSTEM BODIES SUCH AS THE EARTH, VENUS, MARS, AND MERCURY. AMONG THE REQUIREMENTS FOR THESE INVESTIGATIONS ARE INSTRUMENT DEVELOPMENT, SOFTWARE DEVELOPMENT AND MAINTENANCE, DATA ARCHIVING AND DISSEMINATION; SCIENTIFIC DATA ANALYSIS, MODELING AND INTERPRETATION, REPORTS AND PRESENTATION OF SCIENTIFIC RESULTS; PUBLIC OUTREACH AND EDUCATION, AND ASSOCIATED TECHNICAL AND ADMINISTRATIVE WORK.",National Aeronautics and Space Administration,2015-08-01,2020-07-31,
software development,19AQMM21F1762,"CACI NSS, LLC",101268784.74,ITERATIVE SOFTWARE DEVELOPMENT PROJECT MANAGEMENT,Department of State,2021-06-08,2026-08-07,
software development,FA880620F0001,"TECOLOTE RESEARCH, INC.",99454295.25,SOFTWARE DEVELOPMENT AND OPERATIONS ENVIRONMENT,Department of Defense,2020-05-01,2026-04-30,
software development,36C10B20N10060036,"FAVOR TECHCONSULTING, LLC",98653335.33,TO FOR FSC SOFTWARE DEVELOPMENT,Department of Veterans Affairs,2019-12-20,2025-07-09,
software development,N0001422C1042,"INNOVATIVE DEFENSE TECHNOLOGIES, LLC",98133463.23,"RAPID AND AFFORDABLE SOFTWARE DEVELOPMENT SUPPORTING DISTRIBUTED MARITIME OPERATIONS (DMO). IDT HAS STOOD UP A PROTOTYPE DEVELOPMENT ENVIRONMENT THAT NOT ONLY ALLOWS FOR RAPID AND AFFORDABLE SOFTWARE DEVELOPMENT, BUT ALSO ALLOWS FOR SIMULTANEOUSLY M",Department of Defense,2022-04-01,2026-01-31,
software development,HHSN276201400012C,"LEIDOS, INC.",88598523.94,IGF::CL::IGF FOR CLOSELY ASSOCIATED - PURPOSE OF AWARD:  TO AWARD CONTRACT FOR ERA SOFTWARE DEVELOPMENT SUPPORT SERVICES,Department of Health and Human Services,2014-07-17,2024-04-05,
software development,FA867522F1001,RAYTHEON COMPANY,87868931.0,ADVANCED MEDIUM RANGE AIR TO AIR MISSILE SYSTEM- SYSTEM IMPROVEMENT PROGRAM (SIP)- SOFTWARE DEVELOPMENT,Department of Defense,2021-10-07,2026-11-30,
software development,W9115118C0013,TNT PREMIER PARTNERSHIP LLC,83303548.67,"TEST ENGINEERING AND ANALYSIS, SOFTWARE DEVELOPMENT, AND TEST SUPPORT SERVICES.",Department of Defense,2018-03-20,2025-10-31,
software development,75N94024F00001,"LEIDOS, INC.",83139333.45,CONTRACT TO PROCURE A WIDE RANGE OF AGILE SOFTWARE DEVELOPMENT AND DESIGN SERVICES TO SUPPORT THE OFFICE OF EXTRAMURAL RESEARCH (OER) INCLUDING THE ERA ENTERPRISE GRANTS MANAGEMENT SYSTEM.,Department of Health and Human Services,2024-06-29,2026-06-28,
