piid,description,obligated_amount,base_and_all_options,awarding_agency,recipient_name,naics,pop_end_date,pop_potential_end_date,pop_city,pop_state,extent_competed,estimated_recompete
47QFCA24F0033,WARFIGHTER TRAINING READINESS SOLUTIONS W-TRS,0,0,,,541330,,,,,,
80JSC024CA005,CARGO MISSION CONTRACT 4 (CMC4),0,0,,,541330,,,,,,
W56KGY24F0034,THIS TASK ORDER PROVIDES SERVICES IN SUPPORT OF THE PSS-T PROGRAM AND PD AEROSTAT BOTH CONUS AND OCONUS,0,0,,,541330,,,,,,
16PBGC24F0050,THIS TO IS TO  IMPROVE CUSTOMER SERVICE SCORES REPORTED BY A 3RD-PARTY VENDOR WHO COMPLETES A QUARTERLY PARTICIPANT CALLER SURVEY. PSD SEEKS TO IMPROVE CX BY REDUCING THE NUMBER OF CONTACTS & PAPER FORMS CUSTOMERS COMPLETE TO FULFILL REQUESTS.,0,0,,,541330,,,,,,
HQ085824C0001,TEAMS-NEXT AGENCY OPERATIONS (AO),0,0,,,541330,,,,,,
N6600124F0495,ENGINEERING SERVICES RGS-A TASK ORDER 3,0,0,,,541330,,,,,,
N6523624F3022,PROVIDE RISK MANAGEMENT AND OPERATIONS SUPPORT FOR DEFENSE HEALTH AGENCY (DHA) CYBERSECURITY.,0,0,,,541330,,,,,,
47QFCA24F0026,EUROPEAN THEATER OPERATIONS AND PLANNING SERVICES ETOPS,0,0,,,541330,,,,,,
HQ072724F1604,ENGINEERING SERVICES: THE ADVANCED TECHNOLOGY SUPPORT PROGRAM (ATSP) CONTRACT ACQUIRES PROGRESSIVE MICROELECTRONIC CAPABILITY SOLUTIONS FOR RADAR.,0,0,,,541330,,,,,,
W58RGZ24F0060,CH-47F NON-RECURRING ENGINEERING FOR GERMANY,0,0,,,541330,,,,,,
N6893624F0378,CIDD27 SYSTEM CONFIGURATION SET ORDER,0,0,,,541330,,,,,,
FA869024CB001,"SUSTAINMENT- CONTRACTOR LOGISTICS SUPPORT FOR JAPAN, REPUBLIC OF KOREA (ROK), AND NORTH ATLANTIC TREATY ORGANIZATION (NATO).",0,0,,,541330,,,,,,
75FCMC24F0065,BENEFITS COORDINATION & RECOVERY CENTER (BCRC),0,0,,,541330,,,,,,
W912CH24F0010,SES/C5ISR/CM TASK ORDER UNDER THE SYSTEMS TECHNICAL SUPPORT (STS) SERVICES CONTRACT FOR THE STRYKER FAMILY OF VEHICLES (PM STRYKER).,0,0,,,541330,,,,,,
N0018924F3026,"JOINT STAFF, J7, DEPUTY DIRECTORATE FOR JOINT TRAINING (DDJT), COLLECTIVE JOINT TRAINING SUPPORT.",0,0,,,541330,,,,,,
47QFCA24F0012,BASE AWARD FOR TENCAP TACTICAL EXPLOITATION OF NATIONAL CAPABILITIES RECOMPETE EXPLOIT ENHANCE ENABLE AND INFLUENCE E3I SUPPORT SERVICES.,0,0,,,541330,,,,,,
N6339424C0004,"LITTORAL COMBAT SHIP INDEPENDENCE CLASS OVERALL IN-SERVICE ENGINEERING AND LIFE CYCLE SUPPORT FOR COMMAND, CONTROL, COMMUNICATIONS, COMPUTERS, COMBAT SYSTEMS, AND INTELLIGENCE SYSTEMS CRITICAL ENGINEERING DESIGN INTEGRATION AND EVALUATION.",0,0,,,541330,,,,,,
FA854024F0018,LITENING CATP TARGETING PODS,0,0,,,541330,,,,,,
47QFCA24F0013,NEBULA,0,0,,,541330,,,,,,
FA882324FB001,ADVANCED EXTREMELY HIGH FREQUENCY CAPABILITY EVOLUTION PHASE II,0,0,,,541330,,,,,,
FA910124CB002,TEST OPERATIONS AND SUSTAINMENT (TOS) II,0,0,,,541330,,,,,,
47QFCA24F0011,DISTRIBUTED COMMON GROUND SYSTEM DCGS ENTERPRISE PRODUCT SUPPORT EPS  TO 1,0,0,,,541330,,,,,,
HQ085824C0002,TEAMS-NEXT PROGRAM PLANNING AND ACQUISITION (PP&A),0,0,,,541330,,,,,,
N6660424F3004,"THIS IS A REQUIREMENT FOR IMAGING AND ELECTRONIC WARFARE SYSTEMS ENGINEERING AND TECHNICAL SERVICES IN SUPPORT OF THE NAVAL UNDERSEA WARFARE CENTER DIVISION, NEWPORT (NUWCDIVNPT) CODE 34.",0,0,,,541330,,,,,,
HC108424C0003,PEO-C3T SETA SUPPORT,0,0,,,541330,,,,,,
FA880724CB002,MOBILE USER OBJECTIVE SYSTEM SERVICE LIFE EXTENSION PHASE 1,0,0,,,541330,,,,,,
FA880724CB001,MOBILE USER OBJECTIVE SYSTEM SERVICE LIFE EXTENSION PHASE 1,0,0,,,541330,,,,,,
FA850424F0006,LONG TERM SUSTAINMENT,0,0,,,541330,,,,,,
FA813424F1000,ENGINEERING SUPPORT SERVICES FOR MULTIPLE PLATFORMS,0,0,,,541330,,,,,,
693KA924F00033,SURVEILLANCE AND BROADCAST SERVICES (SBS) SUPPORT,0,0,,,541330,,,,,,
HQ072724F1602,"THE PURPOSE OF THIS TASK IS TO ACQUIRE ENGINEERING SERVICES TO ANALYZE, DESIGN, DEVELOP, PROTOTYPE, TEST, AND IMPROVE FACTORY CAPACITY ENHANCEMENTS AND BUILD PROTOTYPE INTERCEPTORS.",0,0,,,541330,,,,,,
W56HZV24F0027,TECHNICAL AND ENGINEERING SERVICES (TES) SUPPORT FOR THE COMBAT CAPABILITIES DEVELOPMENT COMMAND GROUND VEHICLE SYSTEMS CENTER (DEVCOM GVSC) LABORATORIES AND ITS CUSTOMERS,0,0,,,541330,,,,,,
W56HZV24F0025,TECHNICAL AND ENGINEERING SERVICES (TES) SUPPORT FOR THE COMBAT CAPABILITIES DEVELOPMENT COMMAND GROUND VEHICLE SYSTEMS CENTER (DEVCOM GVSC) FOR ASSORTED GVSC DIRECTORATES,0,0,,,541330,,,,,,
47QFCA24F0007,TECHNICAL SUPPORT SERVICES TSS,0,0,,,541330,,,,,,
W91CRB24F0053,ATSS TASK ORDER,0,0,,,541330,,,,,,
47QFCA24F0006,INFORMATION ADVANTAGE ENTERPRISE IAE,0,0,,,541330,,,,,,
FA880724F0003,MOBILE USER OBJECTIVE SYSTEM GROUND SUSTAINMENT,0,0,,,541330,,,,,,
W31P4Q24C0007,INDUSTRIAL ENGINEERING SERVICES (IES) IN SUPPORT OF ALL STRATEGIC AND OPERATIONAL ROCKETS AND MISSILES (STORM) PROJECT OFFICE WEAPON SYSTEMS.,0,0,,,541330,,,,,,
47QFCA24F0003,SPACE SYSTEMS COMMAND (SSC) GROUND SYSTEMS ENGINEERING AND INTEGRATION SUPPORT (GSIS) TASK ORDER AWARD.,0,0,,,541330,,,,,,
HQ072724F1400,"THE ADVANCED TECHNOLOGY SUPPORT PROGRAM (ATSP) CONTRACT ACQUIRED PROGRESSIVE MICROELECTRONIC CAPABILITY SOLUTIONS TO IMPROVE PERFORMANCE, IMPROVE RELIABILITY AND MAINTAINABILITY OF THE MICROELECTRONICS-BASED G/ATOR RSP REFRESH SYSTEM",0,0,,,541330,,,,,,
N0017424F3000,"DESIGN ENGINEERING, PROJECT MANAGEMENT, PLANNING AND DEVELOPMENT, FACILITY INSPECTION, TESTING AND MAINTENANCE TO SUPPORT CONTINUED EXECUTION OF ENERGETICS MANUFACTURING EMPLOYED THROUGHOUT THE DOD WEAPON SYSTEMS.",0,0,,,541330,,,,,,
N0003024C6007,LOGISTICS ENGINEERING & INTEGRATION,0,0,,,541330,,,,,,
N0003923F3008,"NAVWAR IS ACQUIRING PSS FOR THE PEO DIGITAL TO SUPPORT THE FOLLOWING DISCIPLINES: PROGRAM MANAGEMENT, ACQUISITION MANAGEMENT, FINANCIAL MANAGEMENT, CONTRACT MANAGEMENT, AND STRATEGIC MANAGEMENT.",0,0,,,541330,,,,,,
N6523623F3039,"DEFENSE HEALTH AGENCY, CYBERSECURITY ASSESSMENT AND AUTHORIZATION SUPPORT",0,0,,,541330,,,,,,
W900KK23C0040,"PROVIDE TECHNICAL EXPERTISE, SYSTEM OPERATORS, MAINTENANCE AND LIFE-CYCLE SUPPORT FOR THE SUSTAINMENT, OPERATIONS AND SUPPORT MANAGEMENT OF NUMEROUS TRAINING AIDS DEVICES, SIMULATORS AND SIMULATIONS (TADSS) WITHIN THE ARCENT AO.",0,0,,,541330,,,,,,
47QFCA23F0053,APMTS II AWARD,0,0,,,541330,,,,,,
FA714623C0047,CRASH PROJECT SUPPORT,0,0,,,541330,,,,,,
1605AE23F00002,PROJECT MANAGEMENT AND OVERSIGHT SUPPORT SERVICES FOR THE JOB CORPS FACILITIES,0,0,,,541330,,,,,,
FA854023F0045,LITENING ADVANCED TARGETING PODS,0,0,,,541330,,,,,,
HQ072723F1614,"THE ADVANCED TECHNOLOGY SUPPORT PROGRAM (ATSP) CONTRACT ACQUIRED PROGRESSIVE MICROELECTRONIC CAPABILITY SOLUTIONS TO ANALYZE, DESIGN, DEVELOP, PROTOTYPE, PROCURE AND DEPLOY OPERATIONAL ENHANCEMENTS FOR THE ENHANCED COYOTE BLOCK 2 PROTOTYPE.",0,0,,,541330,,,,,,
47QFCA23F0046,INDOPACIFIC COMMAND TECHNOLOGY EXPERIMENTATION ANALYSIS AND MANAGEMENT SERVICES (ITEAMS) BASE AWARD.,0,0,,,541330,,,,,,
N0003923F3006,"HQ 5.0, 6.0 AND FRD EXECUTIVE AND PROGRAM MANAGEMENT SUPPORT (PSS) SERVICES",0,0,,,541330,,,,,,
47QFCA23F0047,AWARD OF DSCU ICB TO SUPPORT THE MISSION SETS AND PROGRAMS.,0,0,,,541330,,,,,,
47QFLA23F0178,IDEAAS TASK ORDER 02 ENTERPRISE IMPLEMENTATION,0,0,,,541330,,,,,,
FA240123F0002,SDA SETA ENTERPRISE SERVICES,0,0,,,541330,,,,,,
N6523623F3026,MODERN VEHICLE FIELDING (MVF) INTEGRATION AND FIELDING SUPPORT,0,0,,,541330,,,,,,
N0003923F3005,DEPARTMENT OF THE NAVY (DON) ELECTRONIC PROCUREMENT SYSTEMS (EPS) PORTFOLIO COORDINATOR (EPC).,0,0,,,541330,,,,,,
47QFNA23F0098,AFLCMCWB AAS ADVISORY AND ASSISTANCE SERVICES AWARD,0,0,,,541330,,,,,,
W9124J23F0106,MHPI SUPPORT SERVICE,0,0,,,541330,,,,,,
FA955023F0014,NATIONAL DEFENSE SCIENCE AND ENGINEERING GRADUATE FELLOWSHIP PROGRAM,0,0,,,541330,,,,,,
FA820423F0028,ENGINEERING SERVICES.,0,0,,,541330,,,,,,
70B02C23C00000053,CONTRACT AWARD,0,0,,,541330,,,,,,
47QFCA23F0036,THE PURPOSE OF THIS ACTION IS TO AWARD A TASK ORDER - JOINT NETWORK OF ENGINEERING AND EMERGING OPERATIONS (JNEEO),0,0,,,541330,,,,,,
FA873023FB039,"CONTRACTOR, ENGINEERING AND TECHNICAL SERVICES FOR THE ROYAL SAUDI AIR FORCE",0,0,,,541330,,,,,,
W31P4Q23FB004,SPECIALTY ENGINEERING SUPPORT FOR SYSTEMS READINESS DIRECTORATE.,0,0,,,541330,,,,,,
HDTRA123F0020,PROFESSIONAL AND ANALYTICAL SERVICES IN SUPPORT OF COUNTERING AND DETERRENCE OF WEAPONS OF MASS DESTRUCTION,0,0,,,541330,,,,,,
70Z02323F45900001,THIS IS A FIXED-PRICED TASK ORDER UNDER THE OASIS SB POOL 3 CONTRACT FOR TWO (2) YEARS PROVIDING TECHNICAL ENGINEERING SUPPORT SERVICES TO CG-459 AND VARIOUS PROGRAMS.,0,0,,,541330,,,,,,
47QFCA23F0027,TITUS,0,0,,,541330,,,,,,
HDTRA123F0050,VULNERABILITY ASSESSMENT SUPPORT,0,0,,,541330,,,,,,
N0017823F3012,INSTRUCTOR SERVICES/WATERFRONT TRAINING (INSTRUCTIONAL SUPPORT FOR THE DOMAIN),0,0,,,541330,,,,,,
N0003923F3003,PROFESSIONAL SUPPORT SERVICES FOR PEO MLB,0,0,,,541330,,,,,,
N0016423F3004,PROFESSIONAL SUPPORT SERVICES IN SUPPORT OF THE PROGRAM EXECUTIVE OFFICE FOR UNMANNED AND SMALL COMBATANTS (PEO USC).,0,0,,,541330,,,,,,
N6247323F4522,AE SERVICES FOR PDA WORK PALAU AND YAP.,0,0,,,541330,,,,,,
FA869023C1001,GH ROK CLS-2V1,0,0,,,541330,,,,,,
N0018923F3020,NAVAL FORCES LOGISTICS SUPPORT SERVICES,0,0,,,541330,,,,,,
HQ072723F1601,"THIS TASK IS TO ANALYZE, INTEGRATE, MODIFY, PROCURE, AND DELIVER SOLUTIONS TO IMPROVE OPERATIONAL EFFECTIVENESS, ENHANCE PERFORMANCE FOR ENHANCED COYOTE BLOCK 2 AND COYOTE BLOCK 3 COUNTER UNMANNED AIRCRAFT SYSTEM SOLUTIONS.",0,0,,,541330,,,,,,
N6600123F0041,ENGINEERING SERVICES RGS-A TASK ORDER 2,0,0,,,541330,,,,,,
HDTRA123F0037,ADVERSARIAL ASSESSMENTS SUPPORT SERVICES,0,0,,,541330,,,,,,
N0016423F3005,"THE CONTRACTOR SHALL PROVIDE PROGRAM MANAGEMENT, ENGINEERING, LOGISTICS MANAGEMENT & INTEGRATED SUPPORT, AND ON-SITE SUPPORT AT SHIPBUILDER FACILITIES DURING DETAIL DESIGN, CONSTRUCTION AND POST DELIVERY FOR ALL PMS325 PROGRAMS.",0,0,,,541330,,,,,,
N0002423C2103,AUKUS PROGRAM OFFICE SUPPORT,0,0,,,541330,,,,,,
47QFPA23F0014,TO8 OY1 STANDING ARMY,0,0,,,541330,,,,,,
N6893623F0237,H20 SYSTEM CONFIGURATION SETS,0,0,,,541330,,,,,,
N0042123F3002,STRATEGIC LOGISTICS SUPPORT FOR PMA-281,0,0,,,541330,,,,,,
N0003923F3002,IISS FOLLOW-ON.,0,0,,,541330,,,,,,
N0042123F3001,SET UP TASK ORDER AND PROVIDE INITIAL FUNDING.,0,0,,,541330,,,,,,
FA813423F1000,ENGINEERING SUPPORT SERVICES FOR MULTIPLE PLATFORMS.,0,0,,,541330,,,,,,
47QFWA23F0004,"COMMAND, CONTROL, COMMUNICATION, COMPUTERS, CYBER INTELLIGENCE, SURVEILLANCE AND RECONNAISSANCE CENTER (C5ISR) PROTOTYPING INTEGRATION FACILITY (PIF) PROTOTYPING, INTEGRATION AND TESTING SUPPORT DIVISION (PI&TD) SUPPORT, ABERDEEN, MARYLAND.",0,0,,,541330,,,,,,
N0003023C6045,FY23 OMNIBUS CONTRACT AWARD NAVIGATION,0,0,,,541330,,,,,,
FA875023F0501,"INTELLIGENCE SYSTEMS INFRASTRUCTURE, TOOLS, AND ENHANCEMENTS (INSITE)",0,0,,,541330,,,,,,
70RSAT22FR0000104,TECHNICAL SERVICES TO SUPPORT ALL PHASES OF DHS OPERATIONS ANALYSIS AND THE DEVELOPMENT OF OPERATIONAL REQUIREMENTS DOCUMENTS.,0,0,,,541330,,,,,,
N6523622F3041,"PROJECT MANAGEMENT SUPPORT, SYSTEMS ENGINEERING, TECHNICAL, MANAGEMENT AND CYBERSECURITY AND INFORMATION ASSURANCE SUPPORT SERVICES TO THE NAVAL INFORMATION WARFARE CENTER ATLANTIC FOR MFOM",0,0,,,541330,,,,,,
W56HZV22C0053,M88 FOV STS/SSTS - FUNDING HOURS FOR ARMY WORK DIRECTIVES.,0,0,,,541330,,,,,,
N6523622F3043,DEFENSE HEALTH INFRASTRUCTURE AND APPLICATION ENGINEERING,0,0,,,541330,,,,,,
80GSFC22CA049,"SYSTEMS AND SOFTWARE ASSURANCE SERVICES 2 (SAS2) THE PRINCIPLE PURPOSE OF THIS CONTRACT IS TO ACQUIRE SYSTEMS AND SOFTWARE ASSURANCE SERVICES, INCLUDING IV&V AND SAFETY AND MISSION ASSURANCE ANALYSIS ON SELECTED SYSTEMS AND SOFTWARE BEING DEVELOPED",0,0,,,541330,,,,,,
N6523622F3036,MEDICAL INFORMATION DELIVERY APPLIED SERVICES (MIDAS) ENGINEERING SUPPORT,0,0,,,541330,,,,,,
47QFCA22F0051,"THE PURPOSE OF THIS TO IS TO PROVIDE RESEARCH, DESIGN, DEVELOPMENT, INTEGRATION, T&E, INITIAL FIELDING AND OPERATION, LOGISTICS, MAINTENANCE, SUSTAINMENT, AND TRAINING FOR APPLICABLE C5ISR SYSTEMS.",0,0,,,541330,,,,,,
W56HZV22C0069,THIS IS A CONTINUATION CONTRACT TO THE TECHNICAL AND ENGINEERING SYSTEMS CONTRACT W56HZV-17-C-0062 SUPPORTING  ALL COMBAT CAPABILITIES DEVELOPMENT COMMAND GROUND VEHICLE SYSTEMS CENTER LABORATORIES.,0,0,,,541330,,,,,,
FA872322F6012,COBRA DANE (CD) TRAVELING WAVE TUBE REDESIGN PROCUREMENT (TWTR-P),0,0,,,541330,,,,,,
N0016422F3012,"SHIP PRODUCTION PLANNING AND ENGINEERING SYSTEMS, COMBAT SYSTEMS TEST ENGINEERING POST DELIVERY PLANNING, ENGINEERING AND MANAGEMENT ENGINEERING, CONFIGURATION AND DATA MANAGEMENT AND DDG 51 CLASS PROGRAM INFORMATION SYSTEM SUPPORT TO ASSIST PMS 400D",0,0,,,541330,,,,,,
47QFCA22F0047,TASK ORDER AWARD,0,0,,,541330,,,,,,
W31P4Q22C0058,CONTRACT IS OR THE PROCUREMENT OF CONTRACTOR LOGISTIC SUPPORT FOR THE TUBE-LAUNCHED OPTICALLY-TRACKED WIRELESS-GUIDED IMPROVED TARGET ACQUISITION SYSTEMS.,0,0,,,541330,,,,,,
47QFCA22F0043,NSIN PROGRAM MANAGEMENT OFFICE (PMO) SUPPORT,0,0,,,541330,,,,,,
N0016422F3010,PROFESSIONAL SUPPORT SERVICES FOR SEA21,0,0,,,541330,,,,,,
N0017422F3002,DEMONSTRATION AND ASSESSMENT TEAM SUPPORT SERVICES (DAT),0,0,,,541330,,,,,,
FA714622CB021,CONTRACT AWARD,0,0,,,541330,,,,,,
FA251822F0030,ADVISORY AND ASSISTANCE SERVICES AND KNOWLEDGE BASED SERVICES TO SUPPORT HEADQUARTERS US SPACE COMMAND.,0,0,,,541330,,,,,,
47QFCA22F0039,THE PURPOSE OF THIS TO IS TO PROVIDE TECHNOLOGY INTEGRATED SERVICES TO NSIN AND ITS MISSION PARTNERS FOR THE PURPOSE OF COUNTERING AND DETERRING CURRENT AND EMERGING GLOBAL THREATS.,0,0,,,541330,,,,,,
N0042122C0025,NEW CONTRACT TO SUPPORT MOBILE MISSIONS SYSTEMS.,0,0,,,541330,,,,,,
FA872322F9009,SHARED EARLY WARNING SYSTEMS 3 (SEWS 3),0,0,,,541330,,,,,,
N6523622F3022,DEFENSE HEALTH READINESS ENGINEERING SUPPORT,0,0,,,541330,,,,,,
HQ085822C0004,"TEAMS-NEXT FACILITIES, LOGISTICS, AND ENVIRONMENTAL  THE PERIOD OF PERFORMANCE START DATE WAS CHANGED TO 09/04/2023 AND THE COMPLETION DATE TO 09/03/2026 ON P00009 DUE TO PROTEST.",0,0,,,541330,,,,,,
N0016422F3005,NON-PERSONAL TECHNICAL ENGINEERING SUPPORT SERVICES FOR CRADLE-TO-GRAVE PROGRAM MANAGEMENT OF PEO IWS COMBAT MANAGEMENT SYSTEMS (CMS).,0,0,,,541330,,,,,,
47QFCA22F0031,GALLANT FOX TO AWARD# 47QFCA22F0031.,0,0,,,541330,,,,,,
12319822F0019,DEPUTY ADMINISTRATOR FOR FINANCIAL MANAGEMENT (DAFM) FINANCIAL SYSTEM SUPPORT SERVICES (FSSS),0,0,,,541330,,,,,,
N0042122F0518,SET UP TASK ORDER AND PROVIDE INITIAL FUNDING,0,0,,,541330,,,,,,
N6600122C4700,PROJECT 7756,0,0,,,541330,,,,,,
FA852322C0001,CONTRACTOR LOGISTICS SUPPORT FOR SPECIALIZED TACTICAL ELECTRONIC WARFARE SYSTEMS (STEWS),0,0,,,541330,,,,,,
N0018922F3027,"JOINT STAFF J6 DD C5I REQUIRES SUPPORT IN THE AREAS OF ARCHITECTURE INTEGRATION, COALITION INTEGRATION, COMMAND AND CONTROL COMBAT CAPABILITY DEVELOPMENT, DATA AND STANDARDS, AND CYBER AND C2 OPERATIONAL DEVELOPMENT.",0,0,,,541330,,,,,,
80GSFC22CA019,OPERATIONS AND MANAGEMENT OF THE NASA BALLOON FACILITY,0,0,,,541330,,,,,,
N0024422F3004,COURSES FOCUS ON HOMELAND SECURITY EDUCATION TO ENHANCE NATIONAL SECURITY AND SAFETY AND CONSIST OF INTENSIVE IN-RESIDENCE SHORT SESSIONS AND NETWORK BASED LEARNING.,0,0,,,541330,,,,,,
N0003022C2023,USFY22/UKFY23 UNITED KINGDOM TECHNICAL SUPPORT CONTRACT,0,0,,,541330,,,,,,
N3220522C4029,N102C/N7 T.LEWIS ABS REGULATORY SERVICES,0,0,,,541330,,,,,,
70T01022F7668N007,TASK ORDER FOR EMPLOYEE PARKING ASSISTANCE PROGRAM (EPAP) SUPPORT SERVICES.,0,0,,,541330,,,,,,
15DDHQ22F00000334,"(T&M) CONTRACT FOR PROFESSIONAL, TECHNICAL AND ADMINISTRATIVE SUPPORT SERVICES (PTASS) FOR THE INTELLIGENCE DIVISION (NC) MERRIFIELD, CHANTILLY, AND ARLINGTON, VA (HQ)",0,0,,,541330,,,,,,
1305M322FNWWX0023,NATIONAL CENTERS FOR ENVIRONMENTAL PREDICTION (NCEP) SCIENTIFIC SUPPORT SERVICES,0,0,,,541330,,,,,,
N0003922F3008,"PROGRAM MANAGEMENT, SCHEDULING, CONTRACT MANAGEMENT, AND ACQUISITION SUPPORT SERVICES IN SUPPORT OF PEO C4I, PMW/A 170.",0,0,,,541330,,,,,,
80GSFC22CA020,GROUND SYSTEMS AND MISSION OPERATIONS (GSMO-3),0,0,,,541330,,,,,,
N0018922F3014,"PROVIDE OPERATIONS AND SUSTAINMENT SUPPORT, SYSTEMS ENGINEERING, SOFTWARE DESIGN/DEVELOPMENT, INTEGRATION, TESTING, INSTALLATION, TRAINING, LIFE CYCLE MAINTENANCE, HELP DESK SERVICES, MANAGEMENT SUPPORT, AND SYSTEM DOCUMENTATION FOR THE GFM/NRRE.",0,0,,,541330,,,,,,
N6660422F3007,"THE CONTRACTOR SHALL PROVIDE SUPPORT IN THE FOLLOWING TASK AREAS: PROGRAM MANAGEMENT, FINANCIAL AND BUSINESS MANAGEMENT, TECHNICAL AND ENGINEERING MANAGEMENT, AND INTEGRATED LOGISTICS SUPPORT SERVICES.",0,0,,,541330,,,,,,
N5523622F3000,"CODE 410A HM&E FTA FOLLOW-ON TASK ORDER AWARD, INCREMENTAL FUNDING OF $2,282,820.00",0,0,,,541330,,,,,,
N0042122F3009,"PROVIDE THE NAWCAD SCMS DIVISION PROJECT MANAGEMENT, SYSTEMS ENGINEERING, CONFIGURATION MANAGEMENT, ACQUISITION, STRATEGY, ORGANIZATIONAL, AND BUDGET EXECUTION SUPPORT REQUIRED TO MEET THE MISSION OF THE SCMS DIVISION.",0,0,,,541330,,,,,,
N6523622F3009,"COMMAND, CONTROL, COMMUNICATIONS, COMPUTER, INTELLIGENCE, SURVEILLANCE, AND RECONNAISSANCE (C4ISR) SUSTAINMENT II",0,0,,,541330,,,,,,
FA850422F0014,C-130 LONG TERM SUSTAINMENT OF C-130 AIRCRAFT FLEET,0,0,,,541330,,,,,,
N6660422F3004,"PROGRAM MANAGEMENT, FINANCIAL AND BUSINESS MANAGEMENT, TECHNICAL AND ENGINEERING MANAGEMENT, INTEGRATED LOGISTICS SUPPORT, AND FOREIGN MILITARY SALES SUPPORT",0,0,,,541330,,,,,,
FA813422F1000,ENGINEERING SUPPORT SERVICES FOR MULTIPLE PLATFORMS.,0,0,,,541330,,,,,,
N0003922F3003,SURTASS OPERATIONS AND MAINTENANCE (O&M) TECHNICIAN CREWS AND FIELD SUPPORT TEAM (FST) TO OPERATE AND MAINTAIN ACTIVE AND PASSIVE SENSOR SYSTEMS NECESSARY TO PROVIDE MOBILE UNDERSEA ACOUSTIC SURVEILLANCE CAPABILITY,0,0,,,541330,,,,,,
W56HZV22F0007,TASK ORDER W56HZV-22-F-0007 IS ISSUED TO AWARD WD# FOV-P-21- F0007-001 TO FUND THE INTEGRATION OF THE HMS MP GEN 2 RADIO SYSTEM FOR THE AMPV.,0,0,,,541330,,,,,,
W58RGZ22C0016,INTEGRATION OF IMPROVED TURBINE ENGINE - APACHE PHASE II,0,0,,,541330,,,,,,
N6274222F0106,"COMPREHENSIVE LONG-TERM ENVIRONMENTAL ACTION NAVY (CLEAN V) NAVFACENGCOM PACIFIC, PH, HI INVESTIGATION, MODELING OF RELEASES, AND GROUNDWATER PROTECTION",0,0,,,541330,,,,,,
N6660422C0102,MAINTENANCE AND OPERATION SERVICES IN SUPPORT OF THE ATLANTIC UNDERSEA TEST & EVALUATION CENTER (AUTEC).,0,0,,,541330,,,,,,
N0016422F3001,"REQUIREMENT FOR A FIVE (5) YEAR SOFTWARE DEVELOPMENT AND CYBER ENGINEERING SUPPORT FOR EXPEDITIONARY SYSTEMS AND PRODUCT LINES IN DIRECT SUPPORT OF THE COMMAND, CONTROL, COMMUNICATIONS, INTELLIGENCE, (C3I) AND CYBERSECURITY DIVISION (JXY).",0,0,,,541330,,,,,,
47QFPA22F0004,U2 MISSION PLANNING CELL SUPPORT SERVICES  SOLICITATION IDS ARE: 47QFPA21Q0023 / 47QFPA21R0025,0,0,,,541330,,,,,,
N0003022C1005,FY22 FC OMNI EO14042,0,0,,,541330,,,,,,
80TECH22FA001,"E014042 NASA SITSS-THE SCOPE OF SERVICES SUPPORT SOLUTIONS FOR ENTERPRISE-WIDE PROCUREMENT (SEWP): BUSINESS SUPPORT, PROGRAM LEVEL SUPPORT, CUSTOMER SUPPORT, CONTRACT HOLDER RELATIONSHIP MANGEMENT, PROCUREMENT/ ACQUISITION, AND TECHNICAL SUPPORT.",0,0,,,541330,,,,,,
N0042122F3000,NAVAL AIR WARFARE CENTER AIRCRAFT DIVISION (NAWCAD) DIGITAL NETWORKS APPLICATIONS DEPARTMENT (DNA) HAS A REQUIREMENT TO PROVIDE ENTERPRISE-WIDE INFORMATION TECHNOLOGY (IT) SERVICES TO THE NAVAL AIR SYSTEMS COMMAND (NAVAIR) AND RESPECTIVE CUSTOMERS.,0,0,,,541330,,,,,,
N0003922F3000,"THIS PROCUREMENT PROVIDES PROGRAM EXECUTIVE OFFICE (PEO), COMMAND, CONTROL, COMMUNICATIONS, COMPUTERS AND INTELLIGENCE (C4I) ENGINEERING SUPPORT SERVICES (ESS) IN SUPPORT OF PROGRAM MANAGER, WARFARE TACTICAL NETWORKS (PMW 160).",0,0,,,541330,,,,,,
N6133122F3001,EXTREME ENVIRONMENTS LIFE SUPPORT BRANCH READINESS SUPPORT SERVICES,0,0,,,541330,,,,,,
N0003022C6001,SP201 SYSTEMS ENGINEERING & INTEGRATION SUPPORT SERVICES,0,0,,,541330,,,,,,
70T04021F7672N028,SECURITY EQUIPMENT DEPLOYMENT SERVICES (SEDS) CHECKPOINT DEPLOYMENT EFFORTS,0,0,,,541330,,,,,,
FA251821F0030,THIS ACQUISITION PROVIDES CYBER DEFENSE ENGINEERING AND TRAINING SERVICES FOR US SPACE FORCE MISSION SYSTEMS.,0,0,,,541330,,,,,,
47QFMA21F0043,ENTERPRISE PROGRAM MANAGEMENT SUPPORT,0,0,,,541330,,,,,,
47QFRA21F0038,CISA PROGRAM MANAGEMENT SUPPORT SERVICES PMSS AWARD,0,0,,,541330,,,,,,
N0017821F3009,CORPORATE IT SERVICES,0,0,,,541330,,,,,,
N0016721F3015,"COMPUTER SIMULATION AND CONTROL, DATA ANALYSIS, SOFTWARE DEVELOPMENT, INFORMATION TECHNOLOGY AND INFORMATION ASSURANCE SUPPORT FOR ENGINEERING SERVICES",0,0,,,541330,,,,,,
W91CRB21F0434,HQDA DCS G-8 PPB BOS SUPPORT SERVICES CONTRACT AWARD.,0,0,,,541330,,,,,,
