source,keyword,notice_id,title,agency,recipient,amount,posted_date,response_deadline,type,url
USAspending,SeaPort,HTC71118FD073,PORTS FOR NATIONAL DEFENSE (PND) STUDIES/GEOGRAPHICAL INFORMATION SYSTEMS (GIS) FOR OCONUS SEAPORTS AND ONSITE GIS SUPPORT,Department of Defense,"GFT INFRASTRUCTURE, INC.",3296129.69,2018-08-01,2023-03-31,Award,
USAspending,SeaPort,N0002425FB064,SEAPORT NXG APPLICATION,Department of Defense,INTERNATIONAL BUSINESS MACHINES CORPORATION,2914337.0,2025-06-01,2025-11-30,Award,
USAspending,SeaPort,W9123622C2040,"CONSTRUCTION OF THE SEAPORT EMBARKATION TRAINING FACILITY AT FORT LEE, VIRGINIA.",Department of Defense,"TST TACTICAL DEFENSE SOLUTIONS, INC.",2728261.91,2021-11-03,2022-12-20,Award,
USAspending,SeaPort,N6833525F3000,"SEAPORT NXG TASK ORDER FOR QUALITY CLERICAL AND ADMINISTRATIVE SUPPORT SERVICES AT LAKEHURST, NJ, SAN DIEGO, CA, AND NORFOLK, VA.",Department of Defense,MORA CONSULTANTS LLC,1265964.0,2025-01-21,2026-01-30,Award,
USAspending,SeaPort,HTC71123FD056,SEAPORT ASSESSMENTS & GIS SUPPORT TO2,Department of Defense,"GFT INFRASTRUCTURE, INC.",1211820.36,2023-04-01,2026-03-31,Award,
USAspending,SeaPort,N4425518F3000,SEAPORT TASK ORDER - THREE PLANNING TECHNICIANS TO SUPPORT ASSET MANAGEMENT DEPARTMENT AT BANGOR,Department of Defense,"AAMCORE, INC.",1018873.32,2018-08-31,2021-09-23,Award,
Tango,SeaPort,,Product Manager (PdM) Combat Service Support Equipment (CSSE) Services RFI,,,0.0,,2025-05-08T17:00:00+00:00,Opportunity,
Tango,SeaPort,,SOURCES SOUGHT- LEADERSHIP DEVELOPMENT TRAINING,,,0.0,,2025-04-11T21:00:00+00:00,Opportunity,
Tango,SeaPort,,MOT Collimators,,,0.0,,2025-04-15T12:00:00+00:00,Opportunity,
Tango,SeaPort,,N61331-26-R-3101 LCAC C4N and Cybersecurity Systems Program Support,,,0.0,,2026-01-30T10:00:00+00:00,Opportunity,
Tango,SeaPort,,Unmanned Maritime Systems (UMS) Support,,,0.0,,2026-01-16T22:00:00+00:00,Opportunity,
Tango,SeaPort,,NUWC Division Newport Seaport Council,,,0.0,,2025-05-14T13:30:00+00:00,Opportunity,
Tango,SeaPort,,"Request for Proposals for Modeling, Simulation, Engineering, Analysis, and Tactics (MSEAT)",,,0.0,,2026-01-26T22:40:00+00:00,Opportunity,
Tango,SeaPort,,N61331-26-R-3104 Fabrication Shop Follow On,,,0.0,,2026-02-23T22:00:00+00:00,Opportunity,
Tango,SeaPort,,Extreme Environments,,,0.0,,2026-02-06T22:00:00+00:00,Opportunity,
Tango,SeaPort,,Virtual Industry Day- NUWC Newport,,,0.0,,2025-05-19T21:00:00+00:00,Opportunity,
Tango,SeaPort,,JO42 - ANNUAL MAINTENANCE & CALIBRATION FOR QUANTIFIT TESTERS,,,0.0,,2025-04-15T19:00:00+00:00,Opportunity,
Tango,SeaPort,,"OFO, HOUSTON FIELD OFFICE & SEAPORT-FIRING RANGE",,,0.0,,2025-02-14T22:00:00+00:00,Opportunity,
Tango,SeaPort,,"Joint Staff, J7 Collective Joint Training Support",,,0.0,,2025-10-03T21:00:00+00:00,Opportunity,
Tango,SeaPort,,Professional Support Services for PEO USC PMS 420 and PMS 495,,,0.0,,2025-12-30T21:00:00+00:00,Opportunity,
Tango,SeaPort,,Mobile at Sea Sensor System Support Services,,,0.0,,2026-01-06T20:00:00+00:00,Opportunity,
USAspending,ALLIANT,0018,SMALL CALIBER AMMUNITION,Department of Defense,ALLIANT TECHSYSTEMS OPERATIONS LLC,668091298.47,2008-01-02,2012-08-31,Award,
USAspending,ALLIANT,0001,"SMALL CALIBER AMMUNITION (5.56MM, 7.62MM, CAL .22, CAL. 30, CAL .45, CAL .50)",Department of Defense,ALLIANT TECHSYSTEMS OPERATIONS LLC,582218089.41,2009-03-24,2013-09-30,Award,
USAspending,ALLIANT,N0001919C0050,SYSTEMS ENGINEERING AND DEVELOPMENT,Department of Defense,ALLIANT TECHSYSTEMS OPERATIONS LLC,562154534.59,2019-03-07,2025-07-30,Award,
USAspending,ALLIANT,N0001917C0005,AGM-88E AARGM ALL UP ROUND (AUR),Department of Defense,ALLIANT TECHSYSTEMS OPERATIONS LLC,370008784.39,2017-08-31,2021-10-31,Award,
USAspending,ALLIANT,N0001919C0049,AGM-88E AARGM ALL UP ROUND (AUR),Department of Defense,ALLIANT TECHSYSTEMS OPERATIONS LLC,351258060.84,2019-07-29,2026-12-31,Award,
USAspending,ALLIANT,0001,"LCAAP PRODUCTION CONTRACT, DELIVERY ORDER 0001 - INITIAL AWARD.",Department of Defense,ALLIANT TECHSYSTEMS OPERATIONS LLC,310813439.87,2012-10-01,2015-03-31,Award,
USAspending,ALLIANT,2032H520F00200,"THE INTERNAL REVENUE SERVICE (IRS), OFFICE OF INFORMATION TECHNOLOGY OFFICE, ISSUES THIS ORDER UNDER GSA ALLIANT 2 (UNRESTRICTED).  ENTERPRISE CASE MANAGEMENT (ECM) SOLUTION INTEGRATION SERVICES",Department of the Treasury,BOOZ ALLEN HAMILTON INC,305453250.98,2020-04-16,2025-10-15,Award,
USAspending,ALLIANT,0002,ESTABLISH DELIVERY ORDER 0002 AND AWARD 5.56MM AND CALIBER .50.,Department of Defense,ALLIANT TECHSYSTEMS OPERATIONS LLC,271723891.98,2013-09-19,2016-03-31,Award,
USAspending,ALLIANT,N0001915C0123,AGM-88E AARGM ALL UP ROUND (AUR),Department of Defense,ALLIANT TECHSYSTEMS OPERATIONS LLC,257201379.89,2015-09-03,2019-02-28,Award,
USAspending,ALLIANT,GSQ0215CJ0011,USSOUTHCOM CONSOLIDATED ENTERPRISE WIDE IT SUPPORT  IGF::OT::IGF,General Services Administration,"ALLIANT SB CTA, LLC",240185407.66,2015-09-29,2020-12-19,Award,
USAspending,ALLIANT,N0001924C0008,AGM-88G AARGM-ER LRIP LOT 3,Department of Defense,ALLIANT TECHSYSTEMS OPERATIONS LLC,237857555.0,2023-11-28,2028-02-29,Award,
USAspending,ALLIANT,0004,"(1) ESTABLISH DELIVERY ORDER 0004 FOR FISCAL YEAR 2016 PRODUCTION ORDERS. (2) AWARD 5.56MM FAMILY CARTRIDGES IN THE AMOUNT OF 107,979,440 EACH, AT A TOTAL PRICE OF $23,362,656.97. (3) PROVIDE PROGRESS PAYMENT INSTRUCTIONS TO INCLUDE A 5% WITHHOLD DUE TO CURRENT DCAA ACCOUNTING SYSTEM AUDIT FINDINGS AND PENDING CONTRACTOR CORRECTIVE ACTION AND FINAL RESOLUTION.",Department of Defense,ALLIANT TECHSYSTEMS OPERATIONS LLC,235990479.1,2016-01-19,2018-09-30,Award,
USAspending,ALLIANT,W52P1J08C0011,"120MM TANK TRAINING AMMUNITION, M865 AND M1002 CARTRIDGES",Department of Defense,ALLIANT TECHSYSTEMS OPERATIONS LLC,233804644.75,2008-02-21,2016-07-31,Award,
USAspending,ALLIANT,0004,200008!2100!000510!AA09  !U.S. ARMY INDUSTRIAL OPERATIONS !DAAA0999D0016  !A!*!0004               !20000427!20010331!618705925!618705925!618705925!N!0MVU3!ALLIANT TECHSYSTEMS INC       !600 2ND ST NE             !HOPKINS             !MN!55343!18188!053!27!EDINA               !HENNEPIN              !MINNESOTA !0001!+000000661008!N!N!000000000000!AD11!RDTE/AMMUNITION-BASIC RESEARCH                    !A1A!AIRFRAMES AND SPARES          !1AHC!OH-58 KIOWA (AHIP)            !3672!5!A!S!*!B!B!*!A !N!U!2!003!B!* !A!N!Z!* !* !N!C!*!A!A!A!A!A!A!*  !*!N!A!C!N!*!*!*!*!*!,Department of Defense,ALLIANT TECHSYSTEMS OPERATIONS LLC,232944539.99,2000-04-27,2008-09-30,Award,
USAspending,ALLIANT,N0001908C0058,"DESIGN, DEVELOP, INTEGRATE, TEST A MULTI-STAGE SUPERSONIC TARGET (MSST)",Department of Defense,ALLIANT TECHSYSTEMS OPERATIONS LLC,225436946.6,2008-08-22,2015-11-30,Award,
USAspending,ALLIANT,W15QKN15C0066,"IGF::OT::IGF CARTRIDGE, 120MM, ADVANCED MULTI-PURPOSE (AMP), XM1147, HIGH EXPLOSIVE MULTI-PURPOSE WITH TRACER (HEMP-T)",Department of Defense,ALLIANT TECHSYSTEMS OPERATIONS LLC,223619804.39,2015-07-28,2027-02-13,Award,
USAspending,ALLIANT,W52P1J17C0025,AWARD FISCAL YEAR 2017 120MM TANK TRAINING AMMUNITION REQUIREMENTS.  OPTIONS FOR FISCAL YEARS 18-21 REQUIREMENTS AVAILABLE TO BE EXERCISED.,Department of Defense,ALLIANT TECHSYSTEMS OPERATIONS LLC,222947801.93,2017-03-29,2024-06-03,Award,
USAspending,ALLIANT,W15QKN10C0050,"EMD PHASE I   CPFF  THIS BASE AWARD IS FOR THE PHASE I ENGINEERING, MANUFACTURE AND DEVELOPMENT STAGE OF THE M829E4 120MM ARMOR PIERCING, FIN STABILIZED, DISCARDING SABOT TRACER CARTRIDGES.",Department of Defense,ALLIANT TECHSYSTEMS OPERATIONS LLC,222747675.02,2010-01-27,2022-01-21,Award,
USAspending,ALLIANT,0007,LAKE CITY ARMY AMMUNITION PLANT (LCAAP) PRODUCTION AWARD FOR SMALL CALIBER AMMUNITION (5.56MM REFERENCE ROUNDS AND ASSOCIATED TESTING).,Department of Defense,ALLIANT TECHSYSTEMS OPERATIONS LLC,221327465.23,2019-02-14,2020-09-15,Award,
USAspending,ALLIANT,W52P1J12C0027,M865 REFURB M1002 FY 12 120MM BASE YEAR,Department of Defense,ALLIANT TECHSYSTEMS OPERATIONS LLC,211393582.98,2012-03-29,2022-03-09,Award,
USAspending,ALLIANT,0022,AWARD OF PRODUCTION BASE SUPPORT (PBS) EFFORTS FOR LAKE CITY ARMY AMMUNITION PLANT (LCAAP),Department of Defense,ALLIANT TECHSYSTEMS OPERATIONS LLC,209467808.71,2013-07-30,2020-09-30,Award,
USAspending,ALLIANT,0006,SMALL CALIBER AMMUNITION PRODUCTION AWARD AT LAKE CITY ARMY AMMUNITION PLANT.,Department of Defense,ALLIANT TECHSYSTEMS OPERATIONS LLC,207984360.43,2018-03-26,2020-03-31,Award,
USAspending,ALLIANT,0003,PROCURE 5.56MM AMMUNITION.,Department of Defense,ALLIANT TECHSYSTEMS OPERATIONS LLC,202843072.85,2014-11-25,2017-03-31,Award,
USAspending,ALLIANT,N0001913C0162,"AGM-88E AARGM FULL RATE PRODUCTION LOT 2: 97 US MISSILES, 15 ITAF MISSILES, 8 RAAF MISSILES, PLUS ASSCOIATED EFFORTS",Department of Defense,ALLIANT TECHSYSTEMS OPERATIONS LLC,202285552.69,2013-09-25,2020-12-31,Award,
USAspending,ALLIANT,0005,5.56MM/7.62MM MARCH AWARDS,Department of Defense,ALLIANT TECHSYSTEMS OPERATIONS LLC,200666230.03,2017-03-24,2019-03-31,Award,
Tango,ALLIANT,,"Alliant 3 GWAC, Request for Proposal (RFP)",,,0.0,,2025-04-11T20:00:00+00:00,Opportunity,
Tango,ALLIANT,,G--NOTICE OF INTENT TO SOLE SOURCE,,,0.0,,2025-07-28T15:00:00+00:00,Opportunity,
Tango,ALLIANT,,Cloud Transformation/Build Integration Partner,,,0.0,,2025-10-15T15:00:00+00:00,Opportunity,
Tango,ALLIANT,,Notice of Intent to Sole Source to Alliant Enterprises LLC for (2) Phillips Expression Patient Care Monitoring,,,0.0,,2025-07-11T10:30:00+00:00,Opportunity,
Tango,ALLIANT,,NOTICE OF INTENT TO CONTRACT WITH A SINGLE SOURCE: FAA Contract Tower (FCT) Aviation Liability Insurance Contract Award Public Announcement,,,0.0,,2025-09-19T20:00:00+00:00,Opportunity,
Tango,ALLIANT,,"6515--NOTICE OF INTENT TO SOLE SOURCE -   EVIS X1 ENDOSCOPY SYSTEM to ALLIANT ENTERPRISES, LLC",,,0.0,,2025-08-20T19:00:00+00:00,Opportunity,
Tango,ALLIANT,,Notice of Intent to Sole Source – Alliant Enterprises,,,0.0,,2025-08-22T17:00:00+00:00,Opportunity,
Tango,ALLIANT,,6515--EQ Endoscopy Equipment in support of the Sioux Falls VAHCS,,,0.0,,2025-07-08T15:00:00+00:00,Opportunity,
Tango,ALLIANT,,Notice of Intent to Sole Source – Alliant Enterprises,,,0.0,,2025-06-23T19:00:00+00:00,Opportunity,
Tango,ALLIANT,,Advanced Technology Insertion and Integration for Weapon Systems,,,0.0,,2025-04-15T20:00:00+00:00,Opportunity,
Tango,ALLIANT,,Notice of Intent - Sole Source - NMCI Support (BRIDGE),,,0.0,,2025-04-18T16:00:00+00:00,Opportunity,
Tango,ALLIANT,,6515--BARIUM SWALLOW STUDY,,,0.0,,2025-07-25T21:00:00+00:00,Opportunity,
Tango,ALLIANT,,6515--Rhinolargynoscopes (VA-25-00057599),,,0.0,,2025-05-01T17:00:00+00:00,Opportunity,
Tango,ALLIANT,,6515--Intent to Sole Source,,,0.0,,2025-03-26T16:00:00+00:00,Opportunity,
Tango,ALLIANT,,BMW 520D Model or Equivalent,,,0.0,,2024-12-09T17:00:00+00:00,Opportunity,
USAspending,CIO-SP3,HHSM500201700023U,IGF::OT::IGF NITAAC CIO-SP3 TASK ORDER FOR ONE PI,Department of Health and Human Services,"OPTUMSERVE TECHNOLOGY SERVICES, INC.",175829543.0,2017-09-30,2024-11-29,Award,
USAspending,CIO-SP3,75FCMC22F0024,NITAAC CIO-SP3 SMALL BUSINESS TASK ORDER OF RE-COMPETED WMS REQUIREMENT,Department of Health and Human Services,A SQUARE GROUP LLC,163875230.64,2022-02-15,2026-02-14,Award,
USAspending,CIO-SP3,DJF161200E0009393,"HUMAN RESOURCE INFORMATION SYSTEM (HRIS), HR SOURCE AWARDED THROUGH NIH CIO-SP3 CONTRACT. IGF::OT::IGF",Department of Justice,ACCENTURE FEDERAL SERVICES LLC,133726155.58,2016-09-28,2023-09-29,Award,
USAspending,CIO-SP3,15M10424FA4700033,"THE U.S. MARSHALS SERVICE (USMS) INFORMATION TECHNOLOGY DIVISION (ITD), FUNCTIONAL OPERATIONS AND RESOURCES FOR CORE ENTERPRISE SERVICES (FORCE). ALL TERMS AND CONDITIONS OF NITAAC CIO-SP3 GWAC #HHSN316201200007W IDIQ APPLY. SAF 52.232-18.",Department of Justice,BAE SYSTEMS TECHNOLOGY SOLUTIONS & SERVICES INC.,73632435.11,2024-09-23,2026-04-22,Award,
USAspending,CIO-SP3,70B06C24F00000767,TASK ORDER FOR HR IT SERVICES OFF OF CIO SP3 SB,Department of Homeland Security,"STEAMPUNK, INC.",63732593.2,2024-09-30,2026-09-29,Award,
USAspending,CIO-SP3,HHSM500201500152U,IGF::OT::IGF TRUSTED THIRD PARTY (TTP) RECOMPETE-----AWARD A NEW TASK ORDER UNDER THE NITAAC CIO-SP3 UNRESTRICTED,Department of Health and Human Services,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",38970791.11,2015-09-28,2019-09-27,Award,
USAspending,CIO-SP3,HHSM500201300079U,IGF::OT::IGF ESRD QIP COMPETITION CIO SP3 SMALL BUSINESS,Department of Health and Human Services,"EDAPTIVE SYSTEMS, LLC",29731341.65,2013-09-25,2016-09-24,Award,
USAspending,CIO-SP3,68HERD24F0055,"THE SERVICES FOR THIS TASK ORDER ARE IN ACCORDANCE WITH THE NITAAC CIO-SP3 RFP NO. C-115303 SUPERFUND ENTERPRISE MANAGEMENT SYSTEM (SEMS) APPLICATION SUPPORT, AND BOOZ ALLEN HAMILTON INC. PROPOSAL DATED JANUARY 19, 2024.",Environmental Protection Agency,BOOZ ALLEN HAMILTON INC,17069633.63,2024-04-22,2026-04-23,Award,
USAspending,CIO-SP3,75N98018F00007,"18-006657 FUNDING THE ""BASE YEAR"" FOR TASK ORDER C-44386-SB UNDER CIO-SP3. THE PERIOD OF PERFORMANCE FOR THIS TASK ORDER IS 9/1/2018 - 8/31/2019. THE POP FOR THE ENTIRE TASK ORDER IS 9/1/2018 - 8/31/2021.",Department of Health and Human Services,LCG SYSTEMS LLC,15844929.3,2018-08-10,2022-02-28,Award,
USAspending,CIO-SP3,70RCSA21FR0000114,AWARD TASK ORDER UNDER CIO-SP3.,Department of Homeland Security,GUIDEHOUSE INC.,15228718.11,2021-09-30,2023-10-31,Award,
USAspending,CIO-SP3,75N91025F00001,TASK ORDER AWARD AGAINST THE NITAAC CIO-SP3 (SMALL BUSINESS) IDIQ,Department of Health and Human Services,"INFORMATION MANAGEMENT SERVICES, INC.",13807726.0,2025-06-21,2026-06-20,Award,
USAspending,CIO-SP3,75N98018F00003,"IGF::OT::IGFCOMPUTER AIDED FACILITIES MANAGEMENT IMPLEMENTATION AND SPACE MANAGEMENT SERVICES, POP 04/01/18 - 03/31/19, #HHSN316201200006W, SOLICITATION#: C-43263-O, CIO-SP3, KYUNG KIM",Department of Health and Human Services,"A-TEK, INC.",9051460.84,2018-04-02,2021-09-30,Award,
USAspending,CIO-SP3,75N98025C00014,"NATIONAL INSTITUTES OF HEALTH (NIH), OFFICE OF INFORMATION TECHNOLOGY (OIT), CIO-SP3 IT SERVICE",Department of Health and Human Services,"DLH, LLC",8496725.76,2025-08-27,2026-02-26,Award,
USAspending,CIO-SP3,DTNH2215F00097,"IGF::OT::IGF  THIS PROCUREMENT REQUESTS TO PUT IN PLACE A CONTRACT UNDER THE GWAC PROGRAM CIO-SP3-SMALL BUSINESS.  SYNEREN TECHNOLOGIES COMPANY IS AN 8A SMALL BUSINESS THROUGH THE GWAC WITH NIH. TASK AREA 5 AND 10 WILL BE USED.  TITLE: SYSTEM SUPPORT FOR  AND MAINTENANCE FOR NDR'S PROBLEM DRIVER POINTER SYSTEM (PDPS)  DESCRIPTION: AWARD NEW 7 YEAR CONTRACT WITH SYNEREN TECHNOLOGIES CORP. FOR THE SYSTEM SUPPORT AND MAINTENANCE OF NDR'S PDPS THROUGH THE GWAC WITH NIH.  ESTIMATED CONTRACT VALUE: $5,256,976.50.  ESTIMATED POP (YEAR1):  9/30/2015 TO 9/29/2016 ESTIMATED COST (YEAR 1): 865,351.77 (FULLY FUNDED THROUGH THIS PR)  THE FOLLOWING DOCUMENTATION IS ATTACHED TO THIS PR: 1) STATEMENT OF WORK (SOW) 2) IGCE 3) SOLE SOURCE JUSTIFICATION 4) SBR FORM SYSTEM MONITORING AND PROBLEM RESOLUTION  (YEAR 1) PRODUCT SERVICE CODE: D318  THIS PROCUREMENT REQUESTS TO PUT IN PLACE A CONTRACT UNDER THE GWAC PROGRAM CIO-SP3-SMALL BUSINESS.  SYNEREN TECHNOLOGIES COMPANY IS AN 8A SMALL BUSINESS THROUGH THE GWAC WITH NIH. TASK AREA 5 AND 10 WILL BE USED.  TITLE: SYSTEM SUPPORT FOR  AND MAINTENANCE FOR NDR'S PROBLEM DRIVER POINTER SYSTEM (PDPS)  DESCRIPTION: AWARD NEW 7 YEAR CONTRACT WITH SYNEREN TECHNOLOGIES CORP. FOR THE SYSTEM SUPPORT AND MAINTENANCE OF NDR'S PDPS THROUGH THE GWAC  WITH NIH.  ESTIMATED CONTRACT VALUE: $5,256,976.50.  ESTIMATED POP (YEAR1):  9/30/2015 TO 9/29/2016 ESTIMATED COST (YEAR 1): 725,350.00   THE FOLLOWING DOCUMENTATION IS ATTACHED TO THIS PR: 1) STATEMENT OF WORK (SOW) 2) IGCE 3) SOLE SOURCE JUSTIFICATION 4) SBR FORM",Department of Transportation,SYNEREN TECHNOLOGIES CORPORATION,7928064.0,2015-09-29,2023-03-29,Award,
USAspending,CIO-SP3,HHSM500201600009U,"IGF::OT::IGF    DBIDS PROCUREMENT THE PURPOSE OF THIS ACTION IS TO PROCURE A CONTRACTOR TO PERFORM THE REQUIREMENTS OF THE DURABLE MEDICAL EQUIPMENT, PROSTHETICS, ORTHOTICS&SUPPLIES (DMEPOS) COMPETITIVE BIDDING SYSTEM (DBIDS) CONTRACT, UNDER THE CIO-SP3 SMALL BUSINESS FOR THE SERVICES LISTED IN THE ATTACHED SOW.",Department of Health and Human Services,"EDAPTIVE SYSTEMS, LLC",7740849.5,2016-05-03,2021-05-24,Award,
USAspending,CIO-SP3,70T02019F3KOIA137,"CONTRACTOR SUPPORT SERVICES FOR THE ENHANCED VETTING AND DISCOVERY ELEMENT FOR THE TRANSPORTATION SECURITY ADMINISTRATION (TSA), INTELLIGENCE AND ANALYSIS (IA) UNDER THE NITAACS CIO-SP3 - SDVOSB - TASK AREA 8 - DIGITAL GOVERNMENT.",Department of Homeland Security,STRATEGIC OPERATIONAL SOLUTIONS INC,7264433.42,2019-09-28,2025-05-19,Award,
USAspending,CIO-SP3,HHSN26300001,IGF::OT::IGF  SCIENCE APPLICATIONS INTERNATIONAL CORPORATION (SAIC) SAIC BASE YEAR FUNDING FOR CIO-SP3; ORDER C-30011,Department of Health and Human Services,"LEIDOS, INC.",6954842.67,2012-09-17,2017-09-16,Award,
USAspending,CIO-SP3,75N98018F00005,"18-006220 F.VELA - FUNDING THE ""BASE YEAR"" FOR TASK ORDER C-44233-SB UNDER CIO-SP3. THE PERIOD OF PERFORMANCE FOR THIS TASK ORDER IS 9/30/2018 - 9/29/2019. THE POP FOR THE ENTIRE TASK ORDER IS 9/30/2018 - 9/29/2221.",Department of Health and Human Services,GUIDEHOUSE DIGITAL LLC,6455888.65,2018-07-26,2022-03-31,Award,
USAspending,CIO-SP3,75N98025F00001,OFFICE OF INFORMATION TECHNOLOGY (OIT) CIO-SP3 IT SERVICE,Department of Health and Human Services,"DLH, LLC",3793678.06,2025-08-01,2025-10-31,Award,
USAspending,CIO-SP3,91003122F0006,BASE:NIH CIO-SP3 GWAC FSA IS ACQUIRING CONTRACT SERVICES TO PROVIDE SUBJECT MATTER EXPERT (SME) SERVICES AND SKILL SETS WITH THE TECHNICAL ABILITIES TO ASSIST FSA WITH TECHNICAL DESIGN OVERSIGHT SERVICES (TDOS),Department of Education,A SQUARE GROUP LLC,3397548.64,2022-06-25,2026-06-24,Award,
USAspending,CIO-SP3,75N98118F00001,"USMC MIP CLOUD SERVICES - ECS FEDERAL LLC TO PROVIDE FUNDING FOR DOD/US MARINE CORPS CIO-SP3-O ""MANPOWER INFORMATION PORTAL MIGRATION"" REQUIREMENT",Department of Health and Human Services,"ECS FEDERAL, LLC",3333946.13,2018-09-29,2021-03-22,Award,
USAspending,CIO-SP3,91003122F0007,"BASE NIH-CIO SP3 FSA ENTERPRISE ARCHITECTURE PROGRAM SUPPORT SERVICES (EAPSS) THAT IMPROVES THE QUALITY , TIMELINESS, AND IMPACT OF THE ENTERPRISE ARCHITECTURE IN DRIVING STRATEGIC BUSINESS TRANSFORMATION AND INVESTMENT PLANNING DECISIONS IN FSA.",Department of Education,TCG INC,1932980.8,2022-06-25,2023-06-24,Award,
USAspending,CIO-SP3,1331L522F13OS0409,TASK ORDER AGAINST NITAAC CIO-SP3 SB CONTRACT FOR PROGRAM MANAGEMENT AND DATA VISUALIZATION SUPPORT FOR CIC OFFICE.,Department of Commerce,"DELMOCK TECHNOLOGIES, INC.",1862718.48,2022-08-01,2023-07-31,Award,
USAspending,CIO-SP3,DOLOPS15F00125,"IGF::OT::IGF  THIS IS A DIRECT 8(A) TASK ORDER THE NIH/NITAAC CIO-SP3 8(A) GWAC #HHSN316201200108W TO PROVIDE SUPPORT SERVICES FOR S/W DEVELOPMENT FOR IT ENGINEERING.  DOL IS LOOKING FOR S/W DEVELOPMENT EXPERTISE IN SUPPORT OF FOUR PROJECTS INVOLVING EXPERTISE IN SOFTWARE SYSTEM DEVELOPMENT, INTEGRATION, TESTING, DEBUGGING, WEBSITE SOFTWARE MAINTENANCE AND SUPPORT, DATA STANDARDS AND DATA SYSTEM ARCHITECTURE FOR DATA EXCHANGE BETWEEN DISPARATE SYSTEMS, AND CIO SUPPORT.",Department of Labor,ZOLON TECH INC.,1857860.11,2015-08-19,2017-02-20,Award,
USAspending,CIO-SP3,91003122F0004,BASE:NIH CIO-SP3 SMALL BUSINESS GWAC FSA IT PORTFOLIO MANAGEMENT (ITPFM)OBJECTIVE IS TO PROVIDE FSA WITH A WELL-PLANNED AND EFFECTIVELY MANAGED IT PORTFOLIO MANAGEMENT AND GOVERNANCE PROCESS.,Department of Education,NOLIJ CONSULTING LLC,1672623.51,2022-06-25,2026-06-24,Award,
Tango,CIO-SP3,,BRIDGE JUSTIFICATION FOR AN EXCEPTION TO FAIR OPPORTUNITY (ORASE/OGD IT Grants Management Systems),,,0.0,,,Opportunity,
Tango,CIO-SP3,,Request for Information: Mobile Telecom Expense Management (TEM) Solution,,,0.0,,2025-11-15T21:00:00+00:00,Opportunity,
Tango,CIO-SP3,,"Justification for Exception to Fair Opportunity (JEFO), Services for Product Engineering and Enterprise Delivery (SPEED) Extension",,,0.0,,,Opportunity,
Tango,CIO-SP3,,"Justification for Exception to Fair Opportunity (JEFO), Services for Product Engineering and Enterprise Delivery (SPEED) Extension",,,0.0,,,Opportunity,
Tango,CIO-SP3,,"Justification for Exception to Fair Opportunity (JEFO), Services for Product Engineering and Enterprise Delivery (SPEED) Extension",,,0.0,,,Opportunity,
Tango,CIO-SP3,,"Justification for Exception to Fair Opportunity (JEFO), Services for Product Engineering and Enterprise Delivery (SPEED) Extension",,,0.0,,,Opportunity,
Tango,CIO-SP3,,"Justification for Exception to Fair Opportunity (JEFO), Services for Product Engineering and Enterprise Delivery (SPEED) Extension",,,0.0,,,Opportunity,
Tango,CIO-SP3,,Cloud Transformation/Build Integration Partner,,,0.0,,2025-10-15T15:00:00+00:00,Opportunity,
Tango,CIO-SP3,,Justification for Exception To Fair Opportunity (JEFO)-Services for Product Engineering and Enterprise Delivery (SPEED),,,0.0,,,Opportunity,
Tango,CIO-SP3,,Justification for Exception To Fair Opportunity (JEFO)-Services for Product Engineering and Enterprise Delivery (SPEED),,,0.0,,,Opportunity,
Tango,CIO-SP3,,Justification for Exception To Fair Opportunity (JEFO)-Services for Product Engineering and Enterprise Delivery (SPEED),,,0.0,,,Opportunity,
Tango,CIO-SP3,,Justification for Exception To Fair Opportunity (JEFO)-Services for Product Engineering and Enterprise Delivery (SPEED),,,0.0,,,Opportunity,
Tango,CIO-SP3,,Justification for Exception To Fair Opportunity (JEFO)-Services for Product Engineering and Enterprise Delivery (SPEED),,,0.0,,,Opportunity,
Tango,CIO-SP3,,Notice of Intent to Sole Source-Integration of IHS Microsoft Intune to HHS SCMS,,,0.0,,2025-05-28T14:00:00+00:00,Opportunity,
Tango,CIO-SP3,,DoD NIPRNet and SIPRNet eDiscovery Software as a Service,,,0.0,,2025-03-12T20:00:00+00:00,Opportunity,
USAspending,Army,W58RGZ08C0003,PROCUREMENT OF 54 EACH ARMY UH-60M BLACK HAWK HELICOPTERS; 18 EACH NAVY MH-60S SEA HAWK HELICOPTERS; 25 EACH NAVY NH-60R SEA HAWK HELICOPTERS; 9 EACH UH-60M BLACK HAWK HELICOPTER FOR BAHRAIN DEFENSE FORCE; TOOLING; PROGRAM SYSTEMS MANAGEMENT; TECHNICAL PUBLICATIONS.,Department of Defense,SIKORSKY AIRCRAFT CORPORATION,9971085290.49,2007-12-12,2016-09-30,Award,
