award_amount,award_id,awarding_agency,awarding_sub_agency,bd_reasons,bd_score,contract_id,description,end_date,extraction_date,is_it_services,naics_code,pop_city,pop_state,priority_tier,psc_code,recipient_name,recipient_uei,size_tier,start_date,sub_recipient_count,subaward_count,subaward_total_value,vendor_prime_count,Column1
460513090.4,CONT_AWD_F1962801C0015_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $100M+; 42 subs; Very active prime,70,F1962801C0015,200106!000028!5700!GV47 !ESC/JSK !F1962801C0015 !A!N!*!N! !20010316!20050531!152670030!008255408!016435559!N!NORTHROP GRUMMAN SYSTEMS CORPO!2000 W NASA BLVD !MELBOURNE !FL!32902!43975!009!12!MELBOURNE !BREVARD !FLORIDA !+000038219323!N!N!000000000000!AC64!RDTE/ELECTRONICS & COMMUNICATION EQ-DEMO/VAL,9/28/2007,1/21/2026,False,,,,HIGH,,NORTHROP GRUMMAN SYSTEMS CORPORATION,PK8PM2GNVMP8,MEDIUM ($100M-500M),3/16/2001,1,42,0,11,
452552410.7,CONT_AWD_W52P1J22F0102_9700_W52P1J19D0044_9700,Department of Defense,Department of the Army,DoD; $100M+; 24 subs; Very active prime,70,W52P1J22F0102,"TASK ORDER FOR LOGCAP EUCOM AOR TO SUPPORT EUROPE PREPAREDNESS FOR SUPPORT AT GERMANY, POLAND, AND ROMANIA AND OTHER POTENTIAL LOCATIONS.",7/23/2023,1/21/2026,False,,,,HIGH,,"KBR SERVICES, LLC",YSQMHRS4HSC5,MEDIUM ($100M-500M),1/15/2022,1,24,0,19,
444882088.2,CONT_AWD_0100_9700_DAAA0902D0007_9700,Department of Defense,Department of the Army,DoD; $100M+; 24 subs; Very active prime,70,100,"200506!000038!2100!W52P1J!U.S. ARMY INDUSTRIAL OPERATIONS !DAAA0902D0007  !A!N! !Y!0100         !      !20041105!20120131!133469119!133469119!964409007!N!KELLOGG BROWN&ROOT SERVICES,!4100 CLINTON DR           !HOUSTON             !TX!77020!00000!   !IZ!*                   !*                     !IRA",4/7/2006,1/21/2026,False,,,,HIGH,,"KBR SERVICES, LLC",YSQMHRS4HSC5,MEDIUM ($100M-500M),11/5/2004,1,24,0,19,
443756680.5,CONT_AWD_0142_9700_DAAA0902D0007_9700,Department of Defense,Department of the Army,DoD; $100M+; 24 subs; Very active prime,70,142,"200608!001444!2100!W52P1J!U.S. ARMY INDUSTRIAL OPERATIONS !DAAA0902D0007  !A!N! !Y!0142         !      !20060616!20120131!133469119!133469119!964409007!N!KELLOGG BROWN&ROOT SERVICES,!4100 CLINTON DR           !HOUSTON             !TX!77020!00000!   !AF!                    !                      !AFG",9/30/2012,1/21/2026,False,,,,HIGH,,"KBR SERVICES, LLC",YSQMHRS4HSC5,MEDIUM ($100M-500M),6/16/2006,1,24,0,19,
438315691.8,CONT_AWD_SPRPA119FE31N_9700_N0001915G0026_9700,Department of Defense,Defense Logistics Agency,DoD; $100M+; 42 subs; Very active prime,70,SPRPA119FE31N,"COMPUTER,RADAR DATA",5/13/2029,1/21/2026,False,,,,HIGH,,NORTHROP GRUMMAN SYSTEMS CORPORATION,PK8PM2GNVMP8,MEDIUM ($100M-500M),9/23/2019,1,42,0,11,
432103516.0,CONT_AWD_F3460199C0006_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; IT Services; $100M+; Active prime; Staffing indicators,70,F3460199C0006,200002!5700!000001!GD80  !OC-ALC/LHD (B52)                !F3460199C0006  !A!*!P00026             !19991102!20081231!007237241!009256819!009256819!N!82918!THE BOEING COMPANY            !3801 S OLIVER ST          !WICHITA             !KS!67210!79000!173!20!WICHITA             !SEDGWICK              !,6/30/2012,1/21/2026,True,,,,HIGH,,THE BOEING COMPANY,XM8ZJ6ML9CW7,MEDIUM ($100M-500M),11/2/1999,0,0,0,5,
400575543.4,CONT_AWD_W56HZV22C0072_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; IT Services; $100M+; Active prime; Staffing indicators,70,W56HZV22C0072,"SYSTEMS TECHNICAL SUPPORT AND SUSTAINMENT SYSTEMS TECHNICAL SUPPORT SERVICES, CONSISTING OF ENGINEERING, LOGISTICS, AND FIELDING SUPPORT FOR THE BRADLEY FIGHTING VEHICLE AND THE MULTIPLE LAUNCH ROCKET SYSTEM CARRIER FAMILIES OF VEHICLES.",4/14/2028,1/21/2026,True,,,,HIGH,,BAE SYSTEMS LAND & ARMAMENTS L.P.,JZCFGJQG7A57,MEDIUM ($100M-500M),9/16/2022,0,0,0,6,
400373487.1,CONT_AWD_FA852917F0001_9700_F0960300D0210_9700,Department of Defense,Defense Contract Management Agency,DoD; $100M+; 42 subs; Very active prime,70,FA852917F0001,"IGF::OT::IGF, JSTARS E-8C PROGRAM SUPPORT",7/15/2021,1/21/2026,False,,,,HIGH,,NORTHROP GRUMMAN SYSTEMS CORPORATION,PK8PM2GNVMP8,MEDIUM ($100M-500M),11/1/2016,1,42,0,11,
2986266447.0,CONT_AWD_0002_9700_W31P4Q09G0001_9700,Department of Defense,Department of the Army,DoD; $1B+; Very active prime,65,2,PREDOMINANT - PATRIOT UAE,4/30/2019,1/21/2026,False,,,,MEDIUM,,RAYTHEON COMPANY,XSV6AZJ6SDJ7,BILLION ($1B-5B),12/17/2008,1,4,0,16,
2395436919.0,CONT_AWD_HQ085621C0003_9700_-NONE-_-NONE-,Department of Defense,Missile Defense Agency,DoD; $1B+; 16 subs,65,HQ085621C0003,"DESIGN, DEVELOPMENT, AND DEVELOPMENTAL TESTING OF THE NEXT GENERATION INTERCEPTOR (NGI) ALL-UP-ROUND (AUR)",12/31/2028,1/21/2026,False,,,,MEDIUM,,NORTHROP GRUMMAN SYSTEMS CORPORATION,F9PAEKAAXGB6,BILLION ($1B-5B),3/25/2021,1,16,0,3,
2067459029.0,CONT_AWD_0019_9700_W56HZV07DM112_9700,Department of Defense,Department of the Army,DoD; $1B+; Very active prime,65,19,"THIS ACTION IS FOR A NEW FOLLOW-ON CONTRACTOR LOGISTICS SUPPORT (CLS) DELIVERY ORDER 0019.  THE CONTRACTOR WILL PROVIDE CONTRACTOR LOGISTICS SUPPORT (CLS) FOR STRYKER FAMILY OF VEHICLES (FOV) IN BOTH GARRISON AND DEPLOYMENT LOCATIONS. THE PERIOD OF PERFORMANCE IS FROM MARCH 1, 2007 THROUGH FEBRUARY ",11/15/2018,1/21/2026,False,,,,MEDIUM,,"GM GDLS DEFENSE GROUP, L.L.C.",LFK5WLJ8KT48,BILLION ($1B-5B),12/21/2006,0,0,0,14,
1989436695.0,CONT_AWD_DASG6098C0001_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $1B+; Very active prime,65,DASG6098C0001,,12/31/2013,1/21/2026,False,,,,MEDIUM,,RAYTHEON COMPANY,XSV6AZJ6SDJ7,BILLION ($1B-5B),10/25/2000,1,4,0,16,
1652954776.0,CONT_AWD_W31P4Q24C0024_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $1B+; Very active prime,65,W31P4Q24C0024,UNDEFINITIED CONTRACT (UCA) FOR LOWER TIER AIR AND MISSILE DEFENSE SYSTEM (LTAMDS),12/19/2030,1/21/2026,False,,,,MEDIUM,,RAYTHEON COMPANY,XSV6AZJ6SDJ7,BILLION ($1B-5B),7/31/2024,1,4,0,16,
1607872305.0,CONT_AWD_W31P4Q23C0036_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $1B+; Very active prime,65,W31P4Q23C0036,REQUIREMENT FOR PATRIOT M903 LAUNCHING STATIONS.,9/30/2030,1/21/2026,False,,,,MEDIUM,,RAYTHEON COMPANY,XSV6AZJ6SDJ7,BILLION ($1B-5B),9/29/2023,1,4,0,16,
1494749765.0,CONT_AWD_HQ014711C0006_9700_-NONE-_-NONE-,Department of Defense,Missile Defense Agency,DoD; $1B+; 16 subs,65,HQ014711C0006,IRBM TARGETS,9/30/2026,1/21/2026,False,,,,MEDIUM,,NORTHROP GRUMMAN SYSTEMS CORPORATION,F9PAEKAAXGB6,BILLION ($1B-5B),3/7/2011,1,16,0,3,
1346571569.0,CONT_AWD_W31P4Q09C0057_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $1B+; Very active prime,65,W31P4Q09C0057,FY 09 ENGINEERING SERVICES BASIC AWARD,6/30/2015,1/21/2026,False,,,,MEDIUM,,RAYTHEON COMPANY,XSV6AZJ6SDJ7,BILLION ($1B-5B),2/1/2009,1,4,0,16,
1316198714.0,CONT_AWD_N0001906C0292_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $1B+; Very active prime,65,N0001906C0292,200602!136716!1700!N00019!NAVAL AIR SYSTEMS COMMAND       !N0001906C0292  !A!N! !N!             !      !20051228!20090930!106632750!106632750!106632750!N!BELL BOEING JOINT PROJECT OFFI!47123 BUSE RD BUILDING 227!PATUXENT RIVER      !MD!20670!27000!439!48!FORT WORTH          !TARRANT               !T,12/31/2010,1/21/2026,False,,,,MEDIUM,,BELL BOEING JOINT PROJECT OFFICE,JHFZTG8ZC9V2,BILLION ($1B-5B),12/28/2005,0,0,0,12,
1311166632.0,CONT_AWD_0026_9700_W56HZV07DM112_9700,Department of Defense,Department of the Army,DoD; $1B+; Very active prime,65,26,MGS MATERIAL,9/30/2015,1/21/2026,False,,,,MEDIUM,,"GM GDLS DEFENSE GROUP, L.L.C.",LFK5WLJ8KT48,BILLION ($1B-5B),1/30/2008,0,0,0,14,
1226657656.0,CONT_AWD_W31P4Q23C0021_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $1B+; Very active prime,65,W31P4Q23C0021,THIS REQUIREMENT IS FOR THE PROCUREMENT OF FIVE (5) PATRIOT FIRING UNITS IN SUPPORT OF THE COUNTRY OF SWITZERLAND.,12/31/2032,1/21/2026,False,,,,MEDIUM,,RAYTHEON COMPANY,XSV6AZJ6SDJ7,BILLION ($1B-5B),3/28/2023,1,4,0,16,
1063505309.0,CONT_AWD_0266_9700_W56HZV07DM112_9700,Department of Defense,Department of the Army,DoD; $1B+; Very active prime,65,266,CALL-UP OF THE 115 VEHICLES,10/31/2014,1/21/2026,False,,,,MEDIUM,,"GM GDLS DEFENSE GROUP, L.L.C.",LFK5WLJ8KT48,BILLION ($1B-5B),9/23/2011,0,0,0,14,
1039368010.0,CONT_AWD_W31P4Q04C0020_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $1B+; Very active prime,65,W31P4Q04C0020,,1/31/2010,1/21/2026,False,,,,MEDIUM,,RAYTHEON COMPANY,XSV6AZJ6SDJ7,BILLION ($1B-5B),1/30/2004,1,4,0,16,
1004767140.0,CONT_AWD_N0001903C3017_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $1B+; Very active prime,65,N0001903C3017,,1/31/2010,1/21/2026,False,,,,MEDIUM,,BELL BOEING JOINT PROJECT OFFICE,JHFZTG8ZC9V2,BILLION ($1B-5B),1/3/2003,0,0,0,12,
1004190582.0,CONT_AWD_DAAE0702CB001_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $1B+; Very active prime,65,DAAE0702CB001,"200208!002560!2100!AE07  !TACOM - WARREN                  !DAAE0702CB001  !A!N! !Y!                   !20020518!20040601!098155158!098155158!098155158!N!GM GDLS DEFENSE GROUP LLC, JV !14920 TWENTY-THREE MILE RO!SHELBY TOWNSHI      !MI!48315!76460!099!26!STERLING HEIGHTS    !MACOMB                !MI",2/28/2009,1/21/2026,False,,,,MEDIUM,,"GM GDLS DEFENSE GROUP, L.L.C.",LFK5WLJ8KT48,BILLION ($1B-5B),5/18/2002,0,0,0,14,
762165354.9,CONT_AWD_0009_9700_M6785407D5030_9700,Department of Defense,Defense Contract Management Agency,DoD; $500M+; 7 subs; Active prime,65,9,CAIMAN MTV (CMTV) CHASSIS,3/31/2013,1/21/2026,False,,,,MEDIUM,,BAE SYSTEMS TACTICAL VEHICLE SYSTEMS LP,MJBJKUMUNBY7,LARGE ($500M-1B),9/2/2010,1,7,0,7,
729645015.0,CONT_AWD_0004_9700_M6785407D5030_9700,Department of Defense,Department of the Navy,DoD; $500M+; 7 subs; Active prime,65,4,LRIP 11 ORDER.,9/30/2009,1/21/2026,False,,,,MEDIUM,,BAE SYSTEMS TACTICAL VEHICLE SYSTEMS LP,MJBJKUMUNBY7,LARGE ($500M-1B),3/14/2008,1,7,0,7,
657131949.1,CONT_AWD_0002_9700_M6785407D5030_9700,Department of Defense,Defense Contract Management Agency,DoD; $500M+; 7 subs; Active prime,65,2,DELIVERY ORDER CAT I AND CAT II MRAP VEHICLES,2/28/2010,1/21/2026,False,,,,MEDIUM,,BAE SYSTEMS TACTICAL VEHICLE SYSTEMS LP,MJBJKUMUNBY7,LARGE ($500M-1B),7/13/2007,1,7,0,7,
555879126.3,CONT_AWD_0003_9700_M6785407D5030_9700,Department of Defense,Department of the Navy,DoD; $500M+; 7 subs; Active prime,65,3,CATEGORY I MRAP,12/31/2012,1/21/2026,False,,,,MEDIUM,,BAE SYSTEMS TACTICAL VEHICLE SYSTEMS LP,MJBJKUMUNBY7,LARGE ($500M-1B),12/18/2007,1,7,0,7,
498061225.0,CONT_AWD_N0002409C2303_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $100M+; 43 subs; Active prime,65,N0002409C2303,FY09 LCS RECURRING CONSTRUCTION,3/31/2013,1/21/2026,False,,,,MEDIUM,,LOCKHEED MARTIN CORPORATION,MJENSFHZJP11,MEDIUM ($100M-500M),3/23/2009,1,43,0,5,
492850226.2,CONT_AWD_FA880810C0002_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $100M+; 13 subs; Very active prime,65,FA880810C0002,MULTI-CAR,9/30/2016,1/21/2026,False,,,,MEDIUM,,LOCKHEED MARTIN CORP,CQWLW9XRQTH5,MEDIUM ($100M-500M),12/1/2009,1,13,0,30,
475022261.1,CONT_AWD_W56KGU16C0010_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $100M+; 16 subs; Very active prime,65,W56KGU16C0010,"IGF::OT::IGF THE PURPOSE OF THIS CONTRACT IS TO REFLECT THE FOLLOWING: 1. IN ACCORDANCE WITH DFARS 704.7001(C)(1), ADMINISTRATIVE CONTRACT NUMBER W56KGU-15-C-0010 HAS BEEN CREATED AND IS ASSOCIATED WITH BASE YEAR CONTRACT W15P7T-13-C-A802 FOR THE SOLE PURPOSE OF COLLECTING AND TRACKING FY 16 PROJECT",9/30/2018,1/21/2026,False,,,,MEDIUM,,THE MITRE CORPORATION,DMHDNDCPWUD1,MEDIUM ($100M-500M),10/1/2016,1,16,0,18,
471786933.7,CONT_AWD_W56KGU15C0010_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $100M+; 16 subs; Very active prime,65,W56KGU15C0010,"IGF::OT::IGF THE PURPOSE OF THIS CONTRACT IS TO REFLECT THE FOLLOWING: 1. IN ACCORDANCE WITH DFARS 704.7001(C)(1), ADMINISTRATIVE CONTRACT NUMBER W56KGU-15-C-0010 HAS BEEN CREATED AND IS ASSOCIATED WITH BASE YEAR CONTRACT W15P7T-13-C-A802 FOR THE SOLE PURPOSE OF COLLECTING AND TRACKING FY 16 PROJECT",9/30/2017,1/21/2026,False,,,,MEDIUM,,THE MITRE CORPORATION,DMHDNDCPWUD1,MEDIUM ($100M-500M),10/1/2015,1,16,0,18,
465160841.0,CONT_AWD_W15P7T12CF600_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $100M+; 16 subs; Very active prime,65,W15P7T12CF600,FUNDING AND ADMINISTRATIVE MOD,4/4/2014,1/21/2026,False,,,,MEDIUM,,THE MITRE CORPORATION,DMHDNDCPWUD1,MEDIUM ($100M-500M),10/3/2011,1,16,0,18,
460574418.7,CONT_AWD_W15P7T09CF600_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $100M+; 16 subs; Very active prime,65,W15P7T09CF600,INCREMENTALLY FUND ENGINEERING SERVICES FOR MITRE WHICH IS A FEDERALLY FUNDED RESEARCH AND DEVELOPMENT CENTER,9/24/2010,1/21/2026,False,,,,MEDIUM,,THE MITRE CORPORATION,DMHDNDCPWUD1,MEDIUM ($100M-500M),10/1/2008,1,16,0,18,
450408372.8,CONT_AWD_W15P7T13CA802_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $100M+; 16 subs; Very active prime,65,W15P7T13CA802,IGF::OT::IGF  NATIONAL SECURITY ENGINEERING CENTER (NSEC) FEDERALLY FUNDED RESEARCH AND DEVELOPMENT CENTER (FFRDC) OPERATED BY THE MITRE CORPORATION.  AWARD OF NEW CONTRACT.,1/31/2015,1/21/2026,False,,,,MEDIUM,,THE MITRE CORPORATION,DMHDNDCPWUD1,MEDIUM ($100M-500M),10/1/2013,1,16,0,18,
442451199.6,CONT_AWD_0001_9700_HQ014712G9000_9700,Department of Defense,Missile Defense Agency,DoD; $100M+; 13 subs; Very active prime,65,1,THE UNITED STATES GOVERNMENT S (USG) TERMINAL HIGH ALTITUDE AREA DEFENSE (THAAD) PROJECT OFFICE HAS THE REQUIREMENT TO PROCURE TWO THAAD BATTERIES WEAPON SYSTEMS IN SUPPORT OF A FOREIGN MILITARY SALES (FMS) CASE ESTABLISHED WITH THE GOVERNMENT OF THE UNITED ARAB EMIRATES (UAE).,5/31/2021,1/21/2026,False,,,,MEDIUM,,LOCKHEED MARTIN CORP,CQWLW9XRQTH5,MEDIUM ($100M-500M),12/30/2011,1,13,0,30,
436539035.8,CONT_AWD_W15P7T13CF600_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $100M+; 16 subs; Very active prime,65,W15P7T13CF600,"MITRE FFRDC CONTRACT- ADMINISTRATIVE CONTRACT NUMBER FOR YEAR FIVE OF THE FIVE YEAR OPTION.  INCREMENTAL FUNDING IN THE AMOUNT OF $2,958,376.00, DD 254 AND PERFORMANCE WORK STATEMENT AMENDMENTS.",3/31/2014,1/21/2026,False,,,,MEDIUM,,THE MITRE CORPORATION,DMHDNDCPWUD1,MEDIUM ($100M-500M),10/1/2012,1,16,0,18,
434578742.6,CONT_AWD_FA489021C0002_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $100M+; 100 subs,65,FA489021C0002,NELLIS AIRCRAFT MAINTENANCE AND SUPPORT SERVICES,12/31/2025,1/21/2026,False,,,,MEDIUM,,"M1 SUPPORT SERVICES, L.P.",PNAFHATW8BD7,MEDIUM ($100M-500M),1/25/2021,1,100,0,4,
432494259.4,CONT_AWD_W15P7T08CF600_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $100M+; 16 subs; Very active prime,65,W15P7T08CF600,MITRE SYSTEM ENGINEERING SERVICES,9/30/2009,1/21/2026,False,,,,MEDIUM,,THE MITRE CORPORATION,DMHDNDCPWUD1,MEDIUM ($100M-500M),10/18/2007,1,16,0,18,
429315620.2,CONT_AWD_HQ085321F0004_9700_HQ014712D0001_9700,Department of Defense,Missile Defense Agency,DoD; $100M+; 13 subs; Very active prime,65,HQ085321F0004,THIS IS THE PRE-OMNIBUS TASK ORDER.  IT IS TO BEGIN THE DEVELOPMENT OF THAAD SOFTWARE 4.1 AND 5.0.,12/31/2025,1/21/2026,False,,,,MEDIUM,,LOCKHEED MARTIN CORP,CQWLW9XRQTH5,MEDIUM ($100M-500M),9/22/2021,1,13,0,30,
397990664.3,CONT_AWD_N0003020C0101_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $100M+; 34 subs; Active prime,65,N0003020C0101,TRIDENT II (D5) LIFE EXTENSION 2 (D5LE2) SSP ALTERATION (SPALT) ADVANCED DEVELOPMENT PROGRAM,9/30/2026,1/21/2026,False,,,,MEDIUM,,LOCKHEED MARTIN CORPORATION,KMEVRAKJVBD3,MEDIUM ($100M-500M),1/31/2020,1,34,0,7,
397295704.1,CONT_AWD_FA880804C0012_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $100M+; 13 subs; Very active prime,65,FA880804C0012,,11/30/2014,1/21/2026,False,,,,MEDIUM,,LOCKHEED MARTIN CORP,CQWLW9XRQTH5,MEDIUM ($100M-500M),11/26/2003,1,13,0,30,
374635550.2,CONT_AWD_W56HZV17C0099_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $100M+; 23 subs; Active prime,65,W56HZV17C0099,"CREATING BASE PREDOMINATE CAR.  THIS ACTION IS AN UNDEFINITIZED CONTRACTUAL ACTION (UCA) AWARD, IN THE AMOUNT OF $46M WITH A NOT TO EXCEED CEILING AMOUNT OF $440M. THIS EFFORT IS FOR THE RESET AND UPGRADE OF 1,085 MRAP LONG WHEEL BASE VEHICLES FOR THE FMS CUSTOMER UNITED ARAB EMIRATES.  ALL DELIVERI",7/31/2019,1/21/2026,False,,,,MEDIUM,,ND DEFENSE LLC,NAX6BAMAUNG9,MEDIUM ($100M-500M),2/28/2017,1,23,0,9,
372089496.2,CONT_AWD_0013_9700_M6785407D5032_9700,Department of Defense,Department of the Navy,DoD; $100M+; 23 subs; Active prime,65,13,MODIFIED PLL - PLUS VEHICLE,12/31/2012,1/21/2026,False,,,,MEDIUM,,ND DEFENSE LLC,NAX6BAMAUNG9,MEDIUM ($100M-500M),1/14/2010,1,23,0,9,
363968825.1,CONT_AWD_FA873015C0002_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $100M+; 24 subs; Active prime,65,FA873015C0002,QATAR CONTRACT #2 UCA,7/21/2023,1/21/2026,False,,,,MEDIUM,,RAYTHEON COMPANY,LWF3QUSCDNG1,MEDIUM ($100M-500M),8/31/2015,1,24,0,5,
23493303927.0,CONT_AWD_HT940216C0002_9700_-NONE-_-NONE-,Department of Defense,Defense Health Agency,DoD; $10B+,60,HT940216C0002,IGF::OT::IGF  MANAGED CARE SUPPORT SERVICES IN SUPPORT OF THE TRICARE PROGRAM,12/31/2025,1/21/2026,False,,,,MEDIUM,,"HEALTH NET FEDERAL SERVICES, LLC",F7NGF6NJFB96,MEGA ($10B+),8/1/2016,1,2,0,3,
21948019381.0,CONT_AWD_MDA90603C0009_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $10B+,60,MDA90603C0009,,10/5/2016,1/21/2026,False,,,,MEDIUM,,TRIWEST HEALTHCARE ALLIANCE CORP,J7M9HPTGJ1S9,MEGA ($10B+),9/9/2003,0,0,0,2,
19414789943.0,CONT_AWD_HT940210C0002_9700_-NONE-_-NONE-,Department of Defense,Defense Health Agency,DoD; $10B+,60,HT940210C0002,"PROVIDE MANAGED CARE SUPPORT TO THE DEPARTMENT OF DEFENSE TRICARE PROGRAM. CONTRACTOR SHALL ASSIST MILITARY HEALTH SYSTEM IN OPERATING AN INTEGRATED HEALTHCARE DELIVERY SYSTEM COMBINING RESOURCES OF THE MILITARY'S DIRECT MEDICAL CARE SYSTEM AND THE CONTRACTORS MANAGED CARE SUPPORT TO PROVIDE HEALTH,",8/25/2025,1/21/2026,False,,,,MEDIUM,,"HEALTH NET FEDERAL SERVICES, LLC",F7NGF6NJFB96,MEGA ($10B+),5/13/2010,1,2,0,3,
16481316420.0,CONT_AWD_MDA90603C0011_9700_-NONE-_-NONE-,Department of Defense,Defense Health Agency,DoD; $10B+,60,MDA90603C0011,,11/22/2016,1/21/2026,False,,,,MEDIUM,,"HEALTH NET FEDERAL SERVICES, LLC",F7NGF6NJFB96,MEGA ($10B+),9/9/2003,1,2,0,3,
13189380078.0,CONT_AWD_HT940212C0001_9700_-NONE-_-NONE-,Department of Defense,Defense Health Agency,DoD; $10B+,60,HT940212C0001,T3 MANAGED CARE SUPPORT CONTRACT FOR WEST REGION,2/15/2019,1/21/2026,False,,,,MEDIUM,,"UNITEDHEALTH MILITARY & VETERANS SERVICES, LLC",VCMHC2WJD466,MEGA ($10B+),3/20/2012,0,0,0,1,
12744887539.0,CONT_AWD_W56HZV05C0724_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $10B+,60,W56HZV05C0724,200512!010860!2100!W56HZV!TACOM - WARREN                  !W56HZV05C0724  !A!N! !Y!             !      !20050923!20141231!016544780!016544780!009256819!N!THE BOEING COMPANY            !J S  MCDONNELL BLVD       !SAINT LOUIS         !MO!63166!65000!510!29!ST. LOUIS           !ST. LOUIS (CITY)      !M,12/31/2014,1/21/2026,False,,,,MEDIUM,,THE BOEING COMPANY,NU3MATKPALM4,MEGA ($10B+),9/23/2005,1,4,0,1,
12644083638.0,CONT_AWD_N0002418C2130_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $10B+,60,N0002418C2130,NAVAL NUCLEAR LABORATORY,9/30/2028,1/21/2026,False,,,,MEDIUM,,"FLUOR MARINE PROPULSION, LLC",CWHMVCX7K1N6,MEGA ($10B+),7/12/2018,0,0,0,1,
12568636131.0,CONT_AWD_0005_9700_W52P1J07D0008_9700,Department of Defense,Department of the Army,DoD; $10B+,60,5,LOGCAP IV SERVICES AFGHANISTAN,9/30/2025,1/21/2026,False,,,,MEDIUM,,"FLUOR INTERCONTINENTAL, INC",XMJWLE5WFT29,MEGA ($10B+),7/7/2009,0,0,0,2,
10928730010.0,CONT_AWD_N0002408C2103_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $10B+,60,N0002408C2103,NUCLEAR REACTOR WORK AT THE BETTIS AND KNOLLS ATOMIC POWER LABORATORIES,9/30/2018,1/21/2026,False,,,,MEDIUM,,BECHTEL MARINE PROPULSION CORPORATION,RXSMGBN74NL7,MEGA ($10B+),9/18/2008,1,4,0,1,
10801259923.0,CONT_AWD_FA821920C0006_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $10B+,60,FA821920C0006,GROUND-BASED STRATEGIC DETERRENT (GBSD) ENGINEERING AND MANUFACTURING DEVELOPMENT (EMD) AND EARLY PRODUCTION AND DEPLOYMENT (P&D),3/10/2029,1/21/2026,False,,,,MEDIUM,,NORTHROP GRUMMAN SYSTEMS CORP,D8QQPFNYJD63,MEGA ($10B+),9/8/2020,0,0,0,1,
10009419769.0,CONT_AWD_F4261098C0001_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $10B+,60,F4261098C0001,200506!000026!5700!FA8214!OO-ALC/PKME/LMKE                !F4261098C0001  !A!N! !Y!             !P01502!20041213!20050701!001563738!004179453!016435559!N!NORTHROP GRUMMAN SPACE & MISSI!888 S 2000 E              !CLEARFIELD          !UT!84015!13850!011!49!CLEARFIELD          !DAVIS                 !U,11/30/2025,1/21/2026,False,,,,MEDIUM,,NORTHROP GRUMMAN SYSTEMS CORPORATION,G7LEFNAN9J74,MEGA ($10B+),7/1/1998,0,0,0,1,
2792812526.0,CONT_AWD_H9400208C0003_9700_-NONE-_-NONE-,Department of Defense,Defense Health Agency,DoD; $1B+; Active prime,60,H9400208C0003,AWARD OF CONTRACT,4/30/2015,1/21/2026,False,,,,MEDIUM,,EXPRESS SCRIPTS INC,QKNTMFZFR6E9,BILLION ($1B-5B),6/27/2008,0,0,0,9,
2681736678.0,CONT_AWD_DAAH2300C0001_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $1B+; Active prime,60,DAAH2300C0001,200006!2100!000717!AH23  !USA AVIATION AND MISSILE COMMAND!DAAH2300C0001  !A!*!*                  !20000320!20001031!047800297!006265946!009256819!N!8V613!MCDONNELL DOUGLAS HELICOPTER C!5000 E. MCDOWELL ROAD     !MESA                !AZ!85215!46000!013!04!MESA                !MARICOPA              !,9/28/2009,1/21/2026,False,,,,MEDIUM,,MCDONNELL DOUGLAS HELICOPTER COMPANY,MY47WV32XFM1,BILLION ($1B-5B),3/20/2000,0,0,0,6,
