award_amount,award_id,awarding_agency,awarding_sub_agency,bd_reasons,bd_score,contract_id,description,end_date,extraction_date,is_it_services,naics_code,pop_city,pop_state,priority_tier,psc_code,recipient_name,recipient_uei,size_tier,start_date,sub_recipient_count,subaward_count,subaward_total_value,vendor_prime_count
474024688.39,CONT_AWD_0001_9700_W56HZV17D0071_9700,Department of Defense,Department of the Army,DoD; $100M+; Active prime,45,0001,"DELIVERY ORDER 0001 IS FOR 2,090 HIGH MOBILITY MULTIPURPOSE WHEELED VEHICLES IN SUPPORT OF THE GOVERNMENT OF AFGHANISTAN.",2020-03-06,2026-01-21,False,,,,STANDARD,,AM GENERAL LLC,NWM1JWVDA853,MEDIUM ($100M-500M),2017-08-29,0,0,0,9
471159233.07,CONT_AWD_W31P4Q25F0017_9700_W31P4Q22D0004_9700,Department of Defense,Department of the Army,DoD; $100M+; Active prime,45,W31P4Q25F0017,INTEGRATED BATTLE COMMAND SYSTEM (IBCS) HARDWARE FULL RATE PRODUCTION FOR WISLA PHASE II.,2028-12-31,2026-01-21,False,,,,STANDARD,,NORTHROP GRUMMAN SYSTEMS CORPORATION,FNBAMFZ3GD53,MEDIUM ($100M-500M),2024-12-31,0,0,0,5
470748151.16,CONT_AWD_W58RGZ10C0006_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $100M+; Active prime,45,W58RGZ10C0006,FY 2010 SHADOW 200 TUAS PERFORMANCE BASED LOGISTICS CONTRACT,2016-12-31,2026-01-21,False,,,,STANDARD,,TEXTRON SYSTEMS CORPORATION,SNJ8YY61GB95,MEDIUM ($100M-500M),2009-11-01,0,0,0,5
465728462.75,CONT_AWD_0041_9700_F3365799D0028_9700,Department of Defense,Department of the Air Force,DoD; $100M+; Active prime,45,0041,RMP LRIP,2013-03-14,2026-01-21,False,,,,STANDARD,,NORTHROP GRUMMAN SYSTEMS CORP,JRVLDEXMYDK8,MEDIUM ($100M-500M),2008-08-15,0,0,0,5
457335699.62,CONT_AWD_B001_9700_SP060012D0459_9700,Department of Defense,Defense Logistics Agency,DoD; $100M+; Active prime,45,B001,"TURBINE FUEL, AVIATION, JP8, FOB ORIGIN TANKER EX CORPUS CHRISTI, TX FOR 65,300,000 USG AT $3.195190/USG.",2013-11-30,2026-01-21,False,,,,STANDARD,,VALERO MARKETING AND SUPPLY CO,CQXWTJPKQJ73,MEDIUM ($100M-500M),2011-12-28,0,0,0,7
454152300.9,CONT_AWD_0007_9700_M6785407D5025_9700,Department of Defense,Department of the Navy,DoD; $100M+; Active prime,45,0007,LRIP 11 ORDER.,2010-12-31,2026-01-21,False,,,,STANDARD,,BAE SYSTEMS LAND & ARMAMENTS L.P.,JZCFGJQG7A57,MEDIUM ($100M-500M),2008-03-14,0,0,0,6
453016277.8,CONT_AWD_FA811022F0001_9700_FA861614D6060_9700,Department of Defense,Department of the Air Force,DoD; $100M+; Active prime,45,FA811022F0001,CY22-24 B-2 PROGRAMMED DEPOT MAINTENANCE,2026-07-26,2026-01-21,False,,,,STANDARD,,NORTHROP GRUMMAN SYSTEMS CORP,JRVLDEXMYDK8,MEDIUM ($100M-500M),2022-01-01,0,0,0,5
452792035.77,CONT_AWD_B001_9700_SP060012D0532_9700,Department of Defense,Defense Logistics Agency,DoD; $100M+; Active prime,45,B001,"CLIN 0101 JP5, FOB ORIGIN, DEER PARK, TX; CLIN 0201 JP5 FOB ORIGIN, DEER PARK, TX; CLIN 0301 JP8, FOB ORIGIN, DEER PARK, TX; CLIN 0401 JP8, FOB ORIGIN, DEER PARK, TX",2012-09-30,2026-01-21,False,,,,STANDARD,,EQUILON ENTERPRISES LLC,QELHKA2CHFP5,MEDIUM ($100M-500M),2011-12-19,0,0,0,9
451206697.64,CONT_AWD_W58RGZ08C0016_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $100M+; Active prime,45,W58RGZ08C0016,PBL CONTRACT,2010-10-31,2026-01-21,False,,,,STANDARD,,TEXTRON SYSTEMS CORPORATION,SNJ8YY61GB95,MEDIUM ($100M-500M),2007-11-01,0,0,0,5
446410971.95,CONT_AWD_N0002406C4415_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $100M+; Active prime,45,N0002406C4415,200608!445660!1700!N00024!NAVAL SEA SYSTEMS COMMAND       !N0002406C4415  !A!N! !N!             !      !20060518!20110817!003175072!824825459!217304393!N!BAE SYSTEMS NORFOLK SHIP REPAI!750 W BERKLEY AVE         !NORFOLK             !VA!23523!57000!710!51!NORFOLK             !NORFOLK (CITY)        !V,2016-07-11,2026-01-21,False,,,,STANDARD,,BAE SYSTEMS NORFOLK SHIP REPAIR INC.,ERMDZBE4J8Q9,MEDIUM ($100M-500M),2006-05-18,0,0,0,5
446327907.27,CONT_AWD_N0003304C5300_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $100M+; Active prime,45,N0003304C5300,,2009-10-16,2026-01-21,False,,,,STANDARD,,AMERICAN OVERSEAS MARINE CO. LLC,XZ1UZ6SWMET9,MEDIUM ($100M-500M),2004-08-31,0,0,0,5
442564039.2,CONT_AWD_FA870223C0001_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $100M+; Active prime,45,FA870223C0001,MITRE NATIONAL SECURITY ENGINEERING CENTER (NSEC) SERVICES FOR THE AIR FORCE,2023-05-15,2026-01-21,False,,,,STANDARD,,THE MITRE CORPORATION,GAVABYGCURL7,MEDIUM ($100M-500M),2022-10-01,0,0,0,6
437088515.79,CONT_AWD_DAAH0103C0024_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $100M+; Active prime,45,DAAH0103C0024,200303!001211!2100!AH01  !USA AVIATION AND MISSILE COMMAND!DAAH0103C0024  !A!N! !N!                   !20021227!20050405!003090198!003090198!001527852!N!AAI CORP                      !YORK RD & INDUSTRY LA     !HUNT VALLEY         !MD!21030!41100!005!24!HUNT VALLEY         !BALTIMORE             !MA,2009-11-30,2026-01-21,False,,,,STANDARD,,TEXTRON SYSTEMS CORPORATION,SNJ8YY61GB95,MEDIUM ($100M-500M),2002-12-27,0,0,0,5
435748755.14,CONT_AWD_N0002416C4306_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $100M+; Active prime,45,N0002416C4306,IGF::CT::IGF EXECUTION PLANNING CVN 77 FY18 DPIA,2024-11-15,2026-01-21,False,,,,STANDARD,,METRO MACHINE CORP.,J1FCJLK5LGU5,MEDIUM ($100M-500M),2016-07-29,0,0,0,5
425649599.19,CONT_AWD_N0042114C0038_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $100M+; Active prime,45,N0042114C0038,AWARDING AND ADDING FUNDING TO THE CONTRACT,2020-12-12,2026-01-21,False,,,,STANDARD,,PAE APPLIED TECHNOLOGIES LLC,K55GHE7FCEF5,MEDIUM ($100M-500M),2014-09-10,0,0,0,6
417696862.37,CONT_AWD_W912CH24F0229_9700_W56HZV17D0071_9700,Department of Defense,Department of the Army,DoD; $100M+; Active prime,45,W912CH24F0229,HMMWV PRODUCTION CONTRACT,2026-09-30,2026-01-21,False,,,,STANDARD,,AM GENERAL LLC,NWM1JWVDA853,MEDIUM ($100M-500M),2024-08-23,0,0,0,9
416010021.31,CONT_AWD_W56HZV22F0412_9700_W56HZV22D0002_9700,Department of Defense,Department of the Army,DoD; $100M+; Active prime,45,W56HZV22F0412,CONTACT MAINTENANCE TRUCKS PRODUCTION. DELIVERY ORDER FOR 254 HMMWV CHASSIS AND 813 SECM ENCLOSURES.,2028-05-31,2026-01-21,False,,,,STANDARD,,AM GENERAL LLC,NWM1JWVDA853,MEDIUM ($100M-500M),2022-09-09,0,0,0,9
414866327.68,CONT_AWD_FA870222C0001_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $100M+; Active prime,45,FA870222C0001,MITRE NATIONAL SECURITY ENGINEERING CENTER (NSEC) SERVICES FOR THE AIR FORCE,2023-09-30,2026-01-21,False,,,,STANDARD,,THE MITRE CORPORATION,GAVABYGCURL7,MEDIUM ($100M-500M),2021-10-01,0,0,0,6
413590835.13,CONT_AWD_N0001922C0042_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $100M+; Active prime,45,N0001922C0042,"DON LAIRCM FY22 PRODUCTION WRA, ASSOCIATED SEPM, AND TECHNICAL STUDIES. THIS CONTRACT ALSO ESTABLISHES OPTION YEAR 1 CLINS FOR FY23 DON LAIRCM PRODUCTION WRAS AND ASSOCIATED SEPM",2028-12-29,2026-01-21,False,,,,STANDARD,,NORTHROP GRUMMAN SYSTEMS CORPORATION,E4X3BLZPPPX3,MEDIUM ($100M-500M),2022-04-01,0,0,0,6
412978438.0,CONT_AWD_N0002405C4409_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $100M+; Active prime,45,N0002405C4409,200506!179106!1700!N00024!NAVAL SEA SYSTEMS COMMAND       !N0002405C4409  !A!N! !N!             !      !20050324!20100930!080911274!824825459!217304393!N!BAE SYSTEMS SAN DIEGO SHIP REP!FOOT OF SAMPSON ST        !SAN DIEGO           !CA!92170!66000!073!06!SAN DIEGO           !SAN DIEGO             !C,2010-05-13,2026-01-21,False,,,,STANDARD,,BAE SYSTEMS SAN DIEGO SHIP REPAIR INC.,ZMBFGXHLGLM3,MEDIUM ($100M-500M),2005-03-24,0,0,0,5
410190307.0,CONT_AWD_N0001905C0050_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $100M+; Active prime,45,N0001905C0050,"200510!303493!1700!N00019!NAVAL AIR SYSTEMS COMMAND       !N0001905C0050  !A!N! !N!             !      !20050712!20070131!060605883!962960589!962960589!N!ROCKWELL COLLINS, INC         !400 COLLINS RD NE         !CEDAR RAPIDS        !IA!52498!12000!113!19!CEDAR RAPIDS        !LINN                  !I",2011-07-31,2026-01-21,False,,,,STANDARD,,"ROCKWELL COLLINS, INC.",J4Q3HP6NHK47,MEDIUM ($100M-500M),2005-07-12,0,0,0,7
409874598.62,CONT_AWD_FA810604C0006_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $100M+; Active prime,45,FA810604C0006,200505!000013!5700!FA8106!OC-ALC/LAD CLS                  !FA810604C0006  !A!N! !N!             !P00003!20041104!20050930!007237241!007237241!009256819!N!THE BOEING COMPANY            !4615 SOUTH OLIVER         !WICHITA             !KS!67210!79000!173!20!WICHITA             !SEDGWICK              !K,2010-03-31,2026-01-21,False,,,,STANDARD,,THE BOEING COMPANY,XM8ZJ6ML9CW7,MEDIUM ($100M-500M),2004-09-30,0,0,0,5
405543261.8,CONT_AWD_F4168901C0006_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $100M+; Active prime,45,F4168901C0006,,2006-09-30,2026-01-21,False,,,,STANDARD,,PAE APPLIED TECHNOLOGIES LLC,K55GHE7FCEF5,MEDIUM ($100M-500M),2002-07-16,0,0,0,6
404963641.13,CONT_AWD_N0001913C0004_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $100M+; Active prime,45,N0001913C0004,E-6B BLOCK I/ IPBE PHASE 3 MOD KITS,2021-06-30,2026-01-21,False,,,,STANDARD,,"ROCKWELL COLLINS, INC.",J4Q3HP6NHK47,MEDIUM ($100M-500M),2012-11-27,0,0,0,7
404565082.2,CONT_AWD_FA810605C0001_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $100M+; Active prime,45,FA810605C0001,,2014-03-31,2026-01-21,False,,,,STANDARD,,PAE APPLIED TECHNOLOGIES LLC,K55GHE7FCEF5,MEDIUM ($100M-500M),2005-01-26,0,0,0,6
404192346.59,CONT_AWD_DAAH2301C0092_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $100M+; Active prime,45,DAAH2301C0092,200506!001162!2100!W58RGZ!USA AVIATION AND MISSILE COMMAND!DAAH2301C0092  !A!N! !N!             !P00027!20050323!20040331!047800297!006265946!009256819!N!DOUGLAS MCDONNELL HELICOPTER C!5000 E MCDOWELL RD        !MESA                !AZ!85215!46000!013!04!MESA                !MARICOPA              !A,2014-03-31,2026-01-21,False,,,,STANDARD,,MCDONNELL DOUGLAS HELICOPTER COMPANY,MY47WV32XFM1,MEDIUM ($100M-500M),2001-03-23,0,0,0,6
401091113.62,CONT_AWD_DAAH2399C0111_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $100M+; Active prime,45,DAAH2399C0111,199911!2100!1239!AH23 !USA AVIATION AND MISSILE COMMAND!DAAH2399C0111  !A!*!*                  !19990423!19990930!047800297!006265946!009256819!N!8V613!MCDONNELL DOUGLAS HELICOPTER C!5000 E MCDOWELL RD        !MESA                !AZ!85215!46000!013!04!MESA                !MARICOPA              !ARI,2011-06-30,2026-01-21,False,,,,STANDARD,,MCDONNELL DOUGLAS HELICOPTER COMPANY,MY47WV32XFM1,MEDIUM ($100M-500M),1999-04-23,0,0,0,6
400720830.54,CONT_AWD_0012_9700_M6785407D5031_9700,Department of Defense,Defense Contract Management Agency,DoD; $100M+; Active prime,45,0012,CAT I INDEPENDENT SUSPENSION,2011-09-09,2026-01-21,False,,,,STANDARD,,GENERAL DYNAMICS LAND SYSTEMS - FORCE PROTECTION INC.,HDBEN6SW3531,MEDIUM ($100M-500M),2009-04-08,0,0,0,5
400622292.92,CONT_AWD_N6134017C0007_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $100M+; Active prime,45,N6134017C0007,IGF::OT::IGF TCTS INCREMENT II (TCTS INC II),2027-03-28,2026-01-21,False,,,,STANDARD,,"ROCKWELL COLLINS, INC.",J4Q3HP6NHK47,MEDIUM ($100M-500M),2017-03-28,0,0,0,7
396319866.19,CONT_AWD_B001_9700_SP060007D0488_9700,Department of Defense,Defense Logistics Agency,DoD; $100M+; Active prime,45,B001,"FUEL, NAVAL DISTILLATE (F76); TURBINE FUEL, AVIATION (JP5); TURBINE FUEL, AVIATION (JP8); & GASOLINE, AUTOMOTIVE, UNLEADED (MUM)",2008-07-30,2026-01-21,False,,,,STANDARD,,MOTOR OIL (HELLAS) CORINTH REFINERIES S.A.,HPBTLPA2JR77,MEDIUM ($100M-500M),2007-06-12,0,0,0,5
396227744.4,CONT_AWD_FA880709C0002_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $100M+; Active prime,45,FA880709C0002,DAGR FOLLOW-ON,2017-06-30,2026-01-21,False,,,,STANDARD,,"ROCKWELL COLLINS, INC.",J4Q3HP6NHK47,MEDIUM ($100M-500M),2009-03-10,0,0,0,7
393393819.87,CONT_AWD_FA870221C0001_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $100M+; Active prime,45,FA870221C0001,RESEARCH AND DEVELOPMENT,2021-09-30,2026-01-21,False,,,,STANDARD,,THE MITRE CORPORATION,GAVABYGCURL7,MEDIUM ($100M-500M),2020-10-01,0,0,0,6
384721535.0,CONT_AWD_N0002424C4418_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $100M+; Active prime,45,N0002424C4418,USS BATAAN (LHD 5)FY 24 DSRA,2026-05-21,2026-01-21,False,,,,STANDARD,,METRO MACHINE CORP.,J1FCJLK5LGU5,MEDIUM ($100M-500M),2024-03-22,0,0,0,5
383434516.27,CONT_AWD_W58RGZ19C0018_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $100M+; Active prime,45,W58RGZ19C0018,"US ARMY CONTRACTING COMMAND-REDSTONE (ACC-REDSTONE) IS AWARDING THIS CONTRACT W58RGZ-19-C-0018 FOR THE U.S. ARMY AVIATION AND MISSILE COMMAND (AMCOM) AMCOM LOGISTICS CENTER (ALC) AVIATION FIELD MAINTENANCE (AFM) REQUIREMENT FOR WORLDWIDE AVIATION MAINTENANCE. THIS REQUIREMENT INCLUDES, BUT IS NOT LI",2026-11-30,2026-01-21,False,,,,STANDARD,,DYNCORP INTERNATIONAL LLC,ML6KL68PHMK3,MEDIUM ($100M-500M),2019-05-13,0,0,0,5
382847000.32,CONT_AWD_B001_9700_SP060012D0494_9700,Department of Defense,Defense Logistics Agency,DoD; $100M+; Active prime,45,B001,"AWARDED 11,000,000 USG OF JA1 AND 112,113,000 OF JP8 FOR AEM PURCHASE PROGRAM.",2013-07-30,2026-01-21,False,,,,STANDARD,,MOTOR OIL (HELLAS) CORINTH REFINERIES S.A.,HPBTLPA2JR77,MEDIUM ($100M-500M),2012-06-08,0,0,0,5
381048496.15,CONT_AWD_B001_9700_SP060008D0502_9700,Department of Defense,Defense Logistics Agency,DoD; $100M+; Active prime,45,B001,"TURBINE FUEL, AVIATION, JP8",2009-10-30,2026-01-21,False,,,,STANDARD,,VALERO MARKETING AND SUPPLY CO,CQXWTJPKQJ73,MEDIUM ($100M-500M),2008-09-18,0,0,0,7
373032203.43,CONT_AWD_N0003382C1036_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $100M+; Active prime,45,N0003382C1036,,2011-01-15,2026-01-21,False,,,,STANDARD,,AMERICAN OVERSEAS MARINE CO. LLC,XZ1UZ6SWMET9,MEDIUM ($100M-500M),2000-07-01,0,0,0,5
372964518.68,CONT_AWD_B001_9700_SP060011D0450_9700,Department of Defense,Defense Logistics Agency,DoD; $100M+; Active prime,45,B001,"TURBINE FUEL, AVIATION, JP8",2012-01-30,2026-01-21,False,,,,STANDARD,,VALERO MARKETING AND SUPPLY CO,CQXWTJPKQJ73,MEDIUM ($100M-500M),2010-10-14,0,0,0,7
372060768.19,CONT_AWD_HQ014718F0022_9700_HQ014718D0005_9700,Department of Defense,Missile Defense Agency,DoD; $100M+; Active prime,45,HQ014718F0022,IGF::OT::IGF CONTRACT.  THE PRIMARY PURPOSE OF THIS TASK ORDER IS TO IDENTIFY AND OPERATIONALIZE OVERHEAD PERSISTENT INFRARED (OPIR) AND OTHER SENSOR EXPLOITATION CAPABILITIES WHICH PROVIDE EARLY INTERCEPT OPPORTUNITIES AND INCREASE RAID HANDLING OF THE BALLISTIC MISSILE DEFENSE SYSTEM (BMDS).  THE ,2026-03-04,2026-01-21,False,,,,STANDARD,,NORTHROP GRUMMAN SYSTEMS CORPORATION,FNBAMFZ3GD53,MEDIUM ($100M-500M),2018-03-02,0,0,0,5
371769369.56,CONT_AWD_0007_9700_M6785407D5031_9700,Department of Defense,Department of the Navy,DoD; $100M+; Active prime,45,0007,"LRIP 10 DO 0007 VEHICLES, ILS AND ECP'S",2011-05-31,2026-01-21,False,,,,STANDARD,,GENERAL DYNAMICS LAND SYSTEMS - FORCE PROTECTION INC.,HDBEN6SW3531,MEDIUM ($100M-500M),2007-12-18,0,0,0,5
371691606.38,CONT_AWD_N0001913C0026_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $100M+; Active prime,45,N0001913C0026,PROCUREMENT OF 2 C-40A CLIPPER AIRCRAFT FOR THE U.S. NAVY,2020-08-31,2026-01-21,False,,,,STANDARD,,THE BOEING COMPANY,XM8ZJ6ML9CW7,MEDIUM ($100M-500M),2012-12-20,0,0,0,5
371160823.31,CONT_AWD_FA870220C0001_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $100M+; Active prime,45,FA870220C0001,MITRE PROFESSIONAL ENGINEERING SERVICES,2020-09-30,2026-01-21,False,,,,STANDARD,,THE MITRE CORPORATION,GAVABYGCURL7,MEDIUM ($100M-500M),2019-10-01,0,0,0,6
367311422.31,CONT_AWD_N0003382C1034_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $100M+; Active prime,45,N0003382C1034,,2009-10-16,2026-01-21,False,,,,STANDARD,,AMERICAN OVERSEAS MARINE CO. LLC,XZ1UZ6SWMET9,MEDIUM ($100M-500M),2000-07-01,0,0,0,5
366770927.79,CONT_AWD_N0002411C4303_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $100M+; Active prime,45,N0002411C4303,PLANNING,2019-03-15,2026-01-21,False,,,,STANDARD,,METRO MACHINE CORP.,J1FCJLK5LGU5,MEDIUM ($100M-500M),2010-12-07,0,0,0,5
365139215.01,CONT_AWD_0008_9700_FA862612D2137_9700,Department of Defense,Defense Contract Management Agency,DoD; $100M+; Active prime,45,0008,WAX POD UPGRADES,2019-08-31,2026-01-21,False,,,,STANDARD,,NORTHROP GRUMMAN SYSTEMS CORPORATION,E4X3BLZPPPX3,MEDIUM ($100M-500M),2014-09-24,0,0,0,6
364981571.92,CONT_AWD_W56HZV20F0398_9700_W56HZV17D0071_9700,Department of Defense,Department of the Army,DoD; $100M+; Active prime,45,W56HZV20F0398,PROCURE HMMWV FOR JORDAN AND ARMY,2023-12-31,2026-01-21,False,,,,STANDARD,,AM GENERAL LLC,NWM1JWVDA853,MEDIUM ($100M-500M),2020-07-15,0,0,0,9
364797791.68,CONT_AWD_N0001919C0011_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $100M+; Active prime,45,N0001919C0011,FY19 PRODUCTION UNDEFINITIZED CONTRACT ACTION (UCA),2023-12-29,2026-01-21,False,,,,STANDARD,,NORTHROP GRUMMAN SYSTEMS CORPORATION,E4X3BLZPPPX3,MEDIUM ($100M-500M),2019-04-30,0,0,0,6
363614577.22,CONT_AWD_N0002412C4403_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $100M+; Active prime,45,N0002412C4403,SAN DIEGO LPD 4&LSD 41/49 NON-DOCKING MSMO,2018-04-19,2026-01-21,False,,,,STANDARD,,BAE SYSTEMS SAN DIEGO SHIP REPAIR INC.,ZMBFGXHLGLM3,MEDIUM ($100M-500M),2012-06-29,0,0,0,5
363433915.4,CONT_AWD_N0003382C1032_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $100M+; Active prime,45,N0003382C1032,,2011-01-15,2026-01-21,False,,,,STANDARD,,AMERICAN OVERSEAS MARINE CO. LLC,XZ1UZ6SWMET9,MEDIUM ($100M-500M),2000-07-03,0,0,0,5
362618637.36,CONT_AWD_B001_9700_SP060013D0463_9700,Department of Defense,Defense Logistics Agency,DoD; $100M+; Active prime,45,B001,AVIATION TURBINE FUEL JP8/JAA,2014-06-30,2026-01-21,False,,,,STANDARD,,EQUILON ENTERPRISES LLC,QELHKA2CHFP5,MEDIUM ($100M-500M),2013-06-25,0,0,0,9
361318950.0,CONT_AWD_B001_9700_SP060012D0555_9700,Department of Defense,Defense Logistics Agency,DoD; $100M+; Active prime,45,B001,"TURBINE, AVIATION FUEL, JP5 FOR 139,500,000 USG FOB ORIGIN PIPELINE EX BENICIA, CA",2013-06-30,2026-01-21,False,,,,STANDARD,,VALERO MARKETING AND SUPPLY CO,CQXWTJPKQJ73,MEDIUM ($100M-500M),2012-05-25,0,0,0,7
499747984.62,CONT_AWD_DAAH0102CR190_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $100M+,35,DAAH0102CR190,,2031-12-03,2026-01-21,False,,,,STANDARD,,JVYS,SH2QXKRSD8M8,MEDIUM ($100M-500M),2002-06-17,0,0,0,3
497680916.4,CONT_AWD_B001_9700_SP060009D0500_9700,Department of Defense,Defense Logistics Agency,DoD; $100M+,35,B001,"AS STATED ON THE AWARD ENTRY, THIS REQUIREMENT IS FOR JA1 FOR USE BY U.S. AND COALITION FORCES OPERATING IN KUWAIT AND IRAQ.",2010-06-30,2026-01-21,False,,,,STANDARD,,KUWAIT PETROLEUM CORPORATION,ZVWVT75MM888,MEDIUM ($100M-500M),2009-07-01,0,0,0,3
496090358.88,CONT_AWD_DABK0303C0018_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $100M+,35,DABK0303C0018,"200312!000945!2100!BK03  !ACA, FORT BENNING               !DABK0303C0018  !A!N! !Y!                   !20030718!20130630!083957956!083957956!083957956!N!LABOR, GEORGIA DEPARTMENT OF  !5238 ROYAL WOODS PKWY STE !TUCKER              !GA!30084!30760!215!13!FORT BENNING        !MUSCOGEE              !GE",2016-07-31,2026-01-21,False,,,,STANDARD,,GEORGIA VOCATIONAL REHABILITATION AGENCY,DLM1KL6LJ5M9,MEDIUM ($100M-500M),2003-07-18,0,0,0,1
495583991.67,CONT_AWD_W52P1J05C0036_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $100M+,35,W52P1J05C0036,,2013-11-22,2026-01-21,False,,,,STANDARD,,"DSE, INC.",TNPZNL1R9W17,MEDIUM ($100M-500M),2005-04-29,0,0,0,1
495580376.99,CONT_AWD_B001_9700_SP060011D0520_9700,Department of Defense,Defense Logistics Agency,DoD; $100M+,35,B001,"25,493,000 USG OF F76, FOB ORIGIN TANKER EX CHERRY POINT, WA 105,334,000 USG OF JP8, FOB ORIGIN TANKER EX CHERRY POINT, WA",2012-06-29,2026-01-21,False,,,,STANDARD,,BP WEST COAST PRODUCTS LLC,DK56VFNQXPM6,MEDIUM ($100M-500M),2011-09-30,0,0,0,3
495185497.82,CONT_AWD_W58RGZ13C0010_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $100M+,35,W58RGZ13C0010,CONTRACTOR LOGISTIC SUPPORT FOR HUNTER FY13,2019-09-30,2026-01-21,False,,,,STANDARD,,NORTHROP GRUMMAN SYSTEMS CORPORATION,WNFAAJU8F1X1,MEDIUM ($100M-500M),2012-10-30,0,0,0,2
493446477.77,CONT_AWD_0020_9700_W9113M07D0007_9700,Department of Defense,Department of the Army,DoD; $100M+,35,0020,CNTPO SUPPORT - BASE YEAR,2014-12-31,2026-01-21,False,,,,STANDARD,,NORTHROP GRUMMAN SYSTEMS CORPORATION,NTWLQLLJ63D5,MEDIUM ($100M-500M),2008-09-26,0,0,0,1
493283902.68,CONT_AWD_W58RGZ18C0001_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $100M+,35,W58RGZ18C0001,LIMITED INTERIM MISSILE WARNING SYSTEM (LIMWS) A-KITS AND B-KITS,2024-06-30,2026-01-21,False,,,,STANDARD,,BAE SYSTEMS INFORMATION AND ELECTRONIC SYSTEMS INTEGRATION INC.,F9AVUZ8YBGQ6,MEDIUM ($100M-500M),2017-12-15,0,0,0,3
489099894.19,CONT_AWD_N0002416C6412_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $100M+,35,N0002416C6412,MK48 MOD 7 G&C SECTION POM/FIRST ARTICLE,2027-09-30,2026-01-21,False,,,,STANDARD,,"LOCKHEED MARTIN SIPPICAN, INC.",YS2TNLEU8EK3,MEDIUM ($100M-500M),2016-05-24,0,0,0,1
488282939.37,CONT_AWD_FA872320F9001_9700_GS00Q14OADU120_4732,Department of Defense,Department of the Air Force,DoD; $100M+,35,FA872320F9001,NORTH AMERICAN AEROSPACE DEFENSE COMMAND CHEYENNE MOUNTAIN COMPLEX-INTEGRATED TACTICAL WARNING/ATTACK (NISSC II),2026-06-25,2026-01-21,False,,,,STANDARD,,"AMENTUM TECHNOLOGY, INC.",H2RGSKWXKHQ5,MEDIUM ($100M-500M),2020-06-25,0,0,0,4
486176574.59,CONT_AWD_0005_9700_W15P7T06DL219_9700,Department of Defense,Defense Contract Management Agency,DoD; $100M+,35,0005,WWSS WINT 0014,2020-12-31,2026-01-21,False,,,,STANDARD,,CPI SATCOM & ANTENNA TECHNOLOGIES INC.,KL3FGJUARFC3,MEDIUM ($100M-500M),2007-08-21,0,0,0,1
486085495.16,CONT_AWD_N6133900C0002_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $100M+,35,N6133900C0002,,2011-03-31,2026-01-21,False,,,,STANDARD,,CAE USA INC.,HVQBAL5E7R23,MEDIUM ($100M-500M),1999-10-26,0,0,0,3
