award_amount,award_id,awarding_agency,bd_reasons,bd_score,competitor_present,competitors,description,end_date,fiscal_year,is_base_year,job_activity,lifecycle_phase,naics_code,piid,pop_city,pop_state,psc_code,recipient_name,recipient_uei,runway_years,source,start_date,sub_agency
23493303927.12,HT940216C0002,Department of Defense,DoD; $500M+; 5 Jobs,50,False,,IGF::OT::IGF  MANAGED CARE SUPPORT SERVICES IN SUPPORT OF THE TRICARE PROGRAM,2025-12-31,2023,False,5,Late Stage,,,,CA,,"HEALTH NET FEDERAL SERVICES, LLC",F7NGF6NJFB96,-0.1,USAspending,2016-08-01,Defense Health Agency
12568636130.95,0005,Department of Defense,DoD; $500M+; 5 Jobs,50,False,,LOGCAP IV SERVICES AFGHANISTAN,2025-09-30,2023,False,5,Late Stage,,,,,,"FLUOR INTERCONTINENTAL, INC",XMJWLE5WFT29,-0.3,USAspending,2009-07-07,Department of the Army
11204226412.65,FA863412C2651,Department of Defense,DoD; $500M+; 5 Jobs,50,False,,RSAF F-15 FLEET MODERNIZATION PROGRAM,2023-05-31,2023,False,5,Late Stage,,,,MO,,THE BOEING COMPANY,JJM4FRDZJDX1,-2.6,USAspending,2012-03-08,Department of the Air Force
7631436146.72,FA880219C0001,Department of Defense,DoD; $500M+; 5 Jobs,50,False,,FY19 ENGINEERING SERVICES,2026-01-20,2023,False,5,Late Stage,,,,CA,,THE AEROSPACE CORPORATION,YA8LJBJCND19,-0.0,USAspending,2018-10-01,Department of the Air Force
7377629917.55,0004,Department of Defense,DoD; $500M+; 5 Jobs,50,False,,LOGCAP IV SERVICES IN AFGHANISTAN,2022-06-30,2023,False,5,Late Stage,,,,,,"AMENTUM SERVICES, INC.",QEMLRQA7PLG4,-3.6,USAspending,2009-07-07,Department of the Army
29485980901.28,FA862511C6600,Department of Defense,DoD; $500M+; 5 Jobs,50,False,,KC-X MODERNIZATION PROGRAM,2027-07-31,2022,False,5,Late Stage,,,,WA,,THE BOEING COMPANY,WZWRLY4G3PL8,1.5,USAspending,2011-02-24,Department of the Air Force
23493303927.12,HT940216C0002,Department of Defense,DoD; $500M+; 5 Jobs,50,False,,IGF::OT::IGF  MANAGED CARE SUPPORT SERVICES IN SUPPORT OF THE TRICARE PROGRAM,2025-12-31,2022,False,5,Late Stage,,,,CA,,"HEALTH NET FEDERAL SERVICES, LLC",F7NGF6NJFB96,-0.1,USAspending,2016-08-01,Defense Health Agency
12568636130.95,0005,Department of Defense,DoD; $500M+; 5 Jobs,50,False,,LOGCAP IV SERVICES AFGHANISTAN,2025-09-30,2022,False,5,Late Stage,,,,,,"FLUOR INTERCONTINENTAL, INC",XMJWLE5WFT29,-0.3,USAspending,2009-07-07,Department of the Army
11204226412.65,FA863412C2651,Department of Defense,DoD; $500M+; 5 Jobs,50,False,,RSAF F-15 FLEET MODERNIZATION PROGRAM,2023-05-31,2022,False,5,Late Stage,,,,MO,,THE BOEING COMPANY,JJM4FRDZJDX1,-2.6,USAspending,2012-03-08,Department of the Air Force
7631436146.72,FA880219C0001,Department of Defense,DoD; $500M+; 5 Jobs,50,False,,FY19 ENGINEERING SERVICES,2026-01-20,2022,False,5,Late Stage,,,,CA,,THE AEROSPACE CORPORATION,YA8LJBJCND19,-0.0,USAspending,2018-10-01,Department of the Air Force
7377629917.55,0004,Department of Defense,DoD; $500M+; 5 Jobs,50,False,,LOGCAP IV SERVICES IN AFGHANISTAN,2022-06-30,2022,False,5,Late Stage,,,,,,"AMENTUM SERVICES, INC.",QEMLRQA7PLG4,-3.6,USAspending,2009-07-07,Department of the Army
7865825758.15,0139,Department of Defense,DoD; $500M+; 2 Jobs,47,False,,"200612!001884!2100!W52P1J!U.S. ARMY INDUSTRIAL OPERATIONS !DAAA0902D0007  !A!N! !Y!0139         !      !20060822!20120131!133469119!133469119!964409007!N!KELLOGG BROWN&ROOT SERVICES,!4100 CLINTON DRY          !HOUSTON             !TX!77020!00000!   !IZ!                    !                      !IRAQ      !+000400000000!N!N!000000000000!R706!LOGISTICS SUPPORT SERVICES                        !S1 !S",2012-12-30,2024,False,2,Late Stage,,,,,,"KBR SERVICES, LLC",YSQMHRS4HSC5,-13.1,USAspending,2006-08-22,Department of the Army
4815722935.22,W52P1J10C0062,Department of Defense,DoD; $500M+; 2 Jobs,47,False,,KUWAIT BASE OPERATIONS AND SECURITY SUPPORT SERVICES,2023-08-28,2024,False,2,Late Stage,,,,,,VECTRUS SYSTEMS LLC,RRFJZGASZJ41,-2.4,USAspending,2010-09-29,Department of the Army
4609561500.42,0089,Department of Defense,DoD; $500M+; 2 Jobs,47,False,,"200509!001151!2100!W52P1J!U.S. ARMY INDUSTRIAL OPERATIONS !DAAA0902D0007  !A!N! !Y!0089         !      !20050613!20120131!133469119!133469119!964409007!N!KELLOGG BROWN&ROOT SERVICES,!4100 CLINTON DR           !HOUSTON             !TX!77020!00000!   !IZ!*                   !*                     !IRAQ      !+000135000000!N!N!000000000000!R706!LOGISTICS SUPPORT SERVICES                        !S1 !S",2012-12-31,2024,False,2,Late Stage,,,,,,"KBR SERVICES, LLC",YSQMHRS4HSC5,-13.1,USAspending,2005-06-13,Department of the Army
7865825758.15,0139,Department of Defense,DoD; $500M+; 2 Jobs,47,False,,"200612!001884!2100!W52P1J!U.S. ARMY INDUSTRIAL OPERATIONS !DAAA0902D0007  !A!N! !Y!0139         !      !20060822!20120131!133469119!133469119!964409007!N!KELLOGG BROWN&ROOT SERVICES,!4100 CLINTON DRY          !HOUSTON             !TX!77020!00000!   !IZ!                    !                      !IRAQ      !+000400000000!N!N!000000000000!R706!LOGISTICS SUPPORT SERVICES                        !S1 !S",2012-12-30,2023,False,2,Late Stage,,,,,,"KBR SERVICES, LLC",YSQMHRS4HSC5,-13.1,USAspending,2006-08-22,Department of the Army
4815722935.22,W52P1J10C0062,Department of Defense,DoD; $500M+; 2 Jobs,47,False,,KUWAIT BASE OPERATIONS AND SECURITY SUPPORT SERVICES,2023-08-28,2023,False,2,Late Stage,,,,,,VECTRUS SYSTEMS LLC,RRFJZGASZJ41,-2.4,USAspending,2010-09-29,Department of the Army
4609561500.42,0089,Department of Defense,DoD; $500M+; 2 Jobs,47,False,,"200509!001151!2100!W52P1J!U.S. ARMY INDUSTRIAL OPERATIONS !DAAA0902D0007  !A!N! !Y!0089         !      !20050613!20120131!133469119!133469119!964409007!N!KELLOGG BROWN&ROOT SERVICES,!4100 CLINTON DR           !HOUSTON             !TX!77020!00000!   !IZ!*                   !*                     !IRAQ      !+000135000000!N!N!000000000000!R706!LOGISTICS SUPPORT SERVICES                        !S1 !S",2012-12-31,2023,False,2,Late Stage,,,,,,"KBR SERVICES, LLC",YSQMHRS4HSC5,-13.1,USAspending,2005-06-13,Department of the Army
7865825758.15,0139,Department of Defense,DoD; $500M+; 2 Jobs,47,False,,"200612!001884!2100!W52P1J!U.S. ARMY INDUSTRIAL OPERATIONS !DAAA0902D0007  !A!N! !Y!0139         !      !20060822!20120131!133469119!133469119!964409007!N!KELLOGG BROWN&ROOT SERVICES,!4100 CLINTON DRY          !HOUSTON             !TX!77020!00000!   !IZ!                    !                      !IRAQ      !+000400000000!N!N!000000000000!R706!LOGISTICS SUPPORT SERVICES                        !S1 !S",2012-12-30,2022,False,2,Late Stage,,,,,,"KBR SERVICES, LLC",YSQMHRS4HSC5,-13.1,USAspending,2006-08-22,Department of the Army
4815722935.22,W52P1J10C0062,Department of Defense,DoD; $500M+; 2 Jobs,47,False,,KUWAIT BASE OPERATIONS AND SECURITY SUPPORT SERVICES,2023-08-28,2022,False,2,Late Stage,,,,,,VECTRUS SYSTEMS LLC,RRFJZGASZJ41,-2.4,USAspending,2010-09-29,Department of the Army
4609561500.42,0089,Department of Defense,DoD; $500M+; 2 Jobs,47,False,,"200509!001151!2100!W52P1J!U.S. ARMY INDUSTRIAL OPERATIONS !DAAA0902D0007  !A!N! !Y!0089         !      !20050613!20120131!133469119!133469119!964409007!N!KELLOGG BROWN&ROOT SERVICES,!4100 CLINTON DR           !HOUSTON             !TX!77020!00000!   !IZ!*                   !*                     !IRAQ      !+000135000000!N!N!000000000000!R706!LOGISTICS SUPPORT SERVICES                        !S1 !S",2012-12-31,2022,False,2,Late Stage,,,,,,"KBR SERVICES, LLC",YSQMHRS4HSC5,-13.1,USAspending,2005-06-13,Department of the Army
20451127096.53,HT940211C0003,Department of Defense,DoD; $500M+; 1 Jobs,46,False,,T3 MANAGED CARE SUPPORT CONTRACT FOR SOUTH REGION,2019-03-27,2024,False,1,Late Stage,,,,KY,,HUMANA GOVERNMENT BUSINESS INC,ZE6ZM6NKSV43,-6.8,USAspending,2011-03-03,Defense Health Agency
18762686627.49,HQ000601C0001,Department of Defense,DoD; $500M+; 1 Jobs,46,False,,200112!000108!9700!ZD60 !BALLISTIC MISSILE DEFENSE ORG. !HQ000601C0001 !A!N!*!N! !20001222!20080930!848025649!848025649!009256819!N!THE BOEING COMPANY !3370 E MIRALOMA AVE !ANAHEIM !CA!92806!37000!089!01!HUNTSVILLE !MADISON !ALABAMA !+000383571022!N!N!000000000000!AD93!RDTE/OTHER DEFENSE-ADV TECH DEV !S1 !SERVICES !1CAA!BALLISTIC MISSILE DEFENSE SYS !541710!*!*!3! ! ! !*!*!*!B!*!*!A! !A !U!R!2!001,2015-12-31,2024,False,1,Late Stage,,,,AL,,THE BOEING COMPANY,SML4NN2CT556,-10.1,USAspending,2000-12-22,Defense Contract Management Agency
11110134065.68,W15QKN21C0012,Department of Defense,DoD; $500M+; 1 Jobs,46,False,,COVID-19 VACCINE PRODUCTION,2023-06-30,2024,False,1,Late Stage,,,,NY,,PFIZER INC,MHBQULRMEEJ5,-2.6,USAspending,2020-12-22,Department of the Army
10009419769.13,F4261098C0001,Department of Defense,DoD; $500M+; 1 Jobs,46,False,,200506!000026!5700!FA8214!OO-ALC/PKME/LMKE                !F4261098C0001  !A!N! !Y!             !P01502!20041213!20050701!001563738!004179453!016435559!N!NORTHROP GRUMMAN SPACE & MISSI!888 S 2000 E              !CLEARFIELD          !UT!84015!13850!011!49!CLEARFIELD          !DAVIS                 !UTAH      !-000001960000!N!N!000000000000!L014!TECH REP SVCS/GUIDED MISSILES                     !A2 ,2025-11-30,2024,False,1,Late Stage,,,,UT,,NORTHROP GRUMMAN SYSTEMS CORPORATION,G7LEFNAN9J74,-0.1,USAspending,1998-07-01,Defense Contract Management Agency
9032712307.12,F0470102C0002,Department of Defense,DoD; $500M+; 1 Jobs,46,False,,200207!000021!5700!CZ62  !SMC/PKJ LOS ANGELES AFB         !F0470102C0002  !A!N! !N!                   !20011116!20070630!872978978!196596688!834951691!N!LOCKHEED MARTIN CORPORATION   !1111 LOCKHEED MARTIN WAY  !SUNNYVALE           !CA!94089!77000!085!06!SUNNYVALE           !SANTA CLARA           !CALIFORNIA!+000012250000!N!N!000000000000!AR92!RDTE/SPACE - OTHER - APPLIED RESEARCH             !A2 !,2021-01-31,2024,False,1,Late Stage,,,,CA,,LOCKHEED MARTIN CORP,CQWLW9XRQTH5,-5.0,USAspending,2001-11-16,Defense Contract Management Agency
8949368388.58,0159,Department of Defense,DoD; $500M+; 1 Jobs,46,False,,FOLLOW ON TASK ORDER TO 139 IS NOW TASK ORDER 159,2012-09-30,2024,False,1,Late Stage,,,,,,"KBR SERVICES, LLC",YSQMHRS4HSC5,-13.3,USAspending,2008-09-24,Department of the Army
8828579157.39,FA861108C2897,Department of Defense,DoD; $500M+; 1 Jobs,46,False,,FOLLOW-ON AGILE SUSTAINMENT TO THE RAPTOR (FASTER),2023-12-31,2024,False,1,Late Stage,,,,TX,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,-2.1,USAspending,2008-01-01,Defense Contract Management Agency
7396745719.31,W58RGZ16C0023,Department of Defense,DoD; $500M+; 1 Jobs,46,False,,"W58RGZ-16-C-0023 IS FOR THE AWARD OF ADVANCE PROCUREMENT IN THE AMOUNT OF $184,930,000.00 TO SUPPORT LOT 7 FULL RATE PRODUCTION LONG LEAD ITEMS.",2027-08-31,2024,False,1,Late Stage,,,,AZ,,THE BOEING COMPANY,LAJJQWA1PF31,1.6,USAspending,2016-03-21,Defense Contract Management Agency
7185242552.16,N0001911C0083,Department of Defense,DoD; $500M+; 1 Jobs,46,False,,F-35 LIGHTNING II JOINT STRIKE FIGHTER (JSF) LOW RATE INITIAL PRODUCTION (LRIP) LOT 6 ADVANCE ACQUISITION CONTRACT,2023-05-31,2024,False,1,Late Stage,,,,TX,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,-2.6,USAspending,2011-08-08,Defense Contract Management Agency
7052768924.82,DAAE0703CS023,Department of Defense,DoD; $500M+; 1 Jobs,46,False,,"200502!000833!2100!W56HZV!TACOM - WARREN                  !DAAE0703CS023  !A!N! !N!             !P00031!20041101!20081115!557414000!557414000!007932783!N!STEWART & STEVENSON TACTICAL V!5000 INTERSTATE 10 HWY    !SEALY               !TX!77474!66464!015!48!SEALY               !AUSTIN                !TEXAS     !+000000569789!N!N!000000000000!2320!TRUCKS AND TRUCK TRACTORS, WHEELED                !A4B",2009-11-30,2024,False,1,Late Stage,,,,TX,,BAE SYSTEMS TACTICAL VEHICLE SYSTEMS LP,MJBJKUMUNBY7,-16.2,USAspending,2003-04-17,Defense Contract Management Agency
5584342574.87,W58RGZ17C0009,Department of Defense,DoD; $500M+; 1 Jobs,46,False,,W58RGZ-17-C-0009 MY IX BLACK HAWK PRODUCTION CONTRACT AWARD.,2025-10-31,2024,False,1,Late Stage,,,,CT,,SIKORSKY AIRCRAFT CORPORATION,UTJWTSLMFNG4,-0.2,USAspending,2017-06-22,Department of the Army
4583057418.88,W31P4Q19C0011,Department of Defense,DoD; $500M+; 1 Jobs,46,False,,"W31P4Q-19-C-0011 PAC-3 PRODUCTION CONTRACT FOR THE FY19/20 US/FMS REQUIREMENTS, WHICH INCLUDES: MSE&CRI MISSILES, LMKS AND OTHER GROUND SUPPORT FOR PATRIOT/PAC-3 WEAPON.",2027-03-31,2024,False,1,Late Stage,,,,TX,,LOCKHEED MARTIN CORPORATION,XFJMYSYFJEK4,1.2,USAspending,2018-12-21,Department of the Army
20451127096.53,HT940211C0003,Department of Defense,DoD; $500M+; 1 Jobs,46,False,,T3 MANAGED CARE SUPPORT CONTRACT FOR SOUTH REGION,2019-03-27,2023,False,1,Late Stage,,,,KY,,HUMANA GOVERNMENT BUSINESS INC,ZE6ZM6NKSV43,-6.8,USAspending,2011-03-03,Defense Health Agency
18762686627.49,HQ000601C0001,Department of Defense,DoD; $500M+; 1 Jobs,46,False,,200112!000108!9700!ZD60 !BALLISTIC MISSILE DEFENSE ORG. !HQ000601C0001 !A!N!*!N! !20001222!20080930!848025649!848025649!009256819!N!THE BOEING COMPANY !3370 E MIRALOMA AVE !ANAHEIM !CA!92806!37000!089!01!HUNTSVILLE !MADISON !ALABAMA !+000383571022!N!N!000000000000!AD93!RDTE/OTHER DEFENSE-ADV TECH DEV !S1 !SERVICES !1CAA!BALLISTIC MISSILE DEFENSE SYS !541710!*!*!3! ! ! !*!*!*!B!*!*!A! !A !U!R!2!001,2015-12-31,2023,False,1,Late Stage,,,,AL,,THE BOEING COMPANY,SML4NN2CT556,-10.1,USAspending,2000-12-22,Defense Contract Management Agency
11110134065.68,W15QKN21C0012,Department of Defense,DoD; $500M+; 1 Jobs,46,False,,COVID-19 VACCINE PRODUCTION,2023-06-30,2023,False,1,Late Stage,,,,NY,,PFIZER INC,MHBQULRMEEJ5,-2.6,USAspending,2020-12-22,Department of the Army
10009419769.13,F4261098C0001,Department of Defense,DoD; $500M+; 1 Jobs,46,False,,200506!000026!5700!FA8214!OO-ALC/PKME/LMKE                !F4261098C0001  !A!N! !Y!             !P01502!20041213!20050701!001563738!004179453!016435559!N!NORTHROP GRUMMAN SPACE & MISSI!888 S 2000 E              !CLEARFIELD          !UT!84015!13850!011!49!CLEARFIELD          !DAVIS                 !UTAH      !-000001960000!N!N!000000000000!L014!TECH REP SVCS/GUIDED MISSILES                     !A2 ,2025-11-30,2023,False,1,Late Stage,,,,UT,,NORTHROP GRUMMAN SYSTEMS CORPORATION,G7LEFNAN9J74,-0.1,USAspending,1998-07-01,Defense Contract Management Agency
9032712307.12,F0470102C0002,Department of Defense,DoD; $500M+; 1 Jobs,46,False,,200207!000021!5700!CZ62  !SMC/PKJ LOS ANGELES AFB         !F0470102C0002  !A!N! !N!                   !20011116!20070630!872978978!196596688!834951691!N!LOCKHEED MARTIN CORPORATION   !1111 LOCKHEED MARTIN WAY  !SUNNYVALE           !CA!94089!77000!085!06!SUNNYVALE           !SANTA CLARA           !CALIFORNIA!+000012250000!N!N!000000000000!AR92!RDTE/SPACE - OTHER - APPLIED RESEARCH             !A2 !,2021-01-31,2023,False,1,Late Stage,,,,CA,,LOCKHEED MARTIN CORP,CQWLW9XRQTH5,-5.0,USAspending,2001-11-16,Defense Contract Management Agency
8949368388.58,0159,Department of Defense,DoD; $500M+; 1 Jobs,46,False,,FOLLOW ON TASK ORDER TO 139 IS NOW TASK ORDER 159,2012-09-30,2023,False,1,Late Stage,,,,,,"KBR SERVICES, LLC",YSQMHRS4HSC5,-13.3,USAspending,2008-09-24,Department of the Army
8828579157.39,FA861108C2897,Department of Defense,DoD; $500M+; 1 Jobs,46,False,,FOLLOW-ON AGILE SUSTAINMENT TO THE RAPTOR (FASTER),2023-12-31,2023,False,1,Late Stage,,,,TX,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,-2.1,USAspending,2008-01-01,Defense Contract Management Agency
7396745719.31,W58RGZ16C0023,Department of Defense,DoD; $500M+; 1 Jobs,46,False,,"W58RGZ-16-C-0023 IS FOR THE AWARD OF ADVANCE PROCUREMENT IN THE AMOUNT OF $184,930,000.00 TO SUPPORT LOT 7 FULL RATE PRODUCTION LONG LEAD ITEMS.",2027-08-31,2023,False,1,Late Stage,,,,AZ,,THE BOEING COMPANY,LAJJQWA1PF31,1.6,USAspending,2016-03-21,Defense Contract Management Agency
7185242552.16,N0001911C0083,Department of Defense,DoD; $500M+; 1 Jobs,46,False,,F-35 LIGHTNING II JOINT STRIKE FIGHTER (JSF) LOW RATE INITIAL PRODUCTION (LRIP) LOT 6 ADVANCE ACQUISITION CONTRACT,2023-05-31,2023,False,1,Late Stage,,,,TX,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,-2.6,USAspending,2011-08-08,Defense Contract Management Agency
7052768924.82,DAAE0703CS023,Department of Defense,DoD; $500M+; 1 Jobs,46,False,,"200502!000833!2100!W56HZV!TACOM - WARREN                  !DAAE0703CS023  !A!N! !N!             !P00031!20041101!20081115!557414000!557414000!007932783!N!STEWART & STEVENSON TACTICAL V!5000 INTERSTATE 10 HWY    !SEALY               !TX!77474!66464!015!48!SEALY               !AUSTIN                !TEXAS     !+000000569789!N!N!000000000000!2320!TRUCKS AND TRUCK TRACTORS, WHEELED                !A4B",2009-11-30,2023,False,1,Late Stage,,,,TX,,BAE SYSTEMS TACTICAL VEHICLE SYSTEMS LP,MJBJKUMUNBY7,-16.2,USAspending,2003-04-17,Defense Contract Management Agency
5584342574.87,W58RGZ17C0009,Department of Defense,DoD; $500M+; 1 Jobs,46,False,,W58RGZ-17-C-0009 MY IX BLACK HAWK PRODUCTION CONTRACT AWARD.,2025-10-31,2023,False,1,Late Stage,,,,CT,,SIKORSKY AIRCRAFT CORPORATION,UTJWTSLMFNG4,-0.2,USAspending,2017-06-22,Department of the Army
4583057418.88,W31P4Q19C0011,Department of Defense,DoD; $500M+; 1 Jobs,46,False,,"W31P4Q-19-C-0011 PAC-3 PRODUCTION CONTRACT FOR THE FY19/20 US/FMS REQUIREMENTS, WHICH INCLUDES: MSE&CRI MISSILES, LMKS AND OTHER GROUND SUPPORT FOR PATRIOT/PAC-3 WEAPON.",2027-03-31,2023,False,1,Late Stage,,,,TX,,LOCKHEED MARTIN CORPORATION,XFJMYSYFJEK4,1.2,USAspending,2018-12-21,Department of the Army
20451127096.53,HT940211C0003,Department of Defense,DoD; $500M+; 1 Jobs,46,False,,T3 MANAGED CARE SUPPORT CONTRACT FOR SOUTH REGION,2019-03-27,2022,False,1,Late Stage,,,,KY,,HUMANA GOVERNMENT BUSINESS INC,ZE6ZM6NKSV43,-6.8,USAspending,2011-03-03,Defense Health Agency
18762686627.49,HQ000601C0001,Department of Defense,DoD; $500M+; 1 Jobs,46,False,,200112!000108!9700!ZD60 !BALLISTIC MISSILE DEFENSE ORG. !HQ000601C0001 !A!N!*!N! !20001222!20080930!848025649!848025649!009256819!N!THE BOEING COMPANY !3370 E MIRALOMA AVE !ANAHEIM !CA!92806!37000!089!01!HUNTSVILLE !MADISON !ALABAMA !+000383571022!N!N!000000000000!AD93!RDTE/OTHER DEFENSE-ADV TECH DEV !S1 !SERVICES !1CAA!BALLISTIC MISSILE DEFENSE SYS !541710!*!*!3! ! ! !*!*!*!B!*!*!A! !A !U!R!2!001,2015-12-31,2022,False,1,Late Stage,,,,AL,,THE BOEING COMPANY,SML4NN2CT556,-10.1,USAspending,2000-12-22,Defense Contract Management Agency
11110134065.68,W15QKN21C0012,Department of Defense,DoD; $500M+; 1 Jobs,46,False,,COVID-19 VACCINE PRODUCTION,2023-06-30,2022,False,1,Late Stage,,,,NY,,PFIZER INC,MHBQULRMEEJ5,-2.6,USAspending,2020-12-22,Department of the Army
10009419769.13,F4261098C0001,Department of Defense,DoD; $500M+; 1 Jobs,46,False,,200506!000026!5700!FA8214!OO-ALC/PKME/LMKE                !F4261098C0001  !A!N! !Y!             !P01502!20041213!20050701!001563738!004179453!016435559!N!NORTHROP GRUMMAN SPACE & MISSI!888 S 2000 E              !CLEARFIELD          !UT!84015!13850!011!49!CLEARFIELD          !DAVIS                 !UTAH      !-000001960000!N!N!000000000000!L014!TECH REP SVCS/GUIDED MISSILES                     !A2 ,2025-11-30,2022,False,1,Late Stage,,,,UT,,NORTHROP GRUMMAN SYSTEMS CORPORATION,G7LEFNAN9J74,-0.1,USAspending,1998-07-01,Defense Contract Management Agency
9032712307.12,F0470102C0002,Department of Defense,DoD; $500M+; 1 Jobs,46,False,,200207!000021!5700!CZ62  !SMC/PKJ LOS ANGELES AFB         !F0470102C0002  !A!N! !N!                   !20011116!20070630!872978978!196596688!834951691!N!LOCKHEED MARTIN CORPORATION   !1111 LOCKHEED MARTIN WAY  !SUNNYVALE           !CA!94089!77000!085!06!SUNNYVALE           !SANTA CLARA           !CALIFORNIA!+000012250000!N!N!000000000000!AR92!RDTE/SPACE - OTHER - APPLIED RESEARCH             !A2 !,2021-01-31,2022,False,1,Late Stage,,,,CA,,LOCKHEED MARTIN CORP,CQWLW9XRQTH5,-5.0,USAspending,2001-11-16,Defense Contract Management Agency
8949368388.58,0159,Department of Defense,DoD; $500M+; 1 Jobs,46,False,,FOLLOW ON TASK ORDER TO 139 IS NOW TASK ORDER 159,2012-09-30,2022,False,1,Late Stage,,,,,,"KBR SERVICES, LLC",YSQMHRS4HSC5,-13.3,USAspending,2008-09-24,Department of the Army
8828579157.39,FA861108C2897,Department of Defense,DoD; $500M+; 1 Jobs,46,False,,FOLLOW-ON AGILE SUSTAINMENT TO THE RAPTOR (FASTER),2023-12-31,2022,False,1,Late Stage,,,,TX,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,-2.1,USAspending,2008-01-01,Defense Contract Management Agency
7396745719.31,W58RGZ16C0023,Department of Defense,DoD; $500M+; 1 Jobs,46,False,,"W58RGZ-16-C-0023 IS FOR THE AWARD OF ADVANCE PROCUREMENT IN THE AMOUNT OF $184,930,000.00 TO SUPPORT LOT 7 FULL RATE PRODUCTION LONG LEAD ITEMS.",2027-08-31,2022,False,1,Late Stage,,,,AZ,,THE BOEING COMPANY,LAJJQWA1PF31,1.6,USAspending,2016-03-21,Defense Contract Management Agency
7185242552.16,N0001911C0083,Department of Defense,DoD; $500M+; 1 Jobs,46,False,,F-35 LIGHTNING II JOINT STRIKE FIGHTER (JSF) LOW RATE INITIAL PRODUCTION (LRIP) LOT 6 ADVANCE ACQUISITION CONTRACT,2023-05-31,2022,False,1,Late Stage,,,,TX,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,-2.6,USAspending,2011-08-08,Defense Contract Management Agency
7052768924.82,DAAE0703CS023,Department of Defense,DoD; $500M+; 1 Jobs,46,False,,"200502!000833!2100!W56HZV!TACOM - WARREN                  !DAAE0703CS023  !A!N! !N!             !P00031!20041101!20081115!557414000!557414000!007932783!N!STEWART & STEVENSON TACTICAL V!5000 INTERSTATE 10 HWY    !SEALY               !TX!77474!66464!015!48!SEALY               !AUSTIN                !TEXAS     !+000000569789!N!N!000000000000!2320!TRUCKS AND TRUCK TRACTORS, WHEELED                !A4B",2009-11-30,2022,False,1,Late Stage,,,,TX,,BAE SYSTEMS TACTICAL VEHICLE SYSTEMS LP,MJBJKUMUNBY7,-16.2,USAspending,2003-04-17,Defense Contract Management Agency
5584342574.87,W58RGZ17C0009,Department of Defense,DoD; $500M+; 1 Jobs,46,False,,W58RGZ-17-C-0009 MY IX BLACK HAWK PRODUCTION CONTRACT AWARD.,2025-10-31,2022,False,1,Late Stage,,,,CT,,SIKORSKY AIRCRAFT CORPORATION,UTJWTSLMFNG4,-0.2,USAspending,2017-06-22,Department of the Army
5565000000.0,W15QKN21C0014,Department of Defense,DoD; $500M+; 1 Jobs,46,False,,"PRODUCTION OF THERAPEUTIC IN SUPPORT OF NATIONAL EMERGENCY RESPONSE TO CORONAVIRUS 2019 (COVID-19): IN SUPPORT OF OPERATION WARP SPEED (OWS), THE GOVERNMENT IS PURCHASING UP TO 1,250,000 DOSES OF THE EMERGENCY USE AUTHORIZATION (EUA) THERAPEUTIC.",2022-07-31,2022,False,1,Late Stage,,,,NY,,REGENERON PHARMACEUTICALS INC,N3F9MH7E6HD6,-3.5,USAspending,2021-01-12,Department of the Army
4583057418.88,W31P4Q19C0011,Department of Defense,DoD; $500M+; 1 Jobs,46,False,,"W31P4Q-19-C-0011 PAC-3 PRODUCTION CONTRACT FOR THE FY19/20 US/FMS REQUIREMENTS, WHICH INCLUDES: MSE&CRI MISSILES, LMKS AND OTHER GROUND SUPPORT FOR PATRIOT/PAC-3 WEAPON.",2027-03-31,2022,False,1,Late Stage,,,,TX,,LOCKHEED MARTIN CORPORATION,XFJMYSYFJEK4,1.2,USAspending,2018-12-21,Department of the Army
51242733558.09,HT940216C0001,Department of Defense,DoD; $500M+,45,False,,IGF::OT::IGF,2025-12-31,2024,False,0,Late Stage,,,,KY,,HUMANA GOVERNMENT BUSINESS INC,ZE6ZM6NKSV43,-0.1,USAspending,2016-08-01,Defense Health Agency
30113035808.93,N0001920C0009,Department of Defense,DoD; $500M+,45,False,,THE PURPOSE OF THIS MODIFICATION IS TO AWARD F-35A LRIP 15 USAF  AIRCRAFT* LONG LEAD FUNDING,2027-12-31,2024,False,0,Late Stage,,,,TX,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,1.9,USAspending,2019-11-26,Defense Contract Management Agency
19613746246.0,N0002412C2115,Department of Defense,DoD; $500M+,45,False,,SSN 792 LONG LEAD TIME MATERIAL,2026-01-31,2024,False,0,Late Stage,,,,CT,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,0.0,USAspending,2012-04-13,Department of the Navy
18129749821.79,N0001914C0067,Department of Defense,DoD; $500M+,45,False,,USN P-8A FRP II LONG LEAD MATERIAL,2026-06-22,2024,False,0,Late Stage,,,,WA,,THE BOEING COMPANY,WZWRLY4G3PL8,0.4,USAspending,2014-08-14,Defense Contract Management Agency
