program_name,full_name,agency,piid,recipient_name,award_amount,description,start_date,end_date,awarding_agency,awarding_sub_agency,source
Alliant,Alliant 2 GWAC,GSA,2032H520F00200,BOOZ ALLEN HAMILTON INC,305453250.98,"THE INTERNAL REVENUE SERVICE (IRS), OFFICE OF INFORMATION TECHNOLOGY OFFICE, ISSUES THIS ORDER UNDER GSA ALLIANT 2 (UNRESTRICTED).  ENTERPRISE CASE MANAGEMENT (ECM) SOLUTION INTEGRATION SERVICES",2020-04-16,2025-10-15,Department of the Treasury,Internal Revenue Service,USAspending
Alliant,Alliant 2 GWAC,GSA,0006,ALLIANT TECHSYSTEMS OPERATIONS LLC,303572825.85,None,2003-01-31,2007-02-28,Department of Defense,Department of the Army,USAspending
Alliant,Alliant 2 GWAC,GSA,N0001903C0353,ALLIANT TECHSYSTEMS OPERATIONS LLC,300093641.76,None,2003-06-19,2012-06-30,Department of Defense,Department of the Navy,USAspending
Alliant,Alliant 2 GWAC,GSA,0011,ALLIANT TECHSYSTEMS OPERATIONS LLC,286417177.89,None,2003-08-05,2012-09-30,Department of Defense,Department of the Army,USAspending
Alliant,Alliant 2 GWAC,GSA,W15QKN06C0154,ALLIANT TECHSYSTEMS OPERATIONS LLC,261071278.99,CONTRACTOR REVIEW TDP TO INCORPORATE,2006-06-30,2015-01-31,Department of Defense,Department of the Army,USAspending
Alliant,Alliant 2 GWAC,GSA,N0001915C0123,ALLIANT TECHSYSTEMS OPERATIONS LLC,257201379.89,AGM-88E AARGM ALL UP ROUND (AUR),2015-09-03,2019-02-28,Department of Defense,Defense Contract Management Agency,USAspending
Alliant,Alliant 2 GWAC,GSA,GSQ0215CJ0011,"ALLIANT SB CTA, LLC",240185407.66,USSOUTHCOM CONSOLIDATED ENTERPRISE WIDE IT SUPPORT  IGF::OT::IGF,2015-09-29,2020-12-19,General Services Administration,Federal Acquisition Service,USAspending
Alliant,Alliant 2 GWAC,GSA,N0001924C0008,ALLIANT TECHSYSTEMS OPERATIONS LLC,237857555.0,AGM-88G AARGM-ER LRIP LOT 3,2023-11-28,2028-02-29,Department of Defense,Department of the Navy,USAspending
Alliant,Alliant 2 GWAC,GSA,W52P1J08C0011,ALLIANT TECHSYSTEMS OPERATIONS LLC,233804644.75,"120MM TANK TRAINING AMMUNITION, M865 AND M1002 CARTRIDGES",2008-02-21,2016-07-31,Department of Defense,Department of the Army,USAspending
Alliant,Alliant 2 GWAC,GSA,W52P1J04C0031,ALLIANT TECHSYSTEMS OPERATIONS LLC,231631012.54,120MM TANK TRAINING AMMUNITION,2004-02-17,2009-03-31,Department of Defense,Department of the Army,USAspending
Alliant,Alliant 2 GWAC,GSA,N0001908C0058,ALLIANT TECHSYSTEMS OPERATIONS LLC,225436946.6,"DESIGN, DEVELOP, INTEGRATE, TEST A MULTI-STAGE SUPERSONIC TARGET (MSST)",2008-08-22,2015-11-30,Department of Defense,Defense Contract Management Agency,USAspending
Alliant,Alliant 2 GWAC,GSA,W15QKN15C0066,ALLIANT TECHSYSTEMS OPERATIONS LLC,223619804.39,"IGF::OT::IGF CARTRIDGE, 120MM, ADVANCED MULTI-PURPOSE (AMP), XM1147, HIGH EXPLOSIVE MULTI-PURPOSE WITH TRACER (HEMP-T)",2015-07-28,2027-02-13,Department of Defense,Department of the Army,USAspending
Alliant,Alliant 2 GWAC,GSA,70T02022F7500N004,"MANTECH ADVANCED SYSTEMS INTERNATIONAL, INC.",32447513.52,"THIS TASK ORDER, 70T02022F7500N004, AGAINST GSA ALLIANT 2 GWAC 47QTCK18D0031 IS FOR OPERATIONS & MAINTENANCE AND MAINTENANCE RENEWALS.",2021-11-27,2022-11-26,Department of Homeland Security,Transportation Security Administration,USAspending
Alliant,Alliant 2 GWAC,GSA,1605TA22F00007,BOOZ ALLEN HAMILTON INC,3794023.35,TO AWARD NEW TASK ORDER UNDER ALLIANT 2 GWAC FOR REPORTING TOOL IMPLEMENTATION,2021-11-26,2023-08-28,Department of Labor,Office of the Assistant Secretary for Administration and Management,USAspending
Alliant,Alliant 2 GWAC,GSA,1605TA22F00045,BOOZ ALLEN HAMILTON INC,369509.69,"TO AWARD NEW TASK ORDER UNDER ALLIANT 2 GWAC TO OBTAIN CONTRACTOR SERVICES TO SUPPORT NCFMS INTEGRATION WITH THE UMS. SPECIFICALLY, DEVELOPING THE ONE-TIME DATA EXTRACT, ESTABLISHING SECURITY AND INFRASTRUCTURE REQUIREMENTS, AND DEVELOPING A NEW WEB",2022-04-21,2022-09-21,Department of Labor,Office of the Assistant Secretary for Administration and Management,USAspending
Alliant,Alliant 2 GWAC,GSA,1605TA21F00029,BOOZ ALLEN HAMILTON INC,263900.3,ALLIANT 2 GWAC FOR OCFO REPORTING TOOL ASSESSMENT SERVICES,2021-03-29,2021-07-30,Department of Labor,Office of the Assistant Secretary for Administration and Management,USAspending
SOCOM,Special Operations Command,DoD,HC101318F0179,"GLOBAL ENTERPRISE SOLUTIONS, INC.",103191482.68,BRIDGE TASK ORDER FOR SOCOM DEPLOYED OPERATIONS COMSATCOM SUPPORT,2018-07-01,2019-06-30,Department of Defense,U.S. Special Operations Command,USAspending
SOCOM,Special Operations Command,DoD,1166,L3HARRIS TECHNOLOGIES INTEGRATED SYSTEMS L.P.,76111627.29,S4 SOCOM GOCO,2011-08-15,2013-01-14,Department of Defense,Department of the Air Force,USAspending
SOCOM,Special Operations Command,DoD,W912HV15C0004,"NISHIMATSU CONSTRUCTION CO.,LTD.",63212743.03,"IGF::OT::IGF  FY14 SOCOM PN 78024, SPECIAL OPERATION FORCES (SOF) AUGMENTATION FACILITY, TORII STATION, OKINAWA, JAPAN",2015-06-09,2018-12-06,Department of Defense,Department of the Army,USAspending
SOCOM,Special Operations Command,DoD,0003,"LEIDOS, INC.",55893039.45,U.S. SOCOM SITEC SPECIALTY SERVICES,2012-07-15,2018-03-14,Department of Defense,U.S. Special Operations Command,USAspending
SOCOM,Special Operations Command,DoD,GSQ0017AJ0065,HII MISSION TECHNOLOGIES CORP,48243447.38,IGF::OT::IGF  THIS TASK ORDER PROVIDES C5ISR PROFESSIONAL SUPPORT TO THE US SOCOM.,2017-09-28,2020-09-28,General Services Administration,Federal Acquisition Service,USAspending
SOCOM,Special Operations Command,DoD,0016,OSHKOSH DEFENSE LLC,44029807.36,"SOCOM UNDERBODY IMPROVEMENT KITS AND INSTALLATION SUPPORT, SYSTEM SUPPORT AND TEST SUPPORT",2012-02-17,2013-08-31,Department of Defense,Department of the Army,USAspending
SOCOM,Special Operations Command,DoD,0006,OSHKOSH DEFENSE LLC,39717086.18,MATV SOCOM VEHICLES,2010-11-30,2012-11-30,Department of Defense,Department of the Army,USAspending
SOCOM,Special Operations Command,DoD,H9240420F0203,CIPHER TECH SOLUTIONS INC,35331354.48,TECHEX CUSTOMIZED COMMERCIAL IT SOLUTIONS FOR SOCOM,2020-08-17,2026-02-16,Department of Defense,U.S. Special Operations Command,USAspending
SOCOM,Special Operations Command,DoD,W912DR21C0056,MANHATTAN CONSTRUCTION COMPANY LLC,34581681.0,SOCOM HUMPHREYS ENGINEER CENTER TRAINING SUPPORT FACILITY,2021-09-30,2025-05-31,Department of Defense,Department of the Army,USAspending
SOCOM,Special Operations Command,DoD,0014,BAE SYSTEMS LAND & ARMAMENTS L.P.,34437148.52,SOCOM A1 VEHICLES,2010-12-23,2011-12-16,Department of Defense,Department of the Navy,USAspending
SOCOM,Special Operations Command,DoD,0002,PERATON ENTERPRISE SOLUTIONS LLC,31492480.96,U.S. SOCOM SITEC DATA CENTER,2012-04-01,2024-01-29,Department of Defense,Defense Contract Management Agency,USAspending
SOCOM,Special Operations Command,DoD,0010,"CACI NSS, LLC",31336109.09,U.S. SOCOM SITEC DISTRIBUTED COMPUTING.,2012-04-01,2013-03-31,Department of Defense,U.S. Special Operations Command,USAspending
SOCOM,Special Operations Command,DoD,47QFLA20F0233,"L3 TECHNOLOGIES, INC.",26249829.82,ID05190069001 L3 SOLE SOURCE IDIQ TO1 SOCOM CONUS OCONUS SNR TECHNICIANS,2020-08-19,2025-08-18,General Services Administration,Federal Acquisition Service,USAspending
SOCOM,Special Operations Command,DoD,2U04,"GLOBAL ENTERPRISE SOLUTIONS, INC.",23612889.02,SOCOM SATELLITE SERVICE,2007-01-01,2007-12-31,Department of Defense,U.S. Special Operations Command,USAspending
SOCOM,Special Operations Command,DoD,W912DR22C0009,"COAKLEY & WILLIAMS CONSTRUCTION, INC.",22653396.19,SOCOM MSF HEC,2022-02-04,2024-07-31,Department of Defense,Department of the Army,USAspending
SOCOM,Special Operations Command,DoD,0005,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",22042114.17,U.S. SOCOM SITEC ENTERPRISE NETWORKS,2012-04-01,2013-03-31,Department of Defense,U.S. Special Operations Command,USAspending
SOCOM,Special Operations Command,DoD,47QFLA20F0282,"L3 TECHNOLOGIES, INC.",20717150.91,L3 SOLE SOURCE IDIQ TO2 SOCOM RPA PRT AND SRVT SUSTAINMENT REQUIREMENTS,2020-09-21,2026-06-01,General Services Administration,Federal Acquisition Service,USAspending
SOCOM,Special Operations Command,DoD,W900KK20F0010,RAPTOR TRAINING SERVICES LLC,19028315.96,SPECIAL OPERATIONS COMMAND (SOCOM) SUPPORT SERVICES,2019-11-07,2025-05-28,Department of Defense,Department of the Army,USAspending
SOCOM,Special Operations Command,DoD,0007,THE BOEING COMPANY (0674),16588965.0,LD4 (SOCOM) UAS ISR DEPLOYMENT SERVICES,2008-09-25,2009-09-16,Department of Defense,Department of the Navy,USAspending
SOCOM,Special Operations Command,DoD,47QFLA21F0102,SIGMA DEFENSE SYSTEMS LLC,15088990.76,JOINT AISR INTEGRATION AND SUSTAINMENT TO1 SOCOM,2021-04-26,2026-04-25,General Services Administration,Federal Acquisition Service,USAspending
SOCOM,Special Operations Command,DoD,W15QKN19F0860,U.S. ORDNANCE,14069958.0,AWARD M2/M2A1 MACHINE GUNS TO FULFILL NAVY/SOCOM/DOD/FMS REQUIREMENTS.,2019-09-23,2021-07-14,Department of Defense,Department of the Army,USAspending
SOCOM,Special Operations Command,DoD,FA862017F4019,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",13721524.98,IGF::CT::IGF ACAT III BIG SAFARI SPECIAL PROJECTS SOCOM GOCO,2016-12-29,2017-12-31,Department of Defense,Department of the Air Force,USAspending
SOCOM,Special Operations Command,DoD,0028,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",13702668.0,IGF::CT::IGF ACAT III BIG SAFARI SPECIAL PROJECTS SOCOM GOCO,2015-12-29,2016-12-31,Department of Defense,Department of the Air Force,USAspending
SOCOM,Special Operations Command,DoD,FA862011C4043,"AEVEX AEROSPACE, LLC",12715119.0,SCAT II BIG SAFARI SOCOM SABER FOCUS OCEAN LOOK,2011-07-06,2012-07-05,Department of Defense,Defense Contract Management Agency,USAspending
SOCOM,Special Operations Command,DoD,H9240420F0220,FOUR LLC,11213843.2,SOCOM SPLUNK ENTERPRISE SOFTWARE,2020-07-31,2025-07-31,Department of Defense,U.S. Special Operations Command,USAspending
SOCOM,Special Operations Command,DoD,47QTCF25F0001,"MINBURN TECHNOLOGY GROUP, LLC",9886950.0,SOCOM LICENSES PN 1NS00004 30000 1F700004 30000 1F800004 250,2025-09-30,2026-09-29,General Services Administration,Federal Acquisition Service,USAspending
SOCOM,Special Operations Command,DoD,N6600121F1365,"LGS INNOVATIONS, LLC",9859428.98,SUSTAINMENT SUPPORT FOR SOCOM AND NAVAIR,2021-09-30,2024-08-31,Department of Defense,Department of the Navy,USAspending
SOCOM,Special Operations Command,DoD,47QFNA18F0091,PARSONS GOVERNMENT SERVICES INC.,9764311.93,FULL SPECTRUM CYBERSPACE OPERATIONS  SOCOM,2018-09-13,2021-02-24,General Services Administration,Federal Acquisition Service,USAspending
SOCOM,Special Operations Command,DoD,W56HZV12C0127,"MANTECH ADVANCED SYSTEMS INTERNATIONAL, INC.",966096208.93,"IGF::OT::IGF CONTRACTOR LOGISTICS SUSTAINMENT AND SUPPORT (CLSS) SERVICES FOR THE MAINTENANCE REPAIR AND SUPPLY SUPPORT FOR ROUTE CLEARANCE VEHICLES (RCV), MINE RESISTANT AMBUSH PROTECTED (MRAP) VEHICLES, AND THE UNITED STATES SPECIAL OPERATIONS COMMAND (USSOCOM) VEHICLES (REFERRED TO AS THE MRAP FAMILY OF VEHICLES (FOV) OF (MRAP) FAMILY OF VEHICLES (FOV).",2012-05-31,2020-11-20,Department of Defense,Department of the Army,USAspending
SOCOM,Special Operations Command,DoD,47QFCA24F0049,"SMARTRONIX, LLC",712112913.04,"THE PURPOSE OF THIS AWARD IS TO PROVIDE COMMAND, CONTROL, COMMUNICATIONS, COMPUTERS, CYBER-DEFENSE, COMBAT SYSTEMS, INTELLIGENCE, SURVEILLANCE, AND RECONNAISSANCE (C6ISR) CAPABILITIES TO SUPPORT US SPECIAL OPERATIONS COMMAND PACIFIC MISSIONS.",2024-09-25,2027-01-31,General Services Administration,Federal Acquisition Service,USAspending
SOCOM,Special Operations Command,DoD,FA852814C0001,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",295437756.54,"IGF::OT::IGF THIS IS A PERFORMANCE-BASED SERVICE CONTRACT WHICH INCLUDES PROGRAM MANAGEMENT, URGENT REPAIRS AND SERVICES, LOGISTICS SUPPORT, CONFIGURATION MANAGEMENT, TECHNICAL MANUAL  AND SOFTWARE MAINTENANCE, ENGINEERING TECHNICAL SERVICES, CONTRACTOR FIELD SERVICE REPRESENTATIVE SUPPORT, ORGANIC GOVERNMENT DEPOT STAND-UP ACTIONS, CONTRACTOR INVENTORY CONTROL POINT AND SUPPLY SUPPORT/SPARES MANAGEMENT, DEPOT REPAIRS, FLIGHT OPERATIONS SUPPORT, RELIABILITY AND MAINTAINABILITY STUDIES/ENHANCEMEN",2014-01-01,2017-12-31,Department of Defense,Defense Contract Management Agency,USAspending
SOCOM,Special Operations Command,DoD,0974,RAYTHEON COMPANY,138991747.21,IGF::OT::IGF AFGHAN NATIONAL ARMY SPECIAL OPERATIONS COMMAND TRAINING,2017-05-15,2018-10-31,Department of Defense,Department of the Army,USAspending
SOCOM,Special Operations Command,DoD,W900KK19F0185,PAE NATIONAL SECURITY SOLUTIONS LLC,69744735.51,"PROVIDES TRAIN, ADVISE, ASSIST, AND MENTORSHIP TO THE AFGHANISTAN SPECIAL SECURITY FORCES TO INCLUDE THE AFGHAN NATIONAL ARMY SPECIAL OPERATIONS COMMAND, SPECIAL MISSION WING, AND GENERAL COMMAND OF POLICE SPECIAL UNITS.",2019-09-28,2022-01-31,Department of Defense,Department of the Army,USAspending
SOCOM,Special Operations Command,DoD,0674,RAYTHEON COMPANY,69287751.69,"IGF::OT::IGF OAWR 622-COS-ATP-001-0, AFGHAN NATIONAL ARMY SPECIAL OPERATIONS COMMAND (ANASOC) TRAINING PROGRAM (ATP0",2014-05-15,2015-05-14,Department of Defense,Department of the Army,USAspending
SOCOM,Special Operations Command,DoD,0774,RAYTHEON COMPANY,65214632.18,"IGF::OT::IGF ANASOC, OAWR 622-COS-ATP-001A0, AFGHAN NATIONAL ARMY SPECIAL OPERATIONS COMMAND (ANASOC) TRAINING PROGRAM (ATP) WKRP 8240A, POP: 15 MAY 2015 - 14 MAY 2016",2015-05-15,2016-05-14,Department of Defense,Department of the Army,USAspending
SOCOM,Special Operations Command,DoD,FA002122F0001,OBXTEK INC,59999583.86,E014042  AIR FORCE SPECIAL OPERATIONS COMMAND AIRCREW INSTRUCTOR SUPPORT SERVICES,2021-11-30,2024-10-20,Department of Defense,Department of the Air Force,USAspending
SOCOM,Special Operations Command,DoD,0001,ARMA GLOBAL CORPORATION,58457031.17,THE TASK ORDER PROVIDES INFORMATION SYSTEMS (IS) AND DEPLOYED COMMUNICATIONS SUPPORT SERVICES FOR SPECIAL OPERATIONS COMMAND   CENTRAL (SOCCENT).,2011-09-14,2018-04-30,Department of Defense,U.S. Special Operations Command,USAspending
SOCOM,Special Operations Command,DoD,FA807521F0009,SOUTHWEST RESEARCH INSTITUTE,54398141.21,"RESEARCH, DEVELOPMENT, TEST, EVALUATION (RDT&E), AND PRODUCTION ENGINEERING OF SPECIAL OPERATIONS FORCES (SOF)-PECULIAR DISMOUNTED MANEUVER AND ENGAGEMENT TECHNOLOGIES FOR JOINT SPECIAL OPERATIONS COMMAND",2020-12-07,2025-11-30,Department of Defense,Department of the Air Force,USAspending
SOCOM,Special Operations Command,DoD,W9128F21C0019,J. E. DUNN CONSTRUCTION COMPANY,51877889.0,"CONSTRUCT SPECIAL OPERATIONS COMMAND - NORTH (SOCNORTH), THEATER OPERATIONAL SUPPORT FACILITY, PETERSON AFB, COLORADO",2021-04-27,2024-11-15,Department of Defense,Department of the Army,USAspending
SOCOM,Special Operations Command,DoD,FA807518F1700,BOOZ ALLEN HAMILTON INC,41671632.66,"ENVIRONMENTAL ANALYSIS AND ASSESSMENT SPECIAL OPERATIONS COMMAND CENTRAL (SOCCENT) J5 DIRECTORATE OF STRATEGIC PLANS, POLICY, INFORMATION OPERATIONS, AND ASSESSMENT",2018-08-20,2022-03-19,Department of Defense,Department of the Air Force,USAspending
SOCOM,Special Operations Command,DoD,GSQ0417DB0005,"AMENTUM TECHNOLOGY, INC.",41039456.24,IGF::CL::IGF MARINE SPECIAL OPERATIONS COMMAND LOGISTICS SUPPORT,2016-12-15,2021-12-31,General Services Administration,Federal Acquisition Service,USAspending
SOCOM,Special Operations Command,DoD,1075,RAYTHEON COMPANY,37736603.93,TASK ORDER 1075 IS ESTABLISHED TO ORDER (1) TRAIN ADVISE ASSIST COMMAND AIR ENGLISH LANGUAGE TRAINING (TAAC-A ELT)AND (2) AFGHAN NATIONAL ARMY SPECIAL OPERATIONS COMMAND ENGLISH LANGUAGE TRAINING (ANASOC ELT).,2018-08-08,2019-11-14,Department of Defense,Department of the Army,USAspending
SOCOM,Special Operations Command,DoD,47QFSA22F0002,"AMENTUM TECHNOLOGY, INC.",35080584.85,MARINE CORPS FORCES SPECIAL OPERATIONS COMMAND MARFORSOC CONTRACTOR LOGISTICS SUPPORT CLS,2022-01-01,2026-12-31,General Services Administration,Federal Acquisition Service,USAspending
SOCOM,Special Operations Command,DoD,FA807519FA052,BOOZ ALLEN HAMILTON INC,31599296.98,"STRATEGIC PLANNING, ASSESSMENT, AND TECHNICAL RESEARCH AND ANALYSIS FOR SPECIAL OPERATIONS COMMAND EUROPE",2019-09-27,2024-12-26,Department of Defense,Department of the Air Force,USAspending
SOCOM,Special Operations Command,DoD,HQ042317F0088,GRANT THORNTON LLP,28948679.51,IGF::CT::IGF UNITED STATES SPECIAL OPERATIONS COMMAND AUDIT 2018-2021,2017-06-01,2021-12-31,Department of Defense,Defense Finance and Accounting Service,USAspending
SOCOM,Special Operations Command,DoD,FA807522F0009,BOOZ ALLEN HAMILTON INC,27323605.02,ENVIRONMENTAL ANALYSIS AND ASSESSMENT FOR HEADQUARTERS SPECIAL OPERATIONS COMMAND CENTRAL J5 DIRECTORATE,2021-12-01,2025-12-01,Department of Defense,Department of the Air Force,USAspending
SOCOM,Special Operations Command,DoD,W15P7T18F0032,"AMENTUM SERVICES, INC.",26127570.79,"1ST SPECIAL WARFARE TRAINING GROUP (AIRBORNE) HAS A REQUIREMENT TO PROVIDE (1) INSTRUCTIONAL CAPACITY, (2) SUBJECT MATTER EXPERTISE, AND (3) ROLE PLAYER SUPPORT TO THE SPECIAL FORCES INTELLIGENCE SERGEANTS COURSE, ADVANCED TACTICAL TECHNICAL COURSES, SPECIAL WARFARE OPERATIONAL DESIGN COURSE, SPECIAL WARFARE NETWORK DEVELOPMENT COURSE, SPECIAL WARFARE PHYSICAL SURVEILLANCE TRAINING, AND SPECIAL FORCES TECHNICAL SURVEILLANCE TRAINING COURSES TO MEET UNITED STATES ARMY SPECIAL OPERATIONS COMMAND S",2018-09-26,2022-09-29,Department of Defense,Department of the Army,USAspending
SOCOM,Special Operations Command,DoD,FA807523F0007,MANTECH TSG-2 JOINT VENTURE,25847743.39,DEVELOPMENT OF EXPEDITIONARY WEAPON SYSTEMS CAPABILITIES FOR SPECIAL OPERATIONS COMMAND PROGRAM MANAGER-SPECIAL OPERATIONS FORCE LETHALITY AND NAVAL SURFACE WARFARE CENTER CRANE,2022-11-08,2027-11-08,Department of Defense,Department of the Air Force,USAspending
SOCOM,Special Operations Command,DoD,HT942523C0037,SHEE ATIKA ENTERPRISES LLC,18732618.83,PRECISION NUTRITION RESEARCH & DEVELOPMENT FOR THE UNITED STATES SPECIAL OPERATIONS COMMAND,2023-04-17,2025-07-16,Department of Defense,Defense Health Agency,USAspending
SOCOM,Special Operations Command,DoD,FA807524F0029,BOOZ ALLEN HAMILTON INC,14722996.0,"STRATEGIC PLANNING, ASSESSMENT, AND TECHNICAL RESEARCH AND ANALYSIS FOR SPECIAL OPERATIONS COMMAND EUROPE",2024-09-30,2026-09-29,Department of Defense,Department of the Air Force,USAspending
SOCOM,Special Operations Command,DoD,0K08,GARDAWORLD FEDERAL SERVICES LLC,13144086.96,ARMED SECURITY GUARDS AND INTERNAL ROVING PATROLS IN SUPPORT OF NATO SPECIAL OPERATIONS COMMAND LOCATIONS IN AFGHANISTAN.,2018-03-08,2023-05-23,Department of Defense,Department of the Army,USAspending
SOCOM,Special Operations Command,DoD,W31P4Q23F0248,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",12568468.0,THE CONTRACTOR SHALL PROVIDE AIR FORCE SPECIAL OPERATIONS COMMAND (AFSOC) WITH MQ-9 CONTRACTOR AIRCREW FOR LAUNCH AND RECOVERY (LR) SERVICES AT ONE (1) OUTSIDE THE CONTINENTAL UNITED STATES (OCONUS) LOCATION FOR A PERIOD OF TWELVE-MONTHS.,2023-08-18,2024-09-30,Department of Defense,Department of the Army,USAspending
SOCOM,Special Operations Command,DoD,0460,"AMENTUM TECHNOLOGY, INC.",12357259.47,"TASK ORDER 0460 SUPPORTS U.S. SPECIAL OPERATIONS COMMAND S (USSOCOM) JOINT MILITARY INFORMATION SUPPORT COMMAND (JMISC) WITH SUBJECT MATTER EXPERTISE (SME) FOR STAFFING, PLANNING, ANALYSIS AND OPERATIONS ACTIVITIES.  THE MAJORITY OF CONTRACT POSITIONS WILL FILL ROLES OF JMISC JOINT TABLE OF DISTRIBUTION POSITIONS THAT REMAIN UNFILLED OR SUPPORT NEWLY ESTABLISHED OPERATIONAL REQUIREMENTS. MOST POSITIONS ARE FULLTIME AT A GOVERNMENT SITE.",2009-05-30,2010-05-29,Department of Defense,U.S. Special Operations Command,USAspending
SOCOM,Special Operations Command,DoD,FA002119CA003,"ROCKHILL GROUP, INC., THE",12347722.01,"AIR FORCE SPECIAL OPERATIONS COMMAND (AFSOC) REQUIRES ON-SITE CONTRACT INSTRUCTOR SUPPORT FOR THE 492 SPECIAL OPERATIONS WING TRAINING OPERATIONS.  SUPPORT AREAS INCLUDE FIXED WING AIRCREW INSTRUCTION, FIXED WING FLIGHT INSTRUCTION, REMOTELY PILOT AIRCRAFT (RPA) AIRCREW INSTRUCTION, FIXED WING SIMULATOR INSTRUCTION, AND WEAPON SYSTEM LEADS FOR SPECIFIC MISSION DESIGN SERIES (MDS) AIRCRAFT OR LOCATION.",2019-07-01,2023-11-29,Department of Defense,Department of the Air Force,USAspending
CENTCOM,Central Command,DoD,0127,"CACI TECHNOLOGIES, LLC",238514489.26,"AWARD OF TASK ORDER 0127 (S3R-043) PWS TITLED, ""ENGINEERING, INSTALLATION/INTEGRATION, TECHNOLOGY INSERTION AND LOGISTICAL SUPPORT TO THE QUICK REACTION&BATTLE COMMAND SUPPORT DIVISION"" FUNDING IS PROVIDED FOR ENGINEERING, LOGISTICAL AND TRAINING SETA SUPPORT FOR CENTCOM, AND C2D SPO PERSONNEL ON SLIN 0008AA.",2011-09-16,2020-09-15,Department of Defense,Department of the Army,USAspending
CENTCOM,Central Command,DoD,GST0004AJM063,"LOCKHEED MARTIN SERVICES, LLC",170629709.31,IT SUPPORT TO CENTCOM,2004-08-31,2007-08-31,General Services Administration,Federal Acquisition Service,USAspending
CENTCOM,Central Command,DoD,W900KK20C0031,VERTEX AEROSPACE LLC,119061991.36,"THIS CONTRACT AWARD IS IN SUPPORT OF THE UNITED STATES ARMY CENTRAL COMMAND'S (ARCENT) TRAINING SUPPORT SERVICES (TSS) EFFORT BASED ON CAMP BEUHRING AND CAMP ARIFIJAN, KUWAIT, AS WELL AS THROUGHOUT THE CENTCOM AOR.",2020-07-01,2023-12-31,Department of Defense,Department of the Army,USAspending
CENTCOM,Central Command,DoD,GS00Q17AJC0008,COLSA CORP,63569192.66,IGF::OT::IGF CENTCOM WEB SUPPORT PROGRAM AWARD,2017-07-27,2019-02-28,General Services Administration,Federal Acquisition Service,USAspending
CENTCOM,Central Command,DoD,W91RUS17C0044,"TRACE SYSTEMS, INC.",62396319.16,"IGF::OT::IGF  ADMINISTRATIVE, INFORMATION TECHNOLOGY ENGINEERING AND LOGISTICS SUPPORT SERVICES TO SUPPORT THE MISSION OF THE 160TH SIGNAL BRIGADE AND SUBORDINATE COMMANDS WITHIN CENTCOM AREA OF OPERATION",2017-09-29,2025-02-28,Department of Defense,Department of the Army,USAspending
CENTCOM,Central Command,DoD,0051,"MANTECH ADVANCED SYSTEMS INTERNATIONAL, INC.",55858342.48,"THE PURPOSE OF THIS TASK ORDER IS TO PROVIDE CENTCOM, ARCENT 335TH, USFOR-A, JNCC-A, AND AVIATION/GROUND LOGISTICS UNITS WITH THE CAPABILITY OF ACHIEVING FULL INTEROPERABILITY OF THE C4I SYSTEMS ON AND OFF THE BATTLEFIELD AMONG THE US, ALLIED, AND COALITION FORCES.",2012-09-12,2014-09-11,Department of Defense,Department of the Army,USAspending
CENTCOM,Central Command,DoD,0009,PARSONS GOVERNMENT SERVICES INC.,49856835.0,WEBTAS TK SUPPORT TO CENTCOM THEATER II,2011-01-20,2012-01-19,Department of Defense,Defense Contract Management Agency,USAspending
CENTCOM,Central Command,DoD,0002,ECC CENTCOM CONSTRUCTORS LLC,45490993.91,DESIGN AND CONSTRUCT BACHELOR ENLISTED QUARTERS,2012-09-28,2015-01-20,Department of Defense,Department of the Army,USAspending
CENTCOM,Central Command,DoD,0006,ECC CENTCOM CONSTRUCTORS LLC,44569263.59,"CONSTRUCT TRANSIENT QUARTERS&DINING FACILITY, MANAMA, BAHRAIN",2013-09-11,2023-02-23,Department of Defense,Department of the Army,USAspending
CENTCOM,Central Command,DoD,47QFSA22F0136,BOOZ ALLEN HAMILTON INC,40776663.14,CENTCOM RESOURCES  ANALYSIS SUPPORT,2022-09-24,2026-09-23,General Services Administration,Federal Acquisition Service,USAspending
CENTCOM,Central Command,DoD,FA489022F0024,ITA INTERNATIONAL LLC,40721612.68,9AF EXPEDITIONARY SECURITY FORCES SQUADRON (ESFS) STAFF SUPPORT SERVICES IN CENTCOM AOR.,2022-04-08,2028-05-02,Department of Defense,Department of the Air Force,USAspending
CENTCOM,Central Command,DoD,0001,SHAW CENTCOM SERVICES LLC,40342683.9,None,2004-04-05,2005-11-30,Department of Defense,Department of the Army,USAspending
CENTCOM,Central Command,DoD,HT001113F0052,ACCENTURE FEDERAL SERVICES LLC,39645286.0,SUPPORTING SERVICES CENTCOM AOR O&M,2013-09-30,2018-12-23,Department of Defense,Defense Health Agency,USAspending
CENTCOM,Central Command,DoD,0005,PARSONS GOVERNMENT SERVICES INC.,35936632.0,WEB-ENABLED TEMPORAL ANALYSIS SYSTEM TOOL KIT (WEBTAS TK) SUPPORT FOR CENTCOM THEATER,2010-01-20,2011-01-19,Department of Defense,Defense Contract Management Agency,USAspending
